scenario,clock,h,slice,group,bin_left,bin_right,n,predicted,actual
calendar_assumed_replay,06:00,1,currency,TJS,0.6000000000000001,0.7000000000000001,208,0.6387711573199955,0.5769230769230769
calendar_assumed_replay,06:00,1,currency,TJS,0.7000000000000001,0.8,18,0.7472147353058421,0.6666666666666666
calendar_assumed_replay,06:00,1,currency,UZS,0.2,0.30000000000000004,4,0.29202656389718934,0.0
calendar_assumed_replay,06:00,1,currency,UZS,0.30000000000000004,0.4,81,0.3624901108793333,0.4074074074074074
calendar_assumed_replay,06:00,1,currency,UZS,0.4,0.5,341,0.45965261867954516,0.46920821114369504
calendar_assumed_replay,06:00,1,currency,UZS,0.5,0.6000000000000001,374,0.545561890458739,0.5614973262032086
calendar_assumed_replay,06:00,1,currency,UZS,0.6000000000000001,0.7000000000000001,152,0.6393485411139249,0.5723684210526315
calendar_assumed_replay,06:00,1,currency,UZS,0.7000000000000001,0.8,14,0.7411106827567705,0.7857142857142857
calendar_assumed_replay,09:15,1,ALL,ALL,0.0,0.1,221,0.042233978103338746,0.07692307692307693
calendar_assumed_replay,09:15,1,ALL,ALL,0.1,0.2,194,0.14901881603176223,0.25257731958762886
calendar_assumed_replay,09:15,1,ALL,ALL,0.2,0.30000000000000004,222,0.2480030991332768,0.34684684684684686
calendar_assumed_replay,09:15,1,ALL,ALL,0.30000000000000004,0.4,384,0.3572137539347448,0.4296875
calendar_assumed_replay,09:15,1,ALL,ALL,0.4,0.5,950,0.4582326054113811,0.5021052631578947
calendar_assumed_replay,09:15,1,ALL,ALL,0.5,0.6000000000000001,1459,0.5464648341787105,0.5181631254283756
calendar_assumed_replay,09:15,1,ALL,ALL,0.6000000000000001,0.7000000000000001,746,0.6443355929895289,0.5670241286863271
calendar_assumed_replay,09:15,1,ALL,ALL,0.7000000000000001,0.8,220,0.7499995654389966,0.7
calendar_assumed_replay,09:15,1,ALL,ALL,0.8,0.9,205,0.8534095201292045,0.8
calendar_assumed_replay,09:15,1,ALL,ALL,0.9,1.0,229,0.9489012075826856,0.9432314410480349
calendar_assumed_replay,09:15,1,currency,AMD,0.0,0.1,45,0.044029961385187624,0.044444444444444446
calendar_assumed_replay,09:15,1,currency,AMD,0.1,0.2,37,0.15028585234722663,0.24324324324324326
calendar_assumed_replay,09:15,1,currency,AMD,0.2,0.30000000000000004,43,0.24430883876122372,0.3488372093023256
calendar_assumed_replay,09:15,1,currency,AMD,0.30000000000000004,0.4,76,0.35789882048987764,0.4342105263157895
calendar_assumed_replay,09:15,1,currency,AMD,0.4,0.5,168,0.45700952401157685,0.5119047619047619
calendar_assumed_replay,09:15,1,currency,AMD,0.5,0.6000000000000001,307,0.5492982881023755,0.5732899022801303
calendar_assumed_replay,09:15,1,currency,AMD,0.6000000000000001,0.7000000000000001,158,0.6477211972956768,0.5759493670886076
calendar_assumed_replay,09:15,1,currency,AMD,0.7000000000000001,0.8,44,0.7491138359806322,0.7272727272727273
calendar_assumed_replay,09:15,1,currency,AMD,0.8,0.9,40,0.849928179868126,0.8
calendar_assumed_replay,09:15,1,currency,AMD,0.9,1.0,48,0.9468410535961249,0.9583333333333334
calendar_assumed_replay,09:15,1,currency,KGS,0.0,0.1,48,0.046065739103162105,0.0625
calendar_assumed_replay,09:15,1,currency,KGS,0.1,0.2,38,0.15138910055822444,0.21052631578947367
calendar_assumed_replay,09:15,1,currency,KGS,0.2,0.30000000000000004,45,0.24575992269088415,0.26666666666666666
calendar_assumed_replay,09:15,1,currency,KGS,0.30000000000000004,0.4,79,0.354028064181438,0.35443037974683544
calendar_assumed_replay,09:15,1,currency,KGS,0.4,0.5,197,0.4580275428289439,0.45685279187817257
calendar_assumed_replay,09:15,1,currency,KGS,0.5,0.6000000000000001,273,0.5461903758806526,0.5494505494505495
calendar_assumed_replay,09:15,1,currency,KGS,0.6000000000000001,0.7000000000000001,160,0.6431467390659309,0.60625
calendar_assumed_replay,09:15,1,currency,KGS,0.7000000000000001,0.8,44,0.7517232690037026,0.6363636363636364
calendar_assumed_replay,09:15,1,currency,KGS,0.8,0.9,42,0.8585477871192301,0.8571428571428571
calendar_assumed_replay,09:15,1,currency,KGS,0.9,1.0,40,0.9517933812514878,0.925
calendar_assumed_replay,09:15,1,currency,KZT,0.0,0.1,40,0.04087871578447211,0.15
calendar_assumed_replay,09:15,1,currency,KZT,0.1,0.2,38,0.14649992054136915,0.3157894736842105
calendar_assumed_replay,09:15,1,currency,KZT,0.2,0.30000000000000004,42,0.2533430917881454,0.2857142857142857
calendar_assumed_replay,09:15,1,currency,KZT,0.30000000000000004,0.4,86,0.3631373979811868,0.45348837209302323
calendar_assumed_replay,09:15,1,currency,KZT,0.4,0.5,186,0.4599462467897602,0.5483870967741935
calendar_assumed_replay,09:15,1,currency,KZT,0.5,0.6000000000000001,323,0.5446684854594768,0.4117647058823529
calendar_assumed_replay,09:15,1,currency,KZT,0.6000000000000001,0.7000000000000001,113,0.6457804662867045,0.6194690265486725
calendar_assumed_replay,09:15,1,currency,KZT,0.7000000000000001,0.8,47,0.7449066388133043,0.6382978723404256
calendar_assumed_replay,09:15,1,currency,KZT,0.8,0.9,40,0.8549616243243368,0.725
calendar_assumed_replay,09:15,1,currency,KZT,0.9,1.0,51,0.9476311432967651,0.9019607843137255
calendar_assumed_replay,09:15,1,currency,TJS,0.0,0.1,41,0.03810732297823327,0.07317073170731707
calendar_assumed_replay,09:15,1,currency,TJS,0.1,0.2,41,0.1492217826292495,0.24390243902439024
calendar_assumed_replay,09:15,1,currency,TJS,0.2,0.30000000000000004,40,0.24897956768814664,0.4
calendar_assumed_replay,09:15,1,currency,TJS,0.30000000000000004,0.4,65,0.3531601026803426,0.47692307692307695
calendar_assumed_replay,09:15,1,currency,TJS,0.4,0.5,175,0.4574769024007416,0.5142857142857142
calendar_assumed_replay,09:15,1,currency,TJS,0.5,0.6000000000000001,291,0.5465209577488102,0.5120274914089347
calendar_assumed_replay,09:15,1,currency,TJS,0.6000000000000001,0.7000000000000001,177,0.6422852088876632,0.5254237288135594
calendar_assumed_replay,09:15,1,currency,TJS,0.7000000000000001,0.8,44,0.7523507358912102,0.75
calendar_assumed_replay,09:15,1,currency,TJS,0.8,0.9,43,0.8502141072527614,0.813953488372093
calendar_assumed_replay,09:15,1,currency,TJS,0.9,1.0,49,0.9488677547184196,0.9591836734693877
calendar_assumed_replay,09:15,1,currency,UZS,0.0,0.1,47,0.0413543946397062,0.06382978723404255
calendar_assumed_replay,09:15,1,currency,UZS,0.1,0.2,40,0.1477799470932676,0.25
calendar_assumed_replay,09:15,1,currency,UZS,0.2,0.30000000000000004,52,0.24793497802186695,0.4230769230769231
calendar_assumed_replay,09:15,1,currency,UZS,0.30000000000000004,0.4,78,0.35661963054837653,0.4358974358974359
calendar_assumed_replay,09:15,1,currency,UZS,0.4,0.5,224,0.4584977202970535,0.48660714285714285
calendar_assumed_replay,09:15,1,currency,UZS,0.5,0.6000000000000001,265,0.5455929301719864,0.5584905660377358
calendar_assumed_replay,09:15,1,currency,UZS,0.6000000000000001,0.7000000000000001,138,0.6432844223435408,0.5217391304347826
calendar_assumed_replay,09:15,1,currency,UZS,0.7000000000000001,0.8,41,0.7524153018007306,0.7560975609756098
calendar_assumed_replay,09:15,1,currency,UZS,0.8,0.9,40,0.8533786446978008,0.8
calendar_assumed_replay,09:15,1,currency,UZS,0.9,1.0,41,0.9501112786444862,0.975609756097561
calendar_assumed_replay,10:15,1,ALL,ALL,0.0,0.1,89,0.07955664615253807,0.02247191011235955
calendar_assumed_replay,10:15,1,ALL,ALL,0.1,0.2,329,0.15079130600850696,0.1094224924012158
calendar_assumed_replay,10:15,1,ALL,ALL,0.2,0.30000000000000004,341,0.24984196447290152,0.2785923753665689
calendar_assumed_replay,10:15,1,ALL,ALL,0.30000000000000004,0.4,377,0.353041332883738,0.41644562334217505
calendar_assumed_replay,10:15,1,ALL,ALL,0.4,0.5,855,0.45712564200541733,0.5005847953216375
calendar_assumed_replay,10:15,1,ALL,ALL,0.5,0.6000000000000001,1213,0.5457765619311054,0.528441879637263
calendar_assumed_replay,10:15,1,ALL,ALL,0.6000000000000001,0.7000000000000001,761,0.645105993559784,0.5676741130091985
calendar_assumed_replay,10:15,1,ALL,ALL,0.7000000000000001,0.8,413,0.7509870989887856,0.7167070217917676
calendar_assumed_replay,10:15,1,ALL,ALL,0.8,0.9,386,0.8500508821468319,0.8989637305699482
calendar_assumed_replay,10:15,1,ALL,ALL,0.9,1.0,66,0.9160717633173965,0.9696969696969697
calendar_assumed_replay,10:15,1,currency,AMD,0.0,0.1,16,0.0788410183338312,0.0
calendar_assumed_replay,10:15,1,currency,AMD,0.1,0.2,62,0.1502844015481631,0.0967741935483871
calendar_assumed_replay,10:15,1,currency,AMD,0.2,0.30000000000000004,68,0.2501194522606772,0.20588235294117646
calendar_assumed_replay,10:15,1,currency,AMD,0.30000000000000004,0.4,72,0.3520673287623172,0.4166666666666667
calendar_assumed_replay,10:15,1,currency,AMD,0.4,0.5,160,0.45751001727722845,0.5125
calendar_assumed_replay,10:15,1,currency,AMD,0.5,0.6000000000000001,250,0.549316862191357,0.592
calendar_assumed_replay,10:15,1,currency,AMD,0.6000000000000001,0.7000000000000001,158,0.6478358338934207,0.5886075949367089
calendar_assumed_replay,10:15,1,currency,AMD,0.7000000000000001,0.8,83,0.7521507995470433,0.7349397590361446
calendar_assumed_replay,10:15,1,currency,AMD,0.8,0.9,83,0.8537682360178845,0.9036144578313253
calendar_assumed_replay,10:15,1,currency,AMD,0.9,1.0,14,0.9182376384239124,0.9285714285714286
calendar_assumed_replay,10:15,1,currency,KGS,0.0,0.1,21,0.0793674391440159,0.0
calendar_assumed_replay,10:15,1,currency,KGS,0.1,0.2,62,0.1511047552615599,0.06451612903225806
calendar_assumed_replay,10:15,1,currency,KGS,0.2,0.30000000000000004,72,0.249674804420434,0.20833333333333334
calendar_assumed_replay,10:15,1,currency,KGS,0.30000000000000004,0.4,72,0.34699223321422873,0.375
calendar_assumed_replay,10:15,1,currency,KGS,0.4,0.5,186,0.4559103730024043,0.45161290322580644
calendar_assumed_replay,10:15,1,currency,KGS,0.5,0.6000000000000001,219,0.544521405473497,0.5616438356164384
calendar_assumed_replay,10:15,1,currency,KGS,0.6000000000000001,0.7000000000000001,159,0.6454693693072475,0.5660377358490566
calendar_assumed_replay,10:15,1,currency,KGS,0.7000000000000001,0.8,83,0.7507778172649313,0.7469879518072289
calendar_assumed_replay,10:15,1,currency,KGS,0.8,0.9,81,0.8513837807140822,0.9012345679012346
calendar_assumed_replay,10:15,1,currency,KGS,0.9,1.0,11,0.9147541401656046,1.0
calendar_assumed_replay,10:15,1,currency,KZT,0.0,0.1,14,0.07902818099088549,0.07142857142857142
calendar_assumed_replay,10:15,1,currency,KZT,0.1,0.2,75,0.1492405191075479,0.14666666666666667
calendar_assumed_replay,10:15,1,currency,KZT,0.2,0.30000000000000004,65,0.246370774309686,0.35384615384615387
calendar_assumed_replay,10:15,1,currency,KZT,0.30000000000000004,0.4,96,0.3577847152569588,0.4270833333333333
calendar_assumed_replay,10:15,1,currency,KZT,0.4,0.5,150,0.4604721780046116,0.5666666666666667
calendar_assumed_replay,10:15,1,currency,KZT,0.5,0.6000000000000001,279,0.5429950501324221,0.41935483870967744
calendar_assumed_replay,10:15,1,currency,KZT,0.6000000000000001,0.7000000000000001,122,0.647564334441954,0.6229508196721312
calendar_assumed_replay,10:15,1,currency,KZT,0.7000000000000001,0.8,85,0.7498543645180707,0.6705882352941176
calendar_assumed_replay,10:15,1,currency,KZT,0.8,0.9,68,0.8459456878687089,0.8235294117647058
calendar_assumed_replay,10:15,1,currency,KZT,0.9,1.0,12,0.9183998859913697,1.0
calendar_assumed_replay,10:15,1,currency,TJS,0.0,0.1,18,0.0792031461219285,0.0
calendar_assumed_replay,10:15,1,currency,TJS,0.1,0.2,63,0.15255721911056475,0.14285714285714285
calendar_assumed_replay,10:15,1,currency,TJS,0.2,0.30000000000000004,68,0.2517086279153977,0.27941176470588236
calendar_assumed_replay,10:15,1,currency,TJS,0.30000000000000004,0.4,65,0.35522018124637966,0.4461538461538462
calendar_assumed_replay,10:15,1,currency,TJS,0.4,0.5,157,0.4567226418797439,0.5414012738853503
calendar_assumed_replay,10:15,1,currency,TJS,0.5,0.6000000000000001,241,0.5473466132309962,0.5269709543568465
calendar_assumed_replay,10:15,1,currency,TJS,0.6000000000000001,0.7000000000000001,177,0.6438579032624906,0.5310734463276836
calendar_assumed_replay,10:15,1,currency,TJS,0.7000000000000001,0.8,79,0.7517941122806855,0.6835443037974683
calendar_assumed_replay,10:15,1,currency,TJS,0.8,0.9,80,0.8489753246069303,0.9125
calendar_assumed_replay,10:15,1,currency,TJS,0.9,1.0,18,0.9143307482864356,0.9444444444444444
calendar_assumed_replay,10:15,1,currency,UZS,0.0,0.1,20,0.08101589140715729,0.05
calendar_assumed_replay,10:15,1,currency,UZS,0.1,0.2,67,0.15104579429200435,0.08955223880597014
calendar_assumed_replay,10:15,1,currency,UZS,0.2,0.30000000000000004,68,0.25119285566008065,0.35294117647058826
calendar_assumed_replay,10:15,1,currency,UZS,0.30000000000000004,0.4,72,0.3517729109607664,0.4166666666666667
calendar_assumed_replay,10:15,1,currency,UZS,0.4,0.5,202,0.45576836780206176,0.45544554455445546
calendar_assumed_replay,10:15,1,currency,UZS,0.5,0.6000000000000001,224,0.544827738840535,0.5625
calendar_assumed_replay,10:15,1,currency,UZS,0.6000000000000001,0.7000000000000001,145,0.6411880823765761,0.5448275862068965
calendar_assumed_replay,10:15,1,currency,UZS,0.7000000000000001,0.8,83,0.7504245883465583,0.7469879518072289
calendar_assumed_replay,10:15,1,currency,UZS,0.8,0.9,74,0.8493575396989919,0.9459459459459459
calendar_assumed_replay,10:15,1,currency,UZS,0.9,1.0,11,0.9149419816490425,1.0
calendar_assumed_replay,10:45,1,ALL,ALL,0.0,0.1,100,0.0653837779562171,0.09
calendar_assumed_replay,10:45,1,ALL,ALL,0.1,0.2,214,0.1563731160199247,0.0794392523364486
calendar_assumed_replay,10:45,1,ALL,ALL,0.2,0.30000000000000004,342,0.25446408471750287,0.17251461988304093
calendar_assumed_replay,10:45,1,ALL,ALL,0.30000000000000004,0.4,605,0.3546391758285292,0.3669421487603306
calendar_assumed_replay,10:45,1,ALL,ALL,0.4,0.5,728,0.45261683371097833,0.48626373626373626
calendar_assumed_replay,10:45,1,ALL,ALL,0.5,0.6000000000000001,1167,0.5498486909005087,0.5329905741216795
calendar_assumed_replay,10:45,1,ALL,ALL,0.6000000000000001,0.7000000000000001,899,0.645569579385687,0.6006674082313682
calendar_assumed_replay,10:45,1,ALL,ALL,0.7000000000000001,0.8,387,0.7530176129090729,0.8036175710594315
calendar_assumed_replay,10:45,1,ALL,ALL,0.8,0.9,271,0.8479682566089428,0.9298892988929889
calendar_assumed_replay,10:45,1,ALL,ALL,0.9,1.0,117,0.9392121421819944,0.9572649572649573
calendar_assumed_replay,10:45,1,currency,AMD,0.0,0.1,19,0.06652816552049955,0.10526315789473684
calendar_assumed_replay,10:45,1,currency,AMD,0.1,0.2,40,0.1572395145037622,0.05
calendar_assumed_replay,10:45,1,currency,AMD,0.2,0.30000000000000004,60,0.2505197859155038,0.1
calendar_assumed_replay,10:45,1,currency,AMD,0.30000000000000004,0.4,120,0.3531963850625917,0.3333333333333333
calendar_assumed_replay,10:45,1,currency,AMD,0.4,0.5,147,0.4502750540126266,0.5034013605442177
calendar_assumed_replay,10:45,1,currency,AMD,0.5,0.6000000000000001,228,0.5531695691090966,0.6008771929824561
calendar_assumed_replay,10:45,1,currency,AMD,0.6000000000000001,0.7000000000000001,192,0.6472880735641645,0.625
calendar_assumed_replay,10:45,1,currency,AMD,0.7000000000000001,0.8,78,0.7543558663230142,0.8076923076923077
calendar_assumed_replay,10:45,1,currency,AMD,0.8,0.9,56,0.847000291689538,0.9464285714285714
calendar_assumed_replay,10:45,1,currency,AMD,0.9,1.0,26,0.937379459108442,0.9615384615384616
calendar_assumed_replay,10:45,1,currency,KGS,0.0,0.1,19,0.06350565638137537,0.10526315789473684
calendar_assumed_replay,10:45,1,currency,KGS,0.1,0.2,44,0.15453466244177527,0.045454545454545456
calendar_assumed_replay,10:45,1,currency,KGS,0.2,0.30000000000000004,69,0.2542793374900045,0.10144927536231885
calendar_assumed_replay,10:45,1,currency,KGS,0.30000000000000004,0.4,123,0.35359645807151374,0.3170731707317073
calendar_assumed_replay,10:45,1,currency,KGS,0.4,0.5,154,0.4529091512518539,0.42857142857142855
calendar_assumed_replay,10:45,1,currency,KGS,0.5,0.6000000000000001,215,0.5491996079342711,0.5581395348837209
calendar_assumed_replay,10:45,1,currency,KGS,0.6000000000000001,0.7000000000000001,191,0.6456385204947237,0.6230366492146597
calendar_assumed_replay,10:45,1,currency,KGS,0.7000000000000001,0.8,74,0.7544739824549985,0.8108108108108109
calendar_assumed_replay,10:45,1,currency,KGS,0.8,0.9,54,0.8476759064241159,0.9629629629629629
calendar_assumed_replay,10:45,1,currency,KGS,0.9,1.0,23,0.9390604485060913,0.9565217391304348
calendar_assumed_replay,10:45,1,currency,KZT,0.0,0.1,22,0.06333479145498956,0.045454545454545456
calendar_assumed_replay,10:45,1,currency,KZT,0.1,0.2,48,0.15366936794141528,0.14583333333333334
calendar_assumed_replay,10:45,1,currency,KZT,0.2,0.30000000000000004,77,0.25358228493709456,0.2857142857142857
calendar_assumed_replay,10:45,1,currency,KZT,0.30000000000000004,0.4,135,0.35581960370325666,0.4222222222222222
calendar_assumed_replay,10:45,1,currency,KZT,0.4,0.5,112,0.4599344761806353,0.5625
calendar_assumed_replay,10:45,1,currency,KZT,0.5,0.6000000000000001,287,0.5468634880603396,0.43205574912891986
calendar_assumed_replay,10:45,1,currency,KZT,0.6000000000000001,0.7000000000000001,143,0.6474271313424317,0.6363636363636364
calendar_assumed_replay,10:45,1,currency,KZT,0.7000000000000001,0.8,76,0.7515451930957798,0.7105263157894737
calendar_assumed_replay,10:45,1,currency,KZT,0.8,0.9,47,0.8516437144033623,0.8936170212765957
calendar_assumed_replay,10:45,1,currency,KZT,0.9,1.0,19,0.942827249027854,0.9473684210526315
calendar_assumed_replay,10:45,1,currency,TJS,0.0,0.1,19,0.0685654941793853,0.10526315789473684
calendar_assumed_replay,10:45,1,currency,TJS,0.1,0.2,36,0.15848460618729437,0.08333333333333333
calendar_assumed_replay,10:45,1,currency,TJS,0.2,0.30000000000000004,65,0.25565586263640616,0.13846153846153847
calendar_assumed_replay,10:45,1,currency,TJS,0.30000000000000004,0.4,104,0.3570281066797041,0.36538461538461536
calendar_assumed_replay,10:45,1,currency,TJS,0.4,0.5,147,0.4475921124859916,0.4897959183673469
calendar_assumed_replay,10:45,1,currency,TJS,0.5,0.6000000000000001,217,0.550081904033769,0.5391705069124424
calendar_assumed_replay,10:45,1,currency,TJS,0.6000000000000001,0.7000000000000001,209,0.6446758227850506,0.5598086124401914
calendar_assumed_replay,10:45,1,currency,TJS,0.7000000000000001,0.8,81,0.7539510910989518,0.8395061728395061
calendar_assumed_replay,10:45,1,currency,TJS,0.8,0.9,61,0.8462600247074717,0.9016393442622951
calendar_assumed_replay,10:45,1,currency,TJS,0.9,1.0,27,0.9378974153032277,0.9629629629629629
calendar_assumed_replay,10:45,1,currency,UZS,0.0,0.1,21,0.06531549419371409,0.09523809523809523
calendar_assumed_replay,10:45,1,currency,UZS,0.1,0.2,46,0.15854707862488615,0.06521739130434782
calendar_assumed_replay,10:45,1,currency,UZS,0.2,0.30000000000000004,71,0.25784209183271534,0.2112676056338028
calendar_assumed_replay,10:45,1,currency,UZS,0.30000000000000004,0.4,123,0.3537739937506026,0.3902439024390244
calendar_assumed_replay,10:45,1,currency,UZS,0.4,0.5,168,0.4539161359599919,0.47023809523809523
calendar_assumed_replay,10:45,1,currency,UZS,0.5,0.6000000000000001,220,0.5507056844068454,0.5636363636363636
calendar_assumed_replay,10:45,1,currency,UZS,0.6000000000000001,0.7000000000000001,164,0.6429966925907169,0.5670731707317073
calendar_assumed_replay,10:45,1,currency,UZS,0.7000000000000001,0.8,78,0.75076295982887,0.8461538461538461
calendar_assumed_replay,10:45,1,currency,UZS,0.8,0.9,53,0.8479955882149677,0.9433962264150944
calendar_assumed_replay,10:45,1,currency,UZS,0.9,1.0,22,0.940028019914427,0.9545454545454546
calendar_assumed_replay,11:45,1,ALL,ALL,0.0,0.1,139,0.06020908074776121,0.04316546762589928
calendar_assumed_replay,11:45,1,ALL,ALL,0.1,0.2,258,0.1536936073650393,0.10465116279069768
calendar_assumed_replay,11:45,1,ALL,ALL,0.2,0.30000000000000004,356,0.2573723279516961,0.1601123595505618
calendar_assumed_replay,11:45,1,ALL,ALL,0.30000000000000004,0.4,583,0.35307944415520853,0.3979416809605489
