h,origin,currency,n_train,n_query,model_fit,last_target_maturity,intercept,coefficients
1,2023-10-01,KZT,301,51,True,2023-09-28,-0.15200926192025974,"[0.3694506965737776, 0.463362495494347, 0.5768979260722352, 0.5371837970288804, 0.29767674334543665, 0.09124488692737169, -0.3490921184996567, 0.07399355438938432, -0.01506204337053805, 0.004425401629925428, 0.07399355438938432, 0.07761946999140223]"
1,2024-01-01,TJS,0,0,False,,,[]
1,2024-01-01,UZS,22,2,False,,,[]
1,2024-01-01,KGS,78,20,False,,,[]
1,2024-01-01,AMD,287,45,True,2023-12-29,0.22132794507073478,"[0.5154615531101858, 0.7849389415060967, 0.19798611005809522, 0.15630212001587873, -0.018864920445843515, 0.04697259886866501, -0.09098847886019511, -0.01760732407877606, 0.0005071550127493641, -0.06669972849302629, -0.01760732407877606, -0.009303479279624327]"
1,2024-01-01,KZT,353,45,True,2023-12-29,-0.11685282079130328,"[0.3795966821546369, 0.49766457620736493, 0.5756701387749068, 0.5324549400961478, 0.37724449443626246, 0.08570019732507571, -0.3655274366706362, 0.06361012502683694, -0.01519822896553403, 0.004597757755828122, 0.06361012502683694, 0.09610752786775437]"
1,2024-04-01,TJS,0,0,False,,,[]
1,2024-04-01,UZS,24,3,False,,,[]
1,2024-04-01,KGS,99,6,False,,,[]
1,2024-04-01,AMD,332,46,True,2024-03-29,0.26945008837799855,"[0.5389720802261116, 0.8328545541075929, 0.2115747721324526, 0.18514721464323594, -0.03781615961691695, 0.07586822294130419, -0.08847707833982182, -0.0008528257715010082, -0.02352386632381169, -0.05116149459011712, -0.0008528257715010082, 0.021252344151462835]"
1,2024-04-01,KZT,398,46,True,2024-03-29,-0.09315036305578472,"[0.3912555692380188, 0.566535931664084, 0.5825110877670457, 0.5635212547726742, 0.32372088852422987, 0.08733962123238458, -0.3376656407662025, 0.0720345702613292, -0.012294127785292992, 0.0037058931794982583, 0.0720345702613292, 0.07281007658969259]"
1,2024-07-01,TJS,0,0,False,,,[]
1,2024-07-01,UZS,27,0,False,,,[]
1,2024-07-01,KGS,105,6,False,,,[]
1,2024-07-01,AMD,378,51,True,2024-06-28,0.2828459188689087,"[0.5523574400761813, 0.8579339545964878, 0.22090090143694519, 0.18799574338797873, -0.050898835049177756, 0.08188325043162409, -0.10857886662243044, 0.010862726657959575, -0.0012016470837584385, -0.051250580394164615, 0.010862726657959575, 0.05411897725595425]"
1,2024-07-01,KZT,444,52,True,2024-06-28,-0.07626476434383761,"[0.39754399449448236, 0.6322941289693411, 0.5903148815589185, 0.5599142442564252, 0.29194999293127605, 0.10582227764521619, -0.37720017995486105, 0.07386218808103669, 0.047719572610581205, -0.020502767793082934, 0.07386218808103669, 0.06362190905180579]"
1,2024-10-01,TJS,0,0,False,,,[]
1,2024-10-01,UZS,27,0,False,,,[]
1,2024-10-01,KGS,111,4,False,,,[]
1,2024-10-01,AMD,430,53,True,2024-09-28,0.28085001600556314,"[0.5465058106496117, 0.7944841322347088, 0.22825428442997392, 0.22676955611579097, -0.07029048099445474, 0.13802670912085718, -0.10209240570372011, -0.013436767416337229, -0.0028567242219956616, -0.030614819284851793, -0.013436767416337229, 0.06972135971844581]"
1,2024-10-01,KZT,497,52,True,2024-09-28,-0.07290896990882595,"[0.41156378426592444, 0.5840597963191305, 0.6275540605823265, 0.6030218818305592, 0.32511359243218735, 0.10387301929911183, -0.3514690494989662, 0.10742429031331248, 0.03187162372872267, -0.0159243893337413, 0.10742429031331248, 0.0840450829689506]"
1,2025-01-01,TJS,0,0,False,,,[]
1,2025-01-01,UZS,27,0,False,,,[]
1,2025-01-01,KGS,115,6,False,,,[]
1,2025-01-01,AMD,483,44,True,2024-12-29,0.2674848921745956,"[0.5445263382881425, 0.7816882860086101, 0.2436018441930848, 0.25911675673568135, -0.07804070934368589, 0.15224753367216287, -0.1659244951395198, -0.0148654639223836, 0.020072668074831455, -0.013350893923431709, -0.0148654639223836, 0.08442033150979578]"
1,2025-01-01,KZT,549,44,True,2024-12-29,-0.07535773068355353,"[0.4197243318845359, 0.5545281253112738, 0.6014362086019116, 0.5951931139648278, 0.3258341695268509, 0.11730281568864172, -0.3220873533350053, -0.03352876235971221, 0.0362635499629344, -0.03952023356577501, -0.03352876235971221, 0.0584452660044431]"
1,2025-04-01,TJS,0,0,False,,,[]
1,2025-04-01,UZS,27,0,False,,,[]
1,2025-04-01,KGS,121,1,False,,,[]
1,2025-04-01,AMD,527,45,True,2025-03-29,0.17388276100985925,"[0.5869409167934064, 0.7870164904330385, 0.24222406310258934, 0.2559045014718982, -0.05620867141912838, 0.14254743010633575, -0.16883580077092258, -0.025807679829789414, 0.003690099007216341, -0.03296032290290635, -0.025807679829789414, 0.09642755027617299]"
1,2025-04-01,KZT,593,47,True,2025-03-29,-0.10325157995711619,"[0.5332085959322235, 0.609584443727161, 0.4829928913813656, 0.5106160700370797, 0.1644210479634434, 0.12137200395544351, -0.2802544511380593, 0.036782582768517466, 0.01815073282200149, 0.05460395809492845, 0.036782582768517466, 0.034430516595308554]"
1,2025-07-01,TJS,0,0,False,,,[]
1,2025-07-01,UZS,27,0,False,,,[]
1,2025-07-01,KGS,122,1,False,,,[]
1,2025-07-01,AMD,572,49,True,2025-06-27,0.10295871060891293,"[0.5974297544712154, 0.8076260913908825, 0.241550553874007, 0.2526040480671623, -0.04139358787771803, 0.14033199520995016, -0.18756167218816847, -0.022338322903590294, -0.011443658372796782, -0.010063393210404682, -0.022338322903590294, 0.09846328598005899]"
1,2025-07-01,KZT,640,52,True,2025-06-28,-0.12533947015481958,"[0.5422005154863313, 0.6104215250363191, 0.3929330979237556, 0.38891454937880543, 0.0859152262013678, 0.0890734466650505, -0.26675245355760757, 0.09835809662939786, 0.04306055943629567, 0.0614689228543197, 0.09835809662939786, 0.012950719656715402]"
1,2025-10-01,TJS,0,0,False,,,[]
1,2025-10-01,UZS,27,0,False,,,[]
1,2025-10-01,KGS,123,0,False,,,[]
1,2025-10-01,AMD,620,51,True,2025-09-27,0.1769785927714544,"[0.5925362073508216, 0.8317746770945853, 0.2074078063448917, 0.21701742501323765, -0.04982100499417056, 0.13710427015156776, -0.18254085315978305, -0.012750802822741833, 0.004548467627221443, 0.0055990309904172825, -0.012750802822741833, 0.06667901449242979]"
1,2025-10-01,KZT,691,48,True,2025-09-27,-0.07917490317563528,"[0.5345422410358124, 0.6196757890597314, 0.37484018248356044, 0.35403154340841914, 0.11844255011127265, 0.06953128018310012, -0.24472209328814368, 0.07935737996364114, 0.03778976841973858, 0.06437465463739786, 0.07935737996364114, 0.012135283477070267]"
1,2026-01-01,TJS,0,0,False,,,[]
1,2026-01-01,UZS,27,1,False,,,[]
1,2026-01-01,KGS,123,3,False,,,[]
1,2026-01-01,AMD,671,41,True,2025-12-27,0.11008518082260811,"[0.6133786746856442, 0.8555049130029413, 0.19808980445609659, 0.21587088722309966, -0.031817363899874995, 0.14145725028431455, -0.18206022633312624, 0.010881418242959483, 0.018338425433888035, 0.005912959245378018, 0.010881418242959483, 0.07296734948369563]"
1,2026-01-01,KZT,739,37,True,2025-12-27,-0.09926138898433519,"[0.5608155830957879, 0.6460649201534774, 0.312033959258387, 0.30361021580017605, 0.0790606893781145, 0.09464817330570263, -0.2440996468098432, 0.033627260503521, -0.0072636589794323175, -0.005848174740046132, 0.033627260503521, 0.010846806433706653]"
1,2026-04-01,TJS,0,0,False,,,[]
1,2026-04-01,UZS,28,0,False,,,[]
1,2026-04-01,KGS,126,2,False,,,[]
1,2026-04-01,AMD,712,45,True,2026-03-28,0.14590524958606121,"[0.6176074611778619, 0.8826214614016333, 0.18760926241978826, 0.20771857367127164, -0.016723924959913587, 0.13793048863796287, -0.1932886242953107, -0.007816281891041454, 0.017788512464980352, -0.01247825451353046, -0.007816281891041454, 0.06691352147994933]"
1,2026-04-01,KZT,777,40,True,2026-03-28,-0.0788724509434915,"[0.5610825035230448, 0.6529073396434705, 0.2982247275230012, 0.3062342487679293, 0.053051736456447736, 0.08178908671969168, -0.24686993745181002, 0.026194595293674777, -0.007666506473632701, -0.012124621010245104, 0.026194595293674777, 0.0022683076865822735]"
1,2026-07-01,TJS,0,0,False,,,[]
1,2026-07-01,UZS,28,0,False,,,[]
1,2026-07-01,KGS,127,2,False,,,[]
1,2026-07-01,AMD,757,36,True,2026-06-27,0.1237327374607057,"[0.6265416881995992, 0.9025413985271653, 0.1874451770351063, 0.21433799925194905, -0.02288238680890085, 0.14177837452193073, -0.15739861805468347, -0.019981005521893237, -0.019244143738195912, -0.01794098059737881, -0.019981005521893237, 0.06919568294812305]"
1,2026-07-01,KZT,816,35,True,2026-06-27,-0.049950897482142,"[0.5717675085383145, 0.6502181794463567, 0.2641164835873648, 0.26107996228474006, 0.04257022822669495, 0.05422142939515963, -0.20969879996006413, 0.03162894173609078, -0.011844503783168411, 0.009868228598838692, 0.03162894173609078, -0.010447852993948839]"
1,2026-10-01,TJS,0,0,False,,,[]
1,2026-10-01,UZS,28,0,False,,,[]
1,2026-10-01,KGS,130,0,False,,,[]
1,2026-10-01,AMD,793,0,True,2026-09-02,0.14779838153100938,"[0.6303655372341542, 0.9368631824303895, 0.19315292069522613, 0.20727532645229632, -0.03390282748406065, 0.13291629217421566, -0.16522434574707795, -0.013799260566956647, -0.012381702487162392, -0.011647380005448264, -0.013799260566956647, 0.06344489622842124]"
1,2026-10-01,KZT,851,0,True,2026-09-02,0.01934790390119725,"[0.5622882980900937, 0.6340781328956571, 0.2509230840740491, 0.27350056220821833, 0.04781182713445555, 0.07465437572991226, -0.18564344413272366, 0.008016518263597446, -0.015529987974666433, -0.022128984536119965, 0.008016518263597446, -0.0054796523251352805]"
3,2023-01-01,TJS,0,0,False,,,[]
3,2023-01-01,UZS,0,7,False,,,[]
3,2023-01-01,KGS,0,0,False,,,[]
3,2023-01-01,AMD,95,42,False,,,[]
3,2023-01-01,KZT,155,44,True,2022-12-28,-1.3485851666325042,"[0.31388267292682126, 0.31347579454165114, 0.3678458308874051, 0.4195550224870268, 0.11275292107564654, 0.15460546753742943, -0.30225892080219036, 0.047799051080722424, 0.021329099180228104, -0.009188019725556093, 0.047799051080722424, -0.00024626326220677017]"
3,2023-04-01,TJS,0,0,False,,,[]
3,2023-04-01,UZS,7,9,False,,,[]
3,2023-04-01,KGS,0,35,False,,,[]
3,2023-04-01,AMD,137,47,False,,,[]
3,2023-04-01,KZT,199,48,True,2023-03-29,-1.1140774972807255,"[0.3022954272366363, 0.3236037773811345, 0.4438960387118623, 0.47269085556375445, 0.12239077773663926, 0.15912189234889326, -0.3872584106419456, 0.061078378664064834, 0.02463490332258869, -0.010465394679478835, 0.061078378664064834, 0.16997917777647398]"
3,2023-07-01,TJS,0,0,False,,,[]
3,2023-07-01,UZS,16,5,False,,,[]
3,2023-07-01,KGS,31,27,False,,,[]
3,2023-07-01,AMD,184,50,True,2023-06-28,-0.3148402112085341,"[0.39052407594937444, 0.5673774095056645, 0.07746514767514903, 0.06984879213843014, 0.0216276446640615, 0.06388797476436667, -0.07145711095435918, -0.0214720874224512, 0.031579871032149036, -0.006651275378745042, -0.0214720874224512, 0.03355595177116201]"
3,2023-07-01,KZT,247,52,True,2023-06-28,-1.0657948306576535,"[0.30353832232013417, 0.4390489032343116, 0.49011934009073443, 0.5085633620414896, 0.1485558912396469, 0.151631812943447, -0.41076279463875875, 0.07439698861439058, 0.027957604836148477, -0.011866796192038625, 0.07439698861439058, 0.1372568561563422]"
3,2023-10-01,TJS,0,0,False,,,[]
3,2023-10-01,UZS,21,1,False,,,[]
3,2023-10-01,KGS,60,17,False,,,[]
3,2023-10-01,AMD,234,50,True,2023-09-27,-0.22980158790235794,"[0.4401703889710547, 0.6595209567792821, 0.08505980920329169, 0.08016575273648933, 0.02724014141899362, 0.06402237170462685, -0.10034057247215995, -0.006196993422442516, 0.005459655480445088, -0.00029219083885196587, -0.006196993422442516, -0.07000627315132002]"
3,2023-10-01,KZT,299,51,True,2023-09-27,-1.0427125020847399,"[0.3128375649662035, 0.46311474269985403, 0.5528645827787857, 0.5856636701398448, 0.1813121894940028, 0.1897177388998675, -0.4206334465252958, 0.07835466827895275, 0.0340997716918812, -0.013845955927762067, 0.07835466827895275, 0.1712525424835273]"
3,2024-01-01,TJS,0,0,False,,,[]
3,2024-01-01,UZS,22,2,False,,,[]
3,2024-01-01,KGS,77,20,False,,,[]
3,2024-01-01,AMD,285,45,True,2023-12-29,-0.4525316467393283,"[0.45300588449433, 0.7125416213573079, 0.1489780778075618, 0.12438412649283528, 0.023818196100978486, 0.07503470312909656, -0.11155936657303603, 0.002045806833531557, -0.013142585316497181, -0.004118499869939634, 0.002045806833531557, -0.1495376824956721]"
3,2024-01-01,KZT,351,45,True,2023-12-29,-1.0429569043301041,"[0.3230039217524824, 0.48276833889587567, 0.5935920500732291, 0.5930841310801317, 0.1875402025932965, 0.16030782719219944, -0.4366748938659249, 0.06606717711289932, 0.034100777637702015, -0.01456887904459699, 0.06606717711289932, 0.12733398921384115]"
3,2024-04-01,TJS,0,0,False,,,[]
3,2024-04-01,UZS,24,3,False,,,[]
3,2024-04-01,KGS,99,6,False,,,[]
3,2024-04-01,AMD,330,46,True,2024-03-29,-0.3913797387574866,"[0.4572531491994781, 0.7871813427674289, 0.16261314900116855, 0.15630445999068515, 0.016422677376174064, 0.09168680756315577, -0.13297588315410896, 0.04451774141003464, -0.008725970752401557, -0.0013236634950107942, 0.04451774141003464, -0.06472668365944396]"
3,2024-04-01,KZT,396,46,True,2024-03-29,-1.0503394316102017,"[0.31697395282524715, 0.49422515955761925, 0.6115475805649337, 0.6368049507442385, 0.17917472000749043, 0.1765078572098941, -0.4211745519729541, 0.04557041994665844, 0.033825241584842854, -0.01374651071761978, 0.04557041994665844, 0.07728506723957207]"
3,2024-07-01,TJS,0,0,False,,,[]
3,2024-07-01,UZS,27,0,False,,,[]
3,2024-07-01,KGS,104,6,False,,,[]
3,2024-07-01,AMD,376,51,True,2024-06-28,-0.5000970234236868,"[0.466783023917275, 0.7855821696004532, 0.16857706377141846, 0.17593297487706172, 0.006317209243428136, 0.10547752678507694, -0.1005858721234451, 0.03515597100888805, 0.023450762311523442, -0.03236015071111951, 0.03515597100888805, -0.03681177248809779]"
3,2024-07-01,KZT,442,52,True,2024-06-28,-1.0673155041990263,"[0.3134283138934489, 0.5033823865440958, 0.591820650165841, 0.5985983985418385, 0.15111374860895538, 0.17320041507538908, -0.4434194958949432, 0.05853944629763536, 0.10612632294983994, -0.0435290762921483, 0.05853944629763536, -0.009726208832565517]"
3,2024-10-01,TJS,0,0,False,,,[]
3,2024-10-01,UZS,27,0,False,,,[]
3,2024-10-01,KGS,111,4,False,,,[]
3,2024-10-01,AMD,428,53,True,2024-09-28,-0.4960718562205559,"[0.4723104167528103, 0.685896676912871, 0.17812177329057388, 0.22086104760622174, -0.018562366543569436, 0.1491653248125831, -0.061846159841060094, 0.008662976994062026, 0.009244721169116003, -0.007161435585348196, 0.008662976994062026, -0.007630927901139664]"
3,2024-10-01,KZT,495,52,True,2024-09-28,-1.0274128221387615,"[0.3231391894559242, 0.48922059648707866, 0.6211205744935356, 0.6439598424580311, 0.14605516111313394, 0.1778250984001572, -0.40934456048666373, 0.047918912294809914, 0.08102893024934371, -0.0376806163112809, 0.047918912294809914, 0.12026937429198031]"
3,2025-01-01,TJS,0,0,False,,,[]
3,2025-01-01,UZS,27,0,False,,,[]
3,2025-01-01,KGS,115,6,False,,,[]
3,2025-01-01,AMD,481,44,True,2024-12-29,-0.522441314386841,"[0.4992392938027136, 0.7273685394155649, 0.1817141603848828, 0.23501064494259064, 0.018643398696302306, 0.1739976878727041, -0.17760687166806968, -0.012723100651399338, -0.004884448581944536, 0.025418587274261117, -0.012723100651399338, 0.019573268347522786]"
3,2025-01-01,KZT,547,44,True,2024-12-29,-1.0169728089410728,"[0.2829296191474051, 0.48789455561474676, 0.6265902568827552, 0.6284621830673282, 0.22694641185233858, 0.16414956841211992, -0.41723213465423126, -0.04872865621334429, 0.0017758876632764493, -0.019610278778941257, -0.04872865621334429, 0.10050256206107194]"
3,2025-04-01,TJS,0,0,False,,,[]
3,2025-04-01,UZS,27,0,False,,,[]
3,2025-04-01,KGS,121,1,False,,,[]
3,2025-04-01,AMD,525,45,True,2025-03-29,-0.6304131890738481,"[0.5202781873796378, 0.6890948910222737, 0.2117406992131703, 0.2514175264780149, 0.020800344347746216, 0.1737120736027723, -0.16343046565719183, 0.0023190068069548595, -0.009624144657794749, 0.04179047259065381, 0.0023190068069548595, 0.042897147980072756]"
3,2025-04-01,KZT,591,47,True,2025-03-29,-1.0311981495701033,"[0.36334713444974187, 0.5171803560401526, 0.5104518057495023, 0.5591897697347108, 0.12207729110068609, 0.16735580374232278, -0.35112595033159594, 0.031064978043194493, -0.07549835655620736, 0.14340062247006413, 0.031064978043194493, 0.07588926825444828]"
3,2025-07-01,TJS,0,0,False,,,[]
3,2025-07-01,UZS,27,0,False,,,[]
3,2025-07-01,KGS,122,1,False,,,[]
3,2025-07-01,AMD,571,49,True,2025-06-28,-0.7282128628885333,"[0.5286159363259729, 0.6776921209764882, 0.21770374957723823, 0.2411156992710392, 0.0453532445881142, 0.16530013659309956, -0.1741359505687864, 0.013504949505144448, -0.014288905133402285, 0.05388824827908769, 0.013504949505144448, 0.05449496352826388]"
3,2025-07-01,KZT,638,52,True,2025-06-28,-0.9950955716574007,"[0.3849750883543119, 0.4777766616290605, 0.4084519326078418, 0.4402266622436862, 0.007205532027017534, 0.1158635013399687, -0.27597328912222746, 0.12749827800243946, 0.021041888720157505, 0.09665603856890764, 0.12749827800243946, 0.06377163400746955]"
3,2025-10-01,TJS,0,0,False,,,[]
3,2025-10-01,UZS,27,0,False,,,[]
3,2025-10-01,KGS,123,0,False,,,[]
3,2025-10-01,AMD,618,51,True,2025-09-26,-0.6390333599876277,"[0.5264186950193002, 0.6987351201542071, 0.18311710055479152, 0.21676724056590344, 0.017534200425322683, 0.18851684375756822, -0.16507769681261664, -0.0034159812795320444, -0.002313997885363793, 0.04718723494465729, -0.0034159812795320444, 0.022485715838231175]"
3,2025-10-01,KZT,689,48,True,2025-09-27,-0.9355747226895504,"[0.38571549212857004, 0.515640807968796, 0.3570567560052294, 0.4162670637092522, 0.031632450614257984, 0.08932392186651944, -0.24447392678427357, 0.08445238059537828, -0.01599428862926988, 0.04407812238554638, 0.08445238059537828, 0.059627717668322054]"
3,2026-01-01,TJS,0,0,False,,,[]
3,2026-01-01,UZS,27,1,False,,,[]
3,2026-01-01,KGS,123,3,False,,,[]
3,2026-01-01,AMD,669,41,True,2025-12-27,-0.7288264973971751,"[0.5527395300794086, 0.7143722038238269, 0.18240901413172675, 0.21051738484007262, 0.044213565661632016, 0.18006784524994043, -0.1891751273542693, 0.015622972242425186, -0.015390537223947662, 0.053889203288248304, 0.015622972242425186, 0.032259377224136146]"
3,2026-01-01,KZT,737,37,True,2025-12-27,-0.969516633928759,"[0.4208261148319769, 0.5530783838937439, 0.2966990756609696, 0.3745461398202536, 0.029709642101794435, 0.09942267534178553, -0.241296804313908, 0.055573556594198825, -0.018872803276544073, 0.014624179516255244, 0.055573556594198825, 0.05869152577862713]"
3,2026-04-01,TJS,0,0,False,,,[]
3,2026-04-01,UZS,28,0,False,,,[]
3,2026-04-01,KGS,126,2,False,,,[]
3,2026-04-01,AMD,710,45,True,2026-03-28,-0.7396243102152024,"[0.540071012400246, 0.7317118422926292, 0.16857296303367542, 0.19494471788052692, 0.0625915481505367, 0.15982437906484925, -0.18573257236727167, 0.006294607681976908, 0.022466015937100504, 0.022822274648797467, 0.006294607681976908, 0.03843697982075211]"
3,2026-04-01,KZT,776,40,True,2026-03-28,-0.9528654984259198,"[0.4127871113206679, 0.5617704658939784, 0.26574619641480396, 0.3591644775397766, 0.03652348449184124, 0.08423114097767592, -0.2550782223788364, 0.03421620533130693, -0.04102717471096967, -0.026139362693720095, 0.03421620533130693, 0.05728740044078462]"
3,2026-07-01,TJS,0,0,False,,,[]
3,2026-07-01,UZS,28,0,False,,,[]
3,2026-07-01,KGS,127,2,False,,,[]
3,2026-07-01,AMD,755,36,True,2026-06-27,-0.777012710866554,"[0.5438943964501436, 0.7260392991123273, 0.178322699227486, 0.20575352782553233, 0.053595421310553094, 0.1571908247287131, -0.16599293267054901, -0.006279456371787823, -0.023587361498381015, 0.028262576855754524, -0.006279456371787823, 0.04350452103297762]"
3,2026-07-01,KZT,814,35,True,2026-06-27,-0.9465533928050395,"[0.42494914377747517, 0.5758918713440803, 0.2563329385111853, 0.3367455267624092, 0.016116726155670207, 0.07892328947417196, -0.2392602789374527, 0.04630194793523098, -0.023925225385184073, 0.00324013496236323, 0.04630194793523098, 0.0454087571900557]"
3,2026-10-01,TJS,0,0,False,,,[]
3,2026-10-01,UZS,28,0,False,,,[]
3,2026-10-01,KGS,130,0,False,,,[]
3,2026-10-01,AMD,792,0,True,2026-09-02,-0.7517181058790041,"[0.5702472938044416, 0.7615702297145134, 0.18492957572764354, 0.20297661423632493, 0.04366456788942625, 0.14539522678293146, -0.16361560855690274, -0.00039158834922286943, -0.022992314530002278, 0.038026298370514584, -0.00039158834922286943, 0.03519496238922497]"
3,2026-10-01,KZT,850,0,True,2026-09-02,-0.8462606667638101,"[0.4419107798362782, 0.5598542772484527, 0.2310107626285184, 0.3466566849809977, 0.02750781013757298, 0.10664475431481527, -0.1999850256738706, 0.019554947739880275, -0.01841489251067399, -0.030178645432573554, 0.019554947739880275, 0.03758538468235244]"
5,2023-01-01,TJS,0,0,False,,,[]
5,2023-01-01,UZS,0,7,False,,,[]
5,2023-01-01,KGS,0,0,False,,,[]
5,2023-01-01,AMD,94,42,False,,,[]
5,2023-01-01,KZT,154,44,True,2022-12-29,-1.5836153066483296,"[0.32801456297145964, 0.2932946520717575, 0.3483479037653173, 0.4023753606677994, 0.1341901152119404, 0.12742139553902, -0.2731578256107124, 0.09087040892475631, -0.053894277247133325, 0.019780627714511636, 0.09087040892475631, 0.03123983681283566]"
5,2023-04-01,TJS,0,0,False,,,[]
5,2023-04-01,UZS,7,9,False,,,[]
5,2023-04-01,KGS,0,35,False,,,[]
5,2023-04-01,AMD,135,47,False,,,[]
5,2023-04-01,KZT,197,48,True,2023-03-29,-1.3307175018586712,"[0.2998235415806366, 0.3153293893740818, 0.4238231230979495, 0.43603335639808016, 0.12967695562974793, 0.12047350566144578, -0.3658228976379849, 0.10604114094144385, -0.053393525558391185, 0.0197926309553141, 0.10604114094144385, 0.21526389669514123]"
5,2023-07-01,TJS,0,0,False,,,[]
5,2023-07-01,UZS,15,5,False,,,[]
5,2023-07-01,KGS,30,27,False,,,[]
5,2023-07-01,AMD,182,50,True,2023-06-28,-0.549866023936871,"[0.3313456593817719, 0.5271361347780144, 0.06196484197866319, 0.004641834147228057, 0.08678220337080027, -0.08109734524921883, -0.16576926447184878, -0.03497606310700418, 0.017688071042669538, 0.010651134053927805, -0.03497606310700418, 0.028888440986175202]"
5,2023-07-01,KZT,245,52,True,2023-06-28,-1.3057851458452825,"[0.2824565676633124, 0.40433487042154603, 0.45181227933696233, 0.48502380165550996, 0.15417802048809023, 0.12957693399255907, -0.394210383359133, 0.11123518513021645, -0.05067048385019977, 0.0189292392226398, 0.11123518513021645, 0.1719677412887755]"
5,2023-10-01,TJS,0,0,False,,,[]
5,2023-10-01,UZS,21,1,False,,,[]
5,2023-10-01,KGS,60,17,False,,,[]
5,2023-10-01,AMD,233,50,True,2023-09-28,-0.4898537935576529,"[0.3579141521404864, 0.5946805294670592, 0.07639929734001522, 0.024557936209501398, 0.07941027467967988, -0.07581054010134072, -0.20121626484005428, -0.049290584770787134, 0.004545646492884649, 0.011775519722305651, -0.049290584770787134, -0.03633109085985039]"
5,2023-10-01,KZT,298,51,True,2023-09-28,-1.2719312840864163,"[0.28761730580163836, 0.45726695784094307, 0.504732183152858, 0.5598586710625898, 0.18562713596185695, 0.17293583815914662, -0.3985011640182468, 0.11498054986232609, -0.04732450193485338, 0.017681744126966256, 0.11498054986232609, 0.2170769715390635]"
5,2024-01-01,TJS,0,0,False,,,[]
5,2024-01-01,UZS,22,2,False,,,[]
5,2024-01-01,KGS,77,20,False,,,[]
5,2024-01-01,AMD,284,45,True,2023-12-29,-0.7324553938815475,"[0.37558787845406283, 0.6441001391904159, 0.13655973269297744, 0.07687397611882242, 0.07071373085820222, -0.07921040330490794, -0.22282578323311078, -0.0436266691898939, 0.0020595128023779725, -0.010396692433732046, -0.0436266691898939, -0.1727020695465816]"
5,2024-01-01,KZT,350,45,True,2023-12-29,-1.315542424434523,"[0.28908612950102636, 0.49299180055902, 0.5067441293455877, 0.5598253051293516, 0.20320436214866958, 0.1692532586290026, -0.4072043873678232, 0.12102056581335525, -0.044372099243702445, 0.01637682066206723, 0.12102056581335525, 0.16020954579017338]"
5,2024-04-01,TJS,0,0,False,,,[]
5,2024-04-01,UZS,24,3,False,,,[]
5,2024-04-01,KGS,99,6,False,,,[]
5,2024-04-01,AMD,329,46,True,2024-03-29,-0.660849112131711,"[0.3691861475367865, 0.7167425795961041, 0.14590031857597, 0.11161419712220413, 0.06425998457434212, -0.06323604405268832, -0.25997578609754, -0.0014539871622943575, 0.010550710447075352, -0.011569981778453356, -0.0014539871622943575, -0.09444721870872903]"
