h,origin,currency,n_train,n_query,model_fit,last_target_maturity,intercept,coefficients
20,2025-10-01,KGS,122,0,False,,,[]
20,2025-10-01,AMD,605,51,True,2025-09-26,-1.6505701345434798,"[0.28900414965394394, 0.5295915431571724, 0.09876453806685545, 0.10803130220063939, 0.03733971368197023, 0.033283114572158636, -0.23468650683713427, -0.016247782496638417, 0.04934996826828854, -0.04957327640776594, -0.016247782496638417, 0.03980639817219155]"
20,2025-10-01,KZT,675,48,True,2025-09-26,-2.141568628691489,"[0.20807855148053794, 0.4697394692616792, 0.1959031324044078, 0.24783621660900793, 0.05123472967759895, 0.06693533883609802, -0.26462436377507653, 0.1329145035218226, -0.23078303567587402, 0.02635345899781271, 0.1329145035218226, 0.0694842008492013]"
20,2026-01-01,TJS,0,0,False,,,[]
20,2026-01-01,UZS,27,1,False,,,[]
20,2026-01-01,KGS,123,3,False,,,[]
20,2026-01-01,AMD,655,41,True,2025-12-26,-1.710232481011032,"[0.2669303690097385, 0.5153601162719992, 0.09601149864263372, 0.1017864927332372, 0.04209908168643524, 0.033485036213785596, -0.22437792873319481, 0.005238209151378853, 0.058796581863313, -0.026877654350240834, 0.005238209151378853, 0.04987120842740897]"
20,2026-01-01,KZT,723,37,True,2025-12-26,-2.1204952446842817,"[0.23757987157721988, 0.46286077834128403, 0.1527974123456042, 0.20347298478625142, 0.029568335506312046, 0.07000455561529507, -0.24592723162780714, 0.07643900395024351, -0.2197322490201549, -0.04485241478005869, 0.07643900395024351, 0.08254979165496588]"
20,2026-04-01,TJS,0,0,False,,,[]
20,2026-04-01,UZS,28,0,False,,,[]
20,2026-04-01,KGS,125,2,False,,,[]
20,2026-04-01,AMD,697,45,True,2026-03-28,-1.752287930471905,"[0.2671384536835884, 0.5026954064254998, 0.10308181841918661, 0.1076740168116452, 0.056961595578125176, 0.03706726653518145, -0.23040610530769096, 0.011402292812432668, 0.0919582097260129, -0.03618528733827493, 0.011402292812432668, 0.06010900615076241]"
20,2026-04-01,KZT,765,40,True,2026-03-28,-2.0757055626694427,"[0.2577053573659734, 0.44872610815253355, 0.1264277811347099, 0.19408679155246344, 0.013001060616108387, 0.06137144778668494, -0.23049284700065834, 0.03158831687758112, -0.2078712803124012, -0.07701665457519605, 0.03158831687758112, 0.07809860549307425]"
20,2026-07-01,TJS,0,0,False,,,[]
20,2026-07-01,UZS,28,0,False,,,[]
20,2026-07-01,KGS,126,2,False,,,[]
20,2026-07-01,AMD,743,36,True,2026-06-27,-1.769950131870651,"[0.2529198404288887, 0.5232867699007261, 0.09967093399606432, 0.10800780820239685, 0.05499726834163133, 0.03388270642798611, -0.22525501859556804, 0.009159824565134337, 0.07708980572374403, -0.042938096947591646, 0.009159824565134337, 0.05979120990185593]"
20,2026-07-01,KZT,803,35,True,2026-06-27,-2.058909625125556,"[0.2669634203186832, 0.47442418652096674, 0.07863060828000683, 0.16521904925421116, 0.004534078357111202, 0.07785266177203423, -0.22262364053558445, 0.01992474810030681, -0.2104386290393854, -0.060352087496605505, 0.01992474810030681, 0.06518373268342355]"
20,2026-10-01,TJS,0,0,False,,,[]
20,2026-10-01,UZS,28,0,False,,,[]
20,2026-10-01,KGS,129,0,False,,,[]
20,2026-10-01,AMD,778,0,True,2026-09-02,-1.6372524132851758,"[0.28166039508307056, 0.5291723420958647, 0.13171756079846073, 0.13570631636251926, 0.052015777459869884, 0.004755135425841644, -0.2223239263896796, -0.01970915251218116, 0.037703676654184164, -0.049844749458912506, -0.01970915251218116, 0.03794577781759671]"
20,2026-10-01,KZT,837,0,True,2026-09-02,-1.8752219917515922,"[0.28884477048889867, 0.474177212395731, 0.08644224220137259, 0.1809135848967439, -0.02864225563820637, 0.0713638988365884, -0.20118233522613346, -0.0313577686003558, -0.10475967496430892, -0.12582727488554415, -0.0313577686003558, 0.04614029159906836]"
