candidate,period,h,currency,year,bin_left,bin_right,n,predicted,actual
hold_1630,screen_2024,5,ALL,ALL,0.9,1.0,10,0.9995403877492072,0.5
hold_1630,opened_2025_2026,5,ALL,ALL,0.0,0.1,222,0.06513419140985775,0.02252252252252252
hold_1630,opened_2025_2026,5,ALL,ALL,0.1,0.2,499,0.1496988839949851,0.0841683366733467
hold_1630,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,358,0.2598349394748093,0.23743016759776536
hold_1630,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,503,0.3395484768661511,0.2823061630218688
hold_1630,opened_2025_2026,5,ALL,ALL,0.4,0.5,160,0.4461663393997786,0.54375
hold_1630,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,114,0.5487624967194801,0.6491228070175439
hold_1630,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,101,0.6414090972851151,0.6435643564356436
hold_1630,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,43,0.7505972057765606,0.5813953488372093
hold_1630,opened_2025_2026,5,ALL,ALL,0.8,0.9,15,0.8194593393612492,0.7333333333333333
hold_1630,opened_2025_2026,5,ALL,ALL,0.9,1.0,5,0.9990299695946316,1.0
hold_1630,screen_2024,10,ALL,ALL,0.0,0.1,173,0.06423986672227174,0.005780346820809248
hold_1630,screen_2024,10,ALL,ALL,0.1,0.2,267,0.1323150386381836,0.13857677902621723
hold_1630,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,436,0.24409492525499882,0.3073394495412844
hold_1630,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,185,0.346008436989648,0.5027027027027027
hold_1630,screen_2024,10,ALL,ALL,0.4,0.5,88,0.44188307508786456,0.29545454545454547
hold_1630,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,47,0.5500812998605936,0.44680851063829785
hold_1630,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,24,0.6321814322338589,0.5
hold_1630,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,10,0.7562965805983346,0.5
hold_1630,screen_2024,10,ALL,ALL,0.9,1.0,10,0.9976021819006057,0.5
hold_1630,opened_2025_2026,10,ALL,ALL,0.0,0.1,317,0.06874080465540558,0.015772870662460567
hold_1630,opened_2025_2026,10,ALL,ALL,0.1,0.2,588,0.14471645898485197,0.1054421768707483
hold_1630,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,664,0.244714786929633,0.20180722891566266
hold_1630,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,194,0.3435414796273615,0.4948453608247423
hold_1630,opened_2025_2026,10,ALL,ALL,0.4,0.5,133,0.45095646193302374,0.45112781954887216
hold_1630,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,53,0.5376739268783578,0.37735849056603776
hold_1630,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,36,0.6444442614256501,0.5277777777777778
hold_1630,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,5,0.7150435480322257,0.6
hold_1630,opened_2025_2026,10,ALL,ALL,0.9,1.0,5,0.9962643790162604,1.0
hold_1630,screen_2024,20,ALL,ALL,0.0,0.1,252,0.06855778715637977,0.015873015873015872
hold_1630,screen_2024,20,ALL,ALL,0.1,0.2,485,0.15398137292695155,0.15257731958762888
hold_1630,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,307,0.23968150137079416,0.2964169381107492
hold_1630,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,118,0.33863129591387364,0.2966101694915254
hold_1630,screen_2024,20,ALL,ALL,0.4,0.5,47,0.44012481919936064,0.3191489361702128
hold_1630,screen_2024,20,ALL,ALL,0.5,0.6000000000000001,14,0.5289139781749123,0.42857142857142855
hold_1630,screen_2024,20,ALL,ALL,0.6000000000000001,0.7000000000000001,7,0.6418657014006595,0.5714285714285714
hold_1630,screen_2024,20,ALL,ALL,0.9,1.0,10,0.9910158045065078,0.5
hold_1630,opened_2025_2026,20,ALL,ALL,0.0,0.1,515,0.07067690934833532,0.038834951456310676
hold_1630,opened_2025_2026,20,ALL,ALL,0.1,0.2,916,0.15120482839408245,0.13755458515283842
hold_1630,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,321,0.2367164153503137,0.29283489096573206
hold_1630,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,130,0.3427699906916953,0.2846153846153846
hold_1630,opened_2025_2026,20,ALL,ALL,0.4,0.5,39,0.44496402321881207,0.20512820512820512
hold_1630,opened_2025_2026,20,ALL,ALL,0.5,0.6000000000000001,19,0.5317094333026289,0.21052631578947367
hold_1630,opened_2025_2026,20,ALL,ALL,0.9,1.0,5,0.9768419378504005,1.0
hold_1730,screen_2024,1,ALL,ALL,0.0,0.1,61,0.0499363461840947,0.14754098360655737
hold_1730,screen_2024,1,ALL,ALL,0.1,0.2,98,0.1505466793840699,0.061224489795918366
hold_1730,screen_2024,1,ALL,ALL,0.2,0.30000000000000004,137,0.25759329744266635,0.17518248175182483
hold_1730,screen_2024,1,ALL,ALL,0.30000000000000004,0.4,135,0.3422537287147851,0.5185185185185185
hold_1730,screen_2024,1,ALL,ALL,0.4,0.5,9,0.4131220939219855,0.7777777777777778
hold_1730,screen_2024,1,ALL,ALL,0.5,0.6000000000000001,303,0.5663223404273634,0.5313531353135313
hold_1730,screen_2024,1,ALL,ALL,0.6000000000000001,0.7000000000000001,143,0.6474306366706349,0.7202797202797203
hold_1730,screen_2024,1,ALL,ALL,0.7000000000000001,0.8,157,0.7478070079309318,0.8152866242038217
hold_1730,screen_2024,1,ALL,ALL,0.8,0.9,117,0.8533120756714708,0.7777777777777778
hold_1730,screen_2024,1,ALL,ALL,0.9,1.0,80,0.9511537806227851,0.9375
hold_1730,opened_2025_2026,1,ALL,ALL,0.0,0.1,127,0.05719286534945944,0.007874015748031496
hold_1730,opened_2025_2026,1,ALL,ALL,0.1,0.2,180,0.1544710305066341,0.08333333333333333
hold_1730,opened_2025_2026,1,ALL,ALL,0.2,0.30000000000000004,247,0.2527419771201471,0.18218623481781376
hold_1730,opened_2025_2026,1,ALL,ALL,0.30000000000000004,0.4,219,0.3468153263510876,0.3150684931506849
hold_1730,opened_2025_2026,1,ALL,ALL,0.4,0.5,57,0.4222109154888643,0.40350877192982454
hold_1730,opened_2025_2026,1,ALL,ALL,0.5,0.6000000000000001,373,0.5727810609972118,0.5442359249329759
hold_1730,opened_2025_2026,1,ALL,ALL,0.6000000000000001,0.7000000000000001,340,0.6380028701983187,0.6
hold_1730,opened_2025_2026,1,ALL,ALL,0.7000000000000001,0.8,159,0.7434933045330655,0.8301886792452831
hold_1730,opened_2025_2026,1,ALL,ALL,0.8,0.9,174,0.8531958221187734,0.9482758620689655
hold_1730,opened_2025_2026,1,ALL,ALL,0.9,1.0,164,0.9397413147301779,0.9878048780487805
hold_1730,screen_2024,3,ALL,ALL,0.0,0.1,125,0.05952910960577335,0.032
hold_1730,screen_2024,3,ALL,ALL,0.1,0.2,223,0.1565908835492586,0.13452914798206278
hold_1730,screen_2024,3,ALL,ALL,0.2,0.30000000000000004,92,0.22543702803575844,0.3804347826086957
hold_1730,screen_2024,3,ALL,ALL,0.30000000000000004,0.4,301,0.3686243420587622,0.3920265780730897
hold_1730,screen_2024,3,ALL,ALL,0.4,0.5,155,0.44423193764789504,0.4967741935483871
hold_1730,screen_2024,3,ALL,ALL,0.5,0.6000000000000001,129,0.547069511635403,0.6434108527131783
hold_1730,screen_2024,3,ALL,ALL,0.6000000000000001,0.7000000000000001,97,0.647427217441333,0.5154639175257731
hold_1730,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,53,0.7453017642691508,0.7358490566037735
hold_1730,screen_2024,3,ALL,ALL,0.8,0.9,45,0.8484769596181371,0.7777777777777778
hold_1730,screen_2024,3,ALL,ALL,0.9,1.0,20,0.9630965099556246,0.75
hold_1730,opened_2025_2026,3,ALL,ALL,0.0,0.1,214,0.05839329534056606,0.018691588785046728
hold_1730,opened_2025_2026,3,ALL,ALL,0.1,0.2,418,0.1510871103350196,0.0861244019138756
hold_1730,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,200,0.23330672895489576,0.165
hold_1730,opened_2025_2026,3,ALL,ALL,0.30000000000000004,0.4,464,0.36390052836878634,0.3728448275862069
hold_1730,opened_2025_2026,3,ALL,ALL,0.4,0.5,307,0.44039995878726773,0.3713355048859935
hold_1730,opened_2025_2026,3,ALL,ALL,0.5,0.6000000000000001,113,0.5480439376848852,0.584070796460177
hold_1730,opened_2025_2026,3,ALL,ALL,0.6000000000000001,0.7000000000000001,116,0.6486219518606539,0.7586206896551724
hold_1730,opened_2025_2026,3,ALL,ALL,0.7000000000000001,0.8,118,0.7510402529328747,0.7372881355932204
hold_1730,opened_2025_2026,3,ALL,ALL,0.8,0.9,63,0.8547052393504202,0.873015873015873
hold_1730,opened_2025_2026,3,ALL,ALL,0.9,1.0,17,0.9387820181229523,1.0
hold_1730,screen_2024,5,ALL,ALL,0.0,0.1,126,0.06429688476698944,0.023809523809523808
hold_1730,screen_2024,5,ALL,ALL,0.1,0.2,279,0.1526282622098399,0.13978494623655913
hold_1730,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,145,0.26694217164555795,0.33793103448275863
hold_1730,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,338,0.3351727172231838,0.39644970414201186
hold_1730,screen_2024,5,ALL,ALL,0.4,0.5,152,0.44936096337271125,0.5789473684210527
hold_1730,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,105,0.5432771058293042,0.4095238095238095
hold_1730,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,42,0.6530976009604316,0.6666666666666666
hold_1730,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,35,0.745627292464518,0.7142857142857143
hold_1730,screen_2024,5,ALL,ALL,0.8,0.9,8,0.8234103008428703,0.625
hold_1730,screen_2024,5,ALL,ALL,0.9,1.0,10,0.9995403877492072,0.5
hold_1730,opened_2025_2026,5,ALL,ALL,0.0,0.1,222,0.06513419140985775,0.02252252252252252
hold_1730,opened_2025_2026,5,ALL,ALL,0.1,0.2,499,0.1496988839949851,0.0841683366733467
hold_1730,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,358,0.2598349394748093,0.23743016759776536
hold_1730,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,503,0.3395484768661511,0.2823061630218688
hold_1730,opened_2025_2026,5,ALL,ALL,0.4,0.5,160,0.4461663393997786,0.54375
hold_1730,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,114,0.5487624967194801,0.6491228070175439
hold_1730,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,101,0.6414090972851151,0.6435643564356436
hold_1730,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,43,0.7505972057765606,0.5813953488372093
hold_1730,opened_2025_2026,5,ALL,ALL,0.8,0.9,15,0.8194593393612492,0.7333333333333333
hold_1730,opened_2025_2026,5,ALL,ALL,0.9,1.0,5,0.9990299695946316,1.0
hold_1730,screen_2024,10,ALL,ALL,0.0,0.1,173,0.06423986672227174,0.005780346820809248
hold_1730,screen_2024,10,ALL,ALL,0.1,0.2,267,0.1323150386381836,0.13857677902621723
hold_1730,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,436,0.24409492525499882,0.3073394495412844
hold_1730,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,185,0.346008436989648,0.5027027027027027
hold_1730,screen_2024,10,ALL,ALL,0.4,0.5,88,0.44188307508786456,0.29545454545454547
hold_1730,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,47,0.5500812998605936,0.44680851063829785
hold_1730,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,24,0.6321814322338589,0.5
hold_1730,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,10,0.7562965805983346,0.5
hold_1730,screen_2024,10,ALL,ALL,0.9,1.0,10,0.9976021819006057,0.5
hold_1730,opened_2025_2026,10,ALL,ALL,0.0,0.1,317,0.06874080465540558,0.015772870662460567
hold_1730,opened_2025_2026,10,ALL,ALL,0.1,0.2,588,0.14471645898485197,0.1054421768707483
hold_1730,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,664,0.244714786929633,0.20180722891566266
hold_1730,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,194,0.3435414796273615,0.4948453608247423
hold_1730,opened_2025_2026,10,ALL,ALL,0.4,0.5,133,0.45095646193302374,0.45112781954887216
hold_1730,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,53,0.5376739268783578,0.37735849056603776
hold_1730,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,36,0.6444442614256501,0.5277777777777778
hold_1730,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,5,0.7150435480322257,0.6
hold_1730,opened_2025_2026,10,ALL,ALL,0.9,1.0,5,0.9962643790162604,1.0
hold_1730,screen_2024,20,ALL,ALL,0.0,0.1,252,0.06855778715637977,0.015873015873015872
hold_1730,screen_2024,20,ALL,ALL,0.1,0.2,485,0.15398137292695155,0.15257731958762888
hold_1730,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,307,0.23968150137079416,0.2964169381107492
hold_1730,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,118,0.33863129591387364,0.2966101694915254
hold_1730,screen_2024,20,ALL,ALL,0.4,0.5,47,0.44012481919936064,0.3191489361702128
hold_1730,screen_2024,20,ALL,ALL,0.5,0.6000000000000001,14,0.5289139781749123,0.42857142857142855
hold_1730,screen_2024,20,ALL,ALL,0.6000000000000001,0.7000000000000001,7,0.6418657014006595,0.5714285714285714
hold_1730,screen_2024,20,ALL,ALL,0.9,1.0,10,0.9910158045065078,0.5
hold_1730,opened_2025_2026,20,ALL,ALL,0.0,0.1,515,0.07067690934833532,0.038834951456310676
hold_1730,opened_2025_2026,20,ALL,ALL,0.1,0.2,916,0.15120482839408245,0.13755458515283842
hold_1730,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,321,0.2367164153503137,0.29283489096573206
hold_1730,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,130,0.3427699906916953,0.2846153846153846
hold_1730,opened_2025_2026,20,ALL,ALL,0.4,0.5,39,0.44496402321881207,0.20512820512820512
hold_1730,opened_2025_2026,20,ALL,ALL,0.5,0.6000000000000001,19,0.5317094333026289,0.21052631578947367
hold_1730,opened_2025_2026,20,ALL,ALL,0.9,1.0,5,0.9768419378504005,1.0
update_1630,screen_2024,1,ALL,ALL,0.0,0.1,53,0.05470985006194873,0.07547169811320754
update_1630,screen_2024,1,ALL,ALL,0.1,0.2,86,0.1644142463314996,0.18604651162790697
update_1630,screen_2024,1,ALL,ALL,0.2,0.30000000000000004,125,0.256139289060291,0.176
update_1630,screen_2024,1,ALL,ALL,0.30000000000000004,0.4,160,0.34537941209283174,0.38125
update_1630,screen_2024,1,ALL,ALL,0.4,0.5,22,0.4227438593420965,0.45454545454545453
update_1630,screen_2024,1,ALL,ALL,0.5,0.6000000000000001,355,0.5560867447568394,0.5661971830985916
update_1630,screen_2024,1,ALL,ALL,0.6000000000000001,0.7000000000000001,127,0.6478702894410953,0.7165354330708661
update_1630,screen_2024,1,ALL,ALL,0.7000000000000001,0.8,156,0.7495470481817557,0.8525641025641025
update_1630,screen_2024,1,ALL,ALL,0.8,0.9,88,0.8362538609604777,0.8295454545454546
update_1630,screen_2024,1,ALL,ALL,0.9,1.0,68,0.9478980172770153,0.9264705882352942
update_1630,opened_2025_2026,1,ALL,ALL,0.0,0.1,83,0.06121194207802382,0.0
update_1630,opened_2025_2026,1,ALL,ALL,0.1,0.2,169,0.15713188304929745,0.05917159763313609
update_1630,opened_2025_2026,1,ALL,ALL,0.2,0.30000000000000004,212,0.2509215769823564,0.21226415094339623
update_1630,opened_2025_2026,1,ALL,ALL,0.30000000000000004,0.4,298,0.35176840554144595,0.2953020134228188
update_1630,opened_2025_2026,1,ALL,ALL,0.4,0.5,98,0.4275840068658023,0.41836734693877553
update_1630,opened_2025_2026,1,ALL,ALL,0.5,0.6000000000000001,318,0.5795837662361629,0.5251572327044025
update_1630,opened_2025_2026,1,ALL,ALL,0.6000000000000001,0.7000000000000001,382,0.6358081734765031,0.6387434554973822
update_1630,opened_2025_2026,1,ALL,ALL,0.7000000000000001,0.8,171,0.7476178531113595,0.8362573099415205
update_1630,opened_2025_2026,1,ALL,ALL,0.8,0.9,199,0.8513247211132142,0.8592964824120602
update_1630,opened_2025_2026,1,ALL,ALL,0.9,1.0,110,0.9383584350044354,1.0
update_1630,screen_2024,3,ALL,ALL,0.0,0.1,100,0.05711264859185496,0.06
update_1630,screen_2024,3,ALL,ALL,0.1,0.2,226,0.1538075264436713,0.12831858407079647
update_1630,screen_2024,3,ALL,ALL,0.2,0.30000000000000004,119,0.22635307182258355,0.15966386554621848
update_1630,screen_2024,3,ALL,ALL,0.30000000000000004,0.4,338,0.3655052550426532,0.41124260355029585
update_1630,screen_2024,3,ALL,ALL,0.4,0.5,146,0.44833814159584384,0.5205479452054794
update_1630,screen_2024,3,ALL,ALL,0.5,0.6000000000000001,125,0.5535816875208405,0.68
update_1630,screen_2024,3,ALL,ALL,0.6000000000000001,0.7000000000000001,92,0.643960482489232,0.7065217391304348
update_1630,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,37,0.7442266824853749,0.5945945945945946
update_1630,screen_2024,3,ALL,ALL,0.8,0.9,33,0.8434570746421948,0.6363636363636364
update_1630,screen_2024,3,ALL,ALL,0.9,1.0,24,0.9536432671316648,1.0
update_1630,opened_2025_2026,3,ALL,ALL,0.0,0.1,208,0.06212469229418302,0.014423076923076924
update_1630,opened_2025_2026,3,ALL,ALL,0.1,0.2,399,0.15258911600894026,0.09022556390977443
update_1630,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,252,0.23332572983264577,0.1388888888888889
update_1630,opened_2025_2026,3,ALL,ALL,0.30000000000000004,0.4,369,0.37051621473388086,0.3902439024390244
update_1630,opened_2025_2026,3,ALL,ALL,0.4,0.5,342,0.4368438694029158,0.4239766081871345
update_1630,opened_2025_2026,3,ALL,ALL,0.5,0.6000000000000001,144,0.5475127957134241,0.4861111111111111
update_1630,opened_2025_2026,3,ALL,ALL,0.6000000000000001,0.7000000000000001,120,0.6490940946231886,0.6083333333333333
update_1630,opened_2025_2026,3,ALL,ALL,0.7000000000000001,0.8,118,0.7475202673916075,0.8220338983050848
update_1630,opened_2025_2026,3,ALL,ALL,0.8,0.9,53,0.8406680312845194,0.9245283018867925
update_1630,opened_2025_2026,3,ALL,ALL,0.9,1.0,25,0.9367470193673195,0.84
update_1630,screen_2024,5,ALL,ALL,0.0,0.1,110,0.06394030566233129,0.045454545454545456
update_1630,screen_2024,5,ALL,ALL,0.1,0.2,288,0.1508661056678073,0.09027777777777778
update_1630,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,195,0.26831076886922023,0.27692307692307694
update_1630,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,319,0.33414983669463016,0.438871473354232
update_1630,screen_2024,5,ALL,ALL,0.4,0.5,158,0.45167810496060307,0.5632911392405063
update_1630,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,86,0.5387561353569682,0.6395348837209303
update_1630,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,41,0.6543599593913414,0.4634146341463415
update_1630,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,19,0.7478770103376384,0.7368421052631579
update_1630,screen_2024,5,ALL,ALL,0.8,0.9,14,0.8406045106650417,0.8571428571428571
update_1630,screen_2024,5,ALL,ALL,0.9,1.0,10,0.9993231820819617,0.5
update_1630,opened_2025_2026,5,ALL,ALL,0.0,0.1,215,0.06697678632515831,0.018604651162790697
update_1630,opened_2025_2026,5,ALL,ALL,0.1,0.2,525,0.1519408663522548,0.08190476190476191
update_1630,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,306,0.25813801107475026,0.22875816993464052
update_1630,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,508,0.3410417549885715,0.3110236220472441
update_1630,opened_2025_2026,5,ALL,ALL,0.4,0.5,183,0.4473185383131924,0.45901639344262296
update_1630,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,128,0.551666877904715,0.5703125
update_1630,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,96,0.6456326448174087,0.75
update_1630,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,37,0.7416660027334303,0.6756756756756757
update_1630,opened_2025_2026,5,ALL,ALL,0.8,0.9,16,0.8380699829796168,0.4375
update_1630,opened_2025_2026,5,ALL,ALL,0.9,1.0,6,0.9836620900976398,0.8333333333333334
update_1630,screen_2024,10,ALL,ALL,0.0,0.1,163,0.06650016178460703,0.018404907975460124
update_1630,screen_2024,10,ALL,ALL,0.1,0.2,282,0.1338774247664082,0.1099290780141844
update_1630,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,459,0.24177696358423262,0.2984749455337691
update_1630,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,182,0.35009672704922373,0.47802197802197804
update_1630,screen_2024,10,ALL,ALL,0.4,0.5,79,0.4406681896391221,0.5443037974683544
update_1630,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,34,0.5511075620411985,0.4117647058823529
update_1630,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,19,0.6367852524475438,0.2631578947368421
update_1630,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,12,0.7508171724761731,0.75
update_1630,screen_2024,10,ALL,ALL,0.9,1.0,10,0.9963758210575018,0.5
update_1630,opened_2025_2026,10,ALL,ALL,0.0,0.1,295,0.07097795931698189,0.013559322033898305
update_1630,opened_2025_2026,10,ALL,ALL,0.1,0.2,613,0.14395382914971142,0.09624796084828711
update_1630,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,638,0.24796867961122157,0.22413793103448276
update_1630,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,218,0.3445064568601908,0.41284403669724773
update_1630,opened_2025_2026,10,ALL,ALL,0.4,0.5,131,0.4440095417010615,0.4580152671755725
update_1630,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,66,0.5420322098556349,0.5
