scenario,clock,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
no_same_day_receipt,15:10,2910,0.13711340206185568,0.16759079209088462,0.11319044448449113,0.37654837909394934,0.038413432814590975,0.11382410494669297,0.37883514841749094,0.03280400302156487,-0.0006336604622018405,-0.0022867693235416042,0.6983977266942745,0.25249331013633225,0.016647552772812158,0.005609429793026102,True
no_same_day_receipt,15:25,2910,0.13711340206185568,0.16758735051371157,0.11305344460145206,0.37618326425703763,0.03441127922177124,0.11368710506365388,0.3784700335805792,0.03035218256998731,-0.0006336604622018266,-0.0022867693235415487,0.6986208052987906,0.2522397291416824,0.016508814848750664,0.004059096651783934,True
no_same_day_receipt,15:45,2910,0.13711340206185568,0.1677594459556354,0.11305012971012723,0.3760570020883827,0.034148414531651614,0.11368379017232907,0.3783437714119243,0.030521580593048214,-0.0006336604622018405,-0.0022867693235416042,0.6992281580095201,0.25245078075837335,0.016510811077873888,0.0036268339386033993,True
no_same_day_receipt,16:45,2910,0.13711340206185568,0.16837651169840595,0.11325804601655672,0.3770402932244816,0.031338424410217725,0.11389170647875853,0.3793270625480233,0.03113438013989995,-0.0006336604622018127,-0.0022867693235416597,0.6957941448603587,0.24899454018181724,0.016272261697653057,0.00020404427031777556,True
no_same_day_receipt,17:45,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,18:45,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,19:15,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,20:15,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,21:15,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,22:15,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
no_same_day_receipt,23:15,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
