policy,n_test,n_signals,signal_share,frequency,base_rate,hit_rate,aggregate_lift,mean_corridor_lift,min_corridor_lift,benefit_bps,year
nested_calib_rolling_250_q30,780,236,0.30256410256410254,1.475,0.3423076923076923,0.5932203389830508,1.7330032374785753,1.7414103044171694,1.30622009569378,117.57325418660294,2026
nested_calib_fixed_q40,325,190,0.5846153846153846,2.9230769230769234,0.40307692307692305,0.39473684210526316,0.9793089594214545,0.9218406744315161,0.5,73.44917734759767,2022
nested_calib_fixed_q40,1235,530,0.4291497975708502,2.096045197740113,0.3781376518218624,0.4716981132075472,1.2474243464910508,1.2313203422725203,1.0927536231884056,59.88065761221072,2023
nested_calib_fixed_q40,1240,307,0.24758064516129033,1.2141242937853107,0.3379032258064516,0.3941368078175896,1.1664191925866614,1.1332906975042853,0.9881936245572609,28.0888971898881,2024
nested_calib_fixed_q40,1235,439,0.3554655870445344,1.7312676056338028,0.22186234817813766,0.296127562642369,1.3347355469464441,1.3351551984914443,1.0579491055681531,17.16858471195397,2025
nested_calib_fixed_q40,780,289,0.37051282051282053,1.80625,0.3423076923076923,0.5674740484429066,1.6577893550017495,1.6864251537935746,1.2937799043062201,102.93948215579113,2026
nested_calib_rolling_120_q40,325,184,0.5661538461538461,2.8307692307692305,0.40307692307692305,0.40217391304347827,0.9977597079322935,0.9687528684637273,0.6521739130434782,72.51699253017357,2022
nested_calib_rolling_120_q40,1235,542,0.4388663967611336,2.1435028248587575,0.3781376518218624,0.4483394833948339,1.1856515246094643,1.1795091877338808,1.006337709370756,59.340629417600084,2023
nested_calib_rolling_120_q40,1240,430,0.3467741935483871,1.7005649717514124,0.3379032258064516,0.4046511627906977,1.1975356607648333,1.1939152289028059,1.0199134199134199,33.03860654129902,2024
nested_calib_rolling_120_q40,1235,569,0.46072874493927124,2.243943661971831,0.22186234817813766,0.24253075571177504,1.0931586981899348,1.0920205790757649,0.9121477162293488,-15.54170862200353,2025
nested_calib_rolling_120_q40,780,324,0.4153846153846154,2.025,0.3423076923076923,0.5277777777777778,1.5418227215980025,1.565500037973722,1.375,90.38060487951086,2026
nested_calib_rolling_250_q40,325,175,0.5384615384615384,2.6923076923076925,0.40307692307692305,0.3942857142857143,0.9781897491821157,0.9194283261894098,0.45454545454545453,69.03611727569039,2022
nested_calib_rolling_250_q40,1235,528,0.42753036437246966,2.088135593220339,0.3781376518218624,0.45265151515151514,1.197054863409253,1.1840984207256697,1.0833333333333333,59.807701846555915,2023
nested_calib_rolling_250_q40,1240,359,0.28951612903225804,1.419774011299435,0.3379032258064516,0.3983286908077994,1.1788247651591202,1.1628049923066868,0.9988492520138089,33.51702796100636,2024
nested_calib_rolling_250_q40,1235,527,0.42672064777327934,2.07830985915493,0.22186234817813766,0.27703984819734345,1.2487015055610189,1.2503624373524989,1.017412469574986,11.28589445681224,2025
nested_calib_rolling_250_q40,780,316,0.40512820512820513,1.975,0.3423076923076923,0.5411392405063291,1.5808562082207367,1.608357076077322,1.3444136657433057,97.40507930529665,2026
