period,state,h,control,block_dates,n_dates,mean_delta,ci_low,ci_high,probability_adaptive_better
opened_2025_2026,cutoff_1500,1,prior,50,408,-15.190049488145704,-18.958243576723,-11.215595184869423,1.0
opened_2025_2026,cutoff_1520,1,model,20,408,2.8364711995460623,0.044443700845406074,6.121082732187236,0.024
opened_2025_2026,cutoff_1520,1,model,50,408,2.8364711995460623,-0.06844768279021116,6.328129417923682,0.027
opened_2025_2026,cutoff_1520,1,prior,20,408,-15.18859032715461,-18.321091088679445,-11.891731185091107,1.0
opened_2025_2026,cutoff_1520,1,prior,50,408,-15.18859032715461,-19.14569489082916,-11.443085738216672,1.0
opened_2025_2026,cutoff_1530,1,model,20,408,2.8646834838815014,-0.0701907161963601,6.008794109700146,0.028
opened_2025_2026,cutoff_1530,1,model,50,408,2.8646834838815014,-0.27090866915188844,6.526024643636533,0.043
opened_2025_2026,cutoff_1530,1,prior,20,408,-15.215373652251882,-18.141762565856016,-12.018364315335367,1.0
opened_2025_2026,cutoff_1530,1,prior,50,408,-15.215373652251882,-19.05909690857105,-11.411789016354366,1.0
opened_2025_2026,early_1000,1,model,20,408,12.688293072675329,8.689083834258806,17.26881097442458,0.0
opened_2025_2026,early_1000,1,model,50,408,12.688293072675329,8.374598251791168,17.404292914291453,0.0
opened_2025_2026,early_1000,1,prior,20,408,-1.836133123817021,-4.298094343703817,0.0,0.96
opened_2025_2026,early_1000,1,prior,50,408,-1.836133123817021,-5.226804443438911,0.0,0.874
opened_2025_2026,premarket,1,model,20,408,-2.1385714444202657,-4.634197418515604,0.42598142072637996,0.946
opened_2025_2026,premarket,1,model,50,408,-2.1385714444202657,-4.826035884561357,0.4297763280632724,0.946
opened_2025_2026,premarket,1,prior,20,408,-0.3235101213970584,-1.0592001628282517,0.3827682703224508,0.806
opened_2025_2026,premarket,1,prior,50,408,-0.3235101213970584,-0.8792638743996616,0.2096560252075755,0.859
opened_2025_2026,update_1630,1,model,20,408,2.355964875200083,-0.7927994027548565,5.672054106830801,0.075
opened_2025_2026,update_1630,1,model,50,408,2.355964875200083,-0.9822718268406775,5.914806502450942,0.088
opened_2025_2026,update_1630,1,prior,20,408,-13.905648313218615,-16.837711150044374,-10.769259687555646,1.0
opened_2025_2026,update_1630,1,prior,50,408,-13.905648313218615,-17.69148866915707,-10.102205324180376,1.0
opened_2025_2026,update_1730,1,model,20,408,1.656778918503893,-1.5420771780193094,4.976839143047743,0.159
opened_2025_2026,update_1730,1,model,50,408,1.656778918503893,-1.8811497060490672,5.331630087244547,0.186
opened_2025_2026,update_1730,1,prior,20,408,-12.165965208976358,-15.246459867094094,-9.202613601913825,1.0
opened_2025_2026,update_1730,1,prior,50,408,-12.165965208976358,-15.02703557830403,-9.010893960240391,1.0
opened_2025_2026,cutoff_1030,3,model,20,406,2.9440984695275767,-1.473074443414976,7.16675486239451,0.103
opened_2025_2026,cutoff_1030,3,model,50,406,2.9440984695275767,-1.0859218120574896,6.7109452206281555,0.098
opened_2025_2026,cutoff_1030,3,prior,20,406,-8.828633969344482,-11.274622621883243,-6.427543164071873,1.0
opened_2025_2026,cutoff_1030,3,prior,50,406,-8.828633969344482,-11.557775553978324,-6.390758459831213,1.0
opened_2025_2026,cutoff_1130,3,model,20,406,2.7191287939903765,-1.6141117365586453,7.339766664362261,0.122
opened_2025_2026,cutoff_1130,3,model,50,406,2.7191287939903765,-2.02287938914488,7.542890528060263,0.157
opened_2025_2026,cutoff_1130,3,prior,20,406,-10.704860662600867,-13.363703628253502,-8.071932727559902,1.0
opened_2025_2026,cutoff_1130,3,prior,50,406,-10.704860662600867,-13.819370482135014,-7.841382543065292,1.0
opened_2025_2026,cutoff_1230,3,model,20,406,2.7969811315230886,-1.5892684886616673,7.743505908007139,0.116
opened_2025_2026,cutoff_1230,3,model,50,406,2.7969811315230886,-2.2299066929883447,8.42719736625199,0.152
opened_2025_2026,cutoff_1230,3,prior,20,406,-11.052065508336705,-13.911305803182522,-8.234609433379855,1.0
opened_2025_2026,cutoff_1230,3,prior,50,406,-11.052065508336705,-14.097006535663473,-8.083857110885338,1.0
opened_2025_2026,cutoff_1330,3,model,20,406,3.034879426996875,-1.6949606746979535,7.879100183663731,0.117
opened_2025_2026,cutoff_1330,3,model,50,406,3.034879426996875,-2.7549688463088104,8.7489064270638,0.173
opened_2025_2026,cutoff_1330,3,prior,20,406,-11.477503462695433,-14.399017297505372,-8.851567934103478,1.0
opened_2025_2026,cutoff_1330,3,prior,50,406,-11.477503462695433,-14.654970680299263,-7.872120722324087,1.0
opened_2025_2026,cutoff_1430,3,model,20,406,3.387833240409532,-1.6779936186907647,8.595381269575668,0.106
opened_2025_2026,cutoff_1430,3,model,50,406,3.387833240409532,-2.6629592410187053,9.442752146559991,0.132
opened_2025_2026,cutoff_1430,3,prior,20,406,-12.121327608507643,-15.044319606406066,-9.243242952134397,1.0
opened_2025_2026,cutoff_1430,3,prior,50,406,-12.121327608507643,-15.680527797919295,-8.480636943723235,1.0
opened_2025_2026,cutoff_1500,3,model,20,406,3.464043605798364,-1.452675749855424,8.513891473554194,0.099
opened_2025_2026,cutoff_1500,3,model,50,406,3.464043605798364,-2.0348761711675314,9.478751412651281,0.124
opened_2025_2026,cutoff_1500,3,prior,20,406,-12.332320549558297,-15.577323743232936,-9.154332743617754,1.0
opened_2025_2026,cutoff_1500,3,prior,50,406,-12.332320549558297,-15.968741430921224,-8.789637382004821,1.0
opened_2025_2026,cutoff_1520,3,model,20,406,3.4633143802518807,-1.5083952690222995,8.522005966996126,0.098
opened_2025_2026,cutoff_1520,3,model,50,406,3.4633143802518807,-2.3974576782283354,9.144650571041314,0.115
opened_2025_2026,cutoff_1520,3,prior,20,406,-12.498709182595128,-15.442978089509577,-9.577992844746046,1.0
opened_2025_2026,cutoff_1520,3,prior,50,406,-12.498709182595128,-16.134436739593536,-8.717467393443634,1.0
opened_2025_2026,cutoff_1530,3,model,20,406,3.5958901855353127,-1.5504410077583686,8.539799676167503,0.08
opened_2025_2026,cutoff_1530,3,model,50,406,3.5958901855353127,-1.8410029006651414,9.275832246570682,0.111
opened_2025_2026,cutoff_1530,3,prior,20,406,-12.660777656183486,-15.843087566426783,-9.83915013095898,1.0
opened_2025_2026,cutoff_1530,3,prior,50,406,-12.660777656183486,-16.089662913232708,-9.10033547823181,1.0
opened_2025_2026,early_1000,3,model,20,406,9.116128773901027,3.1152870901009857,15.271112786768297,0.0
opened_2025_2026,early_1000,3,model,50,406,9.116128773901027,3.7708560925896606,14.685345781444925,0.0
opened_2025_2026,early_1000,3,prior,20,406,-1.870589356703133,-4.416946787931677,0.0,0.952
opened_2025_2026,early_1000,3,prior,50,406,-1.870589356703133,-5.283412186090681,0.0,0.872
opened_2025_2026,premarket,3,model,20,406,-3.311450185096537,-6.856382811624334,0.25688264807654354,0.963
opened_2025_2026,premarket,3,model,50,406,-3.311450185096537,-6.422353373304199,-0.027891360563322892,0.975
opened_2025_2026,premarket,3,prior,20,406,-1.1696693297798049,-2.443309034028962,-0.0008919036588395389,0.975
opened_2025_2026,premarket,3,prior,50,406,-1.1696693297798049,-2.1069782997642026,-0.3055192586642884,0.997
opened_2025_2026,update_1630,3,model,20,406,2.5194441406758807,-2.3074867386196263,7.70178488194892,0.173
opened_2025_2026,update_1630,3,model,50,406,2.5194441406758807,-2.9249928365300915,8.941999340841798,0.215
opened_2025_2026,update_1630,3,prior,20,406,-15.636337969659301,-19.439708366417282,-11.66042961867071,1.0
opened_2025_2026,update_1630,3,prior,50,406,-15.636337969659301,-19.69955873968082,-11.267546859155138,1.0
opened_2025_2026,update_1730,3,model,20,406,2.2231319352337704,-3.1807541076991694,7.837405428179015,0.227
opened_2025_2026,update_1730,3,model,50,406,2.2231319352337704,-4.612134685322123,8.683892984976762,0.277
opened_2025_2026,update_1730,3,prior,20,406,-15.252053781212865,-19.314864845803797,-11.450884262764674,1.0
opened_2025_2026,update_1730,3,prior,50,406,-15.252053781212865,-18.71374239995953,-10.856514370229949,1.0
opened_2025_2026,cutoff_1030,5,model,20,404,2.815083392003815,-2.1983941451889835,8.03018807516842,0.138
opened_2025_2026,cutoff_1030,5,model,50,404,2.815083392003815,-2.049999700038655,7.5499226768929155,0.121
opened_2025_2026,cutoff_1030,5,prior,20,404,-6.881028759082217,-9.198034324365507,-4.939549827422749,1.0
opened_2025_2026,cutoff_1030,5,prior,50,404,-6.881028759082217,-8.504355327522541,-5.28764795372231,1.0
opened_2025_2026,cutoff_1130,5,model,20,404,4.246458658438613,-1.378218406321041,9.753498836131493,0.07
opened_2025_2026,cutoff_1130,5,model,50,404,4.246458658438613,-1.604122831687828,9.434616126163373,0.081
opened_2025_2026,cutoff_1130,5,prior,20,404,-7.870386610770671,-10.093764633419715,-5.887296235856294,1.0
opened_2025_2026,cutoff_1130,5,prior,50,404,-7.870386610770671,-9.569171800280401,-6.069437913403447,1.0
opened_2025_2026,cutoff_1230,5,model,20,404,4.502681529229585,-1.2009806300575416,10.48184192859318,0.076
opened_2025_2026,cutoff_1230,5,model,50,404,4.502681529229585,-1.8523266892440917,10.639885205837412,0.089
opened_2025_2026,cutoff_1230,5,prior,20,404,-8.260934723647036,-10.439536310592853,-6.156387508542445,1.0
opened_2025_2026,cutoff_1230,5,prior,50,404,-8.260934723647036,-10.103974474972643,-6.484166749727417,1.0
opened_2025_2026,cutoff_1330,5,model,20,404,4.009448602947784,-1.5401082347096533,9.776552225492283,0.078
opened_2025_2026,cutoff_1330,5,model,50,404,4.009448602947784,-2.3298521740704596,9.742347016458266,0.094
opened_2025_2026,cutoff_1330,5,prior,20,404,-9.575755705715457,-12.202741087345652,-7.108972102186209,1.0
opened_2025_2026,cutoff_1330,5,prior,50,404,-9.575755705715457,-12.249089756933023,-6.936039953884267,1.0
opened_2025_2026,cutoff_1430,5,model,20,404,4.408025486112728,-1.6539218521089238,10.520941770934137,0.083
opened_2025_2026,cutoff_1430,5,model,50,404,4.408025486112728,-2.046061641096832,10.329984639456496,0.085
opened_2025_2026,cutoff_1430,5,prior,20,404,-10.041738006369645,-12.684863490656197,-7.473217161214616,1.0
opened_2025_2026,cutoff_1430,5,prior,50,404,-10.041738006369645,-12.701550123100835,-7.306196670943647,1.0
opened_2025_2026,cutoff_1500,5,model,20,404,4.4625816219842065,-1.4094186934661075,10.520420401095626,0.074
opened_2025_2026,cutoff_1500,5,model,50,404,4.4625816219842065,-2.058822168810205,10.600418568281903,0.089
opened_2025_2026,cutoff_1500,5,prior,20,404,-10.244228207345788,-12.838830661429789,-7.528044801672489,1.0
opened_2025_2026,cutoff_1500,5,prior,50,404,-10.244228207345788,-13.121025943031054,-7.549742223395896,1.0
opened_2025_2026,cutoff_1520,5,model,20,404,4.571517546059227,-1.7223232344016732,10.495532591308702,0.075
opened_2025_2026,cutoff_1520,5,model,50,404,4.571517546059227,-1.9484127778169085,10.263537365344563,0.077
opened_2025_2026,cutoff_1520,5,prior,20,404,-10.324161318546194,-13.009324957813005,-7.708119585843685,1.0
opened_2025_2026,cutoff_1520,5,prior,50,404,-10.324161318546194,-13.104507158917235,-7.482547378152019,1.0
opened_2025_2026,cutoff_1530,5,model,20,404,4.759622678670018,-1.3419122774932066,10.821463464918438,0.064
opened_2025_2026,cutoff_1530,5,model,50,404,4.759622678670018,-2.0542408425042185,10.760575912472042,0.081
opened_2025_2026,cutoff_1530,5,prior,20,404,-10.436527133730436,-13.199537818605489,-7.858989431400121,1.0
opened_2025_2026,cutoff_1530,5,prior,50,404,-10.436527133730436,-13.53403132769115,-7.56401318998004,1.0
opened_2025_2026,early_1000,5,model,20,404,9.825698989799045,2.2389430612720984,17.67285156910012,0.005
opened_2025_2026,early_1000,5,model,50,404,9.825698989799045,1.648410867457361,17.599963358473907,0.006
opened_2025_2026,early_1000,5,prior,20,404,0.0,0.0,0.0,0.0
opened_2025_2026,early_1000,5,prior,50,404,0.0,0.0,0.0,0.0
opened_2025_2026,premarket,5,model,20,404,-4.210504919263251,-9.3777555477912,1.6225552571919362,0.921
opened_2025_2026,premarket,5,model,50,404,-4.210504919263251,-8.372355447033545,-0.448937090045472,0.987
opened_2025_2026,premarket,5,prior,20,404,-1.2982983239156192,-2.8339439637999906,0.20154875227392244,0.956
opened_2025_2026,premarket,5,prior,50,404,-1.2982983239156192,-2.56756758307017,-0.04380123191791944,0.982
opened_2025_2026,update_1630,5,model,20,404,3.417222053274208,-2.244901900706359,9.704197411667653,0.139
opened_2025_2026,update_1630,5,model,50,404,3.417222053274208,-4.012780599308565,10.791869629757047,0.164
opened_2025_2026,update_1630,5,prior,20,404,-13.437311730080241,-16.816061540666006,-10.12339024440349,1.0
opened_2025_2026,update_1630,5,prior,50,404,-13.437311730080241,-16.761116872765868,-10.087937527134624,1.0
opened_2025_2026,update_1730,5,model,20,404,4.226286332071971,-2.350431156681643,10.913544698625612,0.102
opened_2025_2026,update_1730,5,model,50,404,4.226286332071971,-3.4435381443411237,11.050327595402704,0.13
opened_2025_2026,update_1730,5,prior,20,404,-12.100097719784266,-15.719311191538564,-9.080035700368141,1.0
opened_2025_2026,update_1730,5,prior,50,404,-12.100097719784266,-15.703748478894704,-8.532269763603566,1.0
opened_2025_2026,cutoff_1030,10,model,20,399,0.8770949798080184,-9.070151456921199,10.567196214760951,0.453
opened_2025_2026,cutoff_1030,10,model,50,399,0.8770949798080184,-8.14127465455133,9.796186870497168,0.414
opened_2025_2026,cutoff_1030,10,prior,20,399,-8.397911929779752,-12.296488918973994,-4.486827574047796,1.0
opened_2025_2026,cutoff_1030,10,prior,50,399,-8.397911929779752,-12.334435660477345,-4.709438142471622,1.0
opened_2025_2026,cutoff_1130,10,model,20,399,2.8653118364458017,-8.189497842728874,12.606805735665464,0.274
opened_2025_2026,cutoff_1130,10,model,50,399,2.8653118364458017,-6.8817194077417145,12.483447986998064,0.286
opened_2025_2026,cutoff_1130,10,prior,20,399,-9.519612509631422,-13.663251828543363,-5.584936945510848,1.0
opened_2025_2026,cutoff_1130,10,prior,50,399,-9.519612509631422,-13.964684111209047,-6.062913265344578,1.0
opened_2025_2026,cutoff_1230,10,model,20,399,3.5254496137770963,-7.180954197479472,14.235438073247641,0.275
opened_2025_2026,cutoff_1230,10,model,50,399,3.5254496137770963,-6.602769719889594,13.420468094359542,0.228
opened_2025_2026,cutoff_1230,10,prior,20,399,-9.993142937710344,-14.218066094895216,-5.916108491705553,1.0
opened_2025_2026,cutoff_1230,10,prior,50,399,-9.993142937710344,-14.592555308306496,-6.035403921264967,1.0
opened_2025_2026,cutoff_1330,10,model,20,399,4.053734095937865,-6.982006605423174,14.631962670078284,0.223
opened_2025_2026,cutoff_1330,10,model,50,399,4.053734095937865,-6.229717564364514,14.119068700010127,0.181
opened_2025_2026,cutoff_1330,10,prior,20,399,-10.34196478592299,-14.594556585361062,-6.02840799384503,1.0
opened_2025_2026,cutoff_1330,10,prior,50,399,-10.34196478592299,-15.076271802044756,-6.186433280875615,1.0
opened_2025_2026,cutoff_1430,10,model,20,399,4.714261303162613,-6.813330095500902,15.500047327914192,0.224
opened_2025_2026,cutoff_1430,10,model,50,399,4.714261303162613,-7.277711280003749,15.231521857405234,0.206
opened_2025_2026,cutoff_1430,10,prior,20,399,-10.593629387545894,-14.918845262978905,-6.389457850334996,1.0
opened_2025_2026,cutoff_1430,10,prior,50,399,-10.593629387545894,-15.113447123588283,-6.289932564000078,1.0
opened_2025_2026,cutoff_1500,10,model,20,399,4.726561633807668,-6.096092162014233,15.465067717200535,0.221
opened_2025_2026,cutoff_1500,10,model,50,399,4.726561633807668,-5.805058020829546,15.188060959596818,0.178
opened_2025_2026,cutoff_1500,10,prior,20,399,-10.773469778194599,-15.147553511352939,-6.531974811533654,1.0
opened_2025_2026,cutoff_1500,10,prior,50,399,-10.773469778194599,-15.733740644625067,-6.298969389695919,1.0
opened_2025_2026,cutoff_1520,10,model,20,399,4.793075837110867,-6.593135039737114,15.484205734916852,0.216
opened_2025_2026,cutoff_1520,10,model,50,399,4.793075837110867,-7.072222657524767,15.167807118602925,0.197
opened_2025_2026,cutoff_1520,10,prior,20,399,-10.827426118427239,-15.0999770141625,-6.627511860020095,1.0
opened_2025_2026,cutoff_1520,10,prior,50,399,-10.827426118427239,-15.489299996690104,-6.406274055234619,1.0
opened_2025_2026,cutoff_1530,10,model,20,399,5.008909200488121,-6.360293010820565,14.961094113486562,0.192
opened_2025_2026,cutoff_1530,10,model,50,399,5.008909200488121,-5.832173691396429,15.20640695285598,0.179
opened_2025_2026,cutoff_1530,10,prior,20,399,-10.9250804586683,-15.107292462667406,-6.926641338418807,1.0
opened_2025_2026,cutoff_1530,10,prior,50,399,-10.9250804586683,-16.022599859116763,-6.517702773607401,1.0
opened_2025_2026,early_1000,10,model,20,399,3.832550782276225,-9.857222807984696,16.87504137399488,0.3
opened_2025_2026,early_1000,10,model,50,399,3.832550782276225,-9.768388844356467,17.32377096073786,0.313
opened_2025_2026,early_1000,10,prior,20,399,-7.5216206408960735,-12.477249060898846,-3.1977428147124787,1.0
opened_2025_2026,early_1000,10,prior,50,399,-7.5216206408960735,-14.02202103696236,-2.514853480580819,1.0
opened_2025_2026,premarket,10,model,20,399,-5.340166344252744,-16.18679320822246,5.862552465506707,0.83
opened_2025_2026,premarket,10,model,50,399,-5.340166344252744,-14.42790589813106,4.414973048488286,0.862
opened_2025_2026,premarket,10,prior,20,399,-4.667976026507155,-9.436709473296103,0.10616045717682934,0.973
opened_2025_2026,premarket,10,prior,50,399,-4.667976026507155,-8.3489042158017,-0.59796327227295,0.987
opened_2025_2026,update_1630,10,model,20,399,4.9239740857191645,-6.14628260882787,15.612206719574875,0.221
opened_2025_2026,update_1630,10,model,50,399,4.9239740857191645,-6.413565995262646,16.048263753453757,0.177
opened_2025_2026,update_1630,10,prior,20,399,-11.543170463783136,-15.90794361505882,-7.106205263124553,1.0
opened_2025_2026,update_1630,10,prior,50,399,-11.543170463783136,-16.807991632392678,-6.72043380236622,1.0
opened_2025_2026,update_1730,10,model,20,399,4.543785333388351,-6.710769423436739,15.260313053951098,0.212
opened_2025_2026,update_1730,10,model,50,399,4.543785333388351,-6.623018452653112,15.679379902663538,0.187
opened_2025_2026,update_1730,10,prior,20,399,-11.692155005479782,-16.274641225221508,-6.739752781145426,1.0
opened_2025_2026,update_1730,10,prior,50,399,-11.692155005479782,-17.07377541728756,-7.095829236140995,1.0
opened_2025_2026,cutoff_1030,20,model,20,389,-5.446203360976204,-27.248313279707983,14.738247825381809,0.7
opened_2025_2026,cutoff_1030,20,model,50,389,-5.446203360976204,-28.335681847805585,18.155718625694817,0.659
opened_2025_2026,cutoff_1030,20,prior,20,389,-7.079069721911307,-15.442302042586293,0.3783852271899162,0.965
opened_2025_2026,cutoff_1030,20,prior,50,389,-7.079069721911307,-16.97928802068459,0.9870114583599379,0.951
opened_2025_2026,cutoff_1130,20,model,20,389,-3.170215499996518,-23.164830033467183,18.316851386044895,0.612
opened_2025_2026,cutoff_1130,20,model,50,389,-3.170215499996518,-24.72629724718378,18.80664551932358,0.598
opened_2025_2026,cutoff_1130,20,prior,20,389,-8.103031007913684,-16.696991376634404,0.03989725828882634,0.973
opened_2025_2026,cutoff_1130,20,prior,50,389,-8.103031007913684,-17.531811492526348,0.14963206849433588,0.97
opened_2025_2026,cutoff_1230,20,model,20,389,-2.341814078323332,-23.332933333545178,18.39696313523095,0.568
opened_2025_2026,cutoff_1230,20,model,50,389,-2.341814078323332,-25.349206501258855,20.556143688152268,0.565
opened_2025_2026,cutoff_1230,20,prior,20,389,-8.621379722342652,-17.215909303240252,-0.5709113250916376,0.981
opened_2025_2026,cutoff_1230,20,prior,50,389,-8.621379722342652,-17.78516573211079,-0.09050677562941638,0.975
opened_2025_2026,cutoff_1330,20,model,20,389,-1.4555936047875537,-23.311119983819637,19.30675119248494,0.544
opened_2025_2026,cutoff_1330,20,model,50,389,-1.4555936047875537,-23.079846076239818,21.488838524486326,0.558
opened_2025_2026,cutoff_1330,20,prior,20,389,-8.590627778990639,-17.60741754415461,-0.8328059547211836,0.983
opened_2025_2026,cutoff_1330,20,prior,50,389,-8.590627778990639,-17.742212152887195,-0.12035867027666754,0.977
opened_2025_2026,cutoff_1430,20,model,20,389,-0.7003688623703527,-20.28218610511558,21.0040581045026,0.53
opened_2025_2026,cutoff_1430,20,model,50,389,-0.7003688623703527,-22.416837910140025,22.958710643914113,0.544
opened_2025_2026,cutoff_1430,20,prior,20,389,-8.91289917471043,-18.020312709355235,-0.7000083553343921,0.981
opened_2025_2026,cutoff_1430,20,prior,50,389,-8.91289917471043,-18.697381776974233,0.21633618320674128,0.97
opened_2025_2026,cutoff_1500,20,model,20,389,-0.7390001572751032,-21.577063407494983,19.604507341125572,0.51
opened_2025_2026,cutoff_1500,20,model,50,389,-0.7390001572751032,-23.498286179420926,22.16630452047677,0.503
opened_2025_2026,cutoff_1500,20,prior,20,389,-9.082660660295172,-18.02940318590012,-0.8234835180781753,0.986
opened_2025_2026,cutoff_1500,20,prior,50,389,-9.082660660295172,-18.36834565390112,-0.6090654089521698,0.984
opened_2025_2026,cutoff_1520,20,model,20,389,-0.8026066814889647,-20.675105665425207,21.383537292367205,0.54
opened_2025_2026,cutoff_1520,20,model,50,389,-0.8026066814889647,-22.382218973296254,22.688330769382166,0.544
opened_2025_2026,cutoff_1520,20,prior,20,389,-9.08463163650549,-18.534052560463717,-0.6894080864458854,0.982
opened_2025_2026,cutoff_1520,20,prior,50,389,-9.08463163650549,-18.893034810552642,0.17688834553325547,0.972
opened_2025_2026,cutoff_1530,20,model,20,389,-0.5564947471387163,-21.769624862729998,21.01225272374027,0.52
opened_2025_2026,cutoff_1530,20,model,50,389,-0.5564947471387163,-22.450507090299993,23.768208807666543,0.507
opened_2025_2026,cutoff_1530,20,prior,20,389,-9.152471874222506,-18.332040335371588,-0.703726281575131,0.981
opened_2025_2026,cutoff_1530,20,prior,50,389,-9.152471874222506,-18.041682468112487,-0.24057196458469413,0.976
opened_2025_2026,early_1000,20,model,20,389,29.770328695165656,-9.124317108121113,72.32702392619593,0.09
opened_2025_2026,early_1000,20,model,50,389,29.770328695165656,-15.220142367348465,86.48465335653319,0.13
opened_2025_2026,early_1000,20,prior,20,389,0.0,0.0,0.0,0.0
opened_2025_2026,early_1000,20,prior,50,389,0.0,0.0,0.0,0.0
opened_2025_2026,premarket,20,model,20,389,3.613897631433498,-27.1163716852665,40.00745824491928,0.391
opened_2025_2026,premarket,20,model,50,389,3.613897631433498,-26.875774567929913,41.93673025594039,0.464
opened_2025_2026,premarket,20,prior,20,389,-0.7492204711230448,-6.431207155915661,4.853816536040939,0.597
opened_2025_2026,premarket,20,prior,50,389,-0.7492204711230448,-6.604617636877979,3.6619357483668633,0.531
opened_2025_2026,update_1630,20,model,20,389,-1.353546896137878,-23.089675124850825,19.47901904452353,0.532
opened_2025_2026,update_1630,20,model,50,389,-1.353546896137878,-24.872227467040936,22.645181310160936,0.52
opened_2025_2026,update_1630,20,prior,20,389,-9.06531874702869,-17.531421832580516,-0.8954795966199122,0.987
opened_2025_2026,update_1630,20,prior,50,389,-9.06531874702869,-18.38127292501125,-0.688399077934566,0.982
opened_2025_2026,update_1730,20,model,20,389,-1.7781693151480515,-25.10626121246473,20.361195623325994,0.56
opened_2025_2026,update_1730,20,model,50,389,-1.7781693151480515,-24.781479710196873,22.72745665614951,0.571
opened_2025_2026,update_1730,20,prior,20,389,-9.08580131975664,-18.680734550910454,-1.0336588308819952,0.985
opened_2025_2026,update_1730,20,prior,50,389,-9.08580131975664,-18.594199651608097,-0.4333875502427666,0.982
