n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,chosen_weeks_benefit_ranker_anchor25,chosen_weeks_broad75_baseload25,chosen_weeks_cbr_baseload,scope,window_signals,prior_strength
344,1.3604519774011299,0.44476744186046513,0.3379032258064516,1.316256868513071,54.53745399908534,1.2394366197183098,1.3248587570621468,1.4039548022598871,0.6572541382667965,0.802247191011236,1.8613636363636363,1.316256868513071,1.316256868513071,1.3604519774011299,1.3604519774011299,145,110,0,global,80,20.0
344,1.3604519774011299,0.44476744186046513,0.3379032258064516,1.316256868513071,54.53745399908534,1.2394366197183098,1.3248587570621468,1.4039548022598871,0.6572541382667965,0.802247191011236,1.8613636363636363,1.316256868513071,1.316256868513071,1.3604519774011299,1.3604519774011299,145,110,0,global,80,50.0
330,1.305084745762712,0.45151515151515154,0.3379032258064516,1.3362262240543865,62.11440380261027,1.148739063304169,1.1468926553672316,1.4435028248587571,0.7867132867132867,0.7000000000000001,2.0204545454545455,1.3362262240543865,1.3362262240543865,1.305084745762712,1.305084745762712,158,51,46,local,10,5.0
330,1.305084745762712,0.45151515151515154,0.3379032258064516,1.3362262240543865,62.11440380261027,1.148739063304169,1.1468926553672316,1.4435028248587571,0.7867132867132867,0.7000000000000001,2.0204545454545455,1.3362262240543865,1.3362262240543865,1.305084745762712,1.305084745762712,158,51,46,local,10,20.0
330,1.305084745762712,0.45151515151515154,0.3379032258064516,1.3362262240543865,62.11440380261027,1.148739063304169,1.1468926553672316,1.4435028248587571,0.7867132867132867,0.7000000000000001,2.0204545454545455,1.3362262240543865,1.3362262240543865,1.305084745762712,1.305084745762712,158,51,46,local,10,50.0
344,1.3604519774011299,0.4563953488372093,0.3379032258064516,1.3506688127879225,59.76689240429529,1.2367149758454106,1.1864406779661016,1.4435028248587571,0.8575883575883576,0.8808988764044944,1.7977272727272728,1.3506688127879225,1.3506688127879225,1.3604519774011299,1.3604519774011299,129,117,9,local,20,5.0
344,1.3604519774011299,0.4563953488372093,0.3379032258064516,1.3506688127879225,59.76689240429529,1.2367149758454106,1.1864406779661016,1.4435028248587571,0.8575883575883576,0.8808988764044944,1.7977272727272728,1.3506688127879225,1.3506688127879225,1.3604519774011299,1.3604519774011299,129,117,9,local,20,20.0
342,1.3525423728813561,0.45614035087719296,0.3379032258064516,1.3499141648871582,59.951304041198505,1.2367149758454106,1.1864406779661016,1.423728813559322,0.8012820512820513,0.8808988764044944,1.7977272727272728,1.3499141648871582,1.3499141648871582,1.3525423728813561,1.3525423728813561,128,118,9,local,20,50.0
354,1.4,0.4463276836158192,0.3379032258064516,1.3208742904143576,58.67000947582414,1.1652846876727474,1.0677966101694916,1.5819209039548023,0.4709576138147566,0.7795454545454547,2.0204545454545455,1.3208742904143576,1.3208742904143576,1.4,1.4,64,170,21,local,40,5.0
353,1.396045197740113,0.4447592067988669,0.3379032258064516,1.3162324974477206,58.12023027459278,1.1652846876727474,1.0677966101694916,1.5819209039548023,0.4709576138147566,0.7795454545454547,2.0045454545454544,1.3162324974477206,1.3162324974477206,1.396045197740113,1.396045197740113,67,163,25,local,40,20.0
348,1.3762711864406778,0.4454022988505747,0.3379032258064516,1.31813568156256,58.1527804992822,1.1652846876727474,1.0677966101694916,1.5225988700564972,0.26223776223776224,0.7000000000000001,2.0045454545454544,1.31813568156256,1.31813568156256,1.3762711864406778,1.3762711864406778,63,167,25,local,40,50.0
372,1.4711864406779662,0.4435483870967742,0.3379032258064516,1.3126491646778042,55.92566213248404,1.2338308457711442,1.1864406779661016,1.6610169491525424,0.4709576138147566,0.7795454545454547,2.0204545454545455,1.3126491646778042,1.3126491646778042,1.4711864406779662,1.4711864406779662,49,185,21,local,80,5.0
364,1.4395480225988702,0.4423076923076923,0.3379032258064516,1.3089774187626215,54.56201264314844,1.2338308457711442,1.1864406779661016,1.6214689265536724,0.4709576138147566,0.7795454545454547,1.925,1.3089774187626215,1.3089774187626215,1.4395480225988702,1.4395480225988702,48,182,25,local,80,20.0
359,1.419774011299435,0.4428969359331476,0.3379032258064516,1.310721242379721,55.090715499702306,1.2338308457711442,1.1864406779661016,1.5819209039548023,0.26223776223776224,0.7000000000000001,1.9090909090909092,1.310721242379721,1.310721242379721,1.419774011299435,1.419774011299435,41,189,25,local,80,50.0
361,1.4276836158192092,0.43213296398891965,0.3379032258064516,1.2788660509457288,52.96613987252357,1.180952380952381,1.3248587570621468,1.5423728813559323,0.6656804733727811,0.8272727272727273,2.0204545454545455,1.2788660509457288,1.2788660509457288,1.4276836158192092,1.4276836158192092,131,84,40,hierarchical,10,5.0
376,1.4870056497175141,0.43351063829787234,0.3379032258064516,1.2829431777789062,56.91741784088419,1.1492122335495831,1.305084745762712,1.5621468926553672,0.8800521512385919,0.9386363636363637,2.0363636363636366,1.2829431777789062,1.2829431777789062,1.4870056497175141,1.4870056497175141,122,92,41,hierarchical,10,20.0
377,1.4909604519774013,0.4323607427055703,0.3379032258064516,1.2795401454771054,57.012066127892986,1.1492122335495831,1.305084745762712,1.5621468926553672,0.8800521512385919,0.9386363636363637,2.0363636363636366,1.2795401454771054,1.2795401454771054,1.4909604519774013,1.4909604519774013,121,91,43,hierarchical,10,50.0
345,1.364406779661017,0.4492753623188406,0.3379032258064516,1.3295977309674518,55.70423603990677,1.2187698161065315,1.225988700564972,1.5028248587570623,0.7525083612040133,0.755056179775281,2.0204545454545455,1.3295977309674518,1.3295977309674518,1.364406779661017,1.364406779661017,135,105,15,hierarchical,20,5.0
341,1.348587570621469,0.4574780058651026,0.3379032258064516,1.3538728574528096,59.48365744456315,1.262514848124894,1.225988700564972,1.423728813559322,0.7635746606334841,0.755056179775281,1.9727272727272729,1.3538728574528096,1.3538728574528096,1.348587570621469,1.348587570621469,134,97,24,hierarchical,20,20.0
338,1.3367231638418078,0.4437869822485207,0.3379032258064516,1.3133552696614932,51.76350013651,1.195866819747417,1.265536723163842,1.423728813559322,0.6027554535017221,0.7078651685393259,1.9886363636363638,1.3133552696614932,1.3133552696614932,1.3367231638418078,1.3367231638418078,126,95,34,hierarchical,20,50.0
364,1.4395480225988702,0.44505494505494503,0.3379032258064516,1.3171077132890976,56.80384930048744,1.1204819277108435,1.0875706214689267,1.5819209039548023,0.576923076923077,0.9545454545454546,2.1795454545454547,1.3171077132890976,1.3171077132890976,1.4395480225988702,1.4395480225988702,85,151,19,hierarchical,40,5.0
374,1.4790960451977402,0.446524064171123,0.3379032258064516,1.3214554643727745,59.96980325487541,1.1951807228915663,1.0875706214689267,1.6807909604519775,0.7100591715976331,1.0340909090909092,2.3227272727272728,1.3214554643727745,1.3214554643727745,1.4790960451977402,1.4790960451977402,101,128,26,hierarchical,40,20.0
363,1.435593220338983,0.4462809917355372,0.3379032258064516,1.3207361091934753,58.58074285191066,1.1879808390187256,1.0875706214689267,1.6412429378531075,0.5151098901098901,0.8909090909090909,2.3068181818181817,1.3207361091934753,1.3207361091934753,1.435593220338983,1.435593220338983,95,125,35,hierarchical,40,50.0
357,1.4118644067796613,0.44537815126050423,0.3379032258064516,1.3180642185275067,54.02646404626254,1.2443919716646987,1.0677966101694916,1.5423728813559323,0.41958041958041953,0.875,1.7818181818181817,1.3180642185275067,1.3180642185275067,1.4118644067796613,1.4118644067796613,63,177,15,hierarchical,80,5.0
352,1.3920903954802262,0.4346590909090909,0.3379032258064516,1.2863419396832285,52.88049230403738,1.2258263824528886,1.1271186440677967,1.5423728813559323,0.5494505494505494,1.0022727272727272,1.6974999999999998,1.2863419396832285,1.2863419396832285,1.3920903954802262,1.3920903954802262,95,146,14,hierarchical,80,20.0
342,1.3525423728813561,0.4239766081871345,0.3379032258064516,1.2547279096707562,46.63589762680103,1.2018779342723005,1.2062146892655368,1.4435028248587571,0.5532139093782928,1.1613636363636364,1.6974999999999998,1.2547279096707562,1.2547279096707562,1.3525423728813561,1.3525423728813561,111,133,11,hierarchical,80,50.0
