packet,period,candidate,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps,reference,known_next_lower_signal_share
ap1/effective,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.22292323869610936,0.22812982998454404,0.9771770693521867,0.9681220473212856,1.4316129032258063,1.3924731182795698,1.475268817204301,-13.211993853953446,11.322808371778786,publication,0.0
ap1/effective,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.317937701396348,0.165149136577708,1.9251550930558337,1.909219539011066,1.4229257641921396,1.3831877729257642,1.467248908296943,55.00354473092315,74.11017150510715,effective,0.0
ap1/effective,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.16326530612244897,0.16577708006279435,0.9848484848484848,0.9765950839892029,1.4229257641921396,1.3831877729257642,1.467248908296943,-6.326546693730589,12.452588233813215,publication,0.0
ap2,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,1.0,0.5700440528634361,1.7542503863987637,1.7548171224183684,1.4342507645259939,1.348623853211009,1.4770642201834863,24.485525249064096,72.99877159679576,effective,0.0
ap2,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,0.6358208955223881,0.5744493392070484,1.1068354546286971,1.1071902908174949,1.4342507645259939,1.348623853211009,1.4770642201834863,-17.334809148410713,20.639201020316566,publication,0.0
ap2,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.7850746268656716,0.44757709251101324,1.7540545304971207,1.7558084818540087,1.4342507645259939,1.348623853211009,1.4770642201834863,40.69317390950933,93.90007208490756,effective,0.0
ap2,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.5283582089552239,0.45198237885462555,1.1689796630880684,1.1701371698168155,1.4342507645259939,1.348623853211009,1.4770642201834863,-14.829728783851468,34.87932859447928,publication,0.0
ap2,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.6746268656716418,0.38502202643171807,1.7521773284606714,1.7533151059466847,1.4342507645259939,1.348623853211009,1.4770642201834863,44.988597856323615,105.84880236723784,effective,0.0
ap2,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.46567164179104475,0.3894273127753304,1.195785776997366,1.1965534718702484,1.4342507645259939,1.348623853211009,1.4770642201834863,-11.009003491493004,49.44144900088883,publication,0.0
ap2,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.5492537313432836,0.3136563876651982,1.751131980546705,1.754147242870942,1.4342507645259939,1.348623853211009,1.4770642201834863,49.41080114369546,136.87696046837647,effective,0.0
ap2,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.3970149253731343,0.31541850220264317,1.258692570666222,1.2607424729611223,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.52075078177399,75.96930078249204,publication,0.0
ap2,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.46865671641791046,0.26519823788546254,1.7671939306788318,1.7731727946664015,1.4342507645259939,1.348623853211009,1.4770642201834863,50.92757462100883,183.3462882967986,effective,0.0
ap2,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.3373134328358209,0.2669603524229075,1.263533816068174,1.2676550531257722,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.991281453459587,120.75162653346429,publication,0.0
ap2,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,1.0,0.5161585365853658,1.9373892498523333,1.9309277439165895,1.4356309650053023,1.3955461293743372,1.4772004241781547,26.56403232616659,63.21552328836044,effective,0.0
ap2,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,0.5408479834539814,0.5161585365853658,1.0478330689480562,1.044204455753546,1.4356309650053023,1.3955461293743372,1.4772004241781547,-18.100350508060895,8.517244661145591,publication,0.0
ap2,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.6881496881496881,0.354434250764526,1.9415439864102504,1.9316842258501448,1.4342917997870075,1.3940362087326943,1.476038338658147,41.10111569663991,69.97117307419252,effective,0.0
ap2,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.3607068607068607,0.354434250764526,1.0176975276198743,1.012490784637722,1.4342917997870075,1.3940362087326943,1.476038338658147,-15.356498531219167,10.004495909403463,publication,0.0
ap2,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.5778474399164054,0.294478527607362,1.9622735980494599,1.949809964084837,1.4298826040554962,1.3895410885805763,1.471718249733191,44.424363611080274,71.48041241752762,effective,0.0
ap2,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.30616509926854757,0.294478527607362,1.0396856495994427,1.032878447248416,1.4298826040554962,1.3895410885805763,1.471718249733191,-13.319716662589903,11.754601597894943,publication,0.0
ap2,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.4426919032597266,0.22812982998454404,1.9405261613078804,1.9225442543502889,1.4316129032258063,1.3924731182795698,1.475268817204301,46.841083218503854,72.94801765357498,effective,0.0
ap2,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.22292323869610936,0.22812982998454404,0.9771770693521867,0.9681220473212856,1.4316129032258063,1.3924731182795698,1.475268817204301,-13.211993853953446,11.322808371778786,publication,0.0
ap2,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.317937701396348,0.165149136577708,1.9251550930558337,1.9092195390110664,1.4229257641921396,1.3831877729257642,1.467248908296943,55.00354473092315,74.11017150510715,effective,0.0
ap2,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.16326530612244897,0.16577708006279435,0.9848484848484848,0.9765950839892029,1.4229257641921396,1.3831877729257642,1.467248908296943,-6.326546693730589,12.452588233813215,publication,0.0
ap2_delay20,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,1.0,0.5700440528634361,1.7542503863987637,1.7548171224183684,1.4342507645259939,1.348623853211009,1.4770642201834863,24.485525249064096,72.99877159679576,effective,0.0
ap2_delay20,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,0.6358208955223881,0.5744493392070484,1.1068354546286971,1.1071902908174949,1.4342507645259939,1.348623853211009,1.4770642201834863,-17.334809148410713,20.639201020316566,publication,0.0
ap2_delay20,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.7850746268656716,0.44757709251101324,1.7540545304971207,1.7558084818540087,1.4342507645259939,1.348623853211009,1.4770642201834863,40.69317390950933,93.90007208490756,effective,0.0
ap2_delay20,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.5283582089552239,0.45198237885462555,1.1689796630880684,1.1701371698168155,1.4342507645259939,1.348623853211009,1.4770642201834863,-14.829728783851468,34.87932859447928,publication,0.0
ap2_delay20,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.6746268656716418,0.38502202643171807,1.7521773284606714,1.7533151059466847,1.4342507645259939,1.348623853211009,1.4770642201834863,44.988597856323615,105.84880236723784,effective,0.0
ap2_delay20,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.46567164179104475,0.3894273127753304,1.195785776997366,1.1965534718702484,1.4342507645259939,1.348623853211009,1.4770642201834863,-11.009003491493004,49.44144900088883,publication,0.0
ap2_delay20,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.5492537313432836,0.3136563876651982,1.751131980546705,1.754147242870942,1.4342507645259939,1.348623853211009,1.4770642201834863,49.41080114369546,136.87696046837647,effective,0.0
ap2_delay20,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.3970149253731343,0.31541850220264317,1.258692570666222,1.2607424729611223,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.52075078177399,75.96930078249204,publication,0.0
ap2_delay20,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.46865671641791046,0.26519823788546254,1.7671939306788318,1.7731727946664015,1.4342507645259939,1.348623853211009,1.4770642201834863,50.92757462100883,183.3462882967986,effective,0.0
ap2_delay20,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.3373134328358209,0.2669603524229075,1.263533816068174,1.2676550531257722,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.991281453459587,120.75162653346429,publication,0.0
ap2_delay20,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,1.0,0.5161585365853658,1.9373892498523333,1.9309277439165895,1.4356309650053023,1.3955461293743372,1.4772004241781547,26.56403232616659,63.21552328836044,effective,0.0
ap2_delay20,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,0.5408479834539814,0.5161585365853658,1.0478330689480562,1.044204455753546,1.4356309650053023,1.3955461293743372,1.4772004241781547,-18.100350508060895,8.517244661145591,publication,0.0
ap2_delay20,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.6881496881496881,0.354434250764526,1.9415439864102504,1.9316842258501448,1.4342917997870075,1.3940362087326943,1.476038338658147,41.10111569663991,69.97117307419252,effective,0.0
ap2_delay20,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.3607068607068607,0.354434250764526,1.0176975276198743,1.012490784637722,1.4342917997870075,1.3940362087326943,1.476038338658147,-15.356498531219167,10.004495909403463,publication,0.0
ap2_delay20,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.5778474399164054,0.294478527607362,1.9622735980494599,1.949809964084837,1.4298826040554962,1.3895410885805763,1.471718249733191,44.424363611080274,71.48041241752762,effective,0.0
ap2_delay20,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.30616509926854757,0.294478527607362,1.0396856495994427,1.032878447248416,1.4298826040554962,1.3895410885805763,1.471718249733191,-13.319716662589903,11.754601597894943,publication,0.0
ap2_delay20,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.4426919032597266,0.22812982998454404,1.9405261613078804,1.9225442543502889,1.4316129032258063,1.3924731182795698,1.475268817204301,46.841083218503854,72.94801765357498,effective,0.0
ap2_delay20,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.22292323869610936,0.22812982998454404,0.9771770693521867,0.9681220473212856,1.4316129032258063,1.3924731182795698,1.475268817204301,-13.211993853953446,11.322808371778786,publication,0.0
ap2_delay20,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.317937701396348,0.165149136577708,1.9251550930558337,1.9092195390110664,1.4229257641921396,1.3831877729257642,1.467248908296943,55.00354473092315,74.11017150510715,effective,0.0
ap2_delay20,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.16326530612244897,0.16577708006279435,0.9848484848484848,0.9765950839892029,1.4229257641921396,1.3831877729257642,1.467248908296943,-6.326546693730589,12.452588233813215,publication,0.0
ap3,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,1.0,0.5700440528634361,1.7542503863987637,1.7548171224183684,1.4342507645259939,1.348623853211009,1.4770642201834863,24.485525249064096,72.99877159679576,effective,0.0
ap3,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,0.6358208955223881,0.5744493392070484,1.1068354546286971,1.1071902908174949,1.4342507645259939,1.348623853211009,1.4770642201834863,-17.334809148410713,20.639201020316566,publication,0.0
ap3,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.7850746268656716,0.44757709251101324,1.7540545304971207,1.7558084818540087,1.4342507645259939,1.348623853211009,1.4770642201834863,40.69317390950933,93.90007208490756,effective,0.0
ap3,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.5283582089552239,0.45198237885462555,1.1689796630880684,1.1701371698168155,1.4342507645259939,1.348623853211009,1.4770642201834863,-14.829728783851468,34.87932859447928,publication,0.0
ap3,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.6746268656716418,0.38502202643171807,1.7521773284606714,1.7533151059466847,1.4342507645259939,1.348623853211009,1.4770642201834863,44.988597856323615,105.84880236723784,effective,0.0
ap3,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.46567164179104475,0.3894273127753304,1.195785776997366,1.1965534718702484,1.4342507645259939,1.348623853211009,1.4770642201834863,-11.009003491493004,49.44144900088883,publication,0.0
ap3,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.5492537313432836,0.3136563876651982,1.751131980546705,1.754147242870942,1.4342507645259939,1.348623853211009,1.4770642201834863,49.41080114369546,136.87696046837647,effective,0.0
ap3,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.3970149253731343,0.31541850220264317,1.258692570666222,1.2607424729611223,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.52075078177399,75.96930078249204,publication,0.0
ap3,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.46865671641791046,0.26519823788546254,1.7671939306788318,1.7731727946664015,1.4342507645259939,1.348623853211009,1.4770642201834863,50.92757462100883,183.3462882967986,effective,0.0
ap3,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.3373134328358209,0.2669603524229075,1.263533816068174,1.2676550531257722,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.991281453459587,120.75162653346429,publication,0.0
ap3,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,1.0,0.5161585365853658,1.9373892498523333,1.9309277439165895,1.4356309650053023,1.3955461293743372,1.4772004241781547,26.56403232616659,63.21552328836044,effective,0.0
ap3,later,known_next_not_lower_cd3,1,3280,967,2024-01-09,2026-08-31,0.5408479834539814,0.5161585365853658,1.0478330689480562,1.044204455753546,1.4356309650053023,1.3955461293743372,1.4772004241781547,-18.100350508060895,8.517244661145591,publication,0.0
ap3,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.6881496881496881,0.354434250764526,1.9415439864102504,1.9316842258501448,1.4342917997870075,1.3940362087326943,1.476038338658147,41.10111569663991,69.97117307419252,effective,0.0
ap3,later,known_next_not_lower_cd3,3,3270,962,2024-01-09,2026-08-27,0.3607068607068607,0.354434250764526,1.0176975276198743,1.012490784637722,1.4342917997870075,1.3940362087326943,1.476038338658147,-15.356498531219167,10.004495909403463,publication,0.0
ap3,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.5778474399164054,0.294478527607362,1.9622735980494599,1.949809964084837,1.4298826040554962,1.3895410885805763,1.471718249733191,44.424363611080274,71.48041241752762,effective,0.0
ap3,later,known_next_not_lower_cd3,5,3260,957,2024-01-09,2026-08-25,0.30616509926854757,0.294478527607362,1.0396856495994427,1.032878447248416,1.4298826040554962,1.3895410885805763,1.471718249733191,-13.319716662589903,11.754601597894943,publication,0.0
ap3,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.4426919032597266,0.22812982998454404,1.9405261613078804,1.9225442543502889,1.4316129032258063,1.3924731182795698,1.475268817204301,46.841083218503854,72.94801765357498,effective,0.0
ap3,later,known_next_not_lower_cd3,10,3235,951,2024-01-09,2026-08-18,0.22292323869610936,0.22812982998454404,0.9771770693521867,0.9681220473212856,1.4316129032258063,1.3924731182795698,1.475268817204301,-13.211993853953446,11.322808371778786,publication,0.0
ap3,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.317937701396348,0.165149136577708,1.9251550930558337,1.9092195390110664,1.4229257641921396,1.3831877729257642,1.467248908296943,55.00354473092315,74.11017150510715,effective,0.0
ap3,later,known_next_not_lower_cd3,20,3185,931,2024-01-09,2026-08-04,0.16326530612244897,0.16577708006279435,0.9848484848484848,0.9765950839892029,1.4229257641921396,1.3831877729257642,1.467248908296943,-6.326546693730589,12.452588233813215,publication,0.0
ap4,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,1.0,0.5700440528634361,1.7542503863987637,1.7548171224183684,1.4342507645259939,1.348623853211009,1.4770642201834863,24.485525249064096,72.99877159679576,effective,0.0
ap4,early,known_next_not_lower_cd3,1,1135,335,2023-01-09,2023-12-01,0.6358208955223881,0.5744493392070484,1.1068354546286971,1.1071902908174949,1.4342507645259939,1.348623853211009,1.4770642201834863,-17.334809148410713,20.639201020316566,publication,0.0
ap4,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.7850746268656716,0.44757709251101324,1.7540545304971207,1.7558084818540087,1.4342507645259939,1.348623853211009,1.4770642201834863,40.69317390950933,93.90007208490756,effective,0.0
ap4,early,known_next_not_lower_cd3,3,1135,335,2023-01-09,2023-12-01,0.5283582089552239,0.45198237885462555,1.1689796630880684,1.1701371698168155,1.4342507645259939,1.348623853211009,1.4770642201834863,-14.829728783851468,34.87932859447928,publication,0.0
ap4,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.6746268656716418,0.38502202643171807,1.7521773284606714,1.7533151059466847,1.4342507645259939,1.348623853211009,1.4770642201834863,44.988597856323615,105.84880236723784,effective,0.0
ap4,early,known_next_not_lower_cd3,5,1135,335,2023-01-09,2023-12-01,0.46567164179104475,0.3894273127753304,1.195785776997366,1.1965534718702484,1.4342507645259939,1.348623853211009,1.4770642201834863,-11.009003491493004,49.44144900088883,publication,0.0
ap4,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.5492537313432836,0.3136563876651982,1.751131980546705,1.754147242870942,1.4342507645259939,1.348623853211009,1.4770642201834863,49.41080114369546,136.87696046837647,effective,0.0
ap4,early,known_next_not_lower_cd3,10,1135,335,2023-01-09,2023-12-01,0.3970149253731343,0.31541850220264317,1.258692570666222,1.2607424729611223,1.4342507645259939,1.348623853211009,1.4770642201834863,-10.52075078177399,75.96930078249204,publication,0.0
ap4,early,known_next_not_lower_cd3,20,1135,335,2023-01-09,2023-12-01,0.46865671641791046,0.26519823788546254,1.7671939306788318,1.7731727946664015,1.4342507645259939,1.348623853211009,1.4770642201834863,50.92757462100883,183.3462882967986,effective,0.0
