scenario,clock,brier_identity_h20,brier_unified_h20_phase_shadow,logloss_identity_h20,logloss_unified_h20_phase_shadow,ece_identity_h20,ece_unified_h20_phase_shadow,auc_identity_h20,auc_unified_h20_phase_shadow,average_precision_identity_h20,average_precision_unified_h20_phase_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,route_source,modified,route_source_count,pass
calendar_assumed_replay,21:15,0.1204357065008863,0.1136907165000745,0.40693656865964495,0.38285722225044727,0.04549084480420587,0.04598414611431945,0.5332417064165791,0.667286495809416,0.18171762118682544,0.24963610624425303,-0.0067449900008117875,-0.024079346409197677,0.0004933013101135822,0.13404478939283693,0.06791848505742759,-0.009012964795704487,-0.004592648030088514,0.10139948492909319,0.18211842502012388,t22_after_receipt_replay,True,1,True
calendar_assumed_replay,22:15,0.1204357065008863,0.11371920611664955,0.40693656865964495,0.3829420707524544,0.04549084480420587,0.046052903712232855,0.5332417064165791,0.6657983069980806,0.18171762118682544,0.24900513756263104,-0.00671650038423674,-0.02399449790719055,0.0005620589080269842,0.13255660058150154,0.0672875163758056,-0.00884147095128339,-0.004836416591224681,0.09620446317152719,0.1733433552766005,t22_after_receipt_replay,True,1,True
calendar_assumed_replay,23:15,0.1204357065008863,0.11369570648118049,0.40693656865964495,0.3828702598797316,0.04549084480420587,0.046026243783233105,0.5332417064165791,0.6660089091705768,0.18171762118682544,0.24947792425998716,-0.006740000019705802,-0.024066308779913337,0.0005353989790272337,0.13276720275399767,0.06776030307316172,-0.008908270980240891,-0.004721637070683409,0.10098907344121537,0.1766877014044964,t22_after_receipt_replay,True,1,True
no_same_day_receipt,00:15,0.12428935098399156,0.11606031166248154,0.4201615955475662,0.3907904733666878,0.036075777056309745,0.042364882269007795,0.3741152962054678,0.6494202451568987,0.10152054427289763,0.22914967626683502,-0.00822903932151002,-0.029371122180878395,0.00628910521269805,0.2753049489514309,0.12762913199393738,-0.014794009601505233,-0.0026146076771339697,0.10095712411116597,0.43303559173018663,t34_early_publication,True,1,True
no_same_day_receipt,06:00,0.12428935098399156,0.11606031166248154,0.4201615955475662,0.3907904733666878,0.036075777056309745,0.042364882269007795,0.3741152962054678,0.6494202451568987,0.10152054427289763,0.22914967626683502,-0.00822903932151002,-0.029371122180878395,0.00628910521269805,0.2753049489514309,0.12762913199393738,-0.015537705713846611,-0.0028519963375413094,0.09992943542281452,0.42925001423587433,t34_early_publication,True,1,True
no_same_day_receipt,09:15,0.12428935098399156,0.11606031166248154,0.4201615955475662,0.3907904733666878,0.036075777056309745,0.042364882269007795,0.3741152962054678,0.6494202451568987,0.10152054427289763,0.22914967626683502,-0.00822903932151002,-0.029371122180878395,0.00628910521269805,0.2753049489514309,0.12762913199393738,-0.014749044823085627,-0.002752048671297814,0.09584530662043766,0.43030848618616113,t34_early_publication,True,1,True
no_same_day_receipt,10:15,0.11875734888999052,0.11606031166248154,0.4000760592456141,0.3907904733666878,0.03182679756896785,0.042364882269007795,0.5664948911506165,0.6494202451568987,0.17520816131024183,0.22914967626683502,-0.0026970372275089832,-0.009285585878926306,0.010538084700039946,0.0829253540062822,0.05394151495659319,-0.006629021608226055,0.001003805629956834,-0.04659320948037991,0.18548157507692972,t34_early_publication,True,1,False
no_same_day_receipt,10:45,0.11770455971760314,0.11770455971760314,0.3952768542826707,0.3952768542826707,0.03147655921957627,0.03147655921957627,0.5993069092484298,0.5993069092484298,0.18757891920287384,0.18757891920287384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,11:45,0.11777707207577807,0.11777707207577807,0.3944596237333479,0.3944596237333479,0.03171365247598176,0.03171365247598176,0.6115178427949602,0.6115178427949602,0.19270254644555398,0.19270254644555398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,12:45,0.11761612810734255,0.11761612810734255,0.3935752544573411,0.3935752544573411,0.0316281361789471,0.0316281361789471,0.6166236978347901,0.6166236978347901,0.19912522948597194,0.19912522948597194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,13:45,0.11712235216117395,0.11712235216117395,0.39149584968715967,0.39149584968715967,0.03141475375351321,0.03141475375351321,0.6296336220878761,0.6296336220878761,0.20631369216327045,0.20631369216327045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,14:45,0.11682219225255243,0.11682219225255243,0.39013809669263905,0.39013809669263905,0.031042854593878615,0.031042854593878615,0.6370381349630547,0.6370381349630547,0.2119387794102788,0.2119387794102788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,15:10,0.11573440001112661,0.11573440001112661,0.385663044076101,0.385663044076101,0.031575012584157576,0.031575012584157576,0.6426580190021051,0.6426580190021051,0.2242290907394312,0.2242290907394312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,15:25,0.11559740012808753,0.11559740012808753,0.3852979292391892,0.3852979292391892,0.03156714423630308,0.03156714423630308,0.643303300066175,0.643303300066175,0.22428330454073092,0.22428330454073092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,15:45,0.11559408523676269,0.11559408523676269,0.3851716670705343,0.3851716670705343,0.03173654225936399,0.03173654225936399,0.6439266226098899,0.6439266226098899,0.22449787024965234,0.22449787024965234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,16:45,0.11580200154319217,0.11580200154319217,0.3861549582066332,0.3861549582066332,0.032349341806215716,0.032349341806215716,0.6407431362156886,0.6407431362156886,0.2223295571589361,0.2223295571589361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,17:45,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,18:45,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,19:15,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,20:15,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,21:15,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,22:15,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
no_same_day_receipt,23:15,0.11561666060119635,0.11561666060119635,0.38732321482108845,0.38732321482108845,0.033247472267899966,0.033247472267899966,0.642939986365755,0.642939986365755,0.22632738412190875,0.22632738412190875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t19_market_or_hold,False,1,True
