scenario,clock,h,brier_hierarchical_beta,brier_identity,logloss_hierarchical_beta,logloss_identity,ece_hierarchical_beta,ece_identity,max_brier_ci_high,brier_delta,logloss_delta,ece_delta,pass
no_same_day_receipt,20:15,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009665559436233605,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,20:15,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005292384711501784,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,20:15,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0021686672120163433,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
no_same_day_receipt,21:15,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009454358356600065,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,21:15,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005093496566656472,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,21:15,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0021892694026062385,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
no_same_day_receipt,22:15,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009510342210367196,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,22:15,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005499276747536615,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,22:15,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0022925564314096383,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
no_same_day_receipt,23:15,5,0.174213973962764,0.16920253891005554,0.5267170347651359,0.5144344202786361,0.06209527368196816,0.055955029208399225,0.009671511405975183,0.005011435052708457,0.01228261448649981,0.006140244473568937,False
no_same_day_receipt,23:15,10,0.14121630295758178,0.138911788582362,0.4518781981161662,0.44462826640070235,0.06925427429284382,0.058912244347370704,0.005364408335166544,0.0023045143752197794,0.007249931715463842,0.010342029945473119,False
no_same_day_receipt,23:15,20,0.11514358370058016,0.11561666060119635,0.3883821811102461,0.38732321482108845,0.03975312507768791,0.033247472267899966,0.0022448066609737985,-0.00047307690061619556,0.0010589662891576368,0.006505652809787946,False
