n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,lookback_days,primary_ceiling,emitted_floor,fallback_weekday
355,296,59,1.4039548022598871,0.4394366197183099,0.3379032258064516,1.3004806884265019,51.63648778074613,1.2252252252252254,1.265536723163842,1.463276836158192,0.4437869822485207,0.8272727272727273,2.147727272727273,1.3004806884265019,1.3004806884265019,1.4039548022598871,1.4039548022598871,21,0.5,1.0,2
349,296,53,1.380225988700565,0.4383954154727794,0.3379032258064516,1.2973993202535714,51.937497466118344,1.2018779342723005,1.2457627118644068,1.4435028248587571,0.33936651583710403,0.8113636363636363,2.1,1.2973993202535714,1.2973993202535714,1.380225988700565,1.380225988700565,21,0.5,1.0,3
366,296,70,1.4474576271186441,0.4453551912568306,0.3379032258064516,1.3179962700679473,52.522467884338845,1.263157894736842,1.3248587570621468,1.5028248587570623,0.6962864721485411,0.9227272727272727,2.147727272727273,1.3179962700679473,1.3179962700679473,1.4474576271186441,1.4474576271186441,21,0.5,1.25,0
361,296,65,1.4276836158192092,0.44598337950138506,0.3379032258064516,1.3198553474503998,52.23487035921149,1.263157894736842,1.305084745762712,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.147727272727273,1.3198553474503998,1.3198553474503998,1.4276836158192092,1.4276836158192092,21,0.5,1.25,2
353,296,57,1.396045197740113,0.4475920679886686,0.3379032258064516,1.3246161439282793,52.8674983348574,1.2420091324200913,1.2457627118644068,1.463276836158192,0.641025641025641,0.8590909090909091,2.1,1.3246161439282793,1.3246161439282793,1.396045197740113,1.396045197740113,21,0.5,1.25,3
366,296,70,1.4474576271186441,0.4453551912568306,0.3379032258064516,1.3179962700679473,52.522467884338845,1.263157894736842,1.3248587570621468,1.5028248587570623,0.6962864721485411,0.9227272727272727,2.147727272727273,1.3179962700679473,1.3179962700679473,1.4474576271186441,1.4474576271186441,21,0.5,1.5,0
361,296,65,1.4276836158192092,0.44598337950138506,0.3379032258064516,1.3198553474503998,52.23487035921149,1.263157894736842,1.305084745762712,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.147727272727273,1.3198553474503998,1.3198553474503998,1.4276836158192092,1.4276836158192092,21,0.5,1.5,2
353,296,57,1.396045197740113,0.4475920679886686,0.3379032258064516,1.3246161439282793,52.8674983348574,1.2420091324200913,1.2457627118644068,1.463276836158192,0.641025641025641,0.8590909090909091,2.1,1.3246161439282793,1.3246161439282793,1.396045197740113,1.396045197740113,21,0.5,1.5,3
366,296,70,1.4474576271186441,0.43169398907103823,0.3379032258064516,1.2775669366302802,48.12510529818111,1.1377777777777778,1.3248587570621468,1.4830508474576272,0.618131868131868,0.8909090909090909,2.147727272727273,1.2775669366302802,1.2775669366302802,1.4474576271186441,1.4474576271186441,21,0.75,1.0,0
361,296,65,1.4276836158192092,0.43490304709141275,0.3379032258064516,1.287063910246663,50.33104653528375,1.1377777777777778,1.305084745762712,1.4830508474576272,0.5341880341880342,0.8590909090909091,2.147727272727273,1.287063910246663,1.287063910246663,1.4276836158192092,1.4276836158192092,21,0.75,1.0,2
356,296,60,1.407909604519774,0.4353932584269663,0.3379032258064516,1.2885146550105924,50.217925426075944,1.1324200913242009,1.2853107344632768,1.463276836158192,0.43541364296081275,0.8431818181818181,2.1,1.2885146550105924,1.2885146550105924,1.407909604519774,1.407909604519774,21,0.75,1.0,3
375,296,79,1.4830508474576272,0.44266666666666665,0.3379032258064516,1.3100397772474144,51.557960433873816,1.2121212121212122,1.384180790960452,1.5225988700564972,0.7566204287515763,0.9704545454545455,2.147727272727273,1.3100397772474144,1.3100397772474144,1.4830508474576272,1.4830508474576272,21,0.75,1.25,0
369,296,73,1.459322033898305,0.4444444444444444,0.3379032258064516,1.3153009811721028,51.7958491463659,1.2121212121212122,1.344632768361582,1.5225988700564972,0.7957559681697612,0.9227272727272727,2.147727272727273,1.3153009811721028,1.3153009811721028,1.459322033898305,1.459322033898305,21,0.75,1.25,2
361,296,65,1.4276836158192092,0.44598337950138506,0.3379032258064516,1.3198553474503998,51.82331054095816,1.1891891891891893,1.2853107344632768,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.1,1.3198553474503998,1.3198553474503998,1.4276836158192092,1.4276836158192092,21,0.75,1.25,3
376,296,80,1.4870056497175141,0.44148936170212766,0.3379032258064516,1.3065556289036715,51.19088635331011,1.2121212121212122,1.384180790960452,1.5225988700564972,0.7566204287515763,0.9704545454545455,2.1636363636363636,1.3065556289036715,1.3065556289036715,1.4870056497175141,1.4870056497175141,21,0.75,1.5,0
370,296,74,1.463276836158192,0.44324324324324327,0.3379032258064516,1.3117461136554216,51.42217957067821,1.2121212121212122,1.344632768361582,1.5225988700564972,0.7957559681697612,0.9227272727272727,2.1636363636363636,1.3117461136554216,1.3117461136554216,1.463276836158192,1.463276836158192,21,0.75,1.5,2
362,296,66,1.4316384180790962,0.4447513812154696,0.3379032258064516,1.316209338203299,51.51559376056294,1.1891891891891893,1.2853107344632768,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.115909090909091,1.316209338203299,1.316209338203299,1.4316384180790962,1.4316384180790962,21,0.75,1.5,3
366,296,70,1.4474576271186441,0.43169398907103823,0.3379032258064516,1.2775669366302802,48.12510529818111,1.1377777777777778,1.3248587570621468,1.4830508474576272,0.618131868131868,0.8909090909090909,2.147727272727273,1.2775669366302802,1.2775669366302802,1.4474576271186441,1.4474576271186441,21,1.0,1.0,0
361,296,65,1.4276836158192092,0.43490304709141275,0.3379032258064516,1.287063910246663,50.33104653528375,1.1377777777777778,1.305084745762712,1.4830508474576272,0.5341880341880342,0.8590909090909091,2.147727272727273,1.287063910246663,1.287063910246663,1.4276836158192092,1.4276836158192092,21,1.0,1.0,2
356,296,60,1.407909604519774,0.4353932584269663,0.3379032258064516,1.2885146550105924,50.217925426075944,1.1324200913242009,1.2853107344632768,1.463276836158192,0.43541364296081275,0.8431818181818181,2.1,1.2885146550105924,1.2885146550105924,1.407909604519774,1.407909604519774,21,1.0,1.0,3
375,296,79,1.4830508474576272,0.44266666666666665,0.3379032258064516,1.3100397772474144,51.557960433873816,1.2121212121212122,1.384180790960452,1.5225988700564972,0.7566204287515763,0.9704545454545455,2.147727272727273,1.3100397772474144,1.3100397772474144,1.4830508474576272,1.4830508474576272,21,1.0,1.25,0
369,296,73,1.459322033898305,0.4444444444444444,0.3379032258064516,1.3153009811721028,51.7958491463659,1.2121212121212122,1.344632768361582,1.5225988700564972,0.7957559681697612,0.9227272727272727,2.147727272727273,1.3153009811721028,1.3153009811721028,1.459322033898305,1.459322033898305,21,1.0,1.25,2
361,296,65,1.4276836158192092,0.44598337950138506,0.3379032258064516,1.3198553474503998,51.82331054095816,1.1891891891891893,1.2853107344632768,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.1,1.3198553474503998,1.3198553474503998,1.4276836158192092,1.4276836158192092,21,1.0,1.25,3
376,296,80,1.4870056497175141,0.44148936170212766,0.3379032258064516,1.3065556289036715,51.19088635331011,1.2121212121212122,1.384180790960452,1.5225988700564972,0.7566204287515763,0.9704545454545455,2.1636363636363636,1.3065556289036715,1.3065556289036715,1.4870056497175141,1.4870056497175141,21,1.0,1.5,0
370,296,74,1.463276836158192,0.44324324324324327,0.3379032258064516,1.3117461136554216,51.42217957067821,1.2121212121212122,1.344632768361582,1.5225988700564972,0.7957559681697612,0.9227272727272727,2.1636363636363636,1.3117461136554216,1.3117461136554216,1.463276836158192,1.463276836158192,21,1.0,1.5,2
362,296,66,1.4316384180790962,0.4447513812154696,0.3379032258064516,1.316209338203299,51.51559376056294,1.1891891891891893,1.2853107344632768,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.115909090909091,1.316209338203299,1.316209338203299,1.4316384180790962,1.4316384180790962,21,1.0,1.5,3
349,296,53,1.380225988700565,0.45272206303724927,0.3379032258064516,1.3397979908500934,53.12300494874554,1.2505042355788625,1.2457627118644068,1.463276836158192,0.6293706293706293,0.875,2.0363636363636366,1.3397979908500934,1.3397979908500934,1.380225988700565,1.380225988700565,28,0.5,1.0,0
346,296,50,1.368361581920904,0.45664739884393063,0.3379032258064516,1.3514147364354987,53.91989736792814,1.2394366197183098,1.225988700564972,1.4435028248587571,0.6531204644412192,0.8431818181818181,2.0363636363636366,1.3514147364354987,1.3514147364354987,1.368361581920904,1.368361581920904,28,0.5,1.0,2
344,296,48,1.3604519774011299,0.45930232558139533,0.3379032258064516,1.3592717988566354,55.40454564497577,1.2394366197183098,1.2062146892655368,1.423728813559322,0.6656804733727811,0.8272727272727273,2.0363636363636366,1.3592717988566354,1.3592717988566354,1.3604519774011299,1.3604519774011299,28,0.5,1.0,3
356,296,60,1.407909604519774,0.45786516853932585,0.3379032258064516,1.3550186372046875,55.62512190428823,1.278538812785388,1.265536723163842,1.4830508474576272,0.6962864721485411,0.9227272727272727,2.0363636363636366,1.3550186372046875,1.3550186372046875,1.407909604519774,1.407909604519774,28,0.5,1.25,0
351,296,55,1.3881355932203392,0.45584045584045585,0.3379032258064516,1.349026647356003,54.21143623737969,1.2420091324200913,1.2457627118644068,1.463276836158192,0.7211538461538461,0.8909090909090909,2.0363636363636366,1.349026647356003,1.349026647356003,1.3881355932203392,1.3881355932203392,28,0.5,1.25,2
346,296,50,1.368361581920904,0.45664739884393063,0.3379032258064516,1.3514147364354987,54.82098860000025,1.2394366197183098,1.2062146892655368,1.4435028248587571,0.641025641025641,0.8590909090909091,2.0363636363636366,1.3514147364354987,1.3514147364354987,1.368361581920904,1.368361581920904,28,0.5,1.25,3
356,296,60,1.407909604519774,0.45786516853932585,0.3379032258064516,1.3550186372046875,55.62512190428823,1.278538812785388,1.265536723163842,1.4830508474576272,0.6962864721485411,0.9227272727272727,2.0363636363636366,1.3550186372046875,1.3550186372046875,1.407909604519774,1.407909604519774,28,0.5,1.5,0
351,296,55,1.3881355932203392,0.45584045584045585,0.3379032258064516,1.349026647356003,54.21143623737969,1.2420091324200913,1.2457627118644068,1.463276836158192,0.7211538461538461,0.8909090909090909,2.0363636363636366,1.349026647356003,1.349026647356003,1.3881355932203392,1.3881355932203392,28,0.5,1.5,2
346,296,50,1.368361581920904,0.45664739884393063,0.3379032258064516,1.3514147364354987,54.82098860000025,1.2394366197183098,1.2062146892655368,1.4435028248587571,0.641025641025641,0.8590909090909091,2.0363636363636366,1.3514147364354987,1.3514147364354987,1.368361581920904,1.368361581920904,28,0.5,1.5,3
352,296,56,1.3920903954802262,0.45454545454545453,0.3379032258064516,1.3451941852896507,53.38609396524884,1.2004840661557081,1.265536723163842,1.463276836158192,0.6293706293706293,0.875,2.084090909090909,1.3451941852896507,1.3451941852896507,1.3920903954802262,1.3920903954802262,28,0.75,1.0,0
349,296,53,1.380225988700565,0.46131805157593125,0.3379032258064516,1.3652371932080065,54.733781761148904,1.2962962962962963,1.2457627118644068,1.4435028248587571,0.6531204644412192,0.8431818181818181,2.084090909090909,1.3652371932080065,1.3652371932080065,1.380225988700565,1.380225988700565,28,0.75,1.0,2
344,296,48,1.3604519774011299,0.45930232558139533,0.3379032258064516,1.3592717988566354,56.65613043501602,1.2769953051643192,1.2062146892655368,1.423728813559322,0.6656804733727811,0.8272727272727273,2.0363636363636366,1.3592717988566354,1.3592717988566354,1.3604519774011299,1.3604519774011299,28,0.75,1.0,3
361,296,65,1.4276836158192092,0.4598337950138504,0.3379032258064516,1.3608446439550705,55.96442790256562,1.2663000785545955,1.2853107344632768,1.5028248587570623,0.6962864721485411,0.9227272727272727,2.1,1.3608446439550705,1.3608446439550705,1.4276836158192092,1.4276836158192092,28,0.75,1.25,0
356,296,60,1.407909604519774,0.45786516853932585,0.3379032258064516,1.3550186372046875,54.57536290511195,1.2972972972972974,1.265536723163842,1.4830508474576272,0.7211538461538461,0.8909090909090909,2.1,1.3550186372046875,1.3550186372046875,1.407909604519774,1.407909604519774,28,0.75,1.25,2
348,296,52,1.3762711864406778,0.4540229885057471,0.3379032258064516,1.343647985076674,54.397257718093805,1.2769953051643192,1.2062146892655368,1.463276836158192,0.641025641025641,0.8590909090909091,2.0522727272727272,1.343647985076674,1.343647985076674,1.3762711864406778,1.3762711864406778,28,0.75,1.25,3
362,296,66,1.4316384180790962,0.4585635359116022,0.3379032258064516,1.3570854046071283,55.52747161404035,1.2663000785545955,1.2853107344632768,1.5028248587570623,0.6962864721485411,0.9227272727272727,2.115909090909091,1.3570854046071283,1.3570854046071283,1.4316384180790962,1.4316384180790962,28,0.75,1.5,0
357,296,61,1.4118644067796613,0.4565826330532213,0.3379032258064516,1.3512230667923495,54.095742452241225,1.28,1.265536723163842,1.4830508474576272,0.7211538461538461,0.8909090909090909,2.115909090909091,1.3512230667923495,1.3512230667923495,1.4118644067796613,1.4118644067796613,28,0.75,1.5,2
348,296,52,1.3762711864406778,0.4540229885057471,0.3379032258064516,1.343647985076674,54.397257718093805,1.2769953051643192,1.2062146892655368,1.463276836158192,0.641025641025641,0.8590909090909091,2.0522727272727272,1.343647985076674,1.343647985076674,1.3762711864406778,1.3762711864406778,28,0.75,1.5,3
354,296,58,1.4,0.4463276836158192,0.3379032258064516,1.3208742904143576,51.84657336144377,1.2338308457711442,1.2853107344632768,1.4830508474576272,0.6293706293706293,0.875,2.115909090909091,1.3208742904143576,1.3208742904143576,1.4,1.4,28,1.0,1.0,0
351,296,55,1.3881355932203392,0.45584045584045585,0.3379032258064516,1.349026647356003,54.006587766856704,1.2592592592592593,1.265536723163842,1.463276836158192,0.6531204644412192,0.8431818181818181,2.115909090909091,1.349026647356003,1.349026647356003,1.3881355932203392,1.3881355932203392,28,1.0,1.0,2
345,296,49,1.364406779661017,0.45507246376811594,0.3379032258064516,1.3467538307218707,56.1668775597223,1.2394366197183098,1.225988700564972,1.423728813559322,0.6656804733727811,0.8272727272727273,2.0522727272727272,1.3467538307218707,1.3467538307218707,1.364406779661017,1.364406779661017,28,1.0,1.0,3
367,296,71,1.4514124293785313,0.45231607629427795,0.3379032258064516,1.338596502637004,54.319288918196634,1.28,1.3248587570621468,1.5225988700564972,0.6962864721485411,0.9227272727272727,2.1954545454545458,1.338596502637004,1.338596502637004,1.4514124293785313,1.4514124293785313,28,1.0,1.25,0
362,296,66,1.4316384180790962,0.44751381215469616,0.3379032258064516,1.324384551484065,53.250839563397946,1.2444444444444445,1.305084745762712,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.1954545454545458,1.324384551484065,1.324384551484065,1.4316384180790962,1.4316384180790962,28,1.0,1.25,2
350,296,54,1.384180790960452,0.44857142857142857,0.3379032258064516,1.3275144902829867,53.88849149025249,1.2394366197183098,1.2457627118644068,1.463276836158192,0.641025641025641,0.8590909090909091,2.084090909090909,1.3275144902829867,1.3275144902829867,1.384180790960452,1.384180790960452,28,1.0,1.25,3
368,296,72,1.455367231638418,0.45108695652173914,0.3379032258064516,1.3349590121407078,53.89392740335483,1.263157894736842,1.3248587570621468,1.5225988700564972,0.6962864721485411,0.9227272727272727,2.2113636363636364,1.3349590121407078,1.3349590121407078,1.455367231638418,1.455367231638418,28,1.0,1.5,0
363,296,67,1.435593220338983,0.4462809917355372,0.3379032258064516,1.3207361091934753,52.78279554595129,1.2280701754385965,1.305084745762712,1.5028248587570623,0.7211538461538461,0.8909090909090909,2.2113636363636364,1.3207361091934753,1.3207361091934753,1.435593220338983,1.435593220338983,28,1.0,1.5,2
350,296,54,1.384180790960452,0.44857142857142857,0.3379032258064516,1.3275144902829867,53.88849149025249,1.2394366197183098,1.2457627118644068,1.463276836158192,0.641025641025641,0.8590909090909091,2.084090909090909,1.3275144902829867,1.3275144902829867,1.384180790960452,1.384180790960452,28,1.0,1.5,3
