rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,stage1_robustness,robustness
0.25,539,1.050974930362117,250,0,0.3803339517625232,0.32793522267206476,1.159783778831398,0.5740510188903764,41.18705957765951,1.0880803318766081,1.1092479766373344,2,2,0.9554317548746518,1.16016713091922,0.8951012748333659,0.8539325842696629,hedge_hierarchical_eta5_rho0p99,1.1804979730974756,0.8951012748333659
0.25,538,1.049025069637883,0,0,0.379182156133829,0.32793522267206476,1.1562715131488366,0.5707764390896921,30.971207350476952,1.0243038101940285,1.0479531777154216,2,2,0.7896935933147633,1.384401114206128,0.8930607704074538,0.8724202626641651,hedge_global_eta5_rho0p97,1.2153518123667375,0.8930607704074538
0.35,722,1.407799442896936,250,0,0.3407202216066482,0.32793522267206476,1.0389863547758287,0.5413996727651346,24.8738219766318,0.8721948834493031,1.0868052291425447,1,2,1.3356545961002786,1.5403899721448469,0.9611329804081264,0.8898186889818689,hedge_hierarchical_eta20_rho0p97,1.1508527294331443,0.8721948834493031
0.25,541,1.054874651810585,0,0,0.38632162661737524,0.32793522267206476,1.1780424910431073,0.5739245872378402,38.86939242079475,1.0879459697548084,1.0932741237227916,2,2,0.8091922005571031,1.3551532033426184,0.8654403342092851,0.8638059701492538,hedge_global_eta2_rho0p97,1.1711470272944668,0.8654403342092851
0.3,565,1.1016713091922006,500,0,0.3734513274336283,0.32793522267206476,1.1387960231618048,0.5709727800089246,35.23619912299728,1.035167638483965,1.0562863333192287,2,2,0.9164345403899722,1.3649025069637883,0.8610021786492376,0.8696428571428572,hedge_local_eta10_rho0p99,1.1748651544258903,0.8610021786492376
0.2,433,0.8442896935933147,500,0,0.394919168591224,0.32793522267206476,1.2042596869386708,0.5743864346273985,49.06069793338267,1.0748009225011965,1.1167226845072782,2,2,0.701949860724234,1.052924791086351,0.858277488210474,0.8387850467289719,hedge_global_eta2_rho1,1.1887418005513832,0.858277488210474
0.25,540,1.052924791086351,0,0,0.3907407407407407,0.32793522267206476,1.1915180612711478,0.5752238583965492,40.71195837786759,1.0704436214640296,1.0985357337316215,2,2,0.818941504178273,1.3454038997214486,0.8566093103908231,0.8579439252336448,consensus_mean,1.1751593037676944,0.8566093103908231
0.25,531,1.0353760445682452,0,0,0.3879472693032015,0.32793522267206476,1.182999697751738,0.5735319053993753,42.53593636245153,1.0287380258225738,1.079088409770673,2,2,0.8481894150417828,1.3064066852367688,0.8515406162464987,0.8650190114068441,hedge_local_eta5_rho1,1.1735190507091868,0.8515406162464987
0.2,557,1.0860724233983288,120,0,0.35368043087971274,0.32793522267206476,1.0785069929294944,0.5709348505131637,38.845934503080514,0.9258642232403165,1.0078444529490156,1,2,1.043175487465181,1.1309192200557103,0.8512180629827688,0.8586956521739131,hedge_global_eta10_rho1,1.1576916829109811,0.8512180629827688
0.25,525,1.0236768802228413,0,0,0.38476190476190475,0.32793522267206476,1.1732863021751911,0.5749338093113193,37.332244901794134,1.0620424942844557,1.0825379284172607,2,2,0.7701949860724234,1.3064066852367688,0.8496732026143791,0.8634615384615385,hedge_hierarchical_eta2_rho0p99,1.1861366245694602,0.8496732026143791
0.25,524,1.0217270194986072,0,0,0.383587786259542,0.32793522267206476,1.1697059655074922,0.5749561207794139,36.962152027937066,1.0620424942844557,1.080535972245818,2,2,0.7701949860724234,1.3064066852367688,0.8496732026143791,0.8651252408477842,hedge_local_eta2_rho0p99,1.206911869225302,0.8496732026143791
0.25,533,1.0392757660167131,250,0,0.37335834896810505,0.32793522267206476,1.1385124962360735,0.5719187862561357,33.05954991969323,1.070577699192266,1.0753763131529843,2,2,0.935933147632312,1.2186629526462396,0.8408224400871461,0.8598484848484849,hedge_global_eta10_rho0p99,1.2126865671641789,0.8408224400871461
0.25,565,1.1016713091922006,250,0,0.3734513274336283,0.32793522267206476,1.1387960231618048,0.5685832217759929,42.35251717211486,1.0262531513640651,1.0745372201139824,2,2,1.0139275766016713,1.2966573816155988,0.8370854514645364,0.8553571428571428,hedge_hierarchical_eta20_rho1,1.1833978970669616,0.8370854514645364
0.2,433,0.8442896935933147,500,0,0.39260969976905313,0.32793522267206476,1.197217232629088,0.5746095493083445,47.895457292834955,1.0558100791336942,1.1052961887460047,2,2,0.7116991643454039,1.052924791086351,0.8278867102396514,0.8387850467289719,hedge_local_eta2_rho1,1.177816985360736,0.8278867102396514
0.2,433,0.8442896935933147,500,0,0.39260969976905313,0.32793522267206476,1.197217232629088,0.5745485646288859,47.895457292834955,1.0558100791336942,1.1052961887460047,2,2,0.7116991643454039,1.052924791086351,0.8278867102396514,0.8387850467289719,hedge_hierarchical_eta2_rho1,1.1774918781486887,0.8278867102396514
0.25,576,1.1231197771587744,250,0,0.375,0.32793522267206476,1.1435185185185186,0.5717306262085379,43.154917779469336,1.0389742250844902,1.0766034580097683,2,2,0.9944289693593314,1.3259052924791086,0.821865715983363,0.8581436077057794,hedge_hierarchical_eta10_rho1,1.1981343283582089,0.821865715983363
0.25,564,1.0997214484679665,250,0,0.36879432624113473,0.32793522267206476,1.1245950442167936,0.5749590956418265,36.65125885488736,1.0453305746261639,1.0613678013903283,2,2,1.0236768802228413,1.2284122562674096,0.821865715983363,0.855098389982111,consensus_disagreement_0.25,1.161954261954262,0.821865715983363
0.25,523,1.0197771587743731,0,0,0.38049713193116635,0.32793522267206476,1.1602813776172605,0.5737743566860032,39.16574481345292,1.0444439498809337,1.0652970743592491,2,2,0.7799442896935933,1.3161559888579388,0.815686274509804,0.8667953667953668,hedge_local_eta2_rho0p97,1.2096972680285505,0.815686274509804
0.25,526,1.0256267409470752,0,0,0.38022813688212925,0.32793522267206476,1.1594611087640239,0.5737899747136694,38.67415356909714,1.0365314957151692,1.061940135622669,2,2,0.7799442896935933,1.3259052924791086,0.815686274509804,0.8656429942418427,hedge_hierarchical_eta2_rho0p97,1.1883633408886798,0.815686274509804
0.2,431,0.8403899721448468,500,0,0.39211136890951276,0.32793522267206476,1.1956976311191316,0.5734664584262977,47.214204240522335,1.0479308994386667,1.1027367458353832,2,2,0.7311977715877438,1.043175487465181,0.8071895424836601,0.8380281690140845,hedge_hierarchical_eta5_rho1,1.1872492774878145,0.8071895424836601
0.2,545,1.0626740947075208,120,0,0.3577981651376147,0.32793522267206476,1.091063540604825,0.5724966532797858,36.25260778634558,1.0001619695497246,1.0426537020480215,2,2,0.9749303621169917,1.16991643454039,0.8071895424836601,0.8592592592592593,consensus_disagreement_1.0,1.2382602294649203,0.8071895424836601
0.3,675,1.3161559888579388,250,0,0.35703703703703704,0.32793522267206476,1.0887425697302242,0.5689171500818088,34.6959353171822,0.9715859132768753,1.026579426282714,1,2,1.2186629526462396,1.4916434540389973,0.8071895424836601,0.8731343283582089,hedge_local_eta20_rho1,1.1725028702640643,0.8071895424836601
0.2,430,0.8384401114206128,500,0,0.39069767441860465,0.32793522267206476,1.191386735572782,0.5729912241558828,47.576755604571694,1.0134974624770543,1.089443900548584,2,2,0.7116991643454039,1.033426183844011,0.7967065614124438,0.8352941176470589,hedge_global_eta5_rho1,1.1887418005513832,0.7967065614124438
0.25,558,1.0880222841225626,250,0,0.36200716845878134,0.32793522267206476,1.1038984025841851,0.5669135802469136,42.52847864769218,0.9787992867049732,1.0378410975086088,1,2,0.9846796657381616,1.2966573816155988,0.791959551116044,0.8535262206148282,hedge_global_eta20_rho1,1.2135496892760396,0.791959551116044
0.2,546,1.064623955431755,120,0,0.3498168498168498,0.32793522267206476,1.0667254556143444,0.5743849471961922,34.21165432079232,0.9707454410335562,1.0111876146400234,1,2,0.9944289693593314,1.1406685236768803,0.7836791674598642,0.8576709796672828,consensus_disagreement_0.5,1.1758373205741626,0.7836791674598642
0.2,442,0.8618384401114206,500,0,0.3936651583710407,0.32793522267206476,1.2004357298474946,0.5743128067826864,47.34417766765089,1.0620424942844557,1.1114235057835096,2,2,0.701949860724234,1.0236768802228413,0.7597078046905037,0.8283752860411899,consensus_trimmed,1.1920288149159564,0.7597078046905037
0.2,432,0.8423398328690809,500,0,0.39814814814814814,0.32793522267206476,1.214106081390032,0.5748423322921316,48.19812828741977,1.0606368793364522,1.1150846250662092,2,2,0.692200557103064,1.0626740947075208,0.7547746371275783,0.8360655737704918,hedge_global_eta2_rho0p99,1.1774918781486887,0.7547746371275783
0.2,556,1.0841225626740947,120,0,0.3381294964028777,0.32793522267206476,1.0310862421174172,0.5688528186821359,26.903758531562325,0.91712965509654,0.9736350431749818,1,2,1.033426183844011,1.15041782729805,0.7405408646639084,0.8439201451905626,consensus_lower_quartile,1.138861304203906,0.7405408646639084
