rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,policy,status,period,symmetric_benefit_bps,macro_year_lift,year_frequency_min,year_frequency_max,simpson_gap
0.3,1116,1.6291970802919706,500,0,0.39695340501792115,0.294478527607362,1.3479876045400239,0.6176553442028986,38.303681922618146,1.0160963672418886,1.2180703365757997,3,3,1.510948905109489,1.7591240875912408,1.237738596764966,0.9225922592259226,router_equal_balanced,policy selected with per-year frequency audit,retrospective_2024_2026,-0.7040090730897882,1.205696942147395,0.6822535211267606,2.661581920903955,0.14229066239262878
0.3,758,1.4779944289693594,500,0,0.4076517150395778,0.32793522267206476,1.243086094009577,0.5827052655064704,34.133934401374155,1.177634319033736,1.1854510969483192,2,2,1.3454038997214486,1.7451253481894151,1.1230463199772662,0.8818061088977424,router_regime_soft,strict past-only,shock_2022_2023,36.216626220507884,1.1854510969483192,1.0519774011299436,1.945762711864407,0.05763499706125774
0.3,1056,1.5416058394160583,500,0,0.39015151515151514,0.294478527607362,1.32488952020202,0.6083201992753623,31.951119356947572,1.161417245690145,1.2975558504755587,3,3,1.3284671532846715,1.781021897810219,1.228566044846429,0.9134157944814463,router_regime_soft,strict past-only,retrospective_2024_2026,0.8448257869829876,1.2762155155071446,0.7808450704225353,2.4084745762711863,0.04867400469487548
0.2,989,0.9542384562370779,0,0,0.2942366026289181,0.24577822990844353,1.1971629982790832,0.5249857304151623,9.54174327725061,1.1630241648898365,1.2316178030463745,3,3,0.8056512749827706,1.0661612680909718,1.0836569538746776,0.9441056910569106,recency_short_mix,strict past-only,general_2017_2020,9.871175364594647,0.9218686712010253,0.007671232876712329,1.7943661971830986,0.2752943270780579
0.2,443,0.8637883008356546,0,0,0.45372460496614,0.32793522267206476,1.3835799682300811,0.5634932321880113,85.76101287905512,1.257087492837108,1.3758345764972164,2,2,0.6239554317548747,0.9846796657381616,1.1603349673202614,0.8744292237442922,recency_short_mix,strict past-only,shock_2022_2023,66.60395187702916,1.3758345764972164,0.628813559322034,1.1231638418079095,0.007745391732864704
0.2,798,1.164963503649635,0,0,0.37593984962406013,0.294478527607362,1.276629072681704,0.5845033967391304,39.803369320774344,1.0956970601282412,1.2079377522283195,3,3,1.0875912408759123,1.2262773722627738,1.1354928596307907,0.9306431273644389,recency_short_mix,strict past-only,retrospective_2024_2026,11.05738324142838,1.178236005177841,0.7138028169014085,1.9299435028248588,0.0983930675038629
0.2,1154,1.1134390075809788,120,0,0.3379549393414211,0.24577822990844353,1.3750401712442755,0.5735379369976615,26.138995429797998,1.242486373592787,1.3460257885920288,4,4,1.0661612680909718,1.230186078566506,1.198686177326725,0.8894691035683203,round3_consensus_geometric,round-3 finalist,general_2017_2020,22.66042448369634,1.3819161559439306,0.8323287671232876,1.309039548022599,-0.006875984699655113
0.2,572,1.1153203342618385,120,0,0.38986013986013984,0.32793522267206476,1.1888327721661054,0.5858760969805147,45.442254379626384,1.113490364025696,1.1751061910127212,2,2,0.9066852367688022,1.2966573816155988,1.1359669811320754,0.8800705467372134,round3_consensus_geometric,round-3 finalist,shock_2022_2023,49.999490479969296,1.1751061910127212,0.9096045197740114,1.3525423728813561,0.01372658115338421
0.2,763,1.1138686131386861,120,0,0.3722149410222805,0.294478527607362,1.2639799038881607,0.6143201992753623,33.36528074176329,1.1375832907969705,1.1415867146909762,3,3,1.0072992700729928,1.2116788321167884,1.033690051525961,0.9116094986807388,round3_consensus_geometric,round-3 finalist,retrospective_2024_2026,4.308665493104726,1.2445229207870014,0.9030985915492957,1.368361581920904,0.019456983101159286
0.25,981,0.9465196416264645,0,0,0.31396534148827726,0.24577822990844353,1.2774334879262275,0.5721393390346169,17.768041201791952,1.206911869225302,1.3908524477344704,4,4,0.8828394210889042,0.9986216402481048,1.2120348472904412,0.875,round3_online_local_headline,retrospective; unstable annual frequency,general_2017_2020,18.050486820313065,1.3589407916698386,0.23780821917808218,1.388169014084507,-0.08150730374361115
0.25,524,1.0217270194986072,0,0,0.383587786259542,0.32793522267206476,1.1697059655074922,0.5749561207794139,36.962152027937066,1.0620424942844557,1.080535972245818,2,2,0.7701949860724234,1.3064066852367688,0.8496732026143791,0.8651252408477842,round3_online_local_headline,retrospective; unstable annual frequency,shock_2022_2023,55.039742985431495,1.080535972245818,0.5497175141242938,1.5225988700564972,0.08916999326167407
0.25,1115,1.6277372262773722,0,0,0.4224215246636771,0.294478527607362,1.4344730941704034,0.6107441123188406,42.209342437387626,1.043011401339205,1.288354994361919,3,3,1.5255474452554745,1.72992700729927,1.3625914315569487,0.9459459459459459,round3_online_local_headline,retrospective; unstable annual frequency,retrospective_2024_2026,7.357139376063635,1.2510309196246394,0.4771830985915493,3.0887005649717514,0.18344217454576395
0.2,733,1.07007299270073,120,0,0.3792633015006821,0.294478527607362,1.2879149613460663,0.5295047554347826,32.730787342259035,1.187734267113829,1.2897114679197275,3,3,1.0583941605839415,1.0875912408759123,1.1943965517241377,0.896978021978022,postshock_reset_xgb_stable,post-2022-only retrospective sensitivity,retrospective_2024_2026,11.684463648689237,1.3049385630858144,1.0163841807909604,1.1673239436619718,-0.01702360173974804
0.2,1037,1.5138686131386863,120,0,0.35969141755062684,0.294478527607362,1.2214521054323368,0.5890609148550725,27.123225726651544,1.0676414609830518,1.2501105901088208,3,3,1.4233576642335766,1.583941605839416,1.105143280894115,0.939922480620155,recent_reset_anchor_blend,"2024-selected, 2025-gated retrospective blend",retrospective_2024_2026,-22.594141049140866,1.2296348599506473,1.2185915492957746,1.8745762711864407,-0.008182754518310409
