rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,simpson_gap,candidate,stage1_rate,stage1_rolling,balanced_robustness
0.25,688,1.3415041782729804,120,0,0.3066860465116279,0.32793522267206476,0.9352031294860752,0.49921835490108585,9.58934552415077,0.80882663624456,0.882612835803825,0,2,1.1991643454038998,1.5793871866295266,0.8362251375370292,0.8696925329428989,0.882612835803825,1.0915254237288137,1.6293785310734465,0.05259029368225021,external:b5_d10__local_combined_hist,0.25,120,0.80882663624456
0.2,545,1.0626740947075208,120,0,0.3577981651376147,0.32793522267206476,1.091063540604825,0.5724966532797858,36.25260778634558,1.0001619695497246,1.0426537020480215,2,2,0.9749303621169917,1.16991643454039,0.8071895424836601,0.8592592592592593,1.0426537020480215,0.8542372881355933,1.301129943502825,0.048409838556803475,online_mix:consensus_disagreement_1.0,0.2,120,0.8071895424836601
0.25,719,1.4019498607242342,500,0,0.2670375521557719,0.32793522267206476,0.8142996960799465,0.4818749070355496,-11.561521899558485,0.7486578542239977,0.7928177512130679,0,2,1.3064066852367688,1.4623955431754876,0.7821612349914238,0.8235294117647058,0.7928177512130679,0.9016949152542374,1.94180790960452,0.0214819448668786,online_sgd:online_sgd_expand_eta02_e1,0.25,500,0.7486578542239977
0.25,647,1.2615598885793873,120,0,0.33384853168469864,0.32793522267206476,1.0180319422977848,0.501297411869701,20.13880333337954,0.7201166180758017,0.9204000361541911,1,2,1.1894150417827298,1.3064066852367688,0.8828635620915033,0.8364485981308412,0.9204000361541911,1.0282485875706215,1.5305084745762714,0.09763190614359374,recency:global_hist_window5,0.25,120,0.7201166180758017
0.25,592,1.1543175487465183,250,0,0.34797297297297297,0.32793522267206476,1.0611027694361028,0.5032069016807973,4.3874846369475895,0.6781367255422348,0.926743832673568,1,2,1.052924791086351,1.277158774373259,0.9850448654037888,0.8057921635434412,0.926743832673568,0.8819209039548023,1.459322033898305,0.13435893676253485,delayed:delayed_global_hist_w5,0.25,250,0.6781367255422348
0.25,703,1.3707520891364902,120,0,0.2887624466571835,0.32793522267206476,0.8805472138805472,0.464589840844861,8.135179259337372,0.6742127699116072,0.7934649910083702,0,2,1.286908077994429,1.4916434540389973,0.7338086749851456,0.9197707736389685,0.7934649910083702,0.9926553672316385,1.7875706214689266,0.08708222287217704,ranker:global_ndcg_quarter_w5,0.25,120,0.6742127699116072
0.2,511,0.9963788300835655,120,0,0.29549902152641877,0.32793522267206476,0.9010896088521659,0.48007437156031535,0.5566862433502521,0.6675238313624006,0.8023139795223433,0,2,0.9066852367688022,1.1211699164345403,0.8176100628930818,0.8458498023715415,0.8023139795223433,0.703954802259887,1.3169491525423729,0.09877562932982265,ranker:local_pairwise_quarter_w5,0.2,120,0.6675238313624006
0.25,692,1.3493036211699165,120,0,0.2861271676300578,0.32793522267206476,0.8725112395632627,0.45478097575487136,-22.544975682977682,0.6499247455557778,0.7965188341694939,0,2,1.3356545961002786,1.3649025069637883,0.8240376390076989,0.8719068413391557,0.7965188341694939,1.0954802259887007,1.6412429378531075,0.07599240539376884,cross:cross_hist_w5,0.25,120,0.6499247455557778
0.25,570,1.1114206128133706,250,0,0.312280701754386,0.32793522267206476,0.9522633744855968,0.5255555555555556,17.55933041469549,0.7279867450493078,0.8457505891307326,0,2,0.8091922005571031,1.4916434540389973,0.6323795180722891,0.8884955752212389,0.8457505891307326,0.7237288135593221,1.5305084745762714,0.10651278535486419,barrier:barrier_local_ridge_window5,0.25,250,0.6323795180722891
0.2,617,1.2030640668523678,120,0,0.2544570502431118,0.32793522267206476,0.7759369309882547,0.45422616391491893,-16.304441888355438,0.6147336983573918,0.7172348487400412,0,2,1.1894150417827298,1.2186629526462396,0.7279471544715447,0.9248366013071896,0.7172348487400412,0.9728813559322035,1.4672316384180792,0.058702082248213494,cross:cross_extra_w5,0.2,120,0.6147336983573918
0.2,553,1.0782729805013926,120,0,0.2875226039783002,0.32793522267206476,0.8767664590449402,0.47096534285289304,-5.455294492599612,0.5843878314227711,0.7597368309928931,0,2,0.9749303621169917,1.2966573816155988,0.6963988209662951,0.8722627737226277,0.7597368309928931,0.7553672316384181,1.4316384180790962,0.11702962805204709,hazard:pooled_hazard_local_hist_w5,0.2,120,0.5843878314227711
0.2,495,0.9651810584958217,120,0,0.24646464646464647,0.32793522267206476,0.7515650330465146,0.46895582329317265,-34.01274537501504,0.5276716597969237,0.7062683129428923,0,2,0.9066852367688022,1.033426183844011,0.6589302387621716,0.8571428571428571,0.7062683129428923,0.9175141242937853,1.0401129943502825,0.04529672010362229,round1:xgb_top140_5y,0.2,120,0.5276716597969237
0.25,600,1.16991643454039,120,0,0.24333333333333335,0.32793522267206476,0.7420164609053499,0.4366964152907928,-28.310427574154442,0.4836604151255385,0.6799316497340238,0,2,1.1406685236768803,1.2186629526462396,0.6422,0.9193277310924369,0.6799316497340238,1.0598870056497176,1.3129943502824861,0.06208481117132614,round1:rf_top80_5y,0.25,120,0.4836604151255385
