policy,breakdown,group,n_scope,n_signals,base_rate,hit_rate,lift,frequency,forward_benefit_bps,symmetric_benefit_bps
router_equal_balanced,year,2026,785,270,0.3401273885350318,0.4703703703703704,1.3829241226244973,1.68,74.8373111832635,-5.4561957470685485
router_equal_balanced,currency,AMD,652,241,0.29754601226993865,0.4066390041493776,1.366642426316465,1.7591240875912408,44.97452418183865,1.0051466446663315
router_equal_balanced,currency,KGS,652,210,0.2929447852760736,0.40476190476190477,1.3817003241087011,1.532846715328467,39.461702296257606,6.857621385488107
router_equal_balanced,currency,KZT,652,221,0.2668711656441718,0.33031674208144796,1.237738596764966,1.6131386861313868,31.648311424870553,-2.063846644588342
router_equal_balanced,currency,TJS,652,207,0.3205521472392638,0.4251207729468599,1.3262140859394864,1.510948905109489,35.447457517052925,-3.1070465022537244
router_equal_balanced,currency,UZS,652,237,0.294478527607362,0.4177215189873418,1.418512658227848,1.72992700729927,39.19489740370588,-5.775300520948303
router_regime_soft,year,2024,1240,609,0.3379032258064516,0.3924466338259442,1.161417245690145,2.4084745762711863,25.63561400484911,5.107635582528322
router_regime_soft,year,2025,1235,198,0.22186234817813766,0.2878787878787879,1.2975558504755587,0.7808450704225353,6.107348538393004,-8.922991777148626
router_regime_soft,year,2026,785,249,0.3401273885350318,0.46586345381526106,1.3696734503557302,1.549333333333333,67.9479441822559,-1.8139022764268469
router_regime_soft,currency,AMD,652,213,0.29754601226993865,0.4131455399061033,1.3885097526741204,1.5547445255474452,36.96170416911365,3.7165028881695266
router_regime_soft,currency,KGS,652,182,0.2929447852760736,0.4065934065934066,1.3879523617743514,1.3284671532846715,44.47861757187317,5.9808667160427245
router_regime_soft,currency,KZT,652,244,0.2668711656441718,0.32786885245901637,1.228566044846429,1.781021897810219,23.23338858616856,3.1193595091027944
router_regime_soft,currency,TJS,652,207,0.3205521472392638,0.42028985507246375,1.3111434713265377,1.510948905109489,25.59197318992432,-0.3008708303655725
router_regime_soft,currency,UZS,652,210,0.294478527607362,0.3952380952380952,1.3421626984126982,1.532846715328467,32.40926375950025,-8.032572784672661
recency_short_mix,year,2024,1240,488,0.3379032258064516,0.41598360655737704,1.2310732031769631,1.9299435028248588,52.10166674991327,19.076056022951214
recency_short_mix,year,2025,1235,181,0.22186234817813766,0.2430939226519337,1.0956970601282412,0.7138028169014085,-2.3238292829396707,-9.617286089688964
recency_short_mix,year,2026,785,129,0.3401273885350318,0.4108527131782946,1.2079377522283195,0.8026666666666666,52.388282513428884,9.731823796072547
recency_short_mix,currency,AMD,652,149,0.29754601226993865,0.3959731543624161,1.3307963744551303,1.0875912408759123,48.06740921385163,12.549293155208849
recency_short_mix,currency,KGS,652,156,0.2929447852760736,0.41025641025641024,1.4004564371056518,1.1386861313868613,45.16827645099301,11.605668204081905
recency_short_mix,currency,KZT,652,165,0.2668711656441718,0.30303030303030304,1.1354928596307907,1.2043795620437956,32.87349590415845,12.408790828468208
recency_short_mix,currency,TJS,652,160,0.3205521472392638,0.40625,1.2673444976076556,1.167883211678832,44.319868339177695,9.97365004172311
recency_short_mix,currency,UZS,652,168,0.294478527607362,0.36904761904761907,1.2532242063492063,1.2262773722627738,29.996951549431813,8.929931031690474
round3_consensus_geometric,year,2024,1240,346,0.3379032258064516,0.38439306358381503,1.1375832907969705,1.368361581920904,29.972770715830187,4.632460167744073
round3_consensus_geometric,year,2025,1235,229,0.22186234817813766,0.25327510917030566,1.1415867146909762,0.9030985915492957,-1.882967148041156,-1.801690615073414
round3_consensus_geometric,year,2026,785,188,0.3401273885350318,0.4946808510638298,1.4543987568730579,1.1697777777777778,82.54430859143392,11.155679276868453
round3_consensus_geometric,currency,AMD,652,159,0.29754601226993865,0.3836477987421384,1.2893730143292486,1.1605839416058394,38.64808618137463,6.842019349272376
round3_consensus_geometric,currency,KGS,652,138,0.2929447852760736,0.391304347826087,1.3357614386524017,1.0072992700729928,38.33303520425244,13.575716589340345
round3_consensus_geometric,currency,KZT,652,145,0.2668711656441718,0.27586206896551724,1.033690051525961,1.0583941605839415,18.50050918348356,4.068661319627004
round3_consensus_geometric,currency,TJS,652,155,0.3205521472392638,0.4258064516129032,1.3283531409168081,1.1313868613138687,38.51226871665971,0.34105419893644945
round3_consensus_geometric,currency,UZS,652,166,0.294478527607362,0.3795180722891566,1.2887801204819276,1.2116788321167884,32.353790134051955,-1.9074547397917716
round3_online_local_headline,year,2024,1240,781,0.3379032258064516,0.4353393085787452,1.288354994361919,3.0887005649717514,41.5425625681206,11.405173275103563
round3_online_local_headline,year,2025,1235,121,0.22186234817813766,0.23140495867768596,1.043011401339205,0.4771830985915493,-18.26641032117084,-15.488060086529952
round3_online_local_headline,year,2026,785,213,0.3401273885350318,0.4835680751173709,1.4217263631727945,1.3253333333333333,79.00897230444454,5.492137778991523
round3_online_local_headline,currency,AMD,652,231,0.29754601226993865,0.42857142857142855,1.4403534609720177,1.686131386861314,46.72330111230965,6.26587597265095
round3_online_local_headline,currency,KGS,652,209,0.2929447852760736,0.44976076555023925,1.5353090007264714,1.5255474452554745,45.25882730812435,12.24535322385167
round3_online_local_headline,currency,KZT,652,220,0.2668711656441718,0.36363636363636365,1.3625914315569487,1.6058394160583942,40.91371171124636,13.507322800553903
round3_online_local_headline,currency,TJS,652,218,0.3205521472392638,0.44036697247706424,1.3737763926078752,1.5912408759124088,41.24845318916138,4.577307375341194
round3_online_local_headline,currency,UZS,652,237,0.294478527607362,0.43037974683544306,1.4614978902953586,1.72992700729927,37.207004141916904,0.9580177506217171
postshock_reset_xgb_stable,year,2024,1240,257,0.3379032258064516,0.4357976653696498,1.2897114679197275,1.0163841807909604,42.982790748014914,15.814960231183388
postshock_reset_xgb_stable,year,2025,1235,296,0.22186234817813766,0.2635135135135135,1.187734267113829,1.1673239436619718,-8.083018054102634,6.907850299154487
postshock_reset_xgb_stable,year,2026,785,180,0.3401273885350318,0.4888888888888889,1.437369954223887,1.1199999999999999,85.20924024250232,13.641907702918623
postshock_reset_xgb_stable,currency,AMD,652,148,0.29754601226993865,0.38513513513513514,1.2943716912789078,1.0802919708029197,35.68082983369587,10.171944109154506
postshock_reset_xgb_stable,currency,KGS,652,149,0.2929447852760736,0.3624161073825503,1.2371481780807478,1.0875912408759123,28.219222669564466,9.579773843216566
postshock_reset_xgb_stable,currency,KZT,652,146,0.2668711656441718,0.3561643835616438,1.3345929774838607,1.0656934306569343,24.265232773818386,14.051312698548095
postshock_reset_xgb_stable,currency,TJS,652,145,0.3205521472392638,0.4413793103448276,1.3769344992575483,1.0583941605839415,42.734604889766736,13.508464500899413
postshock_reset_xgb_stable,currency,UZS,652,145,0.294478527607362,0.35172413793103446,1.1943965517241377,1.0583941605839415,32.87585127400079,11.183853910873367
recent_reset_anchor_blend,year,2024,1240,474,0.3379032258064516,0.36075949367088606,1.0676414609830518,1.8745762711864407,22.387831297944953,-26.38544903054108
recent_reset_anchor_blend,year,2025,1235,309,0.22186234817813766,0.3042071197411003,1.371152528760069,1.2185915492957746,8.54508754926057,-20.93156317679635
recent_reset_anchor_blend,year,2026,785,254,0.3401273885350318,0.4251968503937008,1.2501105901088208,1.580444444444444,58.56110626216625,-17.54160789705723
recent_reset_anchor_blend,currency,AMD,652,205,0.29754601226993865,0.3951219512195122,1.3279356298717626,1.4963503649635037,33.514301133845336,-23.28959315167983
recent_reset_anchor_blend,currency,KGS,652,208,0.2929447852760736,0.38461538461538464,1.3129279097865487,1.5182481751824817,24.9211383221925,-23.701146632314426
recent_reset_anchor_blend,currency,KZT,652,217,0.2668711656441718,0.29493087557603687,1.105143280894115,1.583941605839416,18.375999330763552,-16.944537458416484
recent_reset_anchor_blend,currency,TJS,652,195,0.3205521472392638,0.37948717948717947,1.1838547417494787,1.4233576642335766,31.65687893636935,-25.810931764447556
recent_reset_anchor_blend,currency,UZS,652,212,0.294478527607362,0.3490566037735849,1.1853380503144653,1.5474452554744527,27.887138338281147,-23.65954174433804
