rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,rate,roll,period
0.2,121,0.7528888888888888,500,0,0.49586776859504134,0.3401273885350318,1.4578883833224998,0.584949315286394,94.59702877890423,1.4578883833224998,1.4578883833224998,1,1,0.6533333333333333,0.84,1.2845454545454547,0.9137931034482759,0.2,500,2026
0.2,664,0.9693430656934308,500,0,0.3960843373493976,0.294478527607362,1.3450363955823292,0.5295047554347826,38.30025481095198,1.2560359660320808,1.29103546931739,3,3,0.948905109489051,0.9927007299270073,1.2538461538461538,0.8679817905918058,0.2,500,all
0.25,477,1.8864406779661018,0,0,0.3731656184486373,0.3379032258064516,1.1043564841916713,0.5564681874075216,18.13714934411509,1.1043564841916713,1.1043564841916713,1,1,1.8192090395480227,1.997175141242938,1.0165196869954043,0.9152542372881356,0.25,0,2024
0.25,231,0.9109859154929578,0,0,0.2813852813852814,0.22186234817813766,1.2682876733971624,0.5293831699036131,-0.3505506438252935,1.2682876733971624,1.2682876733971624,1,1,0.7887323943661971,1.0056338028169014,0.8644999999999999,0.8893805309734514,0.25,0,2025
0.25,155,0.9644444444444443,0,0,0.44516129032258067,0.3401273885350318,1.3088075389633926,0.584949315286394,75.73320126332897,1.3088075389633926,1.3088075389633926,1,1,0.9022222222222221,1.0577777777777777,1.243212669683258,0.9266666666666666,0.25,0,2026
0.25,863,1.2598540145985402,0,0,0.36152954808806487,0.294478527607362,1.2276940903823867,0.5295047554347826,23.53312773376042,1.1043564841916713,1.2682876733971624,3,3,1.2408759124087592,1.2919708029197081,1.1127589453860638,0.8997668997668997,0.25,0,all
0.25,308,1.2180790960451977,120,0,0.4155844155844156,0.3379032258064516,1.2298918265505379,0.5564681874075216,35.468560883421226,1.2298918265505379,1.2298918265505379,1,1,1.1864406779661016,1.2853107344632768,1.1272727272727272,0.8844884488448845,0.25,120,2024
0.25,348,1.372394366197183,120,0,0.2471264367816092,0.22186234817813766,1.1138728081214866,0.5293831699036131,-16.68837422887573,1.1138728081214866,1.1138728081214866,1,1,1.3014084507042254,1.4788732394366197,0.7904,0.9416909620991254,0.25,120,2025
0.25,230,1.431111111111111,120,0,0.4826086956521739,0.3401273885350318,1.418905715681485,0.584949315286394,85.07435004791853,1.418905715681485,1.418905715681485,1,1,1.2755555555555553,1.5866666666666664,1.3468137254901962,0.9333333333333333,0.25,120,2026
0.25,886,1.2934306569343066,120,0,0.36681715575620766,0.294478527607362,1.245649924755455,0.5295047554347826,27.859890554702307,1.1138728081214866,1.2298918265505379,3,3,1.2773722627737227,1.3065693430656935,1.1855315280213001,0.9091940976163451,0.25,120,all
0.25,338,1.3367231638418078,250,0,0.4171597633136095,0.3379032258064516,1.2345539534818037,0.5564681874075216,36.675004861154825,1.2345539534818037,1.2345539534818037,1,1,1.225988700564972,1.384180790960452,1.1595036863873405,0.8738738738738738,0.25,250,2024
0.25,331,1.3053521126760563,250,0,0.2537764350453172,0.22186234817813766,1.1438463404414845,0.5293831699036131,-4.250776499912658,1.1438463404414845,1.1438463404414845,1,1,1.2422535211267605,1.4,0.7653521126760563,0.9202453987730062,0.25,250,2025
0.25,160,0.9955555555555554,250,0,0.4875,0.3401273885350318,1.4332865168539326,0.584949315286394,87.6462195742044,1.4332865168539326,1.4332865168539326,1,1,0.8711111111111111,1.1199999999999999,1.3457142857142856,0.9290322580645162,0.25,250,2026
0.25,829,1.21021897810219,250,0,0.36550060313630883,0.294478527607362,1.2411791314837153,0.5295047554347826,30.171941801534313,1.1438463404414845,1.2345539534818037,3,3,1.1605839416058394,1.2627737226277371,1.1458333333333333,0.8919902912621359,0.25,250,all
0.25,401,1.5858757062146893,500,0,0.4014962593516209,0.3379032258064516,1.1881989536897613,0.5564681874075216,29.06254579794704,1.1881989536897613,1.1881989536897613,1,1,1.5423728813559323,1.7005649717514124,1.083132530120482,0.8964646464646465,0.25,500,2024
0.25,248,0.9780281690140845,500,0,0.2782258064516129,0.22186234817813766,1.2540469743348244,0.5293831699036131,-2.2903288560976107,1.2540469743348244,1.2540469743348244,1,1,0.8676056338028169,1.084507042253521,0.8591304347826086,0.8930041152263375,0.25,500,2025
0.25,152,0.9457777777777776,500,0,0.4605263157894737,0.3401273885350318,1.3539818647742954,0.584949315286394,82.96354205308295,1.3539818647742954,1.3539818647742954,1,1,0.84,1.0577777777777777,1.2560000000000002,0.9319727891156463,0.25,500,2026
0.25,801,1.1693430656934305,500,0,0.37453183520599254,0.294478527607362,1.2718476903870162,0.5295047554347826,29.583692510278606,1.1881989536897613,1.2540469743348244,3,3,1.145985401459854,1.1824817518248176,1.1319444444444442,0.8907035175879398,0.25,500,all
0.3,527,2.084180790960452,0,0,0.36242884250474383,0.3379032258064516,1.072581777341008,0.5564681874075216,12.959003592209834,1.072581777341008,1.072581777341008,1,1,1.957627118644068,2.2740112994350286,0.9683177153056671,0.9252873563218391,0.3,0,2024
0.3,298,1.1752112676056339,0,0,0.2751677852348993,0.22186234817813766,1.2402635575368637,0.5293831699036131,1.3112501365103457,1.2402635575368637,1.2402635575368637,1,1,1.064788732394366,1.36056338028169,0.8233333333333334,0.8976109215017065,0.3,0,2025
0.3,186,1.1573333333333333,0,0,0.46236559139784944,0.3401273885350318,1.359389472836374,0.584949315286394,75.65456728219907,1.359389472836374,1.359389472836374,1,1,1.0577777777777777,1.2755555555555553,1.2560000000000002,0.9337016574585635,0.3,0,2026
0.3,1011,1.475912408759124,0,0,0.35509396636993074,0.294478527607362,1.2058399274645564,0.5295047554347826,21.060234370191587,1.072581777341008,1.2402635575368637,3,3,1.416058394160584,1.5474452554744527,1.0892295597484276,0.9095427435387674,0.3,0,all
0.3,359,1.419774011299435,120,0,0.41225626740947074,0.3379032258064516,1.220042414290558,0.5564681874075216,35.613535852869695,1.220042414290558,1.220042414290558,1,1,1.3248587570621468,1.4830508474576272,1.1356852103120758,0.8983050847457628,0.3,120,2024
0.3,400,1.5774647887323943,120,0,0.235,0.22186234817813766,1.0592153284671533,0.5293831699036131,-18.379028910032652,1.0592153284671533,1.0592153284671533,1,1,1.5183098591549296,1.656338028169014,0.7645238095238096,0.9417721518987342,0.3,120,2025
0.3,271,1.686222222222222,120,0,0.45018450184501846,0.3401273885350318,1.3235761571098859,0.584949315286394,78.79242468877415,1.3235761571098859,1.3235761571098859,1,1,1.462222222222222,1.8977777777777776,1.279335071707953,0.9360902255639098,0.3,120,2026
0.3,1030,1.5036496350364963,120,0,0.3533980582524272,0.294478527607362,1.2000809061488673,0.5295047554347826,26.006208638665004,1.0592153284671533,1.220042414290558,3,3,1.467153284671533,1.5547445255474452,1.0812603648424544,0.9160975609756098,0.3,120,all
0.3,407,1.6096045197740114,250,0,0.40540540540540543,0.3379032258064516,1.1997677868799588,0.5564681874075216,31.517004161627693,1.1997677868799588,1.1997677868799588,1,1,1.5423728813559323,1.6412429378531075,1.1159820002903178,0.8980099502487562,0.3,250,2024
0.3,373,1.4709859154929577,250,0,0.257372654155496,0.22186234817813766,1.1600555762118159,0.5293831699036131,-8.191292306723803,1.1600555762118159,1.1600555762118159,1,1,1.4197183098591548,1.5183098591549296,0.8450000000000001,0.9293478260869565,0.3,250,2025
0.3,204,1.2693333333333332,250,0,0.47549019607843135,0.3401273885350318,1.3979767937137402,0.584949315286394,82.48753669887861,1.3979767937137402,1.3979767937137402,1,1,1.182222222222222,1.3688888888888888,1.2882051282051281,0.9246231155778895,0.3,250,2026
0.3,984,1.4364963503649635,250,0,0.3638211382113821,0.294478527607362,1.235475948509485,0.5295047554347826,27.03203877027005,1.1600555762118159,1.1997677868799588,3,3,1.416058394160584,1.4598540145985401,1.1781462585034013,0.906026557711951,0.3,250,all
0.3,485,1.9180790960451979,500,0,0.3711340206185567,0.3379032258064516,1.098344118298354,0.5564681874075216,17.83251688893761,1.098344118298354,1.098344118298354,1,1,1.8389830508474576,1.997175141242938,1.0061470371281043,0.9166666666666666,0.3,500,2024
0.3,308,1.2146478873239437,500,0,0.2694805194805195,0.22186234817813766,1.2146293487534363,0.5293831699036131,-1.4005713710574426,1.2146293487534363,1.2146293487534363,1,1,1.1042253521126761,1.3014084507042254,0.741,0.9042904290429042,0.3,500,2025
0.3,182,1.1324444444444444,500,0,0.46703296703296704,0.3401273885350318,1.3731119068197721,0.584949315286394,79.54641665791952,1.3731119068197721,1.3731119068197721,1,1,1.0888888888888888,1.182222222222222,1.2911184210526316,0.9322033898305084,0.3,500,2026
0.3,975,1.4233576642335766,500,0,0.3569230769230769,0.294478527607362,1.2120512820512819,0.5295047554347826,23.276761580092717,1.098344118298354,1.2146293487534363,3,3,1.3576642335766422,1.4525547445255473,1.1091917922948074,0.9061855670103093,0.3,500,all
0.35,598,2.3649717514124293,0,0,0.35618729096989965,0.3379032258064516,1.0541103599109203,0.5564681874075216,11.183465569052277,1.0541103599109203,1.0541103599109203,1,1,2.2344632768361583,2.669491525423729,0.9710843373493977,0.954468802698145,0.35,0,2024
0.35,349,1.376338028169014,0,0,0.27507163323782235,0.22186234817813766,1.2398301717106226,0.5293831699036131,-4.031932540573353,1.2398301717106226,1.2398301717106226,1,1,1.1633802816901408,1.5971830985915492,0.871764705882353,0.9098837209302325,0.35,0,2025
0.35,214,1.3315555555555554,0,0,0.4672897196261682,0.3401273885350318,1.3738667786761876,0.584949315286394,78.16783169006446,1.3738667786761876,1.3738667786761876,1,1,1.2444444444444442,1.462222222222222,1.3019512195121952,0.9282296650717703,0.35,0,2026
0.35,1161,1.694890510948905,0,0,0.35228251507321273,0.294478527607362,1.196292707436118,0.5295047554347826,18.956489177697634,1.0541103599109203,1.2398301717106226,3,3,1.6058394160583942,1.7737226277372262,1.0948394115699351,0.9282006920415224,0.35,0,all
0.35,411,1.6254237288135593,120,0,0.39902676399026765,0.3379032258064516,1.1808906619282384,0.5564681874075216,29.863781873127678,1.1808906619282384,1.1808906619282384,1,1,1.5225988700564972,1.7401129943502827,1.093153100205701,0.9039408866995073,0.35,120,2024
0.35,449,1.7707042253521126,120,0,0.22048997772828507,0.22186234817813766,0.9938143156731097,0.5293831699036131,-19.997308072944197,0.9938143156731097,0.9938143156731097,0,1,1.695774647887324,1.8338028169014085,0.690537634408602,0.9436936936936937,0.35,120,2025
0.35,304,1.8915555555555552,120,0,0.4276315789473684,0.3401273885350318,1.2572688744332743,0.584949315286394,70.86321749404243,1.2572688744332743,1.2572688744332743,1,1,1.7733333333333332,2.0844444444444443,1.161242603550296,0.9264214046822743,0.35,120,2026
0.35,1164,1.6992700729927008,120,0,0.33762886597938147,0.294478527607362,1.1465313573883162,0.5295047554347826,21.338179676368068,0.9938143156731097,1.1808906619282384,2,3,1.6496350364963503,1.7591240875912408,1.0683296649547567,0.917169974115617,0.35,120,all
0.35,463,1.8310734463276837,250,0,0.38444924406047515,0.3379032258064516,1.1377495528281365,0.5564681874075216,26.47429077319883,1.1377495528281365,1.1377495528281365,1,1,1.7796610169491527,1.8587570621468927,1.0171750833119713,0.9148471615720524,0.35,250,2024
0.35,422,1.6642253521126762,250,0,0.26303317535545023,0.22186234817813766,1.1855692392846022,0.5293831699036131,-7.7556788250476485,1.1855692392846022,1.1855692392846022,1,1,1.5774647887323943,1.7549295774647886,0.9148148148148147,0.9328537170263789,0.35,250,2025
0.35,242,1.5057777777777777,250,0,0.47107438016528924,0.3401273885350318,1.3849939641563749,0.584949315286394,80.22688253955083,1.3849939641563749,1.3849939641563749,1,1,1.3377777777777777,1.68,1.3083333333333333,0.9324894514767933,0.35,250,2026
0.35,1127,1.6452554744525547,250,0,0.35758651286601595,0.294478527607362,1.2143041999408457,0.5295047554347826,25.199295242584068,1.1377495528281365,1.1855692392846022,3,3,1.583941605839416,1.6642335766423357,1.1369309838472832,0.9171122994652406,0.35,250,all
0.35,539,2.131638418079096,500,0,0.3562152133580705,0.3379032258064516,1.0541929941861752,0.5564681874075216,12.041349813990346,1.0541929941861752,1.0541929941861752,1,1,2.056497175141243,2.2740112994350286,0.9683177153056671,0.9344569288389513,0.35,500,2024
0.35,363,1.4315492957746478,500,0,0.2644628099173554,0.22186234817813766,1.1920130301019485,0.5293831699036131,-7.521273208270938,1.1920130301019485,1.1920130301019485,1,1,1.3408450704225352,1.5380281690140845,0.9045070422535212,0.9245810055865922,0.35,500,2025
0.35,213,1.3253333333333333,500,0,0.4647887323943662,0.3401273885350318,1.366513688874822,0.584949315286394,77.78781091612692,1.366513688874822,1.366513688874822,1,1,1.2133333333333332,1.462222222222222,1.3019512195121952,0.9375,0.35,500,2026
0.35,1115,1.6277372262773722,500,0,0.347085201793722,0.294478527607362,1.1786434977578475,0.5295047554347826,18.23216959665783,1.0541929941861752,1.1920130301019485,3,3,1.5912408759124088,1.6569343065693432,1.0968842182890854,0.9234234234234234,0.35,500,all
0.4,658,2.60225988700565,0,0,0.3541033434650456,0.3379032258064516,1.0479430689657674,0.5564681874075216,11.006874470232106,1.0479430689657674,1.0479430689657674,1,1,2.451977401129944,3.0451977401129944,1.0145454545454544,0.9601837672281777,0.4,0,2024
0.4,395,1.5577464788732394,0,0,0.2607594936708861,0.22186234817813766,1.175321075487388,0.5293831699036131,-10.063865786151283,1.175321075487388,1.175321075487388,1,1,1.380281690140845,1.8535211267605634,0.8538271604938271,0.9333333333333333,0.4,0,2025
0.4,247,1.5368888888888887,0,0,0.4574898785425101,0.3401273885350318,1.3450545118197395,0.584949315286394,79.43672412995399,1.3450545118197395,1.3450545118197395,1,1,1.3377777777777777,1.7422222222222221,1.2574370709382152,0.9256198347107438,0.4,0,2026
0.4,1300,1.897810218978102,0,0,0.3453846153846154,0.294478527607362,1.1728685897435898,0.5295047554347826,17.60628251998585,1.0479430689657674,1.175321075487388,3,3,1.802919708029197,2.051094890510949,1.066797562073056,0.9382239382239382,0.4,0,all
0.4,457,1.8073446327683618,120,0,0.3785557986870897,0.3379032258064516,1.1203083302434158,0.5564681874075216,23.565965608501482,1.1203083302434158,1.1203083302434158,1,1,1.7598870056497176,1.8785310734463279,1.0507083278167617,0.9247787610619469,0.4,120,2024
0.4,495,1.952112676056338,120,0,0.22424242424242424,0.22186234817813766,1.010727715107277,0.5293831699036131,-25.930458707157683,1.010727715107277,1.010727715107277,1,1,1.8535211267605634,2.0901408450704224,0.6780392156862746,0.9469387755102041,0.4,120,2025
0.4,342,2.128,120,0,0.41812865497076024,0.3401273885350318,1.229329566112535,0.584949315286394,64.93067967218529,1.229329566112535,1.229329566112535,1,1,1.8977777777777776,2.395555555555555,1.1424116424116426,0.9317507418397626,0.4,120,2026
0.4,1294,1.889051094890511,120,0,0.32998454404945904,0.294478527607362,1.1205725141679546,0.5295047554347826,15.564421693144896,1.010727715107277,1.1203083302434158,3,3,1.802919708029197,1.9708029197080292,1.0726506975519872,0.9278510473235065,0.4,120,all
0.4,529,2.092090395480226,250,0,0.3856332703213611,0.3379032258064516,1.1412535923591594,0.5564681874075216,23.040679565979474,1.1412535923591594,1.1412535923591594,1,1,1.997175141242938,2.1553672316384183,1.0528973034997133,0.950381679389313,0.4,250,2024
0.4,474,1.8692957746478873,250,0,0.26371308016877637,0.22186234817813766,1.1886337737534263,0.5293831699036131,-8.480873785162837,1.1886337737534263,1.1886337737534263,1,1,1.7943661971830986,1.952112676056338,1.0585714285714285,0.9445628997867804,0.4,250,2025
0.4,275,1.711111111111111,250,0,0.44727272727272727,0.3401273885350318,1.315015321756895,0.584949315286394,77.96494087081574,1.315015321756895,1.315015321756895,1,1,1.5244444444444443,1.9288888888888887,1.2661290322580645,0.9222222222222223,0.4,250,2026
0.4,1278,1.8656934306569342,250,0,0.3536776212832551,0.294478527607362,1.2010302556077204,0.5295047554347826,23.168187837019,1.1412535923591594,1.1886337737534263,3,3,1.832116788321168,1.9197080291970803,1.1408926218708826,0.9347996857816182,0.4,250,all
0.4,603,2.3847457627118644,500,0,0.35323383084577115,0.3379032258064516,1.0453698096629027,0.5564681874075216,10.916655979865439,1.0453698096629027,1.0453698096629027,1,1,2.2937853107344632,2.6497175141242937,0.9710843373493977,0.9581939799331104,0.4,500,2024
0.4,407,1.6050704225352113,500,0,0.26044226044226043,0.22186234817813766,1.1738912103875607,0.5293831699036131,-11.094252282005291,1.1738912103875607,1.1738912103875607,1,1,1.4985915492957746,1.8140845070422535,0.8644999999999999,0.9303482587064676,0.4,500,2025
0.4,247,1.5368888888888887,500,0,0.46963562753036436,0.3401273885350318,1.3807639236379627,0.584949315286394,79.26174149427369,1.3807639236379627,1.3807639236379627,1,1,1.3377777777777777,1.7733333333333332,1.346588693957115,0.9214876033057852,0.4,500,2026
0.4,1257,1.835036496350365,500,0,0.3460620525059666,0.294478527607362,1.1751690533015116,0.5295047554347826,17.21959667952928,1.0453698096629027,1.1738912103875607,3,3,1.7883211678832116,1.8905109489051095,1.0850752230062573,0.9345047923322684,0.4,500,all
