clock,source_kind,year,weekday,observed,rows
12:30,moex_prefix,2025,Wednesday,True,245
12:30,moex_prefix,2026,Friday,False,10
12:30,moex_prefix,2026,Friday,True,155
12:30,moex_prefix,2026,Saturday,False,155
12:30,moex_prefix,2026,Thursday,True,165
12:30,moex_prefix,2026,Tuesday,True,155
12:30,moex_prefix,2026,Wednesday,True,170
13:30,moex_prefix,2024,Friday,False,10
13:30,moex_prefix,2024,Friday,True,240
13:30,moex_prefix,2024,Saturday,False,225
13:30,moex_prefix,2024,Saturday,True,15
13:30,moex_prefix,2024,Sunday,False,15
13:30,moex_prefix,2024,Thursday,False,5
13:30,moex_prefix,2024,Thursday,True,240
13:30,moex_prefix,2024,Tuesday,True,240
13:30,moex_prefix,2024,Wednesday,False,5
13:30,moex_prefix,2024,Wednesday,True,245
13:30,moex_prefix,2025,Friday,True,240
13:30,moex_prefix,2025,Saturday,False,235
13:30,moex_prefix,2025,Saturday,True,5
13:30,moex_prefix,2025,Sunday,False,5
13:30,moex_prefix,2025,Thursday,False,10
13:30,moex_prefix,2025,Thursday,True,240
13:30,moex_prefix,2025,Tuesday,True,250
13:30,moex_prefix,2025,Wednesday,False,5
13:30,moex_prefix,2025,Wednesday,True,245
13:30,moex_prefix,2026,Friday,False,10
13:30,moex_prefix,2026,Friday,True,155
13:30,moex_prefix,2026,Saturday,False,155
13:30,moex_prefix,2026,Thursday,True,165
13:30,moex_prefix,2026,Tuesday,True,155
13:30,moex_prefix,2026,Wednesday,True,170
14:30,moex_prefix,2024,Friday,False,10
14:30,moex_prefix,2024,Friday,True,240
14:30,moex_prefix,2024,Saturday,False,225
14:30,moex_prefix,2024,Saturday,True,15
14:30,moex_prefix,2024,Sunday,False,15
14:30,moex_prefix,2024,Thursday,False,5
14:30,moex_prefix,2024,Thursday,True,240
14:30,moex_prefix,2024,Tuesday,True,240
14:30,moex_prefix,2024,Wednesday,False,5
14:30,moex_prefix,2024,Wednesday,True,245
14:30,moex_prefix,2025,Friday,True,240
14:30,moex_prefix,2025,Saturday,False,235
14:30,moex_prefix,2025,Saturday,True,5
14:30,moex_prefix,2025,Sunday,False,5
14:30,moex_prefix,2025,Thursday,False,10
14:30,moex_prefix,2025,Thursday,True,240
14:30,moex_prefix,2025,Tuesday,True,250
14:30,moex_prefix,2025,Wednesday,False,5
14:30,moex_prefix,2025,Wednesday,True,245
14:30,moex_prefix,2026,Friday,False,10
14:30,moex_prefix,2026,Friday,True,155
14:30,moex_prefix,2026,Saturday,False,155
14:30,moex_prefix,2026,Thursday,True,165
14:30,moex_prefix,2026,Tuesday,True,155
14:30,moex_prefix,2026,Wednesday,True,170
15:00,moex_prefix,2024,Friday,False,10
15:00,moex_prefix,2024,Friday,True,240
15:00,moex_prefix,2024,Saturday,False,225
15:00,moex_prefix,2024,Saturday,True,15
15:00,moex_prefix,2024,Sunday,False,15
15:00,moex_prefix,2024,Thursday,False,5
15:00,moex_prefix,2024,Thursday,True,240
15:00,moex_prefix,2024,Tuesday,True,240
15:00,moex_prefix,2024,Wednesday,False,5
15:00,moex_prefix,2024,Wednesday,True,245
15:00,moex_prefix,2025,Friday,True,240
15:00,moex_prefix,2025,Saturday,False,235
15:00,moex_prefix,2025,Saturday,True,5
15:00,moex_prefix,2025,Sunday,False,5
15:00,moex_prefix,2025,Thursday,False,10
15:00,moex_prefix,2025,Thursday,True,240
15:00,moex_prefix,2025,Tuesday,True,250
15:00,moex_prefix,2025,Wednesday,False,5
15:00,moex_prefix,2025,Wednesday,True,245
15:00,moex_prefix,2026,Friday,False,10
15:00,moex_prefix,2026,Friday,True,155
15:00,moex_prefix,2026,Saturday,False,155
15:00,moex_prefix,2026,Thursday,True,165
15:00,moex_prefix,2026,Tuesday,True,155
15:00,moex_prefix,2026,Wednesday,True,170
15:20,moex_prefix,2024,Friday,False,10
15:20,moex_prefix,2024,Friday,True,240
15:20,moex_prefix,2024,Saturday,False,225
15:20,moex_prefix,2024,Saturday,True,15
15:20,moex_prefix,2024,Sunday,False,15
15:20,moex_prefix,2024,Thursday,False,5
15:20,moex_prefix,2024,Thursday,True,240
15:20,moex_prefix,2024,Tuesday,True,240
15:20,moex_prefix,2024,Wednesday,False,5
15:20,moex_prefix,2024,Wednesday,True,245
15:20,moex_prefix,2025,Friday,True,240
15:20,moex_prefix,2025,Saturday,False,235
15:20,moex_prefix,2025,Saturday,True,5
15:20,moex_prefix,2025,Sunday,False,5
15:20,moex_prefix,2025,Thursday,False,10
15:20,moex_prefix,2025,Thursday,True,240
15:20,moex_prefix,2025,Tuesday,True,250
15:20,moex_prefix,2025,Wednesday,False,5
15:20,moex_prefix,2025,Wednesday,True,245
15:20,moex_prefix,2026,Friday,False,10
15:20,moex_prefix,2026,Friday,True,155
15:20,moex_prefix,2026,Saturday,False,155
15:20,moex_prefix,2026,Thursday,True,165
15:20,moex_prefix,2026,Tuesday,True,155
15:20,moex_prefix,2026,Wednesday,True,170
15:30,moex_prefix,2024,Friday,False,10
15:30,moex_prefix,2024,Friday,True,240
15:30,moex_prefix,2024,Saturday,False,225
15:30,moex_prefix,2024,Saturday,True,15
15:30,moex_prefix,2024,Sunday,False,15
15:30,moex_prefix,2024,Thursday,False,5
15:30,moex_prefix,2024,Thursday,True,240
15:30,moex_prefix,2024,Tuesday,True,240
15:30,moex_prefix,2024,Wednesday,False,5
15:30,moex_prefix,2024,Wednesday,True,245
15:30,moex_prefix,2025,Friday,True,240
15:30,moex_prefix,2025,Saturday,False,235
15:30,moex_prefix,2025,Saturday,True,5
15:30,moex_prefix,2025,Sunday,False,5
15:30,moex_prefix,2025,Thursday,False,10
15:30,moex_prefix,2025,Thursday,True,240
15:30,moex_prefix,2025,Tuesday,True,250
15:30,moex_prefix,2025,Wednesday,False,5
15:30,moex_prefix,2025,Wednesday,True,245
15:30,moex_prefix,2026,Friday,False,10
15:30,moex_prefix,2026,Friday,True,155
15:30,moex_prefix,2026,Saturday,False,155
15:30,moex_prefix,2026,Thursday,True,165
15:30,moex_prefix,2026,Tuesday,True,155
15:30,moex_prefix,2026,Wednesday,True,170
16:30,post_window_market,2024,Friday,False,10
16:30,post_window_market,2024,Friday,True,240
16:30,post_window_market,2024,Saturday,False,225
16:30,post_window_market,2024,Saturday,True,15
16:30,post_window_market,2024,Sunday,False,15
16:30,post_window_market,2024,Thursday,False,5
16:30,post_window_market,2024,Thursday,True,240
16:30,post_window_market,2024,Tuesday,True,240
16:30,post_window_market,2024,Wednesday,False,5
16:30,post_window_market,2024,Wednesday,True,245
16:30,post_window_market,2025,Friday,True,240
16:30,post_window_market,2025,Saturday,False,235
16:30,post_window_market,2025,Saturday,True,5
16:30,post_window_market,2025,Sunday,False,5
16:30,post_window_market,2025,Thursday,False,10
16:30,post_window_market,2025,Thursday,True,240
16:30,post_window_market,2025,Tuesday,True,250
16:30,post_window_market,2025,Wednesday,False,5
16:30,post_window_market,2025,Wednesday,True,245
16:30,post_window_market,2026,Friday,False,10
16:30,post_window_market,2026,Friday,True,155
16:30,post_window_market,2026,Saturday,False,155
16:30,post_window_market,2026,Thursday,True,165
16:30,post_window_market,2026,Tuesday,True,155
16:30,post_window_market,2026,Wednesday,True,170
17:30,post_window_market,2024,Friday,False,10
17:30,post_window_market,2024,Friday,True,240
17:30,post_window_market,2024,Saturday,False,225
17:30,post_window_market,2024,Saturday,True,15
17:30,post_window_market,2024,Sunday,False,15
17:30,post_window_market,2024,Thursday,False,5
17:30,post_window_market,2024,Thursday,True,240
17:30,post_window_market,2024,Tuesday,True,240
17:30,post_window_market,2024,Wednesday,False,5
17:30,post_window_market,2024,Wednesday,True,245
17:30,post_window_market,2025,Friday,True,240
17:30,post_window_market,2025,Saturday,False,235
17:30,post_window_market,2025,Saturday,True,5
17:30,post_window_market,2025,Sunday,False,5
17:30,post_window_market,2025,Thursday,False,10
17:30,post_window_market,2025,Thursday,True,240
17:30,post_window_market,2025,Tuesday,True,250
17:30,post_window_market,2025,Wednesday,False,5
17:30,post_window_market,2025,Wednesday,True,245
17:30,post_window_market,2026,Friday,False,10
17:30,post_window_market,2026,Friday,True,155
17:30,post_window_market,2026,Saturday,False,155
17:30,post_window_market,2026,Thursday,True,165
17:30,post_window_market,2026,Tuesday,True,155
17:30,post_window_market,2026,Wednesday,True,170
19:00,post_receipt_market,2024,Friday,True,240
19:00,post_receipt_market,2024,Monday,True,240
19:00,post_receipt_market,2024,Saturday,True,15
19:00,post_receipt_market,2024,Thursday,True,250
19:00,post_receipt_market,2024,Tuesday,True,250
19:00,post_receipt_market,2024,Wednesday,True,245
19:00,post_receipt_market,2025,Friday,True,240
19:00,post_receipt_market,2025,Monday,True,250
19:00,post_receipt_market,2025,Saturday,True,5
19:00,post_receipt_market,2025,Thursday,True,240
19:00,post_receipt_market,2025,Tuesday,True,250
19:00,post_receipt_market,2025,Wednesday,True,250
19:00,post_receipt_market,2026,Friday,True,155
19:00,post_receipt_market,2026,Monday,True,155
19:00,post_receipt_market,2026,Thursday,True,165
19:00,post_receipt_market,2026,Tuesday,True,170
19:00,post_receipt_market,2026,Wednesday,True,165
20:00,post_receipt_market,2024,Friday,True,240
20:00,post_receipt_market,2024,Monday,True,240
20:00,post_receipt_market,2024,Saturday,True,15
20:00,post_receipt_market,2024,Thursday,True,250
20:00,post_receipt_market,2024,Tuesday,True,250
20:00,post_receipt_market,2024,Wednesday,True,245
20:00,post_receipt_market,2025,Friday,True,240
20:00,post_receipt_market,2025,Monday,True,250
20:00,post_receipt_market,2025,Saturday,True,5
20:00,post_receipt_market,2025,Thursday,True,240
20:00,post_receipt_market,2025,Tuesday,True,250
20:00,post_receipt_market,2025,Wednesday,True,250
20:00,post_receipt_market,2026,Friday,True,155
20:00,post_receipt_market,2026,Monday,True,155
20:00,post_receipt_market,2026,Thursday,True,165
20:00,post_receipt_market,2026,Tuesday,True,170
20:00,post_receipt_market,2026,Wednesday,True,165
