state,h,period,n,mae_model,mae_prior,rmse_model,rmse_prior,spearman,positive_sign_accuracy,mean_predicted_bps,mean_actual_bps
update_1630,3,opened_2025_2026,2030,79.35864489511253,97.5144270054477,102.42761199052234,126.69288574309728,0.5961051370233017,0.7113300492610838,1.405848080410913,-4.446400736548228
update_1730,3,screen_2024,1240,104.86742644143457,87.70090688129015,142.28782061832956,127.54738026815949,0.4255033208561929,0.6741935483870968,46.513078885899155,7.522335051111977
update_1730,3,opened_2025_2026,2030,80.03924128900105,97.5144270054477,103.04954268912924,126.69288574309728,0.5988189257526746,0.7093596059113301,3.516918191407667,-4.446400736548228
premarket,5,screen_2024,1240,160.33416725385567,102.65075907843051,207.44527588186918,146.30094646034277,0.06129900809534028,0.5758064516129032,85.5438075319297,12.333405078337561
premarket,5,opened_2025_2026,2020,122.3043304856159,119.39212389026827,157.01780793122137,152.15036723649843,0.17254894401598014,0.557920792079208,-7.109181384131535,-7.123141820913056
cutoff_1030,5,screen_2024,1240,153.63024717220688,102.65075907843051,199.6190091586967,146.30094646034277,0.214154997289553,0.5830645161290322,94.93088116998626,12.333405078337561
cutoff_1030,5,opened_2025_2026,2020,109.69601173918224,119.39212389026827,140.32326189733203,152.15036723649843,0.41691105295446756,0.6391089108910891,4.473892419450154,-7.123141820913056
cutoff_1130,5,screen_2024,1240,151.26012416144556,102.65075907843051,196.34924869298425,146.30094646034277,0.25078798073301095,0.589516129032258,90.11586080366399,12.333405078337561
cutoff_1130,5,opened_2025_2026,2020,107.27527862105897,119.39212389026827,137.42863045027826,152.15036723649843,0.4500595293414557,0.6504950495049505,3.9281650430179,-7.123141820913056
cutoff_1230,5,screen_2024,1240,151.14548781073663,102.65075907843051,196.31896527005458,146.30094646034277,0.2548736657271416,0.5975806451612903,89.61310538782345,12.333405078337561
cutoff_1230,5,opened_2025_2026,2020,106.62850763739164,119.39212389026827,137.10419312970856,152.15036723649843,0.46330575432296284,0.6638613861386139,3.8213567922772738,-7.123141820913056
cutoff_1330,5,screen_2024,1240,151.7464735775848,102.65075907843051,196.88817939247315,146.30094646034277,0.2768479297918378,0.6040322580645161,91.18625345166616,12.333405078337561
cutoff_1330,5,opened_2025_2026,2020,105.80691958160503,119.39212389026827,135.56927494116314,152.15036723649843,0.47780061229160653,0.6673267326732674,3.388763721491867,-7.123141820913056
cutoff_1430,5,screen_2024,1240,149.74169749571303,102.65075907843051,195.1180445991803,146.30094646034277,0.2861788159918956,0.6024193548387097,88.10962669592546,12.333405078337561
cutoff_1430,5,opened_2025_2026,2020,104.94236039778589,119.39212389026827,134.40160006664595,152.15036723649843,0.4898297111057856,0.6752475247524753,3.2558824398375674,-7.123141820913056
cutoff_1500,5,screen_2024,1240,148.50229521488902,102.65075907843051,194.05290437177317,146.30094646034277,0.29410543069358935,0.6016129032258064,87.43729465792084,12.333405078337561
cutoff_1500,5,opened_2025_2026,2020,104.68531406093827,119.39212389026827,134.06491009042577,152.15036723649843,0.49262353223712474,0.6777227722772278,3.005757025199853,-7.123141820913056
cutoff_1520,5,screen_2024,1240,147.6720086498041,102.65075907843051,193.10654217911733,146.30094646034277,0.29808673216509807,0.6,87.09386929991047,12.333405078337561
cutoff_1520,5,opened_2025_2026,2020,104.49644502566284,119.39212389026827,133.87773081751195,152.15036723649843,0.49466059714763033,0.6737623762376238,2.8408689737100588,-7.123141820913056
cutoff_1530,5,screen_2024,1240,147.5834479174028,102.65075907843051,192.79829679204155,146.30094646034277,0.3002982026711986,0.5967741935483871,87.58986893714882,12.333405078337561
cutoff_1530,5,opened_2025_2026,2020,104.19597407786783,119.39212389026827,133.4176757056984,152.15036723649843,0.49899789866938815,0.6792079207920793,2.76079155474273,-7.123141820913056
update_1630,5,screen_2024,1240,138.61113252079244,102.65075907843051,183.01400765352432,146.30094646034277,0.3409575578548113,0.6306451612903226,74.78698296661709,12.333405078337561
update_1630,5,opened_2025_2026,2020,102.53759010691381,119.39212389026827,131.16472971407012,152.15036723649843,0.5185465285707753,0.6861386138613862,3.086362893294122,-7.123141820913056
update_1730,5,screen_2024,1240,141.26003892821507,102.65075907843051,184.33052913571936,146.30094646034277,0.33499205055120607,0.632258064516129,79.73568596513742,12.333405078337561
update_1730,5,opened_2025_2026,2020,103.06573983841201,119.39212389026827,131.3407304250957,152.15036723649843,0.5251103071727121,0.6905940594059405,5.226403615164093,-7.123141820913056
premarket,10,screen_2024,1240,212.5085221365161,131.76858487305697,266.5472485722862,174.0289053316229,0.04125723328719731,0.5653225806451613,74.14807416587983,23.812050926940604
premarket,10,opened_2025_2026,1995,159.78301441676143,159.11082409901582,205.74583982105875,204.62155956242805,0.26044475887015844,0.5789473684210527,-23.426865680066072,-14.588638443899937
cutoff_1030,10,screen_2024,1240,218.23164195201488,131.76858487305697,271.7638390164448,174.0289053316229,0.1574102262368881,0.6225806451612903,149.8220682283349,23.812050926940604
cutoff_1030,10,opened_2025_2026,1995,149.8358171894281,159.11082409901582,191.73544145325212,204.62155956242805,0.3708278012575252,0.624561403508772,8.895150652785516,-14.588638443899937
cutoff_1130,10,screen_2024,1240,213.44969702781836,131.76858487305697,266.0431367708451,174.0289053316229,0.18873274753103234,0.625,142.01361148535105,23.812050926940604
cutoff_1130,10,opened_2025_2026,1995,146.72589975293863,159.11082409901582,187.87765703294303,204.62155956242805,0.4070887893841091,0.6401002506265664,7.9229638775473274,-14.588638443899937
cutoff_1230,10,screen_2024,1240,213.27050491073297,131.76858487305697,266.2640428130155,174.0289053316229,0.19465323491680128,0.6298387096774194,143.2616358447658,23.812050926940604
cutoff_1230,10,opened_2025_2026,1995,145.5922315475284,159.11082409901582,186.91924225504087,204.62155956242805,0.4213627018745147,0.650125313283208,7.776081899894379,-14.588638443899937
cutoff_1330,10,screen_2024,1240,215.0642107627884,131.76858487305697,268.57481181948043,174.0289053316229,0.20963033505379952,0.6338709677419355,147.02399036449677,23.812050926940604
cutoff_1330,10,opened_2025_2026,1995,144.715125217155,159.11082409901582,185.62240738446312,204.62155956242805,0.43262042217782976,0.6551378446115288,6.936441764172076,-14.588638443899937
cutoff_1430,10,screen_2024,1240,213.57895312549275,131.76858487305697,267.079751369877,174.0289053316229,0.21399722932081228,0.6298387096774194,144.17651470628405,23.812050926940604
cutoff_1430,10,opened_2025_2026,1995,143.80293340830733,159.11082409901582,184.6163065245089,204.62155956242805,0.44042201339957904,0.6541353383458647,6.6770007313756405,-14.588638443899937
cutoff_1500,10,screen_2024,1240,212.6080374761008,131.76858487305697,266.1305835409142,174.0289053316229,0.22177099784542595,0.6298387096774194,144.0818819020928,23.812050926940604
cutoff_1500,10,opened_2025_2026,1995,143.61079268701357,159.11082409901582,184.39586520938144,204.62155956242805,0.4416317828075514,0.6551378446115288,6.382054795651871,-14.588638443899937
cutoff_1520,10,screen_2024,1240,211.7593304447579,131.76858487305697,265.04887635824116,174.0289053316229,0.22549651720301508,0.6314516129032258,143.81220611862653,23.812050926940604
cutoff_1520,10,opened_2025_2026,1995,143.49032214347773,159.11082409901582,184.31596279934797,204.62155956242805,0.44296039534215825,0.6556390977443609,6.16554000758893,-14.588638443899937
cutoff_1530,10,screen_2024,1240,211.225183158053,131.76858487305697,264.33728980473387,174.0289053316229,0.226935436352391,0.6306451612903226,143.93230399407244,23.812050926940604
cutoff_1530,10,opened_2025_2026,1995,143.17683443985942,159.11082409901582,183.82567543800047,204.62155956242805,0.4466653747008046,0.6576441102756893,6.16050525507647,-14.588638443899937
update_1630,10,screen_2024,1240,201.05794414356527,131.76858487305697,253.50176018471356,174.0289053316229,0.24541189259693935,0.6314516129032258,130.02170177208544,23.812050926940604
update_1630,10,opened_2025_2026,1995,142.64367954951354,159.11082409901582,182.65465156245327,204.62155956242805,0.4550424806445796,0.6606516290726817,6.402259806869829,-14.588638443899937
update_1730,10,screen_2024,1240,205.5010562485789,131.76858487305697,257.3700953478989,174.0289053316229,0.24217801742805173,0.635483870967742,137.71148579251965,23.812050926940604
update_1730,10,opened_2025_2026,1995,142.8748837601477,159.11082409901582,182.55511487364424,204.62155956242805,0.4610937639111074,0.6636591478696742,8.203131681629849,-14.588638443899937
premarket,20,screen_2024,1240,279.51338171547366,171.76393709088245,367.1766801109894,216.8850521698082,-0.0005831190224541325,0.632258064516129,177.0490885731168,40.448656579595195
premarket,20,opened_2025_2026,1945,225.3974940708391,229.76061217339566,282.3445662424101,287.38053778652863,0.25152881489642415,0.5583547557840617,-42.731042690053656,-29.532832655557606
cutoff_1030,20,screen_2024,1240,305.34883478639813,171.76393709088245,405.4489142554129,216.8850521698082,0.03430171577307721,0.6475806451612903,280.20134637781837,40.448656579595195
cutoff_1030,20,opened_2025_2026,1945,228.12774581246055,229.76061217339566,279.3520259529234,287.38053778652863,0.26733396487608546,0.5712082262210797,21.77009300945894,-29.532832655557606
cutoff_1130,20,screen_2024,1240,294.54438658501823,171.76393709088245,387.62930473756677,216.8850521698082,0.04081512170766283,0.6516129032258065,265.04328295587135,40.448656579595195
cutoff_1130,20,opened_2025_2026,1945,224.8277966654785,229.76061217339566,275.203365790257,287.38053778652863,0.2970325873385431,0.5655526992287918,19.015004978934254,-29.532832655557606
cutoff_1230,20,screen_2024,1240,293.99518491360624,171.76393709088245,386.2111620749458,216.8850521698082,0.036508100847385254,0.6532258064516129,266.0676194647018,40.448656579595195
cutoff_1230,20,opened_2025_2026,1945,223.48104652937636,229.76061217339566,273.4811235080991,287.38053778652863,0.310353298949774,0.5650385604113111,18.90156702776841,-29.532832655557606
cutoff_1330,20,screen_2024,1240,294.38478112260475,171.76393709088245,384.5695314161025,216.8850521698082,0.03685045488495061,0.6508064516129032,266.30389362479355,40.448656579595195
cutoff_1330,20,opened_2025_2026,1945,222.62557799919256,229.76061217339566,272.59152428478524,287.38053778652863,0.31270966415344487,0.5681233933161953,16.295528363540846,-29.532832655557606
cutoff_1430,20,screen_2024,1240,290.87836438511204,171.76393709088245,380.8413058681861,216.8850521698082,0.04076911365518368,0.6532258064516129,262.34851826357567,40.448656579595195
cutoff_1430,20,opened_2025_2026,1945,221.54808186105558,229.76061217339566,271.29033465140225,287.38053778652863,0.3221306710293413,0.5784061696658098,15.754816879875401,-29.532832655557606
cutoff_1500,20,screen_2024,1240,290.0290776979443,171.76393709088245,379.97466790167454,216.8850521698082,0.04471663602714992,0.6540322580645161,261.81416838536904,40.448656579595195
cutoff_1500,20,opened_2025_2026,1945,221.4169516703756,229.76061217339566,271.33900121674577,287.38053778652863,0.3248896471837913,0.5825192802056556,15.430261332150085,-29.532832655557606
cutoff_1520,20,screen_2024,1240,289.41003563894157,171.76393709088245,379.35366586486674,216.8850521698082,0.04538932284643451,0.6540322580645161,261.62860165960956,40.448656579595195
cutoff_1520,20,opened_2025_2026,1945,221.47858721837912,229.76061217339566,271.43285065286597,287.38053778652863,0.3252870637753477,0.5825192802056556,15.214898478489358,-29.532832655557606
cutoff_1530,20,screen_2024,1240,289.86698929137685,171.76393709088245,379.66884876206774,216.8850521698082,0.04517136677839722,0.6540322580645161,262.81529756353547,40.448656579595195
cutoff_1530,20,opened_2025_2026,1945,221.16463504631187,229.76061217339566,271.1070901152017,287.38053778652863,0.32758863623590867,0.5856041131105398,15.239529997722919,-29.532832655557606
update_1630,20,screen_2024,1240,285.72428423993676,171.76393709088245,377.01907512086046,216.8850521698082,0.024215214969950327,0.6548387096774193,250.4620994368474,40.448656579595195
update_1630,20,opened_2025_2026,1945,222.04884032250484,229.76061217339566,272.1154481067584,287.38053778652863,0.32639056910508646,0.5794344473007712,15.741326661166337,-29.532832655557606
update_1730,20,screen_2024,1240,294.23587752867337,171.76393709088245,385.4268165500433,216.8850521698082,0.02270960617295894,0.6532258064516129,262.15750091829597,40.448656579595195
update_1730,20,opened_2025_2026,1945,222.45298016878706,229.76061217339566,272.62927054068217,287.38053778652863,0.32565004429312466,0.5814910025706941,16.995753761646032,-29.532832655557606
