model,currency,year,feature,min,mean,max
local_logit,KGS,2022,survival_local,0.2415374723047923,0.25505660048550177,0.2685757286662112
local_logit,KGS,2022,survival_logit,-0.0440455528315015,0.000866666807829649,0.0457788864471608
local_logit,KGS,2023,cny,0.4073423443726107,0.5294053919361559,0.6504956753955494
local_logit,KGS,2023,extra,-0.1030953822011226,0.05459754695125182,0.2424415557516563
local_logit,KGS,2023,hist,0.1527720454663111,0.24719163957875193,0.3114326886174158
local_logit,KGS,2023,survival_hist,0.0945810253849964,0.15571029682888712,0.2147602778311909
local_logit,KGS,2023,survival_local,0.0579735080892461,0.18430228453668965,0.3097089353436735
local_logit,KGS,2023,survival_logit,-0.2597899675458865,-0.12602404412041976,-0.0538573479113728
local_logit,KGS,2024,cny,0.5993673980229002,0.6303587896843806,0.6614458314433379
local_logit,KGS,2024,extra,0.0486406079060258,0.07239403478828504,0.1000728765702096
local_logit,KGS,2024,hist,0.3168802615454462,0.34511152166662723,0.370730191561785
local_logit,KGS,2024,survival_hist,0.1136074846931434,0.1363446879660886,0.1615202528152528
local_logit,KGS,2024,survival_local,-0.047057865717669,-0.012128231793496444,0.0316064978186713
local_logit,KGS,2024,survival_logit,-0.1754463813525842,-0.16124020309627365,-0.137183268969892
local_logit,KGS,2025,cny,0.5976734787538582,0.6297403133909999,0.6539415990922172
local_logit,KGS,2025,extra,0.0716666232371898,0.1616348430557534,0.2239355572562028
local_logit,KGS,2025,hist,0.2426716687148837,0.2693737601592015,0.3262554329637604
local_logit,KGS,2025,survival_hist,0.0893975939734095,0.12062764082197659,0.1511088702129497
local_logit,KGS,2025,survival_local,-0.09508179287084,-0.04651892763878593,0.0179540381308947
local_logit,KGS,2025,survival_logit,-0.1467401329734061,-0.13201608052286842,-0.1152837460362142
local_logit,KGS,2026,cny,0.5962169847116633,0.6221611692860642,0.6511428946084038
local_logit,KGS,2026,extra,0.173370449930466,0.20365636434801174,0.2642002600521908
local_logit,KGS,2026,hist,0.2642981223618908,0.2858567790584912,0.3077195478055942
local_logit,KGS,2026,survival_hist,0.0768873605814223,0.09045704847676153,0.1042085351418642
local_logit,KGS,2026,survival_local,-0.1140075272053193,-0.10701160388927942,-0.0950485850849545
local_logit,KGS,2026,survival_logit,-0.1345505717967451,-0.11562080708917073,-0.1064465084732616
local_logit,KZT,2022,cny,0.2617230629405757,0.28108285149824713,0.3004426400559186
local_logit,KZT,2022,extra,-0.1720561802582648,-0.16478018721740634,-0.1575041941765479
local_logit,KZT,2022,hist,-0.150543604407449,-0.05661319214099744,0.0373172201254541
local_logit,KZT,2022,survival_hist,-0.0661272935982626,0.0166997835747225,0.0995268607477076
local_logit,KZT,2022,survival_local,0.1553251165798223,0.24741018579218899,0.3394952550045557
