period,expert,currency,trend,vol,position,common,n,base_rate,mean_score_rank,rank_squared_error
shock,global_compact_extra,TJS,2,1,0,2,40,0.125,0.5682227047146402,0.32059291554271885
shock,global_compact_extra,TJS,2,2,0,2,21,0.09523809523809523,0.09831029185867896,0.12029415043853128
shock,global_compact_extra,UZS,0,0,1,0,20,0.2,0.6725357515998434,0.3738318916322738
shock,global_compact_extra,UZS,0,0,2,0,62,0.5,0.6892470309689216,0.32698392679879146
shock,global_compact_extra,UZS,0,1,1,0,29,0.20689655172413793,0.5698853426884573,0.3083949004396017
shock,global_compact_extra,UZS,0,1,2,0,56,0.32142857142857145,0.5317100132465158,0.2836659675844761
shock,global_compact_extra,UZS,0,2,1,0,24,0.25,0.4464719102346437,0.28877079396580846
shock,global_compact_extra,UZS,0,2,2,0,45,0.2222222222222222,0.5184018254901107,0.4285794525780615
shock,global_compact_extra,UZS,2,0,0,2,23,0.34782608695652173,0.7726362918840958,0.4550233509080615
shock,global_compact_extra,UZS,2,0,1,2,33,0.3333333333333333,0.38565770675278316,0.2802914146721769
shock,global_compact_extra,UZS,2,1,0,2,52,0.09615384615384616,0.5423402793823651,0.35337317011718733
shock,global_compact_extra,UZS,2,2,0,2,22,0.045454545454545456,0.2529325513196481,0.19602568347365434
shock,global_gmm3_hist,AMD,0,0,2,0,86,0.5348837209302325,0.49194801230672036,0.36227558226813134
shock,global_gmm3_hist,AMD,0,1,1,0,27,0.25925925925925924,0.47106315209031674,0.34007171742853237
shock,global_gmm3_hist,AMD,0,1,2,0,59,0.3728813559322034,0.573086164648278,0.2928816204522625
shock,global_gmm3_hist,AMD,0,2,1,0,27,0.4444444444444444,0.7274679668567614,0.35584797176106175
shock,global_gmm3_hist,AMD,0,2,2,0,59,0.2542372881355932,0.45859444000504684,0.2427514478949385
shock,global_gmm3_hist,AMD,2,0,0,2,26,0.38461538461538464,0.8893389407379874,0.4828895608932863
shock,global_gmm3_hist,AMD,2,1,0,2,34,0.08823529411764706,0.37765040063302324,0.21669931419475857
shock,global_gmm3_hist,AMD,2,2,0,2,32,0.15625,0.3201614943842236,0.17080278505398352
shock,global_gmm3_hist,KGS,0,0,1,0,32,0.3125,0.49899193548387094,0.348718172801769
shock,global_gmm3_hist,KGS,0,0,2,0,59,0.5084745762711864,0.4032642668832994,0.34709165911708406
shock,global_gmm3_hist,KGS,0,1,1,0,29,0.06896551724137931,0.525725840227333,0.38864810646931125
shock,global_gmm3_hist,KGS,0,1,2,0,59,0.3728813559322034,0.6548004706007353,0.3692944423309584
shock,global_gmm3_hist,KGS,0,2,1,0,35,0.34285714285714286,0.5849992537174201,0.24636303845145216
shock,global_gmm3_hist,KGS,0,2,2,0,40,0.2,0.4896324441687345,0.21505811507027572
shock,global_gmm3_hist,KGS,2,0,1,2,32,0.46875,0.5051535767924775,0.3205267506004087
shock,global_gmm3_hist,KGS,2,1,0,2,48,0.125,0.5908904161769187,0.32017093413404624
shock,global_gmm3_hist,KGS,2,1,1,2,20,0.4,0.3666971398720125,0.3241571065274926
shock,global_gmm3_hist,KGS,2,2,0,2,22,0.09090909090909091,0.8354380127512555,0.6727768036923412
shock,global_gmm3_hist,KZT,0,0,1,0,29,0.3103448275862069,0.538849396315294,0.3090387139627497
shock,global_gmm3_hist,KZT,0,0,2,0,56,0.5357142857142857,0.5824534389634135,0.2948261195147323
shock,global_gmm3_hist,KZT,0,1,2,0,74,0.28378378378378377,0.6824249317882595,0.37066716581026105
shock,global_gmm3_hist,KZT,0,2,1,0,30,0.16666666666666666,0.5709731835792957,0.43433712469863156
shock,global_gmm3_hist,KZT,0,2,2,0,38,0.2631578947368421,0.4761703257425266,0.20163693144463793
shock,global_gmm3_hist,KZT,2,1,0,2,42,0.19047619047619047,0.5872866875625788,0.35719398733406277
shock,global_gmm3_hist,KZT,2,2,0,2,42,0.0,0.41436251920122885,0.23672715053763438
shock,global_gmm3_hist,TJS,0,0,2,0,82,0.45121951219512196,0.4379927342110041,0.3480792196549049
shock,global_gmm3_hist,TJS,0,1,1,0,20,0.2,0.6773997649209873,0.3814515962734145
shock,global_gmm3_hist,TJS,0,1,2,0,66,0.36363636363636365,0.5727075344010828,0.30467427077190073
shock,global_gmm3_hist,TJS,0,2,1,0,35,0.34285714285714286,0.5663160693296516,0.27282401758421143
shock,global_gmm3_hist,TJS,0,2,2,0,36,0.1111111111111111,0.41026275884085733,0.22663682817940703
shock,global_gmm3_hist,TJS,2,0,0,2,26,0.38461538461538464,0.7335607940446651,0.3327998204023347
shock,global_gmm3_hist,TJS,2,0,1,2,22,0.45454545454545453,0.39094574780058655,0.2299754339702961
shock,global_gmm3_hist,TJS,2,1,0,2,40,0.125,0.6207787808541204,0.3561615965826757
shock,global_gmm3_hist,TJS,2,2,0,2,21,0.09523809523809523,0.8728878648233488,0.6962876591843814
shock,global_gmm3_hist,UZS,0,0,1,0,20,0.2,0.4108430194593183,0.1804131816054365
shock,global_gmm3_hist,UZS,0,0,2,0,62,0.5,0.6000094263313771,0.3636700167473245
shock,global_gmm3_hist,UZS,0,1,1,0,29,0.20689655172413793,0.5189228472481795,0.33262725356689765
shock,global_gmm3_hist,UZS,0,1,2,0,56,0.32142857142857145,0.7311831843877685,0.418902034760482
shock,global_gmm3_hist,UZS,0,2,1,0,24,0.25,0.6162920094902268,0.3885492796779109
shock,global_gmm3_hist,UZS,0,2,2,0,45,0.2222222222222222,0.49505282022259955,0.30996092048709006
shock,global_gmm3_hist,UZS,2,0,0,2,23,0.34782608695652173,0.8433516361839976,0.46442520387965125
shock,global_gmm3_hist,UZS,2,0,1,2,33,0.3333333333333333,0.48973458629655575,0.2767725984946084
shock,global_gmm3_hist,UZS,2,1,0,2,52,0.09615384615384616,0.4951502395997629,0.2558675406458205
shock,global_gmm3_hist,UZS,2,2,0,2,22,0.045454545454545456,0.531708211143695,0.40025112926875417
shock,global_path_knn300,AMD,0,0,2,0,86,0.5348837209302325,0.8713547946703275,0.3802658385611934
shock,global_path_knn300,AMD,0,1,1,0,27,0.25925925925925924,0.5214787727521174,0.3150930082241672
shock,global_path_knn300,AMD,0,1,2,0,59,0.3728813559322034,0.6412289187029483,0.34382230807821756
shock,global_path_knn300,AMD,0,2,1,0,27,0.4444444444444444,0.6753690643758555,0.292822787760933
shock,global_path_knn300,AMD,0,2,2,0,59,0.2542372881355932,0.7504285986236146,0.5356294789350492
shock,global_path_knn300,AMD,2,0,0,2,26,0.38461538461538464,0.5245213027797591,0.31315025200602853
shock,global_path_knn300,AMD,2,1,0,2,34,0.08823529411764706,0.2274687137490493,0.16985782244935996
shock,global_path_knn300,AMD,2,2,0,2,32,0.15625,0.23147681451612903,0.21206350411566882
shock,global_path_knn300,KGS,0,0,1,0,32,0.3125,0.6833417338709677,0.4673075125195109
shock,global_path_knn300,KGS,0,0,2,0,59,0.5084745762711864,0.7669367013234816,0.33019396941753015
shock,global_path_knn300,KGS,0,1,1,0,29,0.06896551724137931,0.44515385966413423,0.21494612750791456
shock,global_path_knn300,KGS,0,1,2,0,59,0.3728813559322034,0.6561532263598392,0.3248733516879743
shock,global_path_knn300,KGS,0,2,1,0,35,0.34285714285714286,0.6810220339931715,0.4148248423823438
shock,global_path_knn300,KGS,0,2,2,0,40,0.2,0.7047550444038135,0.5085763218444839
shock,global_path_knn300,KGS,2,0,1,2,32,0.46875,0.5088879048582996,0.294906210747116
shock,global_path_knn300,KGS,2,1,0,2,48,0.125,0.5734567498149842,0.31858727096244144
shock,global_path_knn300,KGS,2,1,1,2,20,0.4,0.2879921966827739,0.3683746572302735
shock,global_path_knn300,KGS,2,2,0,2,22,0.09090909090909091,0.1617548410842129,0.15402142297201107
shock,global_path_knn300,KZT,0,0,1,0,29,0.3103448275862069,0.832526468906072,0.48567862837829184
shock,global_path_knn300,KZT,0,0,2,0,56,0.5357142857142857,0.7111941803951566,0.3296724257337404
shock,global_path_knn300,KZT,0,1,2,0,74,0.28378378378378377,0.69729738554017,0.454717208160317
shock,global_path_knn300,KZT,0,2,1,0,30,0.16666666666666666,0.7920051369117583,0.5364903809518514
shock,global_path_knn300,KZT,0,2,2,0,38,0.2631578947368421,0.8050352102994851,0.5144121870967694
shock,global_path_knn300,KZT,2,1,0,2,42,0.19047619047619047,0.4759273338432931,0.3700874666370451
shock,global_path_knn300,KZT,2,2,0,2,42,0.0,0.29397081413210446,0.18179615108270156
shock,global_path_knn300,TJS,0,0,2,0,82,0.45121951219512196,0.7528017165864489,0.3416661652656789
shock,global_path_knn300,TJS,0,1,1,0,20,0.2,0.6289938944756431,0.3919069792417442
shock,global_path_knn300,TJS,0,1,2,0,66,0.36363636363636365,0.6965650365480587,0.38402046241110976
shock,global_path_knn300,TJS,0,2,1,0,35,0.34285714285714286,0.6364484412022613,0.3399315463330799
shock,global_path_knn300,TJS,0,2,2,0,36,0.1111111111111111,0.7230661304833631,0.6024754664323199
shock,global_path_knn300,TJS,2,0,0,2,26,0.38461538461538464,0.18842235862609377,0.23430863475271965
shock,global_path_knn300,TJS,2,0,1,2,22,0.45454545454545453,0.20857771260997068,0.2677712018730489
shock,global_path_knn300,TJS,2,1,0,2,40,0.125,0.5325625244873972,0.3078878048225225
shock,global_path_knn300,TJS,2,2,0,2,21,0.09523809523809523,0.031105990783410135,0.10482632178782023
shock,global_path_knn300,UZS,0,0,1,0,20,0.2,0.7206355295807758,0.4603002849798529
shock,global_path_knn300,UZS,0,0,2,0,62,0.5,0.8851559504901693,0.4048157024460921
shock,global_path_knn300,UZS,0,1,1,0,29,0.20689655172413793,0.5598669011452221,0.3240191391588939
shock,global_path_knn300,UZS,0,1,2,0,56,0.32142857142857145,0.8042290900949645,0.45591083642223657
shock,global_path_knn300,UZS,0,2,1,0,24,0.25,0.8075814341996431,0.5303719792202711
shock,global_path_knn300,UZS,0,2,2,0,45,0.2222222222222222,0.8018146068230957,0.5746763238079803
shock,global_path_knn300,UZS,2,0,0,2,23,0.34782608695652173,0.33601322461402183,0.22970711335263969
shock,global_path_knn300,UZS,2,0,1,2,33,0.3333333333333333,0.2951498134010867,0.24197614144992294
shock,global_path_knn300,UZS,2,1,0,2,52,0.09615384615384616,0.3429764494027587,0.18422319043883312
shock,global_path_knn300,UZS,2,2,0,2,22,0.045454545454545456,0.13288123167155425,0.10049531146532967
shock,global_survival_logit,AMD,0,0,2,0,86,0.5348837209302325,0.35190819466000106,0.32024495907064693
shock,global_survival_logit,AMD,0,1,1,0,27,0.25925925925925924,0.5845480291575368,0.2671021711796838
shock,global_survival_logit,AMD,0,1,2,0,59,0.3728813559322034,0.5432029626153536,0.2781211074705101
shock,global_survival_logit,AMD,0,2,1,0,27,0.4444444444444444,0.8495198051649665,0.41235707557430473
shock,global_survival_logit,AMD,0,2,2,0,59,0.2542372881355932,0.4779638328061395,0.4608577104964346
shock,global_survival_logit,AMD,2,0,0,2,26,0.38461538461538464,0.4347900613817422,0.2480005971815262
shock,global_survival_logit,AMD,2,1,0,2,34,0.08823529411764706,0.32390296460754864,0.272667653023834
shock,global_survival_logit,AMD,2,2,0,2,32,0.15625,0.3753800648099778,0.31460626936374964
shock,global_survival_logit,KGS,0,0,1,0,32,0.3125,0.5113407258064516,0.3358328320109261
shock,global_survival_logit,KGS,0,0,2,0,59,0.5084745762711864,0.3218961048160208,0.2789877213664612
shock,global_survival_logit,KGS,0,1,1,0,29,0.06896551724137931,0.6654543059539839,0.4906771395826715
shock,global_survival_logit,KGS,0,1,2,0,59,0.3728813559322034,0.4945115027127056,0.29894906269022314
shock,global_survival_logit,KGS,0,2,1,0,35,0.34285714285714286,0.8179788802029889,0.524551140285694
shock,global_survival_logit,KGS,0,2,2,0,40,0.2,0.44347247616560015,0.3816688799888389
shock,global_survival_logit,KGS,2,0,1,2,32,0.46875,0.3630154597100692,0.31606413895331886
shock,global_survival_logit,KGS,2,1,0,2,48,0.125,0.5715031996865613,0.4112891009735393
shock,global_survival_logit,KGS,2,1,1,2,20,0.4,0.38319838056680167,0.384480158665115
shock,global_survival_logit,KGS,2,2,0,2,22,0.09090909090909091,0.22123769693803652,0.14107228492883664
shock,global_survival_logit,KZT,0,0,1,0,29,0.3103448275862069,0.6943376130923699,0.3404384405001181
shock,global_survival_logit,KZT,0,0,2,0,56,0.5357142857142857,0.2952585402712737,0.314640577604619
shock,global_survival_logit,KZT,0,1,2,0,74,0.28378378378378377,0.47364560426954316,0.2872352974800148
shock,global_survival_logit,KZT,0,2,1,0,30,0.16666666666666666,0.7120445344129555,0.5162953702933647
shock,global_survival_logit,KZT,0,2,2,0,38,0.2631578947368421,0.4131608160403621,0.3321025228836729
shock,global_survival_logit,KZT,2,1,0,2,42,0.19047619047619047,0.30934345790033396,0.2382634202730569
shock,global_survival_logit,KZT,2,2,0,2,42,0.0,0.39285714285714285,0.339829232941876
shock,global_survival_logit,TJS,0,0,2,0,82,0.45121951219512196,0.37380011753950637,0.2872726920590262
shock,global_survival_logit,TJS,0,1,1,0,20,0.2,0.6627816050672587,0.4158656875631091
shock,global_survival_logit,TJS,0,1,2,0,66,0.36363636363636365,0.4798661652439241,0.2919594749265608
shock,global_survival_logit,TJS,0,2,1,0,35,0.34285714285714286,0.7695600664191496,0.4679146028146954
shock,global_survival_logit,TJS,0,2,2,0,36,0.1111111111111111,0.41700858328617246,0.40165345940614544
shock,global_survival_logit,TJS,2,0,0,2,26,0.38461538461538464,0.30886958640158324,0.27424315628069723
shock,global_survival_logit,TJS,2,0,1,2,22,0.45454545454545453,0.26392961876832843,0.34050704758301015
shock,global_survival_logit,TJS,2,1,0,2,40,0.125,0.5130913706412433,0.3055447430075545
shock,global_survival_logit,TJS,2,2,0,2,21,0.09523809523809523,0.06547619047619048,0.14453183068232495
shock,global_survival_logit,UZS,0,0,1,0,20,0.2,0.5048003460885464,0.28320919027728186
shock,global_survival_logit,UZS,0,0,2,0,62,0.5,0.3021162903857739,0.32548929178640595
shock,global_survival_logit,UZS,0,1,1,0,29,0.20689655172413793,0.6208140624085241,0.3248134755682879
shock,global_survival_logit,UZS,0,1,2,0,56,0.32142857142857145,0.5165351149275174,0.27413479595950524
shock,global_survival_logit,UZS,0,2,1,0,24,0.25,0.8147453582778286,0.6406651396185196
shock,global_survival_logit,UZS,0,2,2,0,45,0.2222222222222222,0.41946657379594565,0.4548509814832196
shock,global_survival_logit,UZS,2,0,0,2,23,0.34782608695652173,0.3126004338173084,0.2861776287848795
shock,global_survival_logit,UZS,2,0,1,2,33,0.3333333333333333,0.24180438972459348,0.26409028709429466
shock,global_survival_logit,UZS,2,1,0,2,52,0.09615384615384616,0.5056904943691545,0.3756919464198252
shock,global_survival_logit,UZS,2,2,0,2,22,0.045454545454545456,0.16972140762463342,0.1745148874278687
shock,local_floor_q35,AMD,0,0,2,0,86,0.5348837209302325,0.5393081569987639,0.29683766777799275
shock,local_floor_q35,AMD,0,1,1,0,27,0.25925925925925924,0.24624707965115433,0.39476453446227
shock,local_floor_q35,AMD,0,1,2,0,59,0.3728813559322034,0.6674899228135106,0.4086847342034825
shock,local_floor_q35,AMD,0,2,1,0,27,0.4444444444444444,0.6061580059882267,0.21772060267743196
shock,local_floor_q35,AMD,0,2,2,0,59,0.2542372881355932,0.2870741959832921,0.3813200235732468
shock,local_floor_q35,AMD,2,0,0,2,26,0.38461538461538464,0.5365797761726324,0.5351764711135677
shock,local_floor_q35,AMD,2,1,0,2,34,0.08823529411764706,0.25994236338913257,0.29092814269049166
shock,local_floor_q35,AMD,2,2,0,2,32,0.15625,0.3121204453441296,0.32922806471176386
shock,local_floor_q35,KGS,0,0,1,0,32,0.3125,0.14516129032258066,0.24610187955254942
shock,local_floor_q35,KGS,0,0,2,0,59,0.5084745762711864,0.3717812215697168,0.31230168973502104
shock,local_floor_q35,KGS,0,1,1,0,29,0.06896551724137931,0.29364048222721606,0.2489514370962719
shock,local_floor_q35,KGS,0,1,2,0,59,0.3728813559322034,0.36251751471457383,0.2331476869647775
shock,local_floor_q35,KGS,0,2,1,0,35,0.34285714285714286,0.30161150394596914,0.28518837253833074
shock,local_floor_q35,KGS,0,2,2,0,40,0.2,0.28149446584824345,0.255865978074453
shock,local_floor_q35,KGS,2,0,1,2,32,0.46875,0.2899833281637717,0.28900813348407406
shock,local_floor_q35,KGS,2,1,0,2,48,0.125,0.5411289642375169,0.3878192046275672
shock,local_floor_q35,KGS,2,1,1,2,20,0.4,0.581561806190414,0.4714593595730251
shock,local_floor_q35,KGS,2,2,0,2,22,0.09090909090909091,0.05336026452325264,0.1203095185466657
shock,local_floor_q35,KZT,0,0,1,0,29,0.3103448275862069,0.3024992907098756,0.36009804792983163
shock,local_floor_q35,KZT,0,0,2,0,56,0.5357142857142857,0.5533096466351984,0.32405067173946595
shock,local_floor_q35,KZT,0,1,2,0,74,0.28378378378378377,0.5777717527505304,0.34541497487517514
shock,local_floor_q35,KZT,0,2,1,0,30,0.16666666666666666,0.4777670758782813,0.3135610219281573
shock,local_floor_q35,KZT,0,2,2,0,38,0.2631578947368421,0.17138170782840606,0.26503407428475756
shock,local_floor_q35,KZT,2,1,0,2,42,0.19047619047619047,0.5848274532485058,0.5512765876072929
shock,local_floor_q35,KZT,2,2,0,2,42,0.0,0.0,0.0
shock,local_floor_q35,TJS,0,0,2,0,82,0.45121951219512196,0.4300090464010295,0.27187172816002586
shock,local_floor_q35,TJS,0,1,1,0,20,0.2,0.6853989813242785,0.4662214612290277
shock,local_floor_q35,TJS,0,1,2,0,66,0.36363636363636365,0.5289426193500897,0.3185149587694362
shock,local_floor_q35,TJS,0,2,1,0,35,0.34285714285714286,0.5455540215302523,0.2498294583763291
shock,local_floor_q35,TJS,0,2,2,0,36,0.1111111111111111,0.3928676374559227,0.39386763587691975
shock,local_floor_q35,TJS,2,0,0,2,26,0.38461538461538464,0.11506000040184447,0.33785890440112476
shock,local_floor_q35,TJS,2,0,1,2,22,0.45454545454545453,0.41385630498533726,0.29385080645161293
shock,local_floor_q35,TJS,2,1,0,2,40,0.125,0.6895748987854251,0.5390057204674721
shock,local_floor_q35,TJS,2,2,0,2,21,0.09523809523809523,0.0,0.09523809523809523
shock,local_floor_q35,UZS,0,0,1,0,20,0.2,0.2885456118584302,0.16049178117467922
shock,local_floor_q35,UZS,0,0,2,0,62,0.5,0.4553297214861375,0.3706013100267145
shock,local_floor_q35,UZS,0,1,1,0,29,0.20689655172413793,0.17120349646255625,0.23557315027119025
shock,local_floor_q35,UZS,0,1,2,0,56,0.32142857142857145,0.20685961958245488,0.19509374246564468
shock,local_floor_q35,UZS,0,2,1,0,24,0.25,0.4338500174132602,0.29432267559303343
shock,local_floor_q35,UZS,0,2,2,0,45,0.2222222222222222,0.16022521149855615,0.20060010724408966
shock,local_floor_q35,UZS,2,0,0,2,23,0.34782608695652173,0.20790084094690278,0.2808132717353616
shock,local_floor_q35,UZS,2,0,1,2,33,0.3333333333333333,0.3575931708359552,0.29108886476106993
shock,local_floor_q35,UZS,2,1,0,2,52,0.09615384615384616,0.2514692438291759,0.12801828782309507
shock,local_floor_q35,UZS,2,2,0,2,22,0.045454545454545456,0.0018328445747800585,0.045485585564279625
shock,local_spline_logit,AMD,0,0,2,0,86,0.5348837209302325,0.8833215388867459,0.35057614108458934
shock,local_spline_logit,AMD,0,1,1,0,27,0.25925925925925924,0.24705304756238544,0.30889647996897723
shock,local_spline_logit,AMD,0,1,2,0,59,0.3728813559322034,0.6692900923714427,0.39582161541130784
shock,local_spline_logit,AMD,0,2,1,0,27,0.4444444444444444,0.44230225066388057,0.2593544641294948
shock,local_spline_logit,AMD,0,2,2,0,59,0.2542372881355932,0.5064239988666623,0.378239567921304
shock,local_spline_logit,AMD,2,0,0,2,26,0.38461538461538464,0.4323676927095368,0.3846098863942706
shock,local_spline_logit,AMD,2,1,0,2,34,0.08823529411764706,0.2844648111301462,0.15765378009411546
shock,local_spline_logit,AMD,2,2,0,2,32,0.15625,0.1756873816442471,0.18193933061515888
shock,local_spline_logit,KGS,0,0,1,0,32,0.3125,0.3940272177419355,0.26711118382544224
shock,local_spline_logit,KGS,0,0,2,0,59,0.5084745762711864,0.3274012037285037,0.29239222979990487
shock,local_spline_logit,KGS,0,1,1,0,29,0.06896551724137931,0.36569253736720514,0.16773544175391944
shock,local_spline_logit,KGS,0,1,2,0,59,0.3728813559322034,0.34418074300020146,0.24448593536704194
shock,local_spline_logit,KGS,0,2,1,0,35,0.34285714285714286,0.8133449318084293,0.4372310762374925
shock,local_spline_logit,KGS,0,2,2,0,40,0.2,0.437195131905446,0.25233875617293267
shock,local_spline_logit,KGS,2,0,1,2,32,0.46875,0.468171485242262,0.34805269703964115
shock,local_spline_logit,KGS,2,1,0,2,48,0.125,0.43920765584867877,0.2603187638438471
shock,local_spline_logit,KGS,2,1,1,2,20,0.4,0.15627530364372472,0.38409578914586373
shock,local_spline_logit,KGS,2,2,0,2,22,0.09090909090909091,0.37616649055528506,0.2083351753159054
shock,local_spline_logit,KZT,0,0,1,0,29,0.3103448275862069,0.4369035770739418,0.41131019816426634
shock,local_spline_logit,KZT,0,0,2,0,56,0.5357142857142857,0.8049161947984105,0.3523357253631712
shock,local_spline_logit,KZT,0,1,2,0,74,0.28378378378378377,0.6339500333558059,0.45912714255763376
shock,local_spline_logit,KZT,0,2,1,0,30,0.16666666666666666,0.5729000696530409,0.3659786508909369
shock,local_spline_logit,KZT,0,2,2,0,38,0.2631578947368421,0.9186245128296777,0.6102316515148603
shock,local_spline_logit,KZT,2,1,0,2,42,0.19047619047619047,0.5544315969825307,0.36043308732231116
shock,local_spline_logit,KZT,2,2,0,2,42,0.0,0.7215821812596006,0.60284038823646
shock,local_spline_logit,TJS,0,0,2,0,82,0.45121951219512196,0.7447644750379853,0.3562856517427144
shock,local_spline_logit,TJS,0,1,1,0,20,0.2,0.7131497322711244,0.45113206934131567
shock,local_spline_logit,TJS,0,1,2,0,66,0.36363636363636365,0.7922565903253509,0.4534829768013623
shock,local_spline_logit,TJS,0,2,1,0,35,0.34285714285714286,0.5676495830146084,0.27733418781852165
shock,local_spline_logit,TJS,0,2,2,0,36,0.1111111111111111,0.6743148970440991,0.5950692670941398
shock,local_spline_logit,TJS,2,0,0,2,26,0.38461538461538464,0.04251012145748988,0.3415013169557581
shock,local_spline_logit,TJS,2,0,1,2,22,0.45454545454545453,0.20747800586510265,0.3012176591618579
shock,local_spline_logit,TJS,2,1,0,2,40,0.125,0.3245951417004048,0.16605009097018472
shock,local_spline_logit,TJS,2,2,0,2,21,0.09523809523809523,0.0,0.09523809523809523
shock,local_spline_logit,UZS,0,0,1,0,20,0.2,0.8456991968133734,0.6075750141819244
shock,local_spline_logit,UZS,0,0,2,0,62,0.5,0.963340260019295,0.46461941784513766
shock,local_spline_logit,UZS,0,1,1,0,29,0.20689655172413793,0.5247120056923348,0.3872866219151367
shock,local_spline_logit,UZS,0,1,2,0,56,0.32142857142857145,0.8899845379577976,0.5740980534336361
shock,local_spline_logit,UZS,0,2,1,0,24,0.25,0.6552555395934004,0.43039674621723106
shock,local_spline_logit,UZS,0,2,2,0,45,0.2222222222222222,0.9047494667189064,0.6310844585788554
shock,local_spline_logit,UZS,2,0,0,2,23,0.34782608695652173,0.21639122485250778,0.23060565473331332
shock,local_spline_logit,UZS,2,0,1,2,33,0.3333333333333333,0.33972380194791063,0.315216547191564
shock,local_spline_logit,UZS,2,1,0,2,52,0.09615384615384616,0.23888774474839514,0.11259844425169725
shock,local_spline_logit,UZS,2,2,0,2,22,0.045454545454545456,0.14277859237536658,0.1202989014757355
