clock,h,origin,n_train,n_query,coefficients,last_target_maturity,min_train_date
1830,3,2025-07-01,3690,330,"[0.9720495933257529, 1.1671894612521179, -0.40637710495883667, -0.14838500884068326, 0.004185057339989858, -0.08753917329170832, -0.07936654239435484, 0.07358057481280335, -0.059244925307415375]",2025-06-27,2022-02-24
1830,3,2025-10-01,4015,320,"[0.9753068083705829, 1.089659282467532, -0.5093030884289201, -0.12437000605094327, 0.013569415264734179, -0.04963695698936951, -0.08345287764953335, 0.08487270719195113, -0.08972229386872758]",2025-09-26,2022-02-24
1830,3,2026-01-01,4340,275,"[1.0024229205636703, 1.1604191819356746, -0.46577821873263536, -0.18171997527237654, 0.0007645997413774502, -0.07490526357745975, -0.06040929398333444, 0.05784456571231348, -0.10501458316528309]",2025-12-29,2022-02-24
1830,3,2026-04-01,4610,310,"[1.0610512313363714, 1.3079912101853244, -0.2693812069875553, -0.19386444596525068, -0.004124833081982932, -0.07881195725243649, -0.06797048968315916, 0.030443855273613683, -0.07340102122128378]",2026-03-27,2022-02-24
1830,3,2026-07-01,4920,210,"[1.07618689476896, 1.3379471649414527, -0.30902882396166786, -0.1861250258233297, 0.007261261557150021, -0.07556321380956942, -0.1189321284818386, 0.05117294484094415, -0.0500638899300141]",2026-06-26,2022-02-24
1830,5,2023-01-01,620,285,"[0.18866784005118187, 0.7402672779685963, -0.43163450583638757, 0.004510985304356632, 0.13173741646077056, -0.11372447922718094, -0.08821183282271465, 0.16760455801734034, -0.09289467712386083]",2022-12-29,2022-02-24
1830,5,2023-04-01,900,305,"[0.39321854079475355, 0.6912251238299039, -0.5683055190981331, -0.06470984886665161, 0.1758210488152297, -0.1923787178554684, -0.018307146856179943, -0.01155710199978859, -0.01828793097044367]",2023-03-29,2022-02-24
1830,5,2023-07-01,1205,325,"[0.6974141018460083, 1.0039769604432434, -0.6630440078879584, -0.016368080458485017, 0.1895094314587388, -0.11092978868293747, -0.06827575222608025, 0.018565493104855495, -0.045237464113062946]",2023-06-28,2022-02-24
1830,5,2023-10-01,1535,320,"[0.8449696278896894, 1.1573212208338535, -0.6313594099652192, 0.029123263775539643, 0.18455001332992324, -0.033358398436834635, -0.11776572299873742, 0.03590234212058091, -0.040204970239391964]",2023-09-28,2022-02-24
1830,5,2024-01-01,1860,285,"[0.7953897242088469, 1.1888033769742155, -0.6235092382329295, -0.07534393532170164, 0.03400734664955741, 0.010327353911268084, -0.1210831004296699, 0.041824229540291205, -0.04041976499314583]",2023-12-29,2022-02-24
1830,5,2024-04-01,2145,300,"[0.8143900483301971, 1.1365202816778943, -0.6883460924714921, -0.0777317866365493, 0.0633810429102781, 0.022580303286402207, -0.19664454603869638, 0.040085956065534695, -0.007134542860067197]",2024-03-29,2022-02-24
1830,5,2024-07-01,2445,330,"[0.8442711297246789, 1.2614375443462775, -0.5600386954157721, -0.1250599613342575, 0.050177449370358326, 0.036201589862442506, -0.14450668340633407, 0.007548825607279894, -0.07448114276800562]",2024-06-28,2022-02-24
1830,5,2024-10-01,2770,325,"[0.8592600411511052, 1.0935959508901145, -0.37300573331630066, -0.09069451785698658, 0.04002165925443765, 0.13606962257296012, -0.1741676868944983, 0.0024798878798553605, -0.095098000669739]",2024-09-27,2022-02-24
1830,5,2025-01-01,3100,290,"[0.9014422081095771, 1.0355222822639483, -0.5907761026682946, -0.054756400840663653, 0.0665909264884599, 0.11487008904236357, -0.23512966805294438, 0.04234886724277935, -0.043436615561319364]",2024-12-28,2022-02-24
1830,5,2025-04-01,3385,295,"[0.919410189103445, 1.185440394433595, -0.5815352282860041, -0.09597915252846252, 0.06868882933290082, 0.07171900036279354, -0.22442019072324737, 0.033158663917666344, -0.04512545541857895]",2025-03-28,2022-02-24
1830,5,2025-07-01,3680,330,"[0.9408621516092521, 1.3814320451765716, -0.593813760739314, -0.12939365741950704, 0.020567648637002747, 0.003768245483439389, -0.20207878137624075, 0.12691258949069298, -0.07856335965439752]",2025-06-27,2022-02-24
1830,5,2025-10-01,4005,320,"[0.9626129629410142, 1.3376322791387951, -0.5931431057777494, -0.11670408572426673, 0.03878855871758761, 0.04964518966867882, -0.19732615771775602, 0.13239926288552195, -0.14021093927830078]",2025-09-26,2022-02-24
1830,5,2026-01-01,4330,275,"[0.947090305849063, 1.3517334798083298, -0.596544413645921, -0.17855763623903345, 0.011379754341520245, 0.022732238420331046, -0.1649594279285442, 0.09955608696338082, -0.14726628803572703]",2025-12-29,2022-02-24
1830,5,2026-04-01,4600,310,"[0.9954348737767975, 1.4216266078972997, -0.4711489537544048, -0.18708481563434792, -0.002446335101216006, 0.003956287960156382, -0.13381391995551567, 0.053470436850072744, -0.10825128538784667]",2026-03-27,2022-02-24
1830,5,2026-07-01,4910,200,"[0.9997973742436467, 1.3411232734992462, -0.5740257999970972, -0.1948759292615794, 0.0062897100525446965, -0.008344289537558534, -0.15802416313852768, 0.0498613832061146, -0.08465856984415045]",2026-06-26,2022-02-24
1830,10,2023-01-01,595,285,"[0.025053110951925375, 0.2038874010980204, -0.23562366423892614, 0.00221342174635271, 0.23066149918284864, -0.0846803478111362, -0.13456806451768485, 0.038356965877836664, -0.047556630985514034]",2022-12-29,2022-02-24
1830,10,2023-04-01,875,305,"[0.288116931482325, 0.3688787951449795, -0.6702366161905983, 0.0011055413397649504, 0.25791978165825913, -0.11445103537550327, -0.08583916825091994, -0.09729736916606581, 0.040773332473986755]",2023-03-29,2022-02-24
1830,10,2023-07-01,1180,325,"[0.4565657800401385, 0.7631477363618544, -0.5569362399211861, 9.231204180067511e-05, 0.1694384820636734, -0.05998439832556898, -0.12694042506338418, -0.013180086510463906, 0.030758739877531308]",2023-06-28,2022-02-24
1830,10,2023-10-01,1510,320,"[0.5574287653838778, 0.8901683208022855, -0.4803364150665461, 5.4479341283357116e-05, 0.15641175329601947, 0.008065629294905452, -0.15387839349934662, -0.007276572910516512, -0.0032679368397864343]",2023-09-28,2022-02-24
1830,10,2024-01-01,1835,285,"[0.5947724732183662, 0.9938010130707359, -0.41392463417236935, 0.0005824155811340777, 0.1016471470316798, 0.04185179424060675, -0.12252398075858059, -0.016815853827950315, -0.0035766911046501023]",2023-12-29,2022-02-24
1830,10,2024-04-01,2120,300,"[0.6050494876633895, 0.9724140668645481, -0.6885105518918957, 0.007318552099901678, 0.09977854361365611, 0.03361000554620021, -0.1318680403753326, -0.01686097087648821, 0.022659014191881283]",2024-03-29,2022-02-24
1830,10,2024-07-01,2420,330,"[0.6482692152556419, 1.1354819638496387, -0.46842930380137593, -0.0009460178725326108, 0.1096867872667031, 0.043436750558553956, -0.10059652476312796, -0.03147471388045129, -0.021998317054153997]",2024-06-28,2022-02-24
1830,10,2024-10-01,2745,325,"[0.6424293303358115, 1.0772534772926539, -0.1842252335207593, 0.005459814410051288, 0.09494290992797225, 0.1269565777537815, -0.13085804472389226, -0.027508089940658044, -0.05807353860719654]",2024-09-27,2022-02-24
1830,10,2025-01-01,3075,290,"[0.562238603677255, 1.158248520636553, -0.6391796907212008, -0.22536512673445097, 0.0606344945367662, 0.05451287925419715, -0.28216928997739193, -0.003234115607409061, -0.05510909494061598]",2024-12-28,2022-02-24
1830,10,2025-04-01,3360,295,"[0.5803774782361631, 1.3171800229038957, -0.911009262609365, -0.2611394659489959, 0.04346967163903961, 0.030392535525093415, -0.22923307339671906, -0.028990724549657808, -0.07677787516675652]",2025-03-28,2022-02-24
1830,10,2025-07-01,3655,330,"[0.5994562778833051, 1.4742266706730516, -0.8157723833264241, 0.002129147401010492, 0.08585757969291825, 0.03364160799064174, -0.19422617821322444, 0.13319001077813167, -0.0563338728474791]",2025-06-27,2022-02-24
1830,10,2025-10-01,3980,320,"[0.641379636089929, 1.5465705063346076, -0.822986294509363, -0.2707584950539236, 0.03500647874455805, 0.015334782053463048, -0.27426305706882903, 0.11717161368977332, -0.16400831247288203]",2025-09-26,2022-02-24
1830,10,2026-01-01,4305,275,"[0.6162835900781674, 1.5057513083209229, -0.5954712286155579, -0.3387758066081613, 0.008524013824693463, -0.0164505313818162, -0.24263840413358237, 0.06969221804740752, -0.1579031029648648]",2025-12-29,2022-02-24
1830,10,2026-04-01,4575,310,"[0.6176547478806286, 1.3171262015146985, -0.4694785042521042, 0.0017042749360825678, 0.058694409975320216, 0.024495406714592174, -0.12747790196893916, 0.08397198476624354, -0.03797962455113805]",2026-03-27,2022-02-24
1830,10,2026-07-01,4885,175,"[0.6422573998025909, 1.2304286901112251, -0.4107665220572723, 0.0062606672954519695, 0.07108484580178485, 0.029815232671209838, -0.13354799020223146, 0.08107758681153496, -0.04216900778674645]",2026-06-26,2022-02-24
1830,20,2023-01-01,545,285,"[0.1741480760026194, 0.2561511783247135, 0.2077315116613676, -0.0006147943509515928, 0.10117729134818934, 0.1269167315326207, -0.2679666686595868, 0.1296635006560979, -0.09040564922827239]",2022-12-29,2022-02-24
1830,20,2023-04-01,825,305,"[0.19863922885207919, 0.22052004642321904, -0.7612494111770705, 0.005865827696156151, 0.2076291087435954, -0.04124478210546176, -0.13073592444975216, -0.09627922281877999, 0.06649664832652766]",2023-03-29,2022-02-24
1830,20,2023-07-01,1130,325,"[0.14654313698643315, 0.49797679015623963, -0.6522181706050636, 0.0015467404539192642, 0.157890766712418, -0.05007046242530311, -0.10973094395614738, -0.017589191393169102, 0.02104657151615253]",2023-06-28,2022-02-24
1830,20,2023-10-01,1460,320,"[0.2907116870188028, 0.6296961958904638, -0.5013689722921053, -0.0006409973612269138, 0.24224300470565713, 0.06203141990077356, -0.20420235303858617, 0.04148317588088523, -0.1421962448099411]",2023-09-28,2022-02-24
1830,20,2024-01-01,1785,285,"[0.3670547089820148, 0.6702184166573674, -0.32630341879620245, -0.0004374012263849182, 0.18014806198823036, 0.06394488085758102, -0.1975884437623004, 0.05945210906417044, -0.10639400937406153]",2023-12-29,2022-02-24
1830,20,2024-04-01,2070,300,"[0.4453920110331633, 0.7754757031716711, -0.3024002250170339, 0.0004499283084380759, 0.13860159205591302, 0.06059218474943667, -0.154066891671262, 0.05281980330911073, -0.09749676013466846]",2024-03-29,2022-02-24
1830,20,2024-07-01,2370,330,"[0.49144400736519733, 0.8809378684111132, -0.17015040221716374, -0.0009543080686822865, 0.18927702211175987, 0.07037563644280492, -0.10571951330393499, 0.03382696319083546, -0.18871441651015264]",2024-06-28,2022-02-24
1830,20,2024-10-01,2695,325,"[0.5470719085304407, 0.9896655590161968, -0.10627580883176793, -0.005519129191342353, 0.16781247195226007, 0.14801612204580372, -0.15438661013714222, 0.005310056723225735, -0.17227116977548634]",2024-09-27,2022-02-24
1830,20,2025-01-01,3025,290,"[0.44219776035088193, 0.9216969455356674, -0.23438801225020928, -0.00020989172433281533, 0.13572657617538555, 0.1294590616931074, -0.2349378057971548, 0.015502114374287944, -0.0459598381700154]",2024-12-28,2022-02-24
1830,20,2025-04-01,3310,295,"[0.4743593166565243, 1.1265112336411658, -0.49326541082648595, -0.3886845101563836, 0.06597284489841035, 0.03315653989355517, -0.28674902512365646, -0.07350239503806714, -0.12756247478662047]",2025-03-28,2022-02-24
1830,20,2025-07-01,3605,330,"[0.48249772826334736, 1.481668911787136, -0.8032589812788427, 0.0016156601263076203, 0.1178019357581847, 0.07001898590133329, -0.22675070050958626, 0.10733176904075449, -0.06678633006432325]",2025-06-27,2022-02-24
1830,20,2025-10-01,3930,320,"[0.4973346377054499, 1.5576866451425018, -0.8378868193637666, -0.0032253959757215026, 0.11722332234153582, 0.08707249150355843, -0.2606991277110936, 0.15383777661465745, -0.10065985872426556]",2025-09-26,2022-02-24
1830,20,2026-01-01,4255,275,"[0.47588426679419404, 1.5703511229629035, -0.9644572854355072, -0.0028136933797841364, 0.10814314662427824, 0.05795077008265617, -0.22388277210747223, 0.12515978010324977, -0.07018461808260773]",2025-12-29,2022-02-24
1830,20,2026-04-01,4525,310,"[0.44616529146682044, 1.4767249252181747, -0.6667531073917641, 0.0015273691888471053, 0.09168802537242766, 0.02461228309151609, -0.17418520698677958, 0.06625275082904156, -0.006840483117454238]",2026-03-27,2022-02-24
1830,20,2026-07-01,4835,125,"[0.4381118964584129, 1.1768746100434417, -0.4010377009211542, 0.00630859721856533, 0.1000535988656259, 0.011261160618179219, -0.15138079056999793, 0.06494888990464084, -0.018574261599945983]",2026-06-26,2022-02-24
2000,3,2023-01-01,630,285,"[0.15927296469602328, 0.238830940881436, 0.02104435643146931, 0.0019713437885399924, 0.12524477852192883, -0.08349525644943961, -0.07210288761498333, 0.015782347931336597, 0.01654236139969888]",2022-12-29,2022-02-24
2000,3,2023-04-01,910,305,"[0.36743130301871657, 0.14677900241721994, 0.04203197388667997, -0.046910491271666965, 0.19686000633837825, -0.1307704608198574, -0.09129085361949783, -0.024166310284466187, 0.002457127113776386]",2023-03-29,2022-02-24
2000,3,2023-07-01,1215,325,"[0.5442395810157344, 0.23837521514053453, 0.14621208566064536, -0.09419906861514352, 0.14475781669423202, -0.13100565921742624, -0.08959995215674042, 0.005508789096508104, -0.023860063031717508]",2023-06-28,2022-02-24
2000,3,2023-10-01,1545,320,"[0.6896857932052909, 0.6553723382810478, -0.22309425445333247, -0.04046424139411657, 0.1692105485034252, -0.07970298344447305, -0.13320626274844038, 0.014755391866172085, -0.01152093557080064]",2023-09-28,2022-02-24
2000,3,2024-01-01,1870,285,"[0.7266988644690622, 0.7980353181700208, -0.15978138324221472, -0.12542838417678354, 0.034747054485116585, -0.061546508414679346, -0.1041901065979381, 0.01623275361277105, -0.010671577262055214]",2023-12-29,2022-02-24
2000,3,2024-04-01,2155,300,"[0.7604570456964701, 0.8637266859494109, -0.28064627151516897, -0.11299092994242944, 0.07210922036726349, -0.05953348652065661, -0.1512881084985386, 0.010101396836407355, 0.015620047873093115]",2024-03-29,2022-02-24
2000,3,2024-07-01,2455,330,"[0.7974299124420658, 1.0150070210262225, -0.1968231600547442, -0.15483806169478945, 0.030223937943126885, -0.0490711134780414, -0.08801759938843508, -0.009891068881677052, -0.03808221788976506]",2024-06-28,2022-02-24
2000,3,2024-10-01,2780,325,"[0.8620000108757228, 0.939899563934672, -0.18809956260676894, -0.12239835466168093, 0.02066880048718794, 0.025346220680405995, -0.05399818407821716, -0.03294342766096395, -0.08147176409009645]",2024-09-27,2022-02-24
2000,3,2025-01-01,3110,290,"[0.8954127538195061, 0.9490446237323765, -0.3434997241004818, -0.09694469217392498, 0.031308597722475094, 0.010480102444029015, -0.097335995725, 0.014139733426159432, -0.05553713004158494]",2024-12-28,2022-02-24
2000,3,2025-04-01,3395,295,"[0.9522248218078806, 1.0144438138358838, -0.45731163362555477, -0.1139720812673819, 0.036086226289087475, -0.010166295508854648, -0.06860317133540345, -0.003513051118238914, -0.06777578959397204]",2025-03-28,2022-02-24
2000,3,2025-07-01,3690,330,"[0.9671357532485607, 1.0712294859435505, -0.494740429528138, -0.13349040297890122, 0.006720712273891996, -0.08390224598402057, -0.07780092970821607, 0.07755622761207596, -0.05606416717263244]",2025-06-27,2022-02-24
2000,3,2025-10-01,4015,320,"[0.9693501768470262, 1.0139965337546348, -0.5380553978603363, -0.12054923636172643, 0.013413364647917245, -0.04874084349614715, -0.08336452832609627, 0.0865059896681177, -0.08836321885551907]",2025-09-26,2022-02-24
2000,3,2026-01-01,4340,275,"[0.9963060419227558, 0.9891621318917109, -0.38249334478728675, -0.18900425904694615, -0.001217317506327273, -0.07747093080377836, -0.06148653416527223, 0.058594873776882765, -0.10742435034845357]",2025-12-29,2022-02-24
2000,3,2026-04-01,4610,310,"[1.0547575270559175, 1.0677133767536977, -0.3682810077311854, -0.18276006626858246, -0.002045671436689035, -0.07893068508691475, -0.06517859195406539, 0.03534784213653558, -0.07195295992745092]",2026-03-27,2022-02-24
2000,3,2026-07-01,4920,210,"[1.0711105315873657, 1.0835136622678612, -0.3719559797118556, -0.1818319751722272, 0.007078823118276097, -0.07730765824531466, -0.11559005064680959, 0.053999453183612656, -0.05001254258198801]",2026-06-26,2022-02-24
2000,5,2023-01-01,620,285,"[0.17817684725303234, 0.5964222649593476, 0.004025934340322572, 0.003456020478777154, 0.13128226501285, -0.11475226764467744, -0.08850264826453469, 0.16881376013147756, -0.0933850887563402]",2022-12-29,2022-02-24
2000,5,2023-04-01,900,305,"[0.39108739775551926, 0.33678049767159035, -0.057453919966383334, -0.10609092375299263, 0.16841549052245752, -0.20076205503241087, -0.026634730429850716, -0.02013872411260412, -0.026970904700584542]",2023-03-29,2022-02-24
2000,5,2023-07-01,1205,325,"[0.692368127666883, 0.496066974398968, -0.08888405048460461, -0.051569919388711936, 0.18140499560590032, -0.11734306468329113, -0.07372078865249174, 0.01025275488339429, -0.0521638165422237]",2023-06-28,2022-02-24
2000,5,2023-10-01,1535,320,"[0.8209138647521457, 0.7951917513699057, -0.34369699059529385, 0.007336120175968454, 0.1770959306216176, -0.03753161210578889, -0.1182045120660689, 0.03040371574991158, -0.04442740202370318]",2023-09-28,2022-02-24
2000,5,2024-01-01,1860,285,"[0.7836575005931278, 1.0379734242496153, -0.40416716497095134, -0.09471704826230402, 0.028610360535762228, 0.0067328529892388385, -0.12282580116849613, 0.037775559946960774, -0.045010020565772656]",2023-12-29,2022-02-24
2000,5,2024-04-01,2145,300,"[0.8049847637754494, 1.0747650048492972, -0.4575376434022025, -0.09789470318850492, 0.060375347991655906, 0.017339198447482464, -0.19929430898043154, 0.036384697350253764, -0.01269963799746513]",2024-03-29,2022-02-24
2000,5,2024-07-01,2445,330,"[0.8315014693019702, 1.1284298421749666, -0.44984116908446914, -0.14243020247801996, 0.04504634206240713, 0.032495157541473384, -0.14669350275958462, 0.004454764987000865, -0.07773296430931398]",2024-06-28,2022-02-24
2000,5,2024-10-01,2770,325,"[0.8516515525742975, 1.0927015813489123, -0.481630615960295, -0.09219220062946763, 0.03911645115924209, 0.13426405887710108, -0.1772668195262481, 0.005384086991398364, -0.09368997813095965]",2024-09-27,2022-02-24
2000,5,2025-01-01,3100,290,"[0.8944594808579333, 1.1223465303445017, -0.6231262876185473, -0.05938785012301161, 0.06508804836234759, 0.1163219752700967, -0.23836760496234916, 0.04215739987219881, -0.044587668665309936]",2024-12-28,2022-02-24
2000,5,2025-04-01,3385,295,"[0.9151542679342014, 1.2130993702550361, -0.7174193980821685, -0.08524229565902341, 0.06988841516683772, 0.07519801732537107, -0.22520257902432927, 0.03696585078418487, -0.042091999911085864]",2025-03-28,2022-02-24
2000,5,2025-07-01,3680,330,"[0.9419137127504009, 1.34625774648187, -0.8381643041584854, -0.10806547467417617, 0.0243426009124769, 0.011290013540226877, -0.2007668468790137, 0.13116674850995846, -0.07409799075782589]",2025-06-27,2022-02-24
2000,5,2025-10-01,4005,320,"[0.9619565667883098, 1.271789135477434, -0.8491989212720944, -0.09543734871255667, 0.04226270561817612, 0.05656505244722755, -0.1955827134986872, 0.13936775425898076, -0.13805014753825412]",2025-09-26,2022-02-24
2000,5,2026-01-01,4330,275,"[0.9473535280178225, 1.250098902091982, -0.7319012554879807, -0.16737163810868785, 0.012354344561948694, 0.02658696490719884, -0.16238511261391045, 0.10348653453850258, -0.14741436950243295]",2025-12-29,2022-02-24
2000,5,2026-04-01,4600,310,"[0.9937224418629906, 1.2849110150338583, -0.6749079804674577, -0.17489394181783074, -0.0013488818847505928, 0.0075734009822317604, -0.1313384914143471, 0.05686236137437946, -0.10664233087534432]",2026-03-27,2022-02-24
2000,5,2026-07-01,4910,200,"[1.000541110642866, 1.2955412245650868, -0.7581087876628099, -0.1832479063141487, 0.006556380861289313, -0.00585498858651984, -0.15543667408144965, 0.05383893820362805, -0.08235156271110047]",2026-06-26,2022-02-24
2000,10,2023-01-01,595,285,"[0.03526095705630807, 0.3469081653772893, 0.12769428367310398, 0.0009947707916530975, 0.2318293692034449, -0.08522246763978038, -0.1357990615587134, 0.03823870158766035, -0.04805177080095099]",2022-12-29,2022-02-24
2000,10,2023-04-01,875,305,"[0.3006910207345983, 0.5920013404793608, -0.3373201963614108, 0.006235787066738561, 0.25899117311142195, -0.11437551052654771, -0.0853707062830391, -0.0967878991499475, 0.04377872991486147]",2023-03-29,2022-02-24
2000,10,2023-07-01,1180,325,"[0.4699992065352043, 0.8760767443144352, -0.3397480960538542, 0.0004211023627406626, 0.1675612922010378, -0.0601285506089009, -0.12867099837169316, -0.011364466063775676, 0.033023825206083324]",2023-06-28,2022-02-24
2000,10,2023-10-01,1510,320,"[0.5615242639196042, 1.0203948029382475, -0.4228997547318421, -0.2256794415602035, 0.11424545555131044, -0.037902433565439306, -0.201771635252968, -0.05253262671259976, -0.04771820158050752]",2023-09-28,2022-02-24
2000,10,2024-01-01,1835,285,"[0.5985078384759892, 1.2415951820850342, -0.5534107710696978, -0.005544628883417099, 0.10282696222428851, 0.04028159284301738, -0.12715285314086155, -0.017638114845927547, -0.003862215963927786]",2023-12-29,2022-02-24
2000,10,2024-04-01,2120,300,"[0.6071786096843835, 1.3522334051725657, -0.7739926542470519, -0.00031218889168342385, 0.09957038816595018, 0.03151794273616332, -0.1356241976085588, -0.01779039378536677, 0.02201407160011509]",2024-03-29,2022-02-24
2000,10,2024-07-01,2420,330,"[0.6491113132491436, 1.4311699082840172, -0.6526198847377377, -0.0021245210084229788, 0.11134836979150586, 0.04200512939767062, -0.1024494414354483, -0.03133350391827776, -0.021695074843858818]",2024-06-28,2022-02-24
2000,10,2024-10-01,2745,325,"[0.6407186472590353, 1.3397789645446243, -0.5903303927723313, -0.2915529780855846, 0.03670447256675916, 0.06783793181692147, -0.1894938571820367, -0.08824620008931153, -0.11835532519791983]",2024-09-27,2022-02-24
2000,10,2025-01-01,3075,290,"[0.5608461763840527, 1.4652836389344601, -0.990033362957973, 0.0036856659707883315, 0.10779288297209574, 0.10034655127181787, -0.24001294631553904, 0.043835579857382505, -0.008276401814916578]",2024-12-28,2022-02-24
2000,10,2025-04-01,3360,295,"[0.5796058492558057, 1.723152644670803, -1.3232420066362525, -0.2430295354150317, 0.05077402144601168, 0.034834066043456687, -0.23179860228741825, -0.023763738346978005, -0.07307528227009852]",2025-03-28,2022-02-24
2000,10,2025-07-01,3655,330,"[0.5989561956466208, 1.6642237789383958, -1.2208664551296577, -0.27267820820894456, 0.033708721941222514, -0.0212142975781594, -0.2561772550262394, 0.08287185023065949, -0.1118672277764321]",2025-06-27,2022-02-24
2000,10,2025-10-01,3980,320,"[0.639207421443218, 1.623613064769043, -1.2479654031036782, -0.24698223289102347, 0.042678839684011954, 0.02148988758835158, -0.27617533270724387, 0.1256487142026906, -0.1606243416588295]",2025-09-26,2022-02-24
2000,10,2026-01-01,4305,275,"[0.6157790052279281, 1.45068017370116, -0.8865187227434514, -0.3222779047367604, 0.01338770611690015, -0.012538671816601935, -0.24429967967618457, 0.07639356855584772, -0.15522082791671996]",2025-12-29,2022-02-24
2000,10,2026-04-01,4575,310,"[0.6183335686202233, 1.3586481991177222, -0.8662612730908981, -0.32497962420520593, -0.005506575586857186, -0.04093229580537686, -0.19553659040081006, 0.020736228719920372, -0.1037403911320826]",2026-03-27,2022-02-24
2000,10,2026-07-01,4885,175,"[0.6442838850694287, 1.3595286584441277, -0.7954550682185121, -0.001288249092546592, 0.07042856886909864, 0.02775542849895595, -0.13717706828522397, 0.08179269654402889, -0.04408787471950109]",2026-06-26,2022-02-24
2000,20,2023-01-01,545,285,"[0.20641331395805282, 0.320870648186391, 0.6830925600179953, -0.0009521615343749865, 0.10528564478094544, 0.1318056238137002, -0.2787453075083566, 0.13181020332490895, -0.09110832594558282]",2022-12-29,2022-02-24
2000,20,2023-04-01,825,305,"[0.21117003688082875, 0.43386682750139066, -0.3479066790074707, -0.001900943263403399, 0.2062054013362123, -0.0437652338142757, -0.1330859701902884, -0.09726720276073476, 0.0660120621656844]",2023-03-29,2022-02-24
2000,20,2023-07-01,1130,325,"[0.1566682922887906, 0.6003918199126564, -0.41480782748519673, 0.0035079319072953592, 0.1573787643990056, -0.05000330403824461, -0.11165824432166174, -0.015385160568192011, 0.02317587643638106]",2023-06-28,2022-02-24
2000,20,2023-10-01,1460,320,"[0.29833779571238833, 0.7465894904569896, -0.32607398862072917, -0.0020682968885456926, 0.2389726379775978, 0.06254346012300403, -0.2062702037895262, 0.0442915539662191, -0.14160574516584867]",2023-09-28,2022-02-24
2000,20,2024-01-01,1785,285,"[0.3748513513924864, 0.8469566960928195, -0.2487147993027289, 0.008479042569137181, 0.1827625190361979, 0.06709710667791054, -0.19627695670947945, 0.061789798089572745, -0.10689342452506494]",2023-12-29,2022-02-24
2000,20,2024-04-01,2070,300,"[0.4531130677339544, 1.0688552347222282, -0.37906992871565687, 0.00045279320544686606, 0.13924645066266553, 0.06073316540724106, -0.1560017412782803, 0.053550700339858016, -0.09707578192604162]",2024-03-29,2022-02-24
2000,20,2024-07-01,2370,330,"[0.49971459112431676, 1.164895089182195, -0.26948754521510876, 0.0011024011106594228, 0.19032976672141044, 0.0717320520797013, -0.10715211549601872, 0.035058926259103354, -0.18886622845349768]",2024-06-28,2022-02-24
2000,20,2024-10-01,2695,325,"[0.5529339190284908, 1.159962395671948, -0.18824376096661136, 0.0058682689913252106, 0.17163416364678083, 0.15165004581608574, -0.15383398536901058, 0.007867958697956194, -0.17144991380051175]",2024-09-27,2022-02-24
