currency,quarter,median_score,min_score,max_score,median_scale,n_signals,candidate
KZT,2023Q1,-282.77572884454685,-668.0868698915706,46.661566285807965,106.86836353288808,8,local_ridge
KZT,2023Q2,-349.13073826334255,-594.7794892273461,-65.17135941173183,102.41126801919664,4,local_ridge
KZT,2023Q3,-162.18804597355154,-538.0587102998777,312.7464470092285,105.76627453733734,36,local_ridge
KZT,2023Q4,-73.9663994504293,-283.02008330354226,196.7439295460684,86.49660301570032,44,local_ridge
KZT,2024Q1,-10.338342497430887,-360.5586712573279,562.5443999694903,62.89858146747409,41,local_ridge
KZT,2024Q2,-23.250635734676862,-182.6310149282498,453.86045898484167,40.44075139715852,27,local_ridge
KZT,2024Q3,-182.56652726031678,-355.8339891511372,42.70796296152591,109.72948790787589,3,local_ridge
KZT,2024Q4,-118.49357405792296,-458.68227904260743,144.86468499470888,78.6943428075888,7,local_ridge
KZT,2025Q1,-165.7404557881468,-459.03208283663173,177.37023768677219,124.29888953909818,12,local_ridge
KZT,2025Q2,-48.4007062853708,-304.9847536957575,300.86476594394566,88.33874438909943,28,local_ridge
KZT,2025Q3,-65.07019055949155,-442.6945862083538,390.82433479540157,83.90162968562117,27,local_ridge
KZT,2025Q4,-137.50718781431152,-239.83470763263233,84.16423371771131,99.40301222783557,7,local_ridge
KZT,2026Q1,-186.28242913334788,-383.3280053292566,-46.88382038910336,92.73031716680667,0,local_ridge
KZT,2026Q2,-166.2202415660687,-298.33089527932566,14.21499943203392,110.63059806063633,5,local_ridge
KZT,2026Q3,-113.18531996148778,-302.5004309312439,33.79113413652655,96.67187722490681,12,local_ridge
TJS,2022Q1,,,,91.80175113155306,0,local_ridge
TJS,2022Q2,,,,336.91921316474475,0,local_ridge
TJS,2022Q3,-605.8875218686347,-840.7481417240068,-159.257179165381,133.53267544937376,3,local_ridge
TJS,2022Q4,-86.4443396074397,-507.1335988994273,155.92075557327928,91.64530748929639,50,local_ridge
TJS,2023Q1,-273.6032211594973,-421.5182085415576,-78.98583471262549,72.18295300744091,1,local_ridge
TJS,2023Q2,-115.9223701017905,-398.48139524475084,119.4062051372942,74.57541200923056,32,local_ridge
TJS,2023Q3,-160.4125087173511,-312.8047183952233,144.96391843446088,85.73168606989316,14,local_ridge
TJS,2023Q4,21.6237932736216,-172.3002063490467,209.23073999727205,74.22405213730877,45,local_ridge
TJS,2024Q1,89.57589823128905,-285.30631791524047,275.17600399988675,49.11118544733222,48,local_ridge
TJS,2024Q2,54.534342841707286,-99.24063655598465,215.25572618564513,39.664094094568114,20,local_ridge
TJS,2024Q3,-59.935641548526455,-248.66377653228045,185.83357873218011,112.20158951016049,5,local_ridge
TJS,2024Q4,-103.10593443974102,-406.6378935006685,91.01497699926932,58.97680526059397,1,local_ridge
TJS,2025Q1,-209.58036785594172,-447.83311916393376,48.64705216695239,118.29525373814285,1,local_ridge
TJS,2025Q2,-93.16379304469093,-175.52434221526875,228.87066232340413,84.50254413792887,10,local_ridge
TJS,2025Q3,-85.60730911029053,-277.52250629730327,343.5049735729601,81.0484688216286,23,local_ridge
TJS,2025Q4,-132.61319142036297,-244.1866336016292,55.50395369837565,94.98703109492408,8,local_ridge
TJS,2026Q1,-110.29536061660315,-248.31588737579563,77.04597219071906,70.958797900612,12,local_ridge
TJS,2026Q2,-96.35744940249502,-200.0846041001851,101.96636402468937,77.86413421311887,15,local_ridge
TJS,2026Q3,-25.21580010144322,-170.91492416561817,117.19635241021396,79.01344696849874,34,local_ridge
UZS,2022Q1,,,,90.06199762249109,0,local_ridge
UZS,2022Q2,,,,312.4184255132823,0,local_ridge
UZS,2022Q3,-632.4596197400367,-875.269588468778,-61.65320036300335,133.38388629614758,6,local_ridge
UZS,2022Q4,-88.75523819570732,-553.2786908358021,199.06562071108135,93.99128659833961,52,local_ridge
UZS,2023Q1,-214.4888135652339,-535.5899409258379,595.9441487343327,60.53689001164271,22,local_ridge
UZS,2023Q2,-270.68945904763353,-493.3298354370448,186.47280434840712,78.05441458022605,4,local_ridge
UZS,2023Q3,-137.08590790397415,-332.48603852277546,138.00315907543322,88.25667229247132,16,local_ridge
UZS,2023Q4,-49.36412208114509,-231.0238979978891,135.60110301333722,76.01652024205171,41,local_ridge
UZS,2024Q1,42.906167334760795,-336.573913768624,316.9708052230858,48.10833674145252,42,local_ridge
UZS,2024Q2,55.542923373878736,-111.17938776941028,275.16735494388763,41.41919475709891,36,local_ridge
UZS,2024Q3,-81.19160576831327,-244.04893813453913,114.34052188583155,110.6831875328175,5,local_ridge
UZS,2024Q4,-114.94369406363772,-423.05185389892216,217.07728106611836,56.98026373287371,7,local_ridge
UZS,2025Q1,-235.8874435073277,-449.38905561162073,3.725963756609474,117.73037772602424,0,local_ridge
UZS,2025Q2,-119.43374344009834,-235.7378321037911,162.71205326127955,71.54369809750423,2,local_ridge
UZS,2025Q3,-94.13853817945653,-340.8835130409941,364.4791108146783,93.9761492366581,20,local_ridge
UZS,2025Q4,-162.247109771527,-314.83460650355073,52.33768683067683,105.11682405958106,8,local_ridge
UZS,2026Q1,-153.20488638618235,-329.56524160848306,85.2145398276771,73.49370248103659,14,local_ridge
UZS,2026Q2,-132.44721093410442,-261.9186880079416,61.403531088172144,86.69194097682663,12,local_ridge
UZS,2026Q3,-60.66386871825287,-191.04768028855347,93.4712198804784,83.26179419163093,27,local_ridge
AMD,2022Q1,,,,104.07168866995647,0,local_rescaled
AMD,2022Q2,,,,303.61589596293965,0,local_rescaled
AMD,2022Q3,-4.511076108325792,-10.568581325913089,0.48360395713988086,132.58744517224517,2,local_rescaled
AMD,2022Q4,0.23109832369603717,-2.9825059916436882,3.775017096783033,95.85401023120025,53,local_rescaled
AMD,2023Q1,-4.521055953400935,-7.587076826083419,-0.9299847364573278,65.83714044230086,0,local_rescaled
AMD,2023Q2,-2.4731474326092187,-6.305799800810896,3.436661675846758,74.88833131475154,1,local_rescaled
AMD,2023Q3,-1.072734581104232,-3.0932686443162365,1.8285253881420138,87.03546362694752,12,local_rescaled
AMD,2023Q4,-0.11105033976650647,-1.7382759718111307,2.9409491393330445,78.84078175642381,41,local_rescaled
AMD,2024Q1,3.353279546791071,-2.4642891488724286,8.724568231058221,51.48321800623155,56,local_rescaled
AMD,2024Q2,1.0814116409590824,-2.008979277517391,4.977361525452498,42.690832838538725,20,local_rescaled
AMD,2024Q3,-0.3226288293803793,-3.477733839580992,1.3006613059090215,107.31678504477568,0,local_rescaled
AMD,2024Q4,-1.7303872607319981,-5.398683460906256,3.273103989735556,58.399857961227305,1,local_rescaled
AMD,2025Q1,-1.171771702501101,-3.6674137561856153,0.9768845408596966,117.4605677577351,2,local_rescaled
AMD,2025Q2,-1.7088155411499755,-5.594968292447672,2.3754950854583647,67.502766780765,2,local_rescaled
AMD,2025Q3,-1.7207973094777675,-10.658943225319483,7.6710027890162715,64.88113654083018,4,local_rescaled
AMD,2025Q4,-1.7982748141184912,-4.911518736461083,0.6238479322663916,92.97945647949453,11,local_rescaled
AMD,2026Q1,-1.3348003365306973,-3.912985528782555,1.4800716013844812,70.97768451041568,19,local_rescaled
AMD,2026Q2,-1.6497518787332779,-4.063219088519393,1.7227439080820217,76.89613932162835,19,local_rescaled
AMD,2026Q3,-0.15468193597978253,-2.9464311451836993,1.9012822660145035,79.18626686479013,36,local_rescaled
KGS,2022Q1,,,,90.71388468775082,0,local_rescaled
KGS,2022Q2,,,,374.5923194582682,0,local_rescaled
KGS,2022Q3,-4.189126694862198,-12.36729884799072,0.023875152213627637,122.58970696485667,1,local_rescaled
KGS,2022Q4,-1.765903334423835,-6.250106477094708,0.2796115353433969,73.36591243507176,12,local_rescaled
KGS,2023Q1,-5.092917057925934,-22.512135083569575,-0.9898847628090697,65.53880886902971,1,local_rescaled
KGS,2023Q2,-82.67170783153898,-219.27067025644027,-6.3195549983276145,74.71212424323683,0,local_rescaled
KGS,2023Q3,-3.44646020411626,-7.0672230547242645,-1.493386786969834,87.40715819510686,3,local_rescaled
KGS,2023Q4,-1.678220415018532,-3.42658722376102,0.513083807351695,74.39734334801412,54,local_rescaled
KGS,2024Q1,2.2986557837633925,-3.8580336105358,6.150947853116082,48.825082905778245,56,local_rescaled
KGS,2024Q2,0.7264469404816346,-1.5919565312691573,5.289486467422571,40.847431773489745,29,local_rescaled
KGS,2024Q3,-0.5420889653058774,-1.9074424181055247,1.4571983477987778,107.43974062490086,0,local_rescaled
KGS,2024Q4,-1.6991532243462644,-3.5105094841883067,2.4498122841706533,64.11817322367624,1,local_rescaled
KGS,2025Q1,-1.2647896984598166,-4.259531631304102,1.0400417912482944,117.07991120740232,1,local_rescaled
KGS,2025Q2,-1.0566737321587634,-3.052393366552417,2.631059997455279,58.976349285624025,4,local_rescaled
KGS,2025Q3,-0.8749770315321643,-8.313341959049128,8.014348651006806,63.32654304175561,23,local_rescaled
KGS,2025Q4,-1.3850502450032314,-3.269523502163899,1.2945287866222064,92.74179045821288,10,local_rescaled
KGS,2026Q1,-1.4646228203298475,-3.6501079367270526,0.816175348533671,70.49345473038105,9,local_rescaled
KGS,2026Q2,-1.4583466137249883,-3.4957861344467003,0.897878063990295,79.13265340912416,17,local_rescaled
KGS,2026Q3,-0.1604376692416825,-1.95020066427299,1.497360426049431,79.5142466965588,36,local_rescaled
KZT,2022Q1,,,,79.45728572014065,0,local_rescaled
KZT,2022Q2,,,,302.82742183772535,0,local_rescaled
KZT,2022Q3,-3.602735132104045,-8.252701872419747,0.9787083459313076,141.86026519150164,2,local_rescaled
KZT,2022Q4,-1.4866491155291324,-4.874330474913991,1.7003632932175472,111.0379456497215,29,local_rescaled
KZT,2023Q1,-2.6858620971305225,-8.421216437450061,0.6644996292252565,106.86836353288808,6,local_rescaled
KZT,2023Q2,-3.624438973941698,-8.306599598851962,-0.9797334028578418,102.41126801919664,2,local_rescaled
KZT,2023Q3,-1.1252711738995103,-3.8640501491144894,4.281266283495633,105.76627453733734,41,local_rescaled
KZT,2023Q4,-0.8957043136958525,-3.368508827802897,1.9532179382322294,86.49660301570032,41,local_rescaled
KZT,2024Q1,-0.15663501223195095,-4.86304015588418,9.197343960990326,62.89858146747409,38,local_rescaled
KZT,2024Q2,-0.38635882515010395,-4.653247353361999,6.816564225268174,40.44075139715852,25,local_rescaled
KZT,2024Q3,-1.4295284572114153,-3.1935266400808233,0.6515505136843398,109.72948790787589,3,local_rescaled
KZT,2024Q4,-1.2602894109079985,-3.194943651342377,2.8859947858450674,78.6943428075888,7,local_rescaled
KZT,2025Q1,-1.4029865355169193,-4.62006361873672,1.199091257119211,124.29888953909818,13,local_rescaled
KZT,2025Q2,-0.5013144822787341,-2.4488950751627008,4.445019502118268,88.33874438909943,27,local_rescaled
KZT,2025Q3,-0.5475914256942103,-9.13161172310546,8.804263044722935,83.90162968562117,27,local_rescaled
KZT,2025Q4,-1.4422275593464207,-3.193245845020037,0.9905975850356893,99.40301222783557,6,local_rescaled
KZT,2026Q1,-1.857861625408543,-3.4140536694246864,-0.6204924561264049,92.73031716680667,0,local_rescaled
KZT,2026Q2,-1.466994795519163,-2.7527204626952724,0.18298975957687597,110.63059806063633,5,local_rescaled
KZT,2026Q3,-1.2657506559736507,-3.2574226576193395,0.30975388292691775,96.67187722490681,12,local_rescaled
TJS,2022Q1,,,,91.80175113155306,0,local_rescaled
TJS,2022Q2,,,,336.91921316474475,0,local_rescaled
TJS,2022Q3,-4.370860765955328,-15.577292258943459,-0.9001094619515856,133.53267544937376,1,local_rescaled
TJS,2022Q4,-0.9291860557386398,-4.665459216345275,1.0584549923886006,91.64530748929639,44,local_rescaled
TJS,2023Q1,-3.577802952641912,-7.60099959105775,-1.2308057140998627,72.18295300744091,0,local_rescaled
TJS,2023Q2,-1.333773161134247,-5.323186410918032,1.9737070960720018,74.57541200923056,26,local_rescaled
TJS,2023Q3,-1.4758912411335314,-4.313215984716618,2.4256210716811104,85.73168606989316,14,local_rescaled
TJS,2023Q4,0.279191513215629,-2.1625225182962984,2.8240173060550426,74.22405213730877,46,local_rescaled
TJS,2024Q1,1.8852307719585943,-3.7954868209062886,5.918182777921586,49.11118544733222,48,local_rescaled
TJS,2024Q2,1.1414397364759563,-2.685481217987148,5.477707737740669,39.664094094568114,27,local_rescaled
TJS,2024Q3,-0.4324853572877503,-2.1247017124830387,3.7372350238547427,112.20158951016049,5,local_rescaled
TJS,2024Q4,-1.5781539962510913,-4.687958867097578,2.1434298047529605,58.97680526059397,4,local_rescaled
TJS,2025Q1,-1.8154077472437287,-4.511344151139565,0.39479809858059123,118.29525373814285,0,local_rescaled
TJS,2025Q2,-1.0233691089260004,-1.914295466333803,4.284942589089739,84.50254413792887,6,local_rescaled
TJS,2025Q3,-0.9204555069056626,-3.5140505519096084,8.180309950894621,81.0484688216286,21,local_rescaled
TJS,2025Q4,-1.3918914551995711,-3.8911138718520575,0.6641187048592166,94.98703109492408,9,local_rescaled
TJS,2026Q1,-1.5275403446382956,-3.570266004508009,1.2104853601045982,70.958797900612,11,local_rescaled
TJS,2026Q2,-1.2958517009567072,-2.728885636675222,1.0520143113963527,77.86413421311887,14,local_rescaled
TJS,2026Q3,-0.33448676014186984,-3.28348421647884,1.693544641912407,79.01344696849874,33,local_rescaled
UZS,2022Q1,,,,90.06199762249109,0,local_rescaled
UZS,2022Q2,,,,312.4184255132823,0,local_rescaled
UZS,2022Q3,-4.981011095531498,-12.778338102190755,-0.42804288523378037,133.38388629614758,1,local_rescaled
UZS,2022Q4,-0.8822092656541525,-5.203905693590193,1.7446465727539364,93.99128659833961,38,local_rescaled
UZS,2023Q1,-2.1273548101582374,-10.820694711982672,7.8486427499585645,60.53689001164271,20,local_rescaled
UZS,2023Q2,-3.3573128824207257,-7.462449214743069,3.964540304474771,78.05441458022605,3,local_rescaled
UZS,2023Q3,-1.391896698399112,-4.0638906706539135,2.317622727491715,88.25667229247132,14,local_rescaled
UZS,2023Q4,-0.5915325798414466,-2.539038807370857,1.915427767408486,76.01652024205171,32,local_rescaled
UZS,2024Q1,0.7114294110903687,-4.460566397380129,7.331095418098715,48.10833674145252,40,local_rescaled
UZS,2024Q2,1.3167850525921843,-3.075946441441866,6.2240690451860905,41.41919475709891,38,local_rescaled
UZS,2024Q3,-0.7102228091503134,-2.425118584139419,1.883041359355568,110.6831875328175,3,local_rescaled
UZS,2024Q4,-1.4816106067590076,-9.754848592707559,4.26206383804869,56.98026373287371,8,local_rescaled
UZS,2025Q1,-2.0023984494997125,-5.714787728159503,0.030765071224457898,117.73037772602424,0,local_rescaled
UZS,2025Q2,-1.4337088450420725,-3.6884667794885577,2.8669332480920353,71.54369809750423,2,local_rescaled
UZS,2025Q3,-0.9692064450705468,-6.016969051295281,4.990986442564405,93.9761492366581,24,local_rescaled
UZS,2025Q4,-1.6040641015705273,-3.0602871605710114,0.6102743789654368,105.11682405958106,9,local_rescaled
UZS,2026Q1,-2.046271736953758,-5.791535828014615,1.85121835513923,73.49370248103659,12,local_rescaled
UZS,2026Q2,-1.4217068098801018,-3.6545837661773297,0.6144059254140624,86.69194097682663,12,local_rescaled
UZS,2026Q3,-0.7285918986880361,-3.8044625695946976,1.7346638174180633,83.26179419163093,24,local_rescaled
AMD,2022Q1,,,,104.07168866995647,0,local_norm
AMD,2022Q2,,,,303.61589596293965,0,local_norm
AMD,2022Q3,-2.8584278474176212,-3.863949375560389,-0.5813599806676566,132.58744517224517,4,local_norm
AMD,2022Q4,-0.2721009755668228,-2.1124784862857973,1.1756766031675911,95.85401023120025,50,local_norm
AMD,2023Q1,-1.4400653203052745,-2.6378345710275335,-0.5562702441713452,65.83714044230086,0,local_norm
AMD,2023Q2,-0.939731104081929,-2.6370837748017033,1.7503250139618614,74.88833131475154,11,local_norm
AMD,2023Q3,-1.3814588371151537,-2.81327135340804,0.8048927750854376,87.03546362694752,6,local_norm
AMD,2023Q4,-0.2616795689307546,-1.9263044946128631,1.9354078189843953,78.84078175642381,44,local_norm
AMD,2024Q1,0.9935950766623259,-1.5577619283873507,2.99903201871253,51.48321800623155,52,local_norm
AMD,2024Q2,-0.7462200374482357,-2.274229258763347,1.7801434183592242,42.690832838538725,3,local_norm
AMD,2024Q3,-1.041762767016516,-2.34835234134274,0.22177515774713452,107.31678504477568,0,local_norm
AMD,2024Q4,-1.4501554863894606,-3.2985767194216287,0.7070603242686162,58.399857961227305,1,local_norm
AMD,2025Q1,-1.482971811477631,-3.4683582720268094,0.5365297266663405,117.4605677577351,11,local_norm
AMD,2025Q2,-2.150772095089481,-3.8704575382605295,-0.24145099811422965,67.502766780765,3,local_norm
AMD,2025Q3,-2.3446056722030684,-5.385620835119576,1.2306983165040912,64.88113654083018,3,local_norm
AMD,2025Q4,-1.440432872620828,-2.9244069986454067,0.6151160462544984,92.97945647949453,27,local_norm
AMD,2026Q1,-0.7527948489927312,-2.841804453949671,0.8813119536454104,70.97768451041568,39,local_norm
AMD,2026Q2,-1.4592924723147878,-2.792252613879912,1.3349269650847084,76.89613932162835,20,local_norm
AMD,2026Q3,-0.37460066319619867,-2.2299530336811095,0.6001471142859767,79.18626686479013,30,local_norm
KGS,2022Q1,,,,90.71388468775082,0,local_norm
KGS,2022Q2,,,,374.5923194582682,0,local_norm
KGS,2022Q3,-2.1399484688856205,-3.487035461661847,0.010695215251053103,122.58970696485667,1,local_norm
KGS,2022Q4,-0.7863191125322349,-3.452448505235493,0.5083390543206789,73.36591243507176,33,local_norm
KGS,2023Q1,-2.159447649028026,-15.192322815551991,-0.4795694497195109,65.53880886902971,1,local_norm
KGS,2023Q2,-96.46701451431679,-220.3161959653867,-1.2292126028825408,74.71212424323683,0,local_norm
KGS,2023Q3,-2.7780949168871167,-4.090864373003117,-1.2374383952079724,87.40715819510686,1,local_norm
KGS,2023Q4,-0.7215127143339077,-2.367332615464782,0.9240265013994292,74.39734334801412,51,local_norm
KGS,2024Q1,0.3005248126162622,-2.0308435385473755,1.7457873914844604,48.825082905778245,53,local_norm
KGS,2024Q2,-0.3138217400903155,-2.152848816913594,1.5588473368842328,40.847431773489745,24,local_norm
KGS,2024Q3,-1.1454529333842958,-2.982725950051493,0.06442641065994859,107.43974062490086,0,local_norm
KGS,2024Q4,-1.9255805078018287,-3.6713078512103814,-0.40690276132723535,64.11817322367624,0,local_norm
KGS,2025Q1,-1.3759656445048716,-3.9395194604388992,0.3872032917509205,117.07991120740232,9,local_norm
KGS,2025Q2,-1.7613009440087155,-2.7892139145766164,0.4783068373248833,58.976349285624025,2,local_norm
KGS,2025Q3,-1.8698815188427793,-4.962955938136642,1.3920088400047335,63.32654304175561,8,local_norm
KGS,2025Q4,-0.8782589228412446,-2.1182169419252395,1.578969964006423,92.74179045821288,49,local_norm
KGS,2026Q1,-0.4213054372227638,-2.1186358616672294,1.0448325513150558,70.49345473038105,42,local_norm
KGS,2026Q2,-1.3182531676267075,-2.827544431594772,1.1604642939043657,79.13265340912416,15,local_norm
KGS,2026Q3,-0.13038700465601782,-1.9578559528528419,1.0053354858439218,79.5142466965588,28,local_norm
KZT,2022Q1,,,,79.45728572014065,0,local_norm
KZT,2022Q2,,,,302.82742183772535,0,local_norm
KZT,2022Q3,-2.197825590804645,-3.086488437813813,0.8251358303064893,141.86026519150164,8,local_norm
KZT,2022Q4,-0.8258787556013354,-2.9694989909872795,1.0753823020918807,111.0379456497215,44,local_norm
KZT,2023Q1,-1.5768983555183258,-3.503024205145552,-0.030596465274688178,106.86836353288808,4,local_norm
KZT,2023Q2,-1.1801067196050576,-3.194021871350394,0.6563218963611537,102.41126801919664,21,local_norm
KZT,2023Q3,-1.2986416862331085,-4.098557057510336,1.9950372070469475,105.76627453733734,20,local_norm
KZT,2023Q4,-0.7598147962889354,-2.413421096165812,0.8799743845712915,86.49660301570032,31,local_norm
KZT,2024Q1,-0.38860234475176625,-3.0738303753697522,4.3330882806953275,62.89858146747409,35,local_norm
KZT,2024Q2,-0.9968862980037587,-2.449884762295437,2.7279024356047676,40.44075139715852,16,local_norm
KZT,2024Q3,-1.9970239367807479,-3.480149300405304,-0.07678513111615859,109.72948790787589,1,local_norm
KZT,2024Q4,-1.2639165130305197,-2.9255873030868944,0.5734821250954165,78.6943428075888,11,local_norm
KZT,2025Q1,-1.0275761063971012,-3.2195518441401108,1.7748130124041384,124.29888953909818,22,local_norm
KZT,2025Q2,-0.9194996276739911,-3.045787701634443,1.6283233554520977,88.33874438909943,20,local_norm
KZT,2025Q3,-1.3431100684080208,-5.729697383582911,1.6031472736366437,83.90162968562117,21,local_norm
KZT,2025Q4,-1.5379233915804456,-2.585468105928607,-0.0030631503846525465,99.40301222783557,6,local_norm
KZT,2026Q1,-1.2291422472605968,-3.1569866899943513,-0.25217039427485755,92.73031716680667,5,local_norm
KZT,2026Q2,-1.3773218419968483,-2.6380405267600198,-0.19768036274621237,110.63059806063633,10,local_norm
KZT,2026Q3,-1.6618963662122974,-3.3709857064279154,-0.1441905131503125,96.67187722490681,7,local_norm
TJS,2022Q1,,,,91.80175113155306,0,local_norm
TJS,2022Q2,,,,336.91921316474475,0,local_norm
TJS,2022Q3,-2.5180221213365765,-3.715323505046888,-0.41501859125790064,133.53267544937376,3,local_norm
TJS,2022Q4,-0.10119785409753579,-2.32908783914694,1.3083831121529244,91.64530748929639,47,local_norm
TJS,2023Q1,-1.1663742113327173,-2.18321747262833,-0.24366194453036827,72.18295300744091,0,local_norm
TJS,2023Q2,-1.4909927898242703,-3.4044886182719445,0.2995877230481504,74.57541200923056,6,local_norm
TJS,2023Q3,-1.3115293468756484,-2.6095127670256186,0.6718056227770612,85.73168606989316,7,local_norm
TJS,2023Q4,-0.03018166958092755,-1.9018378002388527,1.7642945634412404,74.22405213730877,46,local_norm
TJS,2024Q1,0.5532164477969331,-2.142529688835493,1.8723026502992592,49.11118544733222,43,local_norm
TJS,2024Q2,-0.5731697570562335,-2.8248773949564745,1.7949498648681828,39.664094094568114,9,local_norm
TJS,2024Q3,-0.7238824783710204,-3.857748227164072,0.4167569164607824,112.20158951016049,2,local_norm
TJS,2024Q4,-1.7588712368131252,-4.028584678144841,1.9793503130773227,58.97680526059397,4,local_norm
TJS,2025Q1,-1.9635783374780438,-4.424263871863985,-0.20786299727334945,118.29525373814285,3,local_norm
TJS,2025Q2,-1.7988004519457141,-2.7475708002611614,0.7396033167512843,84.50254413792887,1,local_norm
TJS,2025Q3,-1.9922986575360158,-4.365560576250078,1.4636602854259215,81.0484688216286,6,local_norm
TJS,2025Q4,-1.146486912402885,-2.661007488942051,0.6684474070310527,94.98703109492408,38,local_norm
TJS,2026Q1,-1.238822483850591,-2.847618674345446,0.5087263683776848,70.958797900612,24,local_norm
TJS,2026Q2,-1.4567580369041246,-2.5373336681779204,1.0272391138636987,77.86413421311887,18,local_norm
TJS,2026Q3,-0.5894453663535048,-2.5791608997767708,0.44879239682766836,79.01344696849874,29,local_norm
UZS,2022Q1,,,,90.06199762249109,0,local_norm
UZS,2022Q2,,,,312.4184255132823,0,local_norm
UZS,2022Q3,-3.005791148648343,-4.465007379852991,-0.572527888530603,133.38388629614758,6,local_norm
UZS,2022Q4,-0.5772922529071336,-3.586504948685193,1.093495317028764,93.99128659833961,37,local_norm
UZS,2023Q1,0.2482681096371826,-4.228199460756639,11.503555004715126,60.53689001164271,34,local_norm
UZS,2023Q2,-0.9654936174557475,-2.6751124594417712,1.8098855113669767,78.05441458022605,7,local_norm
UZS,2023Q3,-1.8090056444821085,-3.1913369643738476,0.5931454321606398,88.25667229247132,5,local_norm
UZS,2023Q4,-0.4172695309885345,-2.1046263059898074,1.166352142608209,76.01652024205171,31,local_norm
UZS,2024Q1,0.0004072319297285798,-3.7913770095891515,2.129169504229129,48.10833674145252,37,local_norm
