n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,lookback_days,primary_ceiling,emitted_floor,fallback_weekday,weekly_cap
260,208,52,1.0282485875706215,0.46153846153846156,0.3379032258064516,1.365889480447953,65.21234823515258,1.3047138047138047,0.9689265536723164,1.0875706214689267,0.6009615384615384,0.7636363636363637,1.1772727272727272,1.365889480447953,1.365889480447953,1.0282485875706215,1.0282485875706215,14,1.0,1.0,2,2
256,208,48,1.0124293785310736,0.46484375,0.3379032258064516,1.3756712410501193,66.20420711815702,1.2761578044596913,0.9491525423728814,1.0480225988700564,0.3846153846153846,0.7159090909090909,1.1772727272727272,1.3756712410501193,1.3756712410501193,1.0124293785310736,1.0124293785310736,14,1.0,1.0,3,2
280,203,77,1.1073446327683616,0.4392857142857143,0.3379032258064516,1.300034094783498,58.683279491331646,1.1839054330529668,1.0282485875706215,1.1864406779661016,0.641025641025641,0.8590909090909091,1.2568181818181818,1.300034094783498,1.300034094783498,1.1073446327683616,1.1073446327683616,14,1.0,1.25,0,2
277,207,70,1.0954802259887007,0.45126353790613716,0.3379032258064516,1.3354815918940575,61.47655771983023,1.2633228840125392,1.0282485875706215,1.1666666666666667,0.6656804733727811,0.8272727272727273,1.2568181818181818,1.3354815918940575,1.3354815918940575,1.0954802259887007,1.0954802259887007,14,1.0,1.25,2,2
272,208,64,1.0757062146892655,0.4632352941176471,0.3379032258064516,1.3709111329496,63.36716936975452,1.2581168831168832,1.0084745762711864,1.1271186440677967,0.706436420722135,0.7795454545454547,1.2568181818181818,1.3709111329496,1.3709111329496,1.0757062146892655,1.0757062146892655,14,1.0,1.25,3,2
252,206,46,0.9966101694915255,0.4642857142857143,0.3379032258064516,1.374019774974429,52.451965061739486,1.219572166215884,0.9293785310734464,1.0480225988700564,1.0683760683760684,0.8590909090909091,1.2568181818181818,1.374019774974429,1.374019774974429,0.9966101694915255,0.9966101694915255,21,0.5,0.75,0,2
251,207,44,0.9926553672316385,0.46613545816733065,0.3379032258064516,1.379493957344845,52.81831490182745,1.244979919678715,0.9293785310734464,1.0480225988700564,1.0683760683760684,0.8590909090909091,1.2568181818181818,1.379493957344845,1.379493957344845,0.9926553672316385,0.9926553672316385,21,0.5,0.75,2,2
250,208,42,0.9887005649717514,0.472,0.3379032258064516,1.3968496420047734,54.70967726595261,1.3072289156626506,0.9293785310734464,1.0480225988700564,1.088534107402032,0.8431818181818181,1.2568181818181818,1.3968496420047734,1.3968496420047734,0.9887005649717514,0.9887005649717514,21,0.5,0.75,3,2
252,206,46,0.9966101694915255,0.4642857142857143,0.3379032258064516,1.374019774974429,52.451965061739486,1.219572166215884,0.9293785310734464,1.0480225988700564,1.0683760683760684,0.8590909090909091,1.2568181818181818,1.374019774974429,1.374019774974429,0.9966101694915255,0.9966101694915255,21,0.5,1.0,0,2
251,207,44,0.9926553672316385,0.46613545816733065,0.3379032258064516,1.379493957344845,52.81831490182745,1.244979919678715,0.9293785310734464,1.0480225988700564,1.0683760683760684,0.8590909090909091,1.2568181818181818,1.379493957344845,1.379493957344845,0.9926553672316385,0.9926553672316385,21,0.5,1.0,2,2
250,208,42,0.9887005649717514,0.472,0.3379032258064516,1.3968496420047734,54.70967726595261,1.3072289156626506,0.9293785310734464,1.0480225988700564,1.088534107402032,0.8431818181818181,1.2568181818181818,1.3968496420047734,1.3968496420047734,0.9887005649717514,0.9887005649717514,21,0.5,1.0,3,2
263,204,59,1.0401129943502825,0.46387832699619774,0.3379032258064516,1.3728141419457882,54.43765572762113,1.1717458067564375,0.9689265536723164,1.1073446327683616,1.1936339522546418,0.8925,1.2727272727272727,1.3728141419457882,1.3728141419457882,1.0401129943502825,1.0401129943502825,21,0.5,1.25,0,2
261,207,54,1.0322033898305085,0.47509578544061304,0.3379032258064516,1.4060113936667307,56.654192169512434,1.2549397590361446,0.9689265536723164,1.1073446327683616,1.214574898785425,0.875,1.2727272727272727,1.4060113936667307,1.4060113936667307,1.0322033898305085,1.0322033898305085,21,0.5,1.25,2,2
258,208,50,1.0203389830508476,0.47674418604651164,0.3379032258064516,1.4108897152689128,58.85454645941719,1.314698795180723,0.9491525423728814,1.0875706214689267,1.0683760683760684,0.8590909090909091,1.2727272727272727,1.4108897152689128,1.4108897152689128,1.0203389830508476,1.0203389830508476,21,0.5,1.25,3,2
257,206,51,1.0163841807909604,0.4591439688715953,0.3379032258064516,1.3588031537011414,53.51837098696154,1.2465034965034965,0.9293785310734464,1.0875706214689267,0.8391608391608391,0.875,1.2568181818181818,1.3588031537011414,1.3588031537011414,1.0163841807909604,1.0163841807909604,21,0.75,0.75,0,2
254,207,47,1.0045197740112994,0.4645669291338583,0.3379032258064516,1.374852009847218,54.3643108084573,1.2465034965034965,0.9293785310734464,1.0677966101694916,0.8708272859216255,0.8431818181818181,1.2568181818181818,1.374852009847218,1.374852009847218,1.0045197740112994,1.0045197740112994,21,0.75,0.75,2,2
253,208,45,1.0005649717514125,0.47035573122529645,0.3379032258064516,1.3919835482562473,54.90146166821884,1.3006993006993006,0.9293785310734464,1.0480225988700564,0.8875739644970414,0.8272727272727273,1.2568181818181818,1.3919835482562473,1.3919835482562473,1.0005649717514125,1.0005649717514125,21,0.75,0.75,3,2
257,206,51,1.0163841807909604,0.4591439688715953,0.3379032258064516,1.3588031537011414,53.51837098696154,1.2465034965034965,0.9293785310734464,1.0875706214689267,0.8391608391608391,0.875,1.2568181818181818,1.3588031537011414,1.3588031537011414,1.0163841807909604,1.0163841807909604,21,0.75,1.0,0,2
254,207,47,1.0045197740112994,0.4645669291338583,0.3379032258064516,1.374852009847218,54.3643108084573,1.2465034965034965,0.9293785310734464,1.0677966101694916,0.8708272859216255,0.8431818181818181,1.2568181818181818,1.374852009847218,1.374852009847218,1.0045197740112994,1.0045197740112994,21,0.75,1.0,2,2
253,208,45,1.0005649717514125,0.47035573122529645,0.3379032258064516,1.3919835482562473,54.90146166821884,1.3006993006993006,0.9293785310734464,1.0480225988700564,0.8875739644970414,0.8272727272727273,1.2568181818181818,1.3919835482562473,1.3919835482562473,1.0005649717514125,1.0005649717514125,21,0.75,1.0,3,2
271,204,67,1.0717514124293785,0.45018450184501846,0.3379032258064516,1.3322882632167612,54.59923466899084,1.2297520661157024,0.9689265536723164,1.1468926553672316,0.9109311740890688,0.9068181818181819,1.2886363636363636,1.3322882632167612,1.3322882632167612,1.0717514124293785,1.0717514124293785,21,0.75,1.25,0,2
268,207,61,1.0598870056497176,0.4664179104477612,0.3379032258064516,1.3803298543084104,57.01566942675449,1.2297520661157024,0.9689265536723164,1.1271186440677967,0.9440559440559441,0.875,1.2886363636363636,1.3803298543084104,1.3803298543084104,1.0598870056497176,1.0598870056497176,21,0.75,1.25,2,2
266,208,58,1.0519774011299436,0.47368421052631576,0.3379032258064516,1.4018339404597413,59.13420749938335,1.3047138047138047,0.9689265536723164,1.1073446327683616,0.9796806966618287,0.8431818181818181,1.2886363636363636,1.4018339404597413,1.4018339404597413,1.0519774011299436,1.0519774011299436,21,0.75,1.25,3,2
257,206,51,1.0163841807909604,0.4591439688715953,0.3379032258064516,1.3588031537011414,53.51837098696154,1.2465034965034965,0.9293785310734464,1.0875706214689267,0.8391608391608391,0.875,1.2568181818181818,1.3588031537011414,1.3588031537011414,1.0163841807909604,1.0163841807909604,21,1.0,0.75,0,2
254,207,47,1.0045197740112994,0.4645669291338583,0.3379032258064516,1.374852009847218,54.3643108084573,1.2465034965034965,0.9293785310734464,1.0677966101694916,0.8708272859216255,0.8431818181818181,1.2568181818181818,1.374852009847218,1.374852009847218,1.0045197740112994,1.0045197740112994,21,1.0,0.75,2,2
253,208,45,1.0005649717514125,0.47035573122529645,0.3379032258064516,1.3919835482562473,54.90146166821884,1.3006993006993006,0.9293785310734464,1.0480225988700564,0.8875739644970414,0.8272727272727273,1.2568181818181818,1.3919835482562473,1.3919835482562473,1.0005649717514125,1.0005649717514125,21,1.0,0.75,3,2
257,206,51,1.0163841807909604,0.4591439688715953,0.3379032258064516,1.3588031537011414,53.51837098696154,1.2465034965034965,0.9293785310734464,1.0875706214689267,0.8391608391608391,0.875,1.2568181818181818,1.3588031537011414,1.3588031537011414,1.0163841807909604,1.0163841807909604,21,1.0,1.0,0,2
254,207,47,1.0045197740112994,0.4645669291338583,0.3379032258064516,1.374852009847218,54.3643108084573,1.2465034965034965,0.9293785310734464,1.0677966101694916,0.8708272859216255,0.8431818181818181,1.2568181818181818,1.374852009847218,1.374852009847218,1.0045197740112994,1.0045197740112994,21,1.0,1.0,2,2
253,208,45,1.0005649717514125,0.47035573122529645,0.3379032258064516,1.3919835482562473,54.90146166821884,1.3006993006993006,0.9293785310734464,1.0480225988700564,0.8875739644970414,0.8272727272727273,1.2568181818181818,1.3919835482562473,1.3919835482562473,1.0005649717514125,1.0005649717514125,21,1.0,1.0,3,2
271,204,67,1.0717514124293785,0.45018450184501846,0.3379032258064516,1.3322882632167612,54.59923466899084,1.2297520661157024,0.9689265536723164,1.1468926553672316,0.9109311740890688,0.9068181818181819,1.2886363636363636,1.3322882632167612,1.3322882632167612,1.0717514124293785,1.0717514124293785,21,1.0,1.25,0,2
268,207,61,1.0598870056497176,0.4664179104477612,0.3379032258064516,1.3803298543084104,57.01566942675449,1.2297520661157024,0.9689265536723164,1.1271186440677967,0.9440559440559441,0.875,1.2886363636363636,1.3803298543084104,1.3803298543084104,1.0598870056497176,1.0598870056497176,21,1.0,1.25,2,2
266,208,58,1.0519774011299436,0.47368421052631576,0.3379032258064516,1.4018339404597413,59.13420749938335,1.3047138047138047,0.9689265536723164,1.1073446327683616,0.9796806966618287,0.8431818181818181,1.2886363636363636,1.4018339404597413,1.4018339404597413,1.0519774011299436,1.0519774011299436,21,1.0,1.25,3,2
237,205,32,0.9372881355932203,0.4978902953586498,0.3379032258064516,1.4734700865029255,75.29424625882656,1.3943775100401608,0.8700564971751413,0.9887005649717514,0.7766272189349112,0.8272727272727273,1.0977272727272729,1.4734700865029255,1.4734700865029255,0.9372881355932203,0.9372881355932203,28,0.5,0.75,0,2
235,206,29,0.9293785310734464,0.4978723404255319,0.3379032258064516,1.4734169501853451,74.90206071770037,1.4260679079956189,0.8700564971751413,0.9887005649717514,0.7918552036199096,0.8113636363636363,1.0977272727272729,1.4734169501853451,1.4734169501853451,0.9293785310734464,0.9293785310734464,28,0.5,0.75,2,2
229,207,22,0.9056497175141243,0.4978165938864629,0.3379032258064516,1.4732519723608926,73.99061359673362,1.409090909090909,0.8502824858757062,0.9491525423728814,0.5016722408026756,0.7318181818181818,1.0977272727272729,1.4732519723608926,1.4732519723608926,0.9056497175141243,0.9056497175141243,28,0.5,0.75,3,2
243,204,39,0.9610169491525424,0.49794238683127573,0.3379032258064516,1.4736242474243006,77.13742017012139,1.411764705882353,0.8898305084745763,1.0084745762711864,0.7619738751814223,0.8431818181818181,1.101123595505618,1.4736242474243006,1.4736242474243006,0.9610169491525424,0.9610169491525424,28,0.5,1.0,0,2
238,205,33,0.9412429378531074,0.48739495798319327,0.3379032258064516,1.4424098995206676,71.75993767150054,1.3866666666666667,0.8700564971751413,0.9887005649717514,0.7766272189349112,0.8272727272727273,1.0977272727272729,1.4424098995206676,1.4424098995206676,0.9412429378531074,0.9412429378531074,28,0.5,1.0,2,2
230,207,23,0.9096045197740114,0.4956521739130435,0.3379032258064516,1.4668465290028019,70.33720052229882,1.409090909090909,0.8700564971751413,0.9491525423728814,0.5016722408026756,0.7318181818181818,1.0977272727272729,1.4668465290028019,1.4668465290028019,0.9096045197740114,0.9096045197740114,28,0.5,1.0,3,2
244,204,40,0.9649717514124294,0.4959016393442623,0.3379032258064516,1.4675848037873156,77.38871766332029,1.411764705882353,0.8898305084745763,1.0084745762711864,0.7619738751814223,0.8431818181818181,1.1168539325842697,1.4675848037873156,1.4675848037873156,0.9649717514124294,0.9649717514124294,28,0.5,1.25,0,2
239,205,34,0.9451977401129943,0.48535564853556484,0.3379032258064516,1.4363747116565642,71.19153700786872,1.3866666666666667,0.8898305084745763,0.9887005649717514,0.7766272189349112,0.8272727272727273,1.0977272727272729,1.4363747116565642,1.4363747116565642,0.9451977401129943,0.9451977401129943,28,0.5,1.25,2,2
231,207,24,0.9135593220338984,0.4935064935064935,0.3379032258064516,1.4604965440287636,69.75527402247715,1.409090909090909,0.8700564971751413,0.9491525423728814,0.5016722408026756,0.7318181818181818,1.0977272727272729,1.4604965440287636,1.4604965440287636,0.9135593220338984,0.9135593220338984,28,0.5,1.25,3,2
239,205,34,0.9451977401129943,0.49372384937238495,0.3379032258064516,1.4611397928920222,72.95919372432786,1.3640649554740703,0.8700564971751413,0.9887005649717514,0.8241758241758241,0.7795454545454547,1.1136363636363638,1.4611397928920222,1.4611397928920222,0.9451977401129943,0.9451977401129943,28,0.75,0.75,0,2
237,206,31,0.9372881355932203,0.4936708860759494,0.3379032258064516,1.4609830518715448,72.85394230648399,1.3943775100401608,0.8700564971751413,0.9887005649717514,0.8413461538461539,0.7636363636363637,1.1136363636363638,1.4609830518715448,1.4609830518715448,0.9372881355932203,0.9372881355932203,28,0.75,0.75,2,2
234,207,27,0.9254237288135593,0.48717948717948717,0.3379032258064516,1.441772229361728,71.81173611245508,1.380333951762523,0.8700564971751413,0.9689265536723164,0.5016722408026756,0.7318181818181818,1.1136363636363638,1.441772229361728,1.441772229361728,0.9254237288135593,0.9254237288135593,28,0.75,0.75,3,2
250,205,45,0.9887005649717514,0.488,0.3379032258064516,1.444200477326969,73.8066561967713,1.3694779116465863,0.9096045197740114,1.0480225988700564,0.8241758241758241,0.7795454545454547,1.1454545454545455,1.444200477326969,1.444200477326969,0.9887005649717514,0.9887005649717514,28,0.75,1.0,0,2
245,206,39,0.9689265536723164,0.4816326530612245,0.3379032258064516,1.425356777555891,69.12870740540647,1.3640649554740703,0.9096045197740114,1.0282485875706215,0.8413461538461539,0.7636363636363637,1.1454545454545455,1.425356777555891,1.425356777555891,0.9689265536723164,0.9689265536723164,28,0.75,1.0,2,2
241,207,34,0.9531073446327685,0.47717842323651455,0.3379032258064516,1.4121748086235753,66.31204540071859,1.3333333333333333,0.9096045197740114,0.9887005649717514,0.5016722408026756,0.7318181818181818,1.1454545454545455,1.4121748086235753,1.4121748086235753,0.9531073446327685,0.9531073446327685,28,0.75,1.0,3,2
258,205,53,1.0203389830508476,0.47674418604651164,0.3379032258064516,1.4108897152689128,71.08674347456537,1.3415293828374724,0.9491525423728814,1.0875706214689267,0.8241758241758241,0.7795454545454547,1.1772727272727272,1.4108897152689128,1.4108897152689128,1.0203389830508476,1.0203389830508476,28,0.75,1.25,0,2
253,206,47,1.0005649717514125,0.47035573122529645,0.3379032258064516,1.3919835482562473,65.78168427002889,1.3072289156626506,0.9491525423728814,1.0677966101694916,0.8413461538461539,0.7636363636363637,1.1772727272727272,1.3919835482562473,1.3919835482562473,1.0005649717514125,1.0005649717514125,28,0.75,1.25,2,2
248,207,41,0.9807909604519774,0.4717741935483871,0.3379032258064516,1.3961813842482103,64.35260365241945,1.2820512820512822,0.9293785310734464,1.0282485875706215,0.613747954173486,0.7477272727272728,1.1772727272727272,1.3961813842482103,1.3961813842482103,0.9807909604519774,0.9807909604519774,28,0.75,1.25,3,2
239,205,34,0.9451977401129943,0.49372384937238495,0.3379032258064516,1.4611397928920222,71.43089044559817,1.3640649554740703,0.8700564971751413,0.9887005649717514,0.8241758241758241,0.7795454545454547,1.1136363636363638,1.4611397928920222,1.4611397928920222,0.9451977401129943,0.9451977401129943,28,1.0,0.75,0,2
237,206,31,0.9372881355932203,0.4936708860759494,0.3379032258064516,1.4609830518715448,71.31274195367219,1.3943775100401608,0.8700564971751413,0.9887005649717514,0.8413461538461539,0.7636363636363637,1.1136363636363638,1.4609830518715448,1.4609830518715448,0.9372881355932203,0.9372881355932203,28,1.0,0.75,2,2
234,207,27,0.9254237288135593,0.48717948717948717,0.3379032258064516,1.441772229361728,71.81173611245508,1.380333951762523,0.8700564971751413,0.9689265536723164,0.5016722408026756,0.7318181818181818,1.1136363636363638,1.441772229361728,1.441772229361728,0.9254237288135593,0.9254237288135593,28,1.0,0.75,3,2
252,205,47,0.9966101694915255,0.48412698412698413,0.3379032258064516,1.432738568776755,70.90303544068887,1.3415293828374724,0.9096045197740114,1.0677966101694916,0.8241758241758241,0.7795454545454547,1.1772727272727272,1.432738568776755,1.432738568776755,0.9966101694915255,0.9966101694915255,28,1.0,1.0,0,2
247,206,41,0.9768361581920904,0.4777327935222672,0.3379032258064516,1.4138154271303374,66.2041870290905,1.3350422968469624,0.9096045197740114,1.0480225988700564,0.8413461538461539,0.7636363636363637,1.1772727272727272,1.4138154271303374,1.4138154271303374,0.9768361581920904,0.9768361581920904,28,1.0,1.0,2,2
243,207,36,0.9610169491525424,0.4732510288065844,0.3379032258064516,1.4005519706925171,64.40245296148848,1.3071895424836601,0.9096045197740114,1.0084745762711864,0.5016722408026756,0.7318181818181818,1.1772727272727272,1.4005519706925171,1.4005519706925171,0.9610169491525424,0.9610169491525424,28,1.0,1.0,3,2
262,205,57,1.0361581920903955,0.46946564885496184,0.3379032258064516,1.3893494142724407,66.50715200903494,1.2889203874320814,0.9491525423728814,1.1271186440677967,0.8241758241758241,0.7795454545454547,1.240909090909091,1.3893494142724407,1.3893494142724407,1.0361581920903955,1.0361581920903955,28,1.0,1.25,0,2
257,206,51,1.0163841807909604,0.46303501945525294,0.3379032258064516,1.3703184346647104,61.19556470913072,1.2549397590361446,0.9491525423728814,1.1073446327683616,0.8413461538461539,0.7636363636363637,1.240909090909091,1.3703184346647104,1.3703184346647104,1.0163841807909604,1.0163841807909604,28,1.0,1.25,2,2
251,207,44,0.9926553672316385,0.46613545816733065,0.3379032258064516,1.379493957344845,61.70957185199569,1.2345679012345678,0.9293785310734464,1.0677966101694916,0.613747954173486,0.7477272727272728,1.225,1.379493957344845,1.379493957344845,0.9926553672316385,0.9926553672316385,28,1.0,1.25,3,2
