model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,ece_delta
identity_early,currency_year,KGS:2026,217,0.19815668202764977,0.15145988712556535,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0,0.0,0.45977011494252873,0.23753837253251936,0.0
identity_early,currency_year,KZT:2025,365,0.049315068493150684,0.14891407724336292,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.0,0.0,0.20829330771693882,0.030832780274359834,0.0
identity_early,currency_year,KZT:2026,217,0.23963133640552994,0.1219431044238439,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0,0.0,0.4869463869463869,0.3055882509617552,0.0
identity_early,currency_year,TJS:2025,365,0.14246575342465753,0.18616539504659327,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.0,0.0,0.3860899483902679,0.1119280752029574,0.0
identity_early,currency_year,TJS:2026,217,0.18433179723502305,0.1584476993425518,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.0,0.0,0.49675141242937854,0.2696538608896375,0.0
identity_early,currency_year,UZS:2025,365,0.07945205479452055,0.16750045921089043,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.0,0.0,0.3519088669950738,0.0604098208245257,0.0
identity_early,currency_year,UZS:2026,217,0.2626728110599078,0.1403121019333715,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0,0.0,0.5383771929824561,0.40961731171543914,0.0
history_h20_selected,ALL,ALL,2910,0.13711340206185568,0.1676783468058738,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.0,0.0,0.3741152962054678,0.10152054427289763,0.0
history_h20_selected,currency,AMD,582,0.13402061855670103,0.18755330421009617,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.0,0.0,0.31651912901912904,0.09342515052134345,0.0
history_h20_selected,currency,KGS,582,0.1254295532646048,0.17878653027518596,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.0,0.0,0.29800575934548,0.0852874939111021,0.0
history_h20_selected,currency,KZT,582,0.12027491408934708,0.13885788978316427,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.0,0.0,0.28549107142857144,0.08016097129921766,0.0
history_h20_selected,currency,TJS,582,0.15807560137457044,0.17583079029096266,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.0,0.0,0.44165927240461406,0.13519964569238016,0.0
history_h20_selected,currency,UZS,582,0.14776632302405499,0.15736321946995982,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.0,0.0,0.3773677794448612,0.11373884375888584,0.0
history_h20_selected,year,2025,1825,0.08712328767123288,0.18052926647968046,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.0,0.0,0.38031061481196254,0.0647764860215399,0.0
history_h20_selected,year,2026,1085,0.22119815668202766,0.14606274458956303,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0,0.0,0.47120315581854044,0.23971163241768675,0.0
history_h20_selected,currency_year,AMD:2025,365,0.0821917808219178,0.20503361976355414,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.0,0.0,0.2937313432835821,0.05770892172164603,0.0
history_h20_selected,currency_year,AMD:2026,217,0.22119815668202766,0.15815093012248252,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.0,0.0,0.45056706114398415,0.24891049047399083,0.0
history_h20_selected,currency_year,KGS:2025,365,0.0821917808219178,0.19503278113400152,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.0,0.0,0.22208955223880594,0.05260525751672619,0.0
history_h20_selected,currency_year,KGS:2026,217,0.19815668202764977,0.15145988712556535,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0,0.0,0.45977011494252873,0.23753837253251936,0.0
history_h20_selected,currency_year,KZT:2025,365,0.049315068493150684,0.14891407724336292,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.0,0.0,0.20829330771693882,0.030832780274359834,0.0
history_h20_selected,currency_year,KZT:2026,217,0.23963133640552994,0.1219431044238439,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0,0.0,0.4869463869463869,0.3055882509617552,0.0
history_h20_selected,currency_year,TJS:2025,365,0.14246575342465753,0.18616539504659327,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.0,0.0,0.3860899483902679,0.1119280752029574,0.0
history_h20_selected,currency_year,TJS:2026,217,0.18433179723502305,0.1584476993425518,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.0,0.0,0.49675141242937854,0.2696538608896375,0.0
history_h20_selected,currency_year,UZS:2025,365,0.07945205479452055,0.16750045921089043,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.0,0.0,0.3519088669950738,0.0604098208245257,0.0
history_h20_selected,currency_year,UZS:2026,217,0.2626728110599078,0.1403121019333715,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0,0.0,0.5383771929824561,0.40961731171543914,0.0
compact_logit,ALL,ALL,2910,0.13711340206185568,0.12702774882280332,0.11744316460154758,0.3958170943224162,0.010153839128231264,0.12428935098399156,0.4201615955475662,0.036075777056309745,-0.006846186382443983,-0.024344501225150028,0.7017633689959667,0.33039012028573944,-0.02592193792807848
compact_logit,currency,AMD,582,0.13402061855670103,0.127549228617542,0.11504550333557406,0.38947613466420894,0.006471389939159022,0.12577164709706154,0.4256587965246838,0.05863016489283398,-0.010726143761487478,-0.03618266186047486,0.7431827431827431,0.3852868113760706,-0.052158774953674956
compact_logit,currency,KGS,582,0.1254295532646048,0.1257291536245859,0.10884726140497139,0.37378219139850904,0.0002996003599810837,0.11902167774192814,0.40898767412764064,0.053356977010581175,-0.010174416336956746,-0.0352054827291316,0.7270769976047582,0.3370941507786017,-0.05305737665060009
compact_logit,currency,KZT,582,0.12027491408934708,0.12538172376819498,0.10493699778432751,0.36358936373391443,0.005106809678847912,0.11053956537080295,0.3863846269148742,0.018582975693817182,-0.00560256758647544,-0.022795263180959757,0.6773716517857143,0.3390503937416008,-0.01347616601496927
compact_logit,currency,TJS,582,0.15807560137457044,0.12964960884091387,0.13295851291137745,0.4357454535823704,0.028425992533656574,0.13594335339806202,0.4459489844455212,0.03804832085802693,-0.00298484048668457,-0.010203530863150845,0.6620452528837621,0.3485694773007034,-0.009622328324370356
compact_logit,currency,UZS,582,0.14776632302405499,0.12682902926277992,0.12542754757148747,0.416492328233078,0.020937293761275066,0.1301705113121031,0.4338278957251116,0.049337510515530605,-0.004742963740615641,-0.017335567492033577,0.71094336084021,0.3419754544319398,-0.02840021675425554
compact_logit,year,2025,1825,0.08712328767123288,0.12590981141890228,0.08059551534407292,0.3013845965845905,0.038786523747669395,0.0918269067925903,0.3408907816991181,0.09340597880844757,-0.011231391448517383,-0.03950618511452758,0.6162917997387635,0.2385925727760826,-0.05461945506077818
compact_logit,year,2026,1085,0.22119815668202766,0.1289081504468765,0.17942192948163171,0.5546551665542427,0.09229000623515116,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0005298497886011833,0.0011578702938490615,0.6990236686390534,0.40540377235341774,0.017154594142686524
compact_logit,currency_year,AMD:2025,365,0.0821917808219178,0.12620239921492177,0.07698680890075688,0.2922054615241007,0.044010618393003964,0.09493033753036516,0.35273272496636876,0.12284183894163633,-0.017943528629608282,-0.06052726344226805,0.629950248756219,0.31483139166397106,-0.07883122054863237
compact_logit,currency_year,AMD:2026,217,0.22119815668202766,0.12981463291227183,0.1790612796890684,0.5530880963975708,0.09138352376975584,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.001413697145720344,0.004765631122725655,0.7303994082840236,0.44067964938623183,0.028336297210210692
compact_logit,currency_year,KGS:2025,365,0.0821917808219178,0.12425191818598898,0.07689367229525201,0.29173829233857546,0.04206013736407117,0.09346314690462548,0.34892677558393387,0.11284100031208372,-0.01656947460937347,-0.05718848324535841,0.6254726368159204,0.2579059207692005,-0.07078086294801254
compact_logit,currency_year,KGS:2026,217,0.19815668202764977,0.12821390447752543,0.16259408179689566,0.5117822981122223,0.06994277755012435,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0005822484991358512,0.0017705319640611838,0.718791766907244,0.4137858315993373,0.023245982648039926
compact_logit,currency_year,KZT:2025,365,0.049315068493150684,0.12381459490278841,0.052625780332237394,0.22949149316559495,0.07449952640963776,0.05969088942650255,0.2571765675650781,0.09959900875021223,-0.007065109094265158,-0.027685074399483173,0.3493435798911303,0.03731164286728339,-0.025099482340574464
compact_logit,currency_year,KZT:2026,217,0.23963133640552994,0.12801767785056084,0.19292591193185238,0.5891456898050509,0.1116136585549691,0.19606844426328982,0.6037161553143005,0.11768823198168604,-0.0031425323314374365,-0.014570465509249564,0.7120046620046621,0.4848574749096683,-0.006074573426716939
compact_logit,currency_year,TJS:2025,365,0.14246575342465753,0.12953863587888126,0.12153537435943618,0.4066298513590646,0.012927117545776273,0.12685622013681985,0.42466436369457583,0.04528020136083672,-0.005320845777383676,-0.018034512335511232,0.6442000491521258,0.38723646258810396,-0.03235308381506045
compact_logit,currency_year,TJS:2026,217,0.18433179723502305,0.12983626843142954,0.1521725478028916,0.48471870156166363,0.05449552880359351,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.0009443850022793632,0.002968396498193082,0.7073446327683617,0.3705187199836513,0.028611430911122254
compact_logit,currency_year,UZS:2025,365,0.07945205479452055,0.12574150891193095,0.07493594083268207,0.2868578845356168,0.046289454117410395,0.08419393996463846,0.32095347668563384,0.08804840441636988,-0.009257999131956393,-0.03409559215001706,0.6235632183908045,0.2429117390144202,-0.041758950298959485
compact_logit,currency_year,UZS:2026,217,0.2626728110599078,0.1286582685625949,0.21035582618745052,0.6345410468947064,0.1340145424973129,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0028514506273077667,0.010855257393515005,0.6757675438596491,0.4343776573445083,0.011653833370776606
extended_hgb,ALL,ALL,2910,0.13711340206185568,0.12373026258673109,0.12122591159779196,0.41346939426363666,0.016958714763351906,0.12428935098399156,0.4201615955475662,0.036075777056309745,-0.003063439386199601,-0.006692201283929555,0.39076234992099923,0.10506982376877838,-0.01911706229295784
extended_hgb,currency,AMD,582,0.13402061855670103,0.12248568423348816,0.11784551175748346,0.40199836387293636,0.011534934323212877,0.12577164709706154,0.4256587965246838,0.05863016489283398,-0.007926135339578075,-0.023660432651747443,0.42265720390720396,0.11198511546266524,-0.0470952305696211
extended_hgb,currency,KGS,582,0.1254295532646048,0.12328344170402426,0.11096873936555511,0.38263669143787,0.01425949687292451,0.11902167774192814,0.40898767412764064,0.053356977010581175,-0.008052938376373026,-0.026350982689770652,0.42569367817638665,0.10793905603405991,-0.03909748013765667
extended_hgb,currency,KZT,582,0.12027491408934708,0.13417342237601954,0.11003291371295808,0.3847368123928388,0.033176480642050796,0.11053956537080295,0.3863846269148742,0.018582975693817182,-0.0005066516578448726,-0.0016478145220353846,0.3663225446428572,0.08930482052028958,0.014593504948233613
extended_hgb,currency,TJS,582,0.15807560137457044,0.11829213944285384,0.13745506151841166,0.45753337053512333,0.039783461931716634,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.0015117081203496474,0.011584386089602106,0.3570984915705413,0.12217685656474235,0.0017351410736897027
extended_hgb,currency,UZS,582,0.14776632302405499,0.12041662517726971,0.12982733163455154,0.440441733079415,0.0352572759307188,0.1301705113121031,0.4338278957251116,0.049337510515530605,-0.0003431796775515694,0.006613837354303376,0.3978103900975244,0.1332115645728768,-0.014080234584811807
extended_hgb,year,2025,1825,0.08712328767123288,0.12671683279898943,0.08291681339225433,0.3106831076584242,0.04389603960937713,0.0918269067925903,0.3408907816991181,0.09340597880844757,-0.008910093400335967,-0.030207674040693855,0.4189166232530748,0.07210385929422297,-0.049509939199070443
extended_hgb,year,2026,1085,0.22119815668202766,0.11870676891173434,0.18566287401724466,0.5863587703507451,0.10249138777029329,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.006770794324214124,0.03286147409035145,0.4010009861932939,0.17639801561019863,0.02735597567782866
extended_hgb,currency_year,AMD:2025,365,0.0821917808219178,0.12315266376597742,0.07791399987033604,0.29549950132196096,0.04096088294405959,0.09493033753036516,0.35273272496636876,0.12284183894163633,-0.01701633766002912,-0.057233223644407805,0.47199004975124376,0.08375842635144107,-0.08188095599757675
extended_hgb,currency_year,AMD:2026,217,0.22119815668202766,0.12136380621801088,0.1850114188487683,0.5811323953526875,0.09983435046401676,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.007363836305420229,0.032809930077842275,0.3740138067061144,0.17406308675689552,0.036787123904471614
extended_hgb,currency_year,KGS:2025,365,0.0821917808219178,0.12623449122308894,0.07779612376561351,0.29440723134987373,0.04404271040117116,0.09346314690462548,0.34892677558393387,0.11284100031208372,-0.01566702313901197,-0.054519544234060136,0.4851741293532338,0.09032798301434106,-0.06879828991091255
extended_hgb,currency_year,KGS:2026,217,0.19815668202764977,0.11831969481711814,0.16676599601983477,0.5310410828301217,0.07983698721053165,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.004754162722074962,0.02102931668196062,0.3998262496658647,0.16158008883870378,0.033140192308447225
extended_hgb,currency_year,KZT:2025,365,0.049315068493150684,0.14405960949656488,0.0574347826012586,0.24676810444538816,0.09474454100341417,0.05969088942650255,0.2571765675650781,0.09959900875021223,-0.0022561068252439503,-0.010408463119689959,0.4514889529298752,0.04393825603351712,-0.004854467746798055
extended_hgb,currency_year,KZT:2026,217,0.23963133640552994,0.11754458228846633,0.19850442456904246,0.6168039939634355,0.1220867541170636,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0024359803057526497,0.013087838649135097,0.4919580419580419,0.2449873755357215,0.004398522135377558
extended_hgb,currency_year,TJS:2025,365,0.14246575342465753,0.11613166592933204,0.1264491487468753,0.43093802831882205,0.05832870059310811,0.12685622013681985,0.42466436369457583,0.04528020136083672,-0.0004070713899445577,0.006273664624246222,0.3207176210371099,0.11220824746156012,0.013048499232271388
extended_hgb,currency_year,TJS:2026,217,0.18433179723502305,0.12192611562919232,0.1559673111110881,0.5022674714980263,0.062405681605830696,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.004739148310475866,0.020517166434555756,0.3942090395480226,0.150496127926801,0.03652158371335944
extended_hgb,currency_year,UZS:2025,365,0.07945205479452055,0.12400573357998387,0.07499001197718828,0.28580267285607636,0.04455367878546332,0.08419393996463846,0.32095347668563384,0.08804840441636988,-0.009203927987450178,-0.035150803829557487,0.5369458128078818,0.12460325960227,-0.04349472563090656
extended_hgb,currency_year,UZS:2026,217,0.2626728110599078,0.11437964560588418,0.22206521953748973,0.7005489081094546,0.14829316545402366,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.014560843977346971,0.07686311860826323,0.34572368421052635,0.2194607439701173,0.025932456327487363
recent_hgb,ALL,ALL,2910,0.13711340206185568,0.13232071177881197,0.11819430698371709,0.3991614204110708,0.004792690283043716,0.12428935098399156,0.4201615955475662,0.036075777056309745,-0.006095044000274469,-0.021000175136495436,0.5527034431958031,0.15164671893633339,-0.03128308677326603
recent_hgb,currency,AMD,582,0.13402061855670103,0.13315844877062175,0.11607401499671294,0.39400668627091184,0.000862169786079281,0.12577164709706154,0.4256587965246838,0.05863016489283398,-0.009697632100348602,-0.03165211025377196,0.5037774725274726,0.13019740989260803,-0.0577679951067547
recent_hgb,currency,KGS,582,0.1254295532646048,0.13247741846890204,0.10978669394310303,0.377988956812005,0.007047865204297232,0.11902167774192814,0.40898767412764064,0.053356977010581175,-0.009234983798825105,-0.030998717315635638,0.47989611647872543,0.12488279520225987,-0.04630911180628394
recent_hgb,currency,KZT,582,0.12027491408934708,0.13069977824924472,0.10579510428181922,0.3674097082671137,0.010424864159897643,0.11053956537080295,0.3863846269148742,0.018582975693817182,-0.0047444610889837285,-0.018974918647760464,0.5546316964285714,0.1349763910807796,-0.00815811153391954
recent_hgb,currency,TJS,582,0.15807560137457044,0.13255649161385955,0.13352232351596757,0.4382089894900247,0.025519109760710895,0.13594335339806202,0.4459489844455212,0.03804832085802693,-0.0024210298820944443,-0.007739994955496543,0.5753992901508429,0.1877966910412818,-0.012529211097316036
recent_hgb,currency,UZS,582,0.14776632302405499,0.13271142179143172,0.12579339818098273,0.4181927612152986,0.015054901232623263,0.1301705113121031,0.4338278957251116,0.049337510515530605,-0.00437711313112038,-0.01563513450981302,0.6183889722430609,0.21177530950315734,-0.03428260928290734
recent_hgb,year,2025,1825,0.08712328767123288,0.13222063522340716,0.08155116900088857,0.305638062918693,0.045097347552174274,0.0918269067925903,0.3408907816991181,0.09340597880844757,-0.010275737791701725,-0.035252718780425074,0.5185545916479799,0.08740537238156068,-0.0483086312562733
recent_hgb,year,2026,1085,0.22119815668202766,0.1324890433120965,0.17982907824515681,0.5564702936125357,0.08870911336993118,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0009369985521262836,0.0029729973521420705,0.5757618343195265,0.3097115173903634,0.013573701277466543
recent_hgb,currency_year,AMD:2025,365,0.0821917808219178,0.13335827534712988,0.07809283797918537,0.2970931042139694,0.051166494525212075,0.09493033753036516,0.35273272496636876,0.12284183894163633,-0.016837499551179788,-0.055639620752399366,0.49905472636815923,0.08598977178058331,-0.07167534441642426
recent_hgb,currency_year,AMD:2026,217,0.22119815668202766,0.13282233494377627,0.17995940491098744,0.5570180109289027,0.0883758217382514,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.0023118223676393823,0.008695545654057502,0.5208333333333334,0.24903811401880266,0.025328595178706254
recent_hgb,currency_year,KGS:2025,365,0.0821917808219178,0.13242282975352487,0.07813837108638688,0.2972959035004731,0.05023104893160707,0.09346314690462548,0.34892677558393387,0.11284100031208372,-0.0153247758182386,-0.05163087208346079,0.4107462686567165,0.0691936448273405,-0.06260995138047665
recent_hgb,currency_year,KGS:2026,217,0.19815668202764977,0.13256923819753194,0.1630200480569344,0.5137169036263329,0.06558744383011783,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0010082147591745916,0.003705137478171805,0.5234562951082599,0.29537187690485756,0.01889064892803341
recent_hgb,currency_year,KZT:2025,365,0.049315068493150684,0.13038871652477066,0.05354331146605728,0.2336287294628071,0.08107364803161998,0.05969088942650255,0.2571765675650781,0.09959900875021223,-0.006147577960445273,-0.023547838102271013,0.45877361511367276,0.04465427953668873,-0.018525360718592246
recent_hgb,currency_year,KZT:2026,217,0.23963133640552994,0.13122299267059512,0.19368406454796255,0.5924330136291963,0.10840834373493483,0.19606844426328982,0.6037161553143005,0.11768823198168604,-0.0023843797153272617,-0.011283141685104137,0.5625291375291375,0.3535137770382521,-0.009279888246751217
recent_hgb,currency_year,TJS:2025,365,0.14246575342465753,0.1325216931969111,0.12187551957526571,0.4081148138514735,0.009944060227746437,0.12685622013681985,0.42466436369457583,0.04528020136083672,-0.004980700561554141,-0.016549549843102307,0.6271196854263947,0.19376619430893785,-0.03533614113309028
recent_hgb,currency_year,TJS:2026,217,0.18433179723502305,0.13261502351333504,0.15311256977567342,0.48882822501109,0.05171677372168801,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.0018844069750611758,0.007077919947619471,0.46242937853107347,0.18290034730009333,0.02583267582921675
recent_hgb,currency_year,UZS:2025,365,0.07945205479452055,0.13241166129469942,0.07610580489754763,0.29205776356474183,0.05295960650017886,0.08419393996463846,0.32095347668563384,0.08804840441636988,-0.00808813506709083,-0.028895713120892008,0.4346264367816092,0.07016447469613914,-0.03508879791619102
recent_hgb,currency_year,UZS:2026,217,0.2626728110599078,0.13321562723524413,0.20936930393422618,0.6303553148671569,0.12945718382466367,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0018649283740834188,0.006669525365965545,0.7389254385964913,0.5228630184849347,0.007096474698127381
path_extra,ALL,ALL,2910,0.13711340206185568,0.13180910938643683,0.11846225275400826,0.4001510282003444,0.005304292675418848,0.12428935098399156,0.4201615955475662,0.036075777056309745,-0.005827098229983299,-0.020010567347221786,0.4973215595739648,0.12569328050286938,-0.030771484380890897
path_extra,currency,AMD,582,0.13402061855670103,0.13185261534592377,0.11612600207424223,0.39407373319127226,0.0021680032107772584,0.12577164709706154,0.4256587965246838,0.05863016489283398,-0.00964564502281931,-0.031585063333411545,0.5027472527472527,0.1295218777824666,-0.05646216168205672
path_extra,currency,KGS,582,0.1254295532646048,0.13182571072583568,0.10985544101106859,0.37810361375990714,0.0063961574612308725,0.11902167774192814,0.40898767412764064,0.053356977010581175,-0.009166236730859548,-0.0308840603677335,0.500121107732056,0.12182105915853152,-0.0469608195493503
path_extra,currency,KZT,582,0.12027491408934708,0.13215019566316874,0.10578452670161845,0.36711750615157235,0.011875281573821658,0.11053956537080295,0.3863846269148742,0.018582975693817182,-0.004755038669184503,-0.019267120763301837,0.5270089285714286,0.11779821265078477,-0.006707694119995524
path_extra,currency,TJS,582,0.15807560137457044,0.1322943953692827,0.13395403947084525,0.4399724384399791,0.025781206005287743,0.13594335339806202,0.4459489844455212,0.03804832085802693,-0.001989313927216768,-0.005976546005542149,0.4889973380656611,0.14863189312081382,-0.012267114852739187
path_extra,currency,UZS,582,0.14776632302405499,0.1309226298279733,0.12659125451226672,0.42148784945899137,0.01684369319608167,0.1301705113121031,0.4338278957251116,0.049337510515530605,-0.0035792567998363944,-0.01234004626612023,0.4749156039009752,0.13328027975378276,-0.032493817319448934
path_extra,year,2025,1825,0.08712328767123288,0.12876819419971763,0.08166855074523872,0.3059103907592957,0.04164490652848475,0.0918269067925903,0.3408907816991181,0.09340597880844757,-0.010158356047351574,-0.03498039093982236,0.45746600527003256,0.07474871783631284,-0.05176107227996282
path_extra,year,2026,1085,0.22119815668202766,0.13692401281110278,0.18035027687014135,0.5586663861080992,0.08427414387092488,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0014581971771108204,0.005169089847705477,0.42483727810650884,0.18184426311642943,0.009138731778460252
path_extra,currency_year,AMD:2025,365,0.0821917808219178,0.1284491639003036,0.07834360960197993,0.2979257892503888,0.04625738307838578,0.09493033753036516,0.35273272496636876,0.12284183894163633,-0.016586727928385225,-0.05480693571597994,0.3912437810945274,0.06591699278893999,-0.07658445586325055
path_extra,currency_year,AMD:2026,217,0.22119815668202766,0.13757731478210514,0.17967703088703357,0.5557972333683342,0.08362084189992253,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.0020294483436855137,0.007474768093489015,0.48582347140039445,0.2105492444744788,0.020573615340377382
path_extra,currency_year,KGS:2025,365,0.0821917808219178,0.12864944289134436,0.07825978481299896,0.29754273241907836,0.04645766206942656,0.09346314690462548,0.34892677558393387,0.11284100031208372,-0.015203362091626524,-0.05138404316485551,0.4129353233830846,0.06788412458508578,-0.06638333824265716
path_extra,currency_year,KGS:2026,217,0.19815668202764977,0.13716828104652384,0.16300020834883552,0.513609243664988,0.06098840098112593,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0009883750510757128,0.003597477516826819,0.48743651430098905,0.19429777604925225,0.014291606079041508
path_extra,currency_year,KZT:2025,365,0.049315068493150684,0.12952682151000888,0.05341133160760152,0.2327079500082055,0.0802117530168582,0.05969088942650255,0.2571765675650781,0.09959900875021223,-0.006279557818901035,-0.02446861755687263,0.5070445084854307,0.049597880245020626,-0.019387255733354022
path_extra,currency_year,KZT:2026,217,0.23963133640552994,0.13656278352447448,0.19387768895653174,0.5931980959779728,0.10306855288105546,0.19606844426328982,0.6037161553143005,0.11768823198168604,-0.00219075530675808,-0.010518059336327656,0.3990675990675991,0.1950810318896762,-0.014619679100630584
path_extra,currency_year,TJS:2025,365,0.14246575342465753,0.12931443455117178,0.12221163196263232,0.409497289548276,0.013151318873485751,0.12685622013681985,0.42466436369457583,0.04528020136083672,-0.0046445881741875306,-0.015167074146299808,0.5255591054313099,0.15735656528588796,-0.03212888248735097
