clock,period,currency,source,n,available_share,mean_bar_count,median_age_minutes,new_bar_share_vs1830,changed_basis_share_vs1830
1830,later,ALL,cny,3260,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,ALL,local,3260,0.7076687116564417,13.124846625766871,42.46666666666667,0.0,0.0
1830,later,AMD,cny,652,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,AMD,local,652,1.0,27.0659509202454,31.45,0.0,0.0
1830,later,KGS,cny,652,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,KGS,local,652,0.9279141104294478,4.5843558282208585,112.48333333333333,0.0,0.0
1830,later,KZT,cny,652,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,KZT,local,652,1.0,32.487730061349694,20.016666666666666,0.0,0.0
1830,later,TJS,cny,652,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,TJS,local,652,0.03067484662576687,0.032208588957055216,467.2416666666667,0.0,0.0
1830,later,UZS,cny,652,1.0,49.0,20.016666666666666,0.0,0.0
1830,later,UZS,local,652,0.5797546012269938,1.4539877300613497,232.725,0.0,0.0
1850,early,ALL,cny,1135,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,ALL,local,1135,0.7383259911894273,18.866960352422907,34.916666666666664,0.3947136563876652,0.33303964757709253
1850,early,AMD,cny,227,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,AMD,local,227,1.0,30.24669603524229,32.88333333333333,0.6343612334801763,0.5066079295154186
1850,early,KGS,cny,227,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,KGS,local,227,0.7665198237885462,8.863436123348018,52.666666666666664,0.23348017621145375,0.16740088105726872
1850,early,KZT,cny,227,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,KZT,local,227,1.0,50.66079295154185,20.016666666666666,0.9955947136563876,0.8942731277533039
1850,early,TJS,cny,227,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,TJS,local,227,0.00881057268722467,0.00881057268722467,511.975,0.0,0.0
1850,early,UZS,cny,227,1.0,51.0,20.016666666666666,1.0,0.9427312775330396
1850,early,UZS,local,227,0.9162995594713657,4.5550660792951545,123.15833333333333,0.11013215859030837,0.09691629955947137
1850,later,ALL,cny,3260,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,ALL,local,3260,0.7113496932515337,13.574233128834356,43.46666666666667,0.31993865030674845,0.24171779141104294
1850,later,AMD,cny,652,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,AMD,local,652,1.0,27.95245398773006,31.45,0.6625766871165644,0.48773006134969327
1850,later,KGS,cny,652,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,KGS,local,652,0.9371165644171779,4.7392638036809815,118.46666666666667,0.14570552147239263,0.1058282208588957
1850,later,KZT,cny,652,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,KZT,local,652,1.0,33.65030674846626,20.016666666666666,0.75,0.5736196319018405
1850,later,TJS,cny,652,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,TJS,local,652,0.03067484662576687,0.032208588957055216,487.2416666666667,0.0,0.0
1850,later,UZS,cny,652,1.0,51.0,20.016666666666666,1.0,0.9739263803680982
1850,later,UZS,local,652,0.588957055214724,1.4969325153374233,237.96666666666667,0.04141104294478527,0.04141104294478527
1930,early,ALL,cny,1135,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,ALL,local,1135,0.7392070484581498,19.86079295154185,42.95,0.5215859030837005,0.45462555066079297
1930,early,AMD,cny,227,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,AMD,local,227,1.0,31.63876651982379,41.4,0.9162995594713657,0.7709251101321586
1930,early,KGS,cny,227,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,KGS,local,227,0.7665198237885462,9.308370044052863,72.15,0.44052863436123346,0.33480176211453744
1930,early,KZT,cny,227,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,KZT,local,227,1.0,53.59911894273128,30.016666666666666,1.0,0.9427312775330396
1930,early,TJS,cny,227,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,TJS,local,227,0.00881057268722467,0.00881057268722467,551.975,0.0,0.0
1930,early,UZS,cny,227,1.0,54.0,30.016666666666666,1.0,0.986784140969163
1930,early,UZS,local,227,0.920704845814978,4.748898678414097,144.95,0.2511013215859031,0.22466960352422907
1930,later,ALL,cny,3260,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,ALL,local,3260,0.7150306748466257,14.262883435582822,53.983333333333334,0.4475460122699387,0.37116564417177916
1930,later,AMD,cny,652,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,AMD,local,652,1.0,29.29447852760736,40.016666666666666,0.911042944785276,0.7285276073619632
1930,later,KGS,cny,652,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,KGS,local,652,0.9432515337423313,4.92638036809816,136.48333333333332,0.2837423312883436,0.21932515337423314
1930,later,KZT,cny,652,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,KZT,local,652,1.0,35.489263803680984,34.475,0.9432515337423313,0.8144171779141104
1930,later,TJS,cny,652,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,TJS,local,652,0.03067484662576687,0.032208588957055216,527.2416666666667,0.0,0.0
1930,later,UZS,cny,652,1.0,54.00306748466258,30.016666666666666,1.0,0.9923312883435583
1930,later,UZS,local,652,0.6012269938650306,1.572085889570552,247.225,0.09969325153374232,0.09355828220858896
