date,currency,noon_rank,signed_spot_rank,stale_spot_rank,noon_weight,stale_system_noon_weight,online_score
2024-05-14,TJS,0.04819277108433735,0.264,0.832,0.5648249770519216,0.6684178713261212,0.14210668688007205
2024-05-15,TJS,0.5119047619047619,0.564,0.844,0.5724826417564447,0.6735189716423712,0.534176380472307
2024-05-16,TJS,0.12941176470588237,0.22,0.18,0.5737026538081181,0.675517561506251,0.16802928900797048
2024-05-17,TJS,0.36046511627906974,0.532,0.484,0.5753946730742786,0.6685318024779953,0.43329974166056096
2024-05-18,TJS,0.5057471264367817,0.48,0.844,0.5779634984661526,0.6693470410042951,0.49488089927085266
2024-05-21,TJS,0.07954545454545454,0.18,0.876,0.5756508347283652,0.6868790465708868,0.1221732570568324
2024-05-22,TJS,0.056179775280898875,0.172,0.172,0.5746369151293769,0.7081682084023625,0.10544542335782453
2024-05-23,TJS,0.3,0.54,0.112,0.5704195664114112,0.7260914292057723,0.40309930406126127
2024-05-24,TJS,0.10989010989010989,0.088,0.484,0.5645127395168978,0.7284863764858154,0.10035724590239187
2024-05-25,TJS,0.13043478260869565,0.484,0.536,0.5678290436748021,0.7388273051419854,0.28323540073202214
2024-05-28,TJS,0.03225806451612903,0.16,0.068,0.5747337460068515,0.7439253004963454,0.0865823988971893
2024-05-29,TJS,0.9148936170212766,0.92,0.188,0.5828516488397674,0.7674139292501831,0.9170237362612437
2024-05-30,TJS,1.0,0.904,0.588,0.5741115571958358,0.7672563055071926,0.9591147094908004
2024-05-31,TJS,0.75,0.8,0.164,0.579466745030799,0.7603091419785063,0.77102666274846
2024-06-01,TJS,0.35051546391752575,0.48,0.492,0.5691496051909355,0.7539127334451965,0.4063039274103283
2024-06-04,TJS,0.030612244897959183,0.056,0.56,0.5678152353201855,0.7835704158424193,0.04158444586248346
2024-06-05,TJS,0.21212121212121213,0.492,0.488,0.569465664375787,0.7818286118501364,0.33261864011591613
2024-06-06,TJS,0.18,0.208,0.212,0.5660554473592039,0.7611732264834539,0.19215044747394228
2024-06-07,TJS,0.594059405940594,0.532,0.856,0.570585303979158,0.7258462576654765,0.5674101850033798
2024-06-08,TJS,0.39215686274509803,0.484,0.484,0.5652133292058545,0.6975766482429053,0.4320890346274466
2024-06-11,TJS,0.5145631067961165,0.556,0.264,0.5703604111409836,0.6916879658447206,0.532366036555828
2024-06-12,TJS,0.4807692307692308,0.488,0.564,0.5580327758381054,0.6679925412426349,0.4839649937747091
2024-06-14,TJS,0.6095238095238096,0.948,0.22,0.5555402128457607,0.6725019727539919,0.7599628650996348
2024-06-15,TJS,0.4056603773584906,0.492,0.532,0.539773806792298,0.6390669833538107,0.445396133209782
2024-06-18,TJS,0.0,0.492,0.48,0.5359270489279944,0.6269538247708855,0.22832389192742675
2024-06-19,TJS,0.05555555555555555,0.496,0.18,0.5370212752880963,0.5897609896043396,0.2594719627508874
2024-06-20,TJS,0.6972477064220184,0.996,0.172,0.5474398510457704,0.58159759113959,0.8324510889040875
2024-06-21,TJS,1.0,1.0,0.54,0.5570740044863814,0.5863318370938683,1.0
2024-06-22,TJS,0.8108108108108109,0.496,0.088,0.5761868667858171,0.6016647945669159,0.6773898547113838
2024-06-25,TJS,0.026785714285714284,0.5,0.484,0.572295995790069,0.6285887657059022,0.2291813591350567
2024-06-26,TJS,0.831858407079646,0.628,0.16,0.5669011729034135,0.6327903551007926,0.7435675700796729
2024-06-27,TJS,0.008771929824561403,0.5,0.92,0.5717556986227439,0.6098253081669126,0.21913755155373987
2024-06-28,TJS,0.808695652173913,0.98,0.904,0.5642988903028751,0.5874066310589694,0.8833331466176814
2024-06-29,TJS,0.7586206896551724,0.5,0.8,0.5869641063067409,0.5846005901519747,0.6518010619758813
2024-07-02,TJS,0.9658119658119658,0.932,0.48,0.5747861646860262,0.5397204007583298,0.9514346501495549
2024-07-03,TJS,0.5932203389830508,0.52,0.056,0.5985992072620403,0.5587911539853039,0.5638296368707121
2024-07-04,TJS,0.7226890756302521,0.916,0.492,0.5758028374600415,0.5369462735094015,0.8046910212358758
2024-07-05,TJS,0.425,0.636,0.208,0.5754025022871713,0.5724457876215577,0.5145900720174068
2024-07-06,TJS,0.17355371900826447,0.5,0.532,0.5506961998813023,0.5544478420167427,0.3202272735924675
2024-07-09,TJS,0.30327868852459017,0.504,0.484,0.5398521402103272,0.5368678189618383,0.3956401704141763
2024-07-10,TJS,0.21951219512195122,0.508,0.556,0.5426606446725494,0.5269113866964976,0.3514490218247094
2024-07-11,TJS,0.6451612903225806,0.844,0.488,0.5400638988079872,0.5084643648584439,0.7366143912176635
2024-07-12,TJS,0.192,0.508,0.948,0.5665890913164398,0.535682655747141,0.32895784714400506
2024-07-13,TJS,0.20634920634920634,0.508,0.492,0.5649958552443334,0.5491045178038757,0.33756855185613793
2024-07-16,TJS,0.8188976377952756,0.848,0.492,0.5898959720464897,0.6137099116698959,0.8308326337583951
2024-07-17,TJS,0.3359375,0.508,0.496,0.5737384235978568,0.5814550062371274,0.4092811324896938
2024-07-18,TJS,0.06976744186046512,0.504,0.996,0.5855534292636321,0.6036258029307586,0.24973363648347585
2024-07-19,TJS,0.6153846153846154,0.664,1.0,0.5788098139127869,0.5656751138943906,0.6358609382774707
2024-07-20,TJS,0.22900763358778625,0.504,0.496,0.5934335547937587,0.5978571039338666,0.3408103024588522
2024-07-23,TJS,0.18181818181818182,0.508,0.5,0.5905837923042724,0.5795660069045574,0.3153623048374791
2024-07-24,TJS,0.10526315789473684,0.512,0.628,0.6056025782679881,0.6073381411583184,0.26567911974447306
2024-07-25,TJS,0.17164179104477612,0.516,0.5,0.6044426378067651,0.6322261519870149,0.30785521582869124
2024-07-26,TJS,0.43703703703703706,0.516,0.98,0.610337951028373,0.6568031578030114,0.4678059069780559
2024-07-27,TJS,0.6911764705882353,0.516,0.5,0.6076733392714662,0.6979723787474607,0.6224500708441428
2024-07-30,TJS,0.19708029197080293,0.52,0.932,0.6027243499641841,0.6866742836149657,0.3253684288874781
2024-07-31,TJS,0.5,0.664,0.52,0.6098479073109686,0.6793660925410965,0.5639849432010011
2024-08-01,TJS,0.2446043165467626,0.52,0.916,0.6080671114249127,0.6692981106314763,0.35254094226370025
2024-08-02,TJS,0.8,0.856,0.636,0.6287060414452196,0.687430462549502,0.8207924616790678
2024-08-03,TJS,0.3049645390070922,0.52,0.5,0.6305589465289708,0.7016677589053681,0.3844074662499405
2024-08-06,TJS,0.5845070422535211,0.524,0.504,0.653823683240325,0.7171054497550541,0.5635609372281751
2024-08-07,TJS,0.5454545454545454,0.528,0.508,0.654730511775684,0.7302315507889224,0.5394280234782666
2024-08-08,TJS,0.7222222222222222,0.82,0.844,0.6710277462680871,0.7345457701222962,0.754388398142676
2024-08-09,TJS,0.4896551724137931,0.592,0.508,0.6680043381748454,0.7107788182407425,0.5236332111826573
2024-08-10,TJS,0.4041095890410959,0.528,0.508,0.6594391531023855,0.6998115619818016,0.4463018123197538
2024-08-13,TJS,0.41496598639455784,0.984,0.848,0.6523239339505977,0.6909701751492199,0.6128054936931999
2024-08-14,TJS,0.38513513513513514,0.88,0.508,0.6396726241276756,0.7022468776366484,0.5634484933033044
2024-08-15,TJS,0.020134228187919462,0.524,0.504,0.6256288258671253,0.6869406514279495,0.20876704878657518
2024-08-16,TJS,0.16,0.964,0.664,0.619699494239231,0.6980463822916735,0.4657616066316582
2024-08-17,TJS,0.609271523178808,0.524,0.504,0.6306475057019791,0.6846706823176052,0.5777762734001237
2024-08-20,TJS,0.2236842105263158,0.524,0.508,0.6231861301366308,0.6760832950633137,0.3368473653389677
2024-08-21,TJS,0.6274509803921569,0.944,0.512,0.635113586126055,0.6571002690236583,0.7429554169721758
2024-08-22,TJS,0.01948051948051948,0.52,0.516,0.6220050427555137,0.6431066888233156,0.208674359119513
2024-08-23,TJS,0.012903225806451613,0.52,0.516,0.6089832533793879,0.6334612953496053,0.21118655667342012
2024-08-24,TJS,0.8076923076923077,0.52,0.516,0.5899931133133968,0.609275564231555,0.6897364802917003
2024-08-27,TJS,0.09554140127388536,0.808,0.52,0.5653952878008923,0.5902913184003302,0.40517926552702804
2024-08-28,TJS,0.6392405063291139,0.936,0.664,0.5922122193050819,0.6217735704292727,0.7602554016533122
2024-08-29,TJS,0.5220125786163522,0.832,0.52,0.6222333099645004,0.6292502059722281,0.6391155007450924
2024-08-30,TJS,0.59375,0.948,0.856,0.614935722953761,0.6158707115589542,0.7301590201436301
2024-08-31,TJS,0.8881987577639752,0.52,0.52,0.5956543921689816,0.5740999077044258,0.7393192072532747
2024-09-03,TJS,0.16049382716049382,0.764,0.524,0.6061337507016988,0.5865631831647311,0.3981945398851624
2024-09-04,TJS,0.44785276073619634,0.992,0.528,0.5821882474402726,0.5490326244929511,0.6752038724235434
2024-09-05,TJS,0.6890243902439024,0.608,0.82,0.6282810381121224,0.5679819546753943,0.6589060880148407
2024-09-06,TJS,0.5333333333333333,0.672,0.592,0.6174852927551443,0.5462605556692492,0.5863753727379533
2024-09-07,TJS,0.8554216867469879,0.52,0.528,0.6585193341761911,0.5581430784492329,0.7408816658248815
2024-09-10,TJS,1.0,0.816,0.984,0.655320915189271,0.5543688005437556,0.9365790483948258
2024-09-11,TJS,0.43452380952380953,0.54,0.88,0.6800392704759943,0.5465028851063584,0.46827204837598446
2024-09-12,TJS,0.27218934911242604,0.64,0.524,0.6761475601119583,0.5487574044406546,0.39130572581917555
2024-09-13,TJS,0.6470588235294118,0.52,0.964,0.6835226968590961,0.5246173635734255,0.6068475897185676
2024-09-14,TJS,0.9181286549707602,0.52,0.524,0.7013409858512679,0.5537140466937597,0.7992239433728322
2024-09-17,TJS,0.7325581395348837,0.964,0.524,0.6728503361841746,0.5566460557320178,0.8082742663789557
2024-09-18,TJS,0.7167630057803468,0.692,0.944,0.6872663051050775,0.5801024172686994,0.7090187794859546
2024-09-19,TJS,1.0,0.964,0.52,0.6442438949895303,0.5933246155358232,0.9871927802196231
2024-09-20,TJS,0.5371428571428571,0.52,0.52,0.6638455859497705,0.6106549618581536,0.5313802100448531
2024-09-21,TJS,0.9659090909090909,0.52,0.52,0.6344065723705097,0.6193632834461604,0.8028876579524864
2024-09-24,TJS,0.9943502824858758,0.92,0.808,0.6616504583456309,0.6389688586451557,0.9691938984849069
2024-09-25,TJS,0.3202247191011236,0.52,0.936,0.6278797612608611,0.6304525767447827,0.39456514432339196
2024-09-26,TJS,0.6536312849162011,0.836,0.832,0.6199314973544943,0.6351910150817516,0.7229438893874853
2024-09-27,TJS,0.9944444444444445,0.828,0.948,0.6065637093265803,0.6463027249896423,0.9289591596190243
2024-09-28,TJS,0.9723756906077348,0.516,0.52,0.5869114728918166,0.6471811013355853,0.7838521287666057
2024-10-01,TJS,0.7252747252747253,0.52,0.764,0.5802924143171916,0.6314727878338421,0.6391193659279686
2024-10-02,TJS,0.9672131147540983,0.968,0.992,0.5649448061592576,0.6216785982812725,0.9675554532672846
2024-10-03,TJS,0.9891304347826086,0.9,0.608,0.5608189614003859,0.609951993514847,0.9499860378639475
2024-10-04,TJS,0.5621621621621622,0.524,0.672,0.5477614891066869,0.6082513661395598,0.5449037627734769
2024-10-05,TJS,0.8763440860215054,0.524,0.52,0.5469977730176602,0.5789000667172939,0.7167314303897063
2024-10-08,TJS,0.49732620320855614,0.616,0.816,0.5410759458106523,0.5796692332936334,0.5517884631581282
2024-10-09,TJS,0.9627659574468085,0.808,0.54,0.5246012283180896,0.5557764054024156,0.889190411378421
2024-10-10,TJS,0.42857142857142855,0.568,0.64,0.5215832139278213,0.5953967272393544,0.4952763976009208
2024-10-11,TJS,0.11052631578947368,0.528,0.52,0.5250411058988582,0.5937284532223481,0.30880915515843455
2024-10-12,TJS,0.3089005235602094,0.528,0.52,0.5176112997536289,0.6050219041820922,0.4145916352246604
2024-10-15,TJS,0.8854166666666666,0.748,0.964,0.5507535542199019,0.6191887304153183,0.8236827175757182
2024-10-16,TJS,0.7875647668393783,0.728,0.692,0.5397873637761826,0.627761200073901,0.760152308466171
2024-10-17,TJS,0.24742268041237114,0.52,0.964,0.5432504157989846,0.6088040561928507,0.3719222577966479
2024-10-18,TJS,0.19487179487179487,0.524,0.52,0.5356042958102981,0.6074534063510957,0.34771751946100027
2024-10-19,TJS,0.33163265306122447,0.524,0.52,0.5463993777674379,0.6327168300302083,0.4188906013298802
2024-10-22,TJS,0.9238578680203046,0.82,0.92,0.5368685514914201,0.6187334812290167,0.8757580231650479
2024-10-23,TJS,0.6313131313131313,0.524,0.52,0.5335421749396958,0.6459804063921778,0.5812560814803972
2024-10-24,TJS,0.4221105527638191,0.584,0.836,0.5264037984627543,0.6093781686295704,0.4987807800438387
2024-10-25,TJS,0.385,0.52,0.828,0.5206018116964086,0.6197462977501774,0.4497187554209849
2024-10-26,TJS,0.572139303482587,0.52,0.516,0.5355450759617002,0.6084301382444753,0.5479229472441722
2024-10-29,TJS,0.8168316831683168,0.52,0.52,0.5191848129353815,0.5974675226531506,0.674110501899037
2024-10-30,TJS,0.07389162561576355,0.52,0.968,0.5161586523100933,0.5876274390143834,0.289737302693586
2024-10-31,TJS,0.5294117647058824,0.592,0.9,0.5072377467814887,0.5862317147741644,0.560252884554382
2024-11-01,TJS,0.44390243902439025,0.556,0.524,0.5196122166509335,0.6232977241864782,0.49775273786030033
2024-11-02,TJS,0.8932038834951457,0.624,0.524,0.5107747587404012,0.6141735078957496,0.7615025486442122
2024-11-03,TJS,0.8743961352657005,0.516,0.616,0.5365837945279702,0.6554050009724931,0.7083095582050292
2024-11-06,TJS,0.49038461538461536,0.52,0.808,0.5358341364252966,0.6448517444538581,0.5041310659597124
2024-11-07,TJS,0.13875598086124402,0.52,0.568,0.5339312912635986,0.6449479679344555,0.31644188857472
2024-11-08,TJS,0.23809523809523808,0.52,0.528,0.5346910348690618,0.6342830074822522,0.36926805112262634
2024-11-09,TJS,0.3933649289099526,0.52,0.528,0.5358903183968093,0.6401425725983083,0.4521374914333519
2024-11-12,TJS,0.10849056603773585,0.524,0.748,0.5378137873323346,0.650230309671914,0.30053329764844017
2024-11-13,TJS,0.8169014084507042,0.86,0.728,0.5298461483516652,0.6447854134732007,0.837164377268224
2024-11-14,TJS,0.7663551401869159,0.74,0.52,0.5377432973083247,0.6750784051811662,0.7541722999851352
2024-11-15,TJS,0.9767441860465116,0.936,0.524,0.5379064777825368,0.6644159220995763,0.9579165616063954
2024-11-16,TJS,0.5046296296296297,0.516,0.524,0.5389642007126307,0.657702904238027,0.5098717774215267
2024-11-19,TJS,0.5944700460829493,0.58,0.82,0.5293248502984524,0.6380164676795647,0.5876593549766689
2024-11-20,TJS,0.9036697247706422,0.716,0.524,0.522488502461959,0.6222048214736208,0.8140552734528609
2024-11-21,TJS,0.8538812785388128,0.736,0.584,0.5190150220782858,0.62209547381084,0.7971821543834385
2024-11-22,TJS,0.9545454545454546,0.852,0.52,0.5207358377437925,0.6278711842379512,0.9053990931795453
2024-11-23,TJS,0.9049773755656109,0.504,0.52,0.5129234954197784,0.6250183453383814,0.7096707170593624
2024-11-26,TJS,0.8918918918918919,0.98,0.52,0.5127079367796286,0.6238276463151871,0.9348262736783354
2024-11-27,TJS,0.9417040358744395,0.996,0.52,0.5160477702962355,0.622991310922876,0.9679806887769202
2024-11-28,TJS,0.41517857142857145,0.508,0.592,0.5223467288553952,0.6342543948423031,0.45951503041802955
2024-11-29,TJS,0.09777777777777778,0.684,0.556,0.5197107802180181,0.6264959826084836,0.3793339915077486
2024-11-30,TJS,0.19911504424778761,0.504,0.624,0.5123782866470764,0.6251807423821991,0.3477835687472117
2024-12-03,TJS,0.030837004405286344,0.508,0.516,0.5266273769646425,0.6305398728041964,0.25671290324536467
2024-12-04,TJS,0.06578947368421052,0.508,0.52,0.5385187518726136,0.648569066252013,0.2698613393034895
2024-12-05,TJS,0.4585152838427948,0.512,0.52,0.5636572780895304,0.6614005103801205,0.4818529504714386
2024-12-06,TJS,0.008695652173913044,0.512,0.52,0.5749156592674418,0.6696221397913824,0.2226424490573954
2024-12-07,TJS,0.15584415584415584,0.516,0.52,0.5905585613371193,0.6710848389140063,0.3033068828181689
2024-12-10,TJS,0.6724137931034483,0.692,0.524,0.5941007386379938,0.6702109032785871,0.6803638200156421
2024-12-11,TJS,0.6437768240343348,0.972,0.86,0.605293755203176,0.6645711497297125,0.7733285612750296
2024-12-12,TJS,0.49572649572649574,0.92,0.74,0.6126163547617045,0.6275891746982029,0.6600831123899915
2024-12-13,TJS,0.33617021276595743,0.876,0.936,0.600875590088184,0.5998967061739605,0.5516294580485659
2024-12-14,TJS,0.1228813559322034,0.504,0.516,0.6214685834888468,0.5987062773124331,0.2671467361299965
2024-12-17,TJS,0.5780590717299579,0.884,0.58,0.6194275147087327,0.6060048593299251,0.6944917711540051
2024-12-18,TJS,0.7184873949579832,0.812,0.716,0.6339931577506764,0.6134541257583447,0.7527136482399199
2024-12-19,TJS,0.6485355648535565,0.892,0.736,0.6243281135282892,0.6013368254904528,0.7399983084937902
2024-12-20,TJS,0.20416666666666666,0.5,0.852,0.6175264044860346,0.571038486944056,0.3173151053395481
2024-12-21,TJS,0.1991701244813278,0.5,0.504,0.6162193266131892,0.5625266998149407,0.31462281668275427
2024-12-24,TJS,0.1487603305785124,0.504,0.98,0.6040626565318099,0.5544332993767958,0.28941298158377426
2024-12-25,TJS,0.5390946502057613,0.508,0.996,0.6219962521769664,0.5561930947284438,0.5273407558907373
2024-12-26,TJS,0.15163934426229508,0.512,0.508,0.6303377639936821,0.5840872563935622,0.284851070030998
2024-12-27,TJS,0.2612244897959184,0.512,0.684,0.6530189034916702,0.609383844170932,0.34823885130396653
2024-12-28,TJS,0.5,0.512,0.504,0.6768522031308972,0.6706614783678264,0.5038777735624292
2024-12-29,TJS,0.8623481781376519,0.516,0.508,0.6702085229012598,0.6702056937231476,0.7481255008791781
2025-01-10,TJS,0.40725806451612906,0.516,0.508,0.6773952943607324,0.679155000791807,0.4423387246035475
2025-01-11,TJS,0.2289156626506024,0.516,0.512,0.6688423828576405,0.6778210949797301,0.32398582772612217
2025-01-14,TJS,0.732,0.932,0.512,0.6703634676545599,0.6874455267091539,0.797927306469088
2025-01-15,TJS,0.432,0.512,0.516,0.6484684569670374,0.6844633622005162,0.46012252344263704
2025-01-16,TJS,0.172,0.512,0.692,0.6592953069887464,0.692173311340841,0.28783959562382627
2025-01-17,TJS,0.44,0.648,0.972,0.6385731853329082,0.7101187220804165,0.5151767774507551
2025-01-18,TJS,0.344,0.508,0.92,0.6410489041912834,0.7087632814365958,0.40286797971262955
2025-01-21,TJS,0.052,0.512,0.876,0.6337801369051479,0.6943156891814694,0.22046113702363196
2025-01-22,TJS,0.38,0.516,0.504,0.6181185163468024,0.6602560581145315,0.43193588177683495
2025-01-23,TJS,0.672,0.712,0.884,0.6287437279840289,0.6809893895912865,0.6868502508806389
2025-01-24,TJS,0.284,0.52,0.812,0.6117790320667424,0.6666857987345816,0.3756201484322487
