candidate,period,h,n,brier,mean_probability,event_rate
frozen2023_extra,later,5,3260,0.2002652378034991,0.3378934937981098,0.294478527607362
frozen2023_extra,later,10,3235,0.16834371028329628,0.2663907632540629,0.22812982998454404
frozen2023_extra,later,20,3185,0.13218854342610262,0.21046274658781802,0.16577708006279435
frozen2023_survival_hist,early,1,1135,0.2082395700507797,0.5902017852620814,0.5744493392070484
frozen2023_survival_hist,early,3,1135,0.22725383358456114,0.4252448059625813,0.45198237885462555
frozen2023_survival_hist,early,5,1135,0.2278594289762569,0.3574997600469703,0.3894273127753304
frozen2023_survival_hist,early,10,1135,0.20876356574807806,0.2848110520631379,0.31541850220264317
frozen2023_survival_hist,early,20,1135,0.19201716269229951,0.24544536199447858,0.2669603524229075
frozen2023_survival_hist,later,1,3280,0.21101773150695144,0.5578654655871917,0.5161585365853658
frozen2023_survival_hist,later,3,3270,0.21184206412834689,0.40784097931473046,0.354434250764526
frozen2023_survival_hist,later,5,3260,0.20151136431084954,0.3495634066960255,0.294478527607362
frozen2023_survival_hist,later,10,3235,0.17189644903243112,0.2788332854492598,0.22812982998454404
frozen2023_survival_hist,later,20,3185,0.13807219938343204,0.24183659401701804,0.16577708006279435
frozen2023_survival_logit,early,1,1135,0.24271998022827354,0.5502994829739949,0.5744493392070484
frozen2023_survival_logit,early,3,1135,0.24905249631147716,0.38924949593514335,0.45198237885462555
frozen2023_survival_logit,early,5,1135,0.23979814638057342,0.3271242849154457,0.3894273127753304
frozen2023_survival_logit,early,10,1135,0.2202905281727309,0.24109307697439705,0.31541850220264317
frozen2023_survival_logit,early,20,1135,0.2055023576145604,0.16411160056725047,0.2669603524229075
frozen2023_survival_logit,later,1,3280,0.24811696361938979,0.5728685772412176,0.5161585365853658
frozen2023_survival_logit,later,3,3270,0.22835787726527568,0.4198898828970001,0.354434250764526
frozen2023_survival_logit,later,5,3260,0.2083156952079295,0.367363783643349,0.294478527607362
frozen2023_survival_logit,later,10,3235,0.1753117211817547,0.2991074946640278,0.22812982998454404
frozen2023_survival_logit,later,20,3185,0.13877553118935826,0.2429623929883565,0.16577708006279435
frozen2023_survival_local,early,1,1135,0.24896807628324125,0.5347920425424555,0.5744493392070484
frozen2023_survival_local,early,3,1135,0.25584797237994084,0.37728980409079543,0.45198237885462555
frozen2023_survival_local,early,5,1135,0.24506070387999618,0.32268634246240385,0.3894273127753304
frozen2023_survival_local,early,10,1135,0.22639563160503798,0.2435696636411149,0.31541850220264317
frozen2023_survival_local,early,20,1135,0.21282334565020386,0.17900556598165096,0.2669603524229075
frozen2023_survival_local,later,1,3280,0.2467410540946263,0.5856583134826584,0.5161585365853658
frozen2023_survival_local,later,3,3270,0.22891917489642155,0.4383045035861092,0.354434250764526
frozen2023_survival_local,later,5,3260,0.21147231007807468,0.3912809442001307,0.294478527607362
frozen2023_survival_local,later,10,3235,0.18157745222267585,0.3257390029187039,0.22812982998454404
frozen2023_survival_local,later,20,3185,0.15286044719188757,0.27926897670245693,0.16577708006279435
equal_expanding,early,1,1135,0.21638233443315363,0.6020720433924386,0.5744493392070484
equal_expanding,early,3,1135,0.22558477181693823,0.4644462472560306,0.45198237885462555
equal_expanding,early,5,1135,0.22043521590616613,0.4051505082414762,0.3894273127753304
equal_expanding,early,10,1135,0.2066817908585926,0.34580001998264437,0.31541850220264317
equal_expanding,early,20,1135,0.19231521102351282,0.2987001264616006,0.2669603524229075
equal_expanding,later,1,3280,0.20503289409002068,0.5398889465971766,0.5161585365853658
equal_expanding,later,3,3270,0.20081778133923084,0.3926784605405437,0.354434250764526
equal_expanding,later,5,3260,0.18853179396940126,0.3346823414926928,0.294478527607362
equal_expanding,later,10,3235,0.16610554380288145,0.2650768343239239,0.22812982998454404
equal_expanding,later,20,3185,0.13437004922471393,0.20784773996901354,0.16577708006279435
cny50_probability_expanding,early,1,1135,0.20226971275341277,0.6009468155163625,0.5744493392070484
cny50_probability_expanding,early,3,1135,0.21385426894143644,0.4592549188347982,0.45198237885462555
cny50_probability_expanding,early,5,1135,0.21062904570026494,0.399529556211839,0.3894273127753304
cny50_probability_expanding,early,10,1135,0.20069258018684466,0.339498718530763,0.31541850220264317
cny50_probability_expanding,early,20,1135,0.18702623801213822,0.29138083793905684,0.2669603524229075
cny50_probability_expanding,later,1,3280,0.19552085204783973,0.5291635297790142,0.5161585365853658
cny50_probability_expanding,later,3,3270,0.19410458400107894,0.38381328178772706,0.354434250764526
cny50_probability_expanding,later,5,3260,0.18362002473809194,0.32643134508531757,0.294478527607362
cny50_probability_expanding,later,10,3235,0.1641816063198096,0.2578416392594521,0.22812982998454404
cny50_probability_expanding,later,20,3185,0.13354031836012614,0.20066469501637313,0.16577708006279435
equal_rolling365,early,1,1135,0.2144531060373676,0.5983822717574644,0.5744493392070484
equal_rolling365,early,3,1135,0.224610395983696,0.4628948209266447,0.45198237885462555
equal_rolling365,early,5,1135,0.2193924756831636,0.403672104782212,0.3894273127753304
equal_rolling365,early,10,1135,0.20817442536787173,0.3464729253946042,0.31541850220264317
