policy,kind,rate,memory,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min,frequency,corridor_frequency_min,quarter_frequency_min
rolling_r22_m090,rolling,0.22,90,1.5227383582474965,1.7198569766011869,3.134748746112818,53.36392525842889,1.0203389830508476,0.8898305084745763,0.4772727272727273
rolling_r24_m010,rolling,0.24,10,1.3745709889936488,1.4482915430856966,1.6284381766201457,41.81834380541043,1.4870056497175141,1.423728813559322,1.209090909090909
rolling_r24_m015,rolling,0.24,15,1.420174246306736,1.5412190698774595,3.339636169478416,45.48627978908341,1.3169491525423729,1.305084745762712,1.0818181818181818
rolling_r24_m020,rolling,0.24,20,1.4287795510231112,1.5012588504653133,2.1017260340786073,45.27089434701145,1.2734463276836159,1.2457627118644068,0.9863636363636364
rolling_r24_m030,rolling,0.24,30,1.3889234598630993,1.4573307424147,1.3217519071014867,47.41869235687712,1.1350282485875707,1.0084745762711864,0.875
rolling_r24_m040,rolling,0.24,40,1.4347643979057592,1.540027247645082,1.2604105457272192,45.170322755926364,1.1192090395480228,1.0282485875706215,0.7174999999999999
rolling_r24_m060,rolling,0.24,60,1.462533888593868,1.6157710630877784,1.756268863815537,44.45878870541882,1.0480225988700564,0.9491525423728814,0.7000000000000001
rolling_r24_m090,rolling,0.24,90,1.5199317842677467,1.7323930844119313,3.455781672932156,53.20900100301101,1.0994350282485876,1.0084745762711864,0.4772727272727273
rolling_r26_m010,rolling,0.26,10,1.3689052437902485,1.4287642973010737,1.7263084315233381,41.30458627877455,1.5305084745762714,1.463276836158192,1.2727272727272727
rolling_r26_m015,rolling,0.26,15,1.4094779320107331,1.5063887102979148,3.2021736068081283,44.22694863080226,1.3881355932203392,1.344632768361582,1.1295454545454544
rolling_r26_m020,rolling,0.26,20,1.433027762088891,1.4939139499547873,2.4745759542458914,44.500766256576114,1.348587570621469,1.265536723163842,0.9863636363636364
rolling_r26_m030,rolling,0.26,30,1.436673674375146,1.4760480979208226,1.8254331657396676,45.037277988617575,1.2536723163841808,1.1468926553672316,0.9704545454545455
rolling_r26_m040,rolling,0.26,40,1.4431295843520784,1.5451191687822916,1.650791889838773,44.34092186802585,1.1983050847457628,1.0875706214689267,0.7525
rolling_r26_m060,rolling,0.26,60,1.4611204225709786,1.6009965778498512,2.22380586308879,44.619504946230485,1.1548022598870056,1.1271186440677967,0.7000000000000001
rolling_r26_m090,rolling,0.26,90,1.486774897484473,1.7055556552404731,3.4279635208440493,51.4038225516889,1.2220338983050847,1.1271186440677967,0.5090909090909091
rolling_r28_m010,rolling,0.28,10,1.3710017379728578,1.4358244544169216,1.881811250648018,40.909535764417264,1.5858757062146893,1.5423728813559323,1.2886363636363636
rolling_r28_m015,rolling,0.28,15,1.409772617319787,1.4892708380151813,2.8891733011569927,42.72064827947635,1.455367231638418,1.384180790960452,1.225
rolling_r28_m020,rolling,0.28,20,1.4262342731387285,1.4972493382507834,2.5943091059690904,43.567072769668485,1.4118644067796613,1.364406779661017,1.05
rolling_r28_m030,rolling,0.28,30,1.4486105742387152,1.5083279890005428,2.4100722477752106,45.00328754360744,1.364406779661017,1.265536723163842,1.0022727272727272
rolling_r28_m040,rolling,0.28,40,1.4216524859509354,1.5112340482431494,1.4482310773295348,42.74894473985516,1.2971751412429378,1.1468926553672316,0.8272727272727273
rolling_r28_m060,rolling,0.28,60,1.426387037946272,1.5601188108878057,1.868546768553488,44.17509748984998,1.2536723163841808,1.1864406779661016,0.7636363636363637
rolling_r28_m090,rolling,0.28,90,1.4955051179350245,1.6713997605926376,2.94934235298957,49.42764119797375,1.3169491525423729,1.2457627118644068,0.525
rolling_r30_m010,rolling,0.3,10,1.353190110028633,1.4078343950324324,2.0649733956219167,39.45049114550587,1.6293785310734465,1.6016949152542375,1.3204545454545455
rolling_r30_m015,rolling,0.3,15,1.393685987187848,1.4436271368612836,2.4467747346931357,40.56708167318679,1.5305084745762714,1.4435028248587571,1.2727272727272727
rolling_r30_m020,rolling,0.3,20,1.4034472451927869,1.4760407510818971,2.9503819174024297,42.03121650994565,1.4711864406779662,1.4039548022598871,1.0818181818181818
rolling_r30_m030,rolling,0.3,30,1.4439733494851603,1.5076168671863073,2.8337901297687624,43.19946465463134,1.498870056497175,1.344632768361582,1.0818181818181818
rolling_r30_m040,rolling,0.3,40,1.4256789601606257,1.507145538450607,2.0516345895790913,42.76532362799413,1.384180790960452,1.1864406779661016,0.8590909090909091
rolling_r30_m060,rolling,0.3,60,1.4423574013441323,1.5799746689301308,2.6115189145290993,44.6451388737009,1.3604519774011299,1.2853107344632768,0.8113636363636363
rolling_r30_m090,rolling,0.3,90,1.4841412327947339,1.658637660679587,2.6731517726199576,47.56719262046413,1.419774011299435,1.3248587570621468,0.6045454545454545
exponential_r18_m005,exponential,0.18,5,1.4442473690433961,1.5793778703757977,3.9767108983733492,51.21132778172782,0.9926553672316385,0.9491525423728814,0.8431818181818181
exponential_r18_m010,exponential,0.18,10,1.4199134199134198,1.5074393347563693,2.0671706982472386,49.7157726872907,0.8463276836158192,0.7909604519774012,0.6475
exponential_r18_m020,exponential,0.18,20,1.488525361892433,1.5824072142592442,1.71959839764478,53.60135656271771,0.747457627118644,0.711864406779661,0.4931818181818182
exponential_r18_m040,exponential,0.18,40,1.5122527535348147,1.676019870200512,2.4096920876410546,57.37039734389354,0.7672316384180791,0.632768361581921,0.44545454545454544
exponential_r18_m080,exponential,0.18,80,1.561319566859733,1.7619913882334146,5.0699881588161215,62.438284610069125,0.6960451977401131,0.5536723163841808,0.35000000000000003
exponential_r20_m005,exponential,0.2,5,1.445400825665794,1.5648324248650969,3.1451178094107903,49.55833809153981,1.0875706214689267,1.0480225988700564,0.9386363636363637
exponential_r20_m010,exponential,0.2,10,1.3976590078652382,1.4905103760122342,2.1945409387451402,48.60183493031954,0.9570621468926553,0.9293785310734464,0.7159090909090909
exponential_r20_m020,exponential,0.2,20,1.4881225512689282,1.5981047584880497,1.9754336928327563,53.81636971118837,0.8305084745762712,0.7909604519774012,0.525
exponential_r20_m040,exponential,0.2,40,1.5180071174377225,1.6691547103354165,2.7985410410217755,58.28297553175771,0.8225988700564972,0.731638418079096,0.4772727272727273
exponential_r20_m080,exponential,0.2,80,1.5532927990623395,1.7263686592511882,4.230357899630308,61.21283427508371,0.7988700564971751,0.692090395480226,0.39772727272727276
exponential_r22_m005,exponential,0.22,5,1.4434539158623738,1.5635787948787603,3.217345326324334,48.08609531689393,1.1943502824858758,1.1468926553672316,1.0181818181818183
exponential_r22_m010,exponential,0.22,10,1.4547095318668921,1.5365386906847711,2.6756911909844914,49.865026010384845,1.0401129943502825,0.9887005649717514,0.7795454545454547
exponential_r22_m020,exponential,0.22,20,1.4757699490393443,1.5810926987469875,1.1776706995208548,51.65882285900847,0.9254237288135593,0.8502824858757062,0.6204545454545455
exponential_r22_m040,exponential,0.22,40,1.520125868624623,1.7196471887058755,2.5142094560013097,56.390906501735884,0.8937853107344633,0.8107344632768362,0.4931818181818182
exponential_r22_m080,exponential,0.22,80,1.5598008879321943,1.7423445676455351,4.156260951578617,61.068502556618355,0.8700564971751413,0.7711864406779662,0.42954545454545456
exponential_r24_m005,exponential,0.24,5,1.4356589868179386,1.5238793975109985,2.8743196139743485,46.41121400664207,1.2615819209039547,1.2062146892655368,1.0977272727272729
exponential_r24_m010,exponential,0.24,10,1.4288707311963125,1.5025896647814883,2.14115493395042,47.93200789749156,1.1271186440677967,1.0480225988700564,0.8590909090909091
exponential_r24_m020,exponential,0.24,20,1.4535208092648426,1.5660729437997865,1.2726267735256767,50.06332731014897,1.0401129943502825,0.9689265536723164,0.6681818181818182
exponential_r24_m040,exponential,0.24,40,1.5182464313444424,1.7077155308489622,2.146933836343596,54.860517505589264,0.9807909604519774,0.8898305084745763,0.5568181818181819
exponential_r24_m080,exponential,0.24,80,1.5279584279802099,1.7024510532176982,2.200694544218121,57.17881304488424,0.9412429378531074,0.8502824858757062,0.46136363636363636
exponential_r26_m005,exponential,0.26,5,1.4115466919632027,1.4699466343877827,3.076947726493928,45.073870967468764,1.328813559322034,1.2457627118644068,1.1613636363636364
exponential_r26_m010,exponential,0.26,10,1.417929171089453,1.4773155254676462,1.6064062419961858,46.59194063042884,1.2141242937853107,1.0875706214689267,0.9227272727272727
exponential_r26_m020,exponential,0.26,20,1.4635567023478018,1.5998145974741091,2.160737548398518,49.21607582144127,1.1468926553672316,1.0677966101694916,0.7159090909090909
exponential_r26_m040,exponential,0.26,40,1.5265845922262247,1.7272476968012604,2.6000005747327934,53.56175893288379,1.0875706214689267,0.8898305084745763,0.6045454545454545
exponential_r26_m080,exponential,0.26,80,1.5067254436532158,1.7131202852539993,2.127338689496327,54.44095721540657,1.0361581920903955,0.9293785310734464,0.5568181818181819
exponential_r28_m005,exponential,0.28,5,1.3883939320972787,1.4359448009202738,3.539697601375128,43.222267454086115,1.4039548022598871,1.364406779661017,1.2269662921348314
exponential_r28_m010,exponential,0.28,10,1.4405992778164034,1.516488555009778,1.9707143058219334,46.52703982005021,1.305084745762712,1.1468926553672316,1.0181818181818183
exponential_r28_m020,exponential,0.28,20,1.4585109169265933,1.5960108612599797,2.1881972223806683,47.51045108241765,1.2299435028248589,1.1271186440677967,0.7795454545454547
exponential_r28_m040,exponential,0.28,40,1.4937564272072865,1.697765515077058,2.5160709771561796,50.82873308795485,1.1943502824858758,0.9887005649717514,0.6363636363636364
exponential_r28_m080,exponential,0.28,80,1.4899406790357186,1.6777011911447535,2.2293844099899176,51.53788319469266,1.1587570621468928,0.9887005649717514,0.6204545454545455
exponential_r30_m005,exponential,0.3,5,1.3759836947290944,1.4338105887413604,3.2510373287924677,42.07875880026014,1.4909604519774013,1.423728813559322,1.3045454545454545
exponential_r30_m010,exponential,0.3,10,1.4341613727021378,1.5091929800623045,2.3213101117359978,45.17966975463624,1.3881355932203392,1.2853107344632768,1.0977272727272729
exponential_r30_m020,exponential,0.3,20,1.4385400825548555,1.5806149071442088,2.015122437959141,44.72529027047837,1.348587570621469,1.2457627118644068,0.8590909090909091
exponential_r30_m040,exponential,0.3,40,1.4778170043399068,1.642921607975546,1.9040031930788965,48.07840099335916,1.301129943502825,1.1271186440677967,0.7159090909090909
exponential_r30_m080,exponential,0.3,80,1.4800359967792354,1.6670184938366863,2.0234719634252745,49.57587140313941,1.2338983050847459,1.0084745762711864,0.6840909090909091
