feature,spearman,abs_spearman
pct_range_30,0.06125230376830585,0.06125230376830585
level_vs_ema_60,0.06104800095431872,0.06104800095431872
raw_ret1_lag_10,0.060464742809960746,0.060464742809960746
dom_cos,0.06035573217835537,0.06035573217835537
is_month_05,0.06016073230495415,0.06016073230495415
usd_raw_ret_10,0.06015978243218777,0.06015978243218777
rank_level_120,0.059771612475444165,0.059771612475444165
z_30,0.05957001927138317,0.05957001927138317
is_month_02,-0.059529780028227494,0.059529780028227494
positive_share_20,0.059401415828394796,0.059401415828394796
ret_median_20,0.05925127935582951,0.05925127935582951
positive_share_60,0.058965569586356625,0.058965569586356625
pct_range_90,0.05855340118450981,0.05855340118450981
is_month_11,0.05804049065990591,0.05804049065990591
ret_kurt_250,0.05689075369642182,0.05689075369642182
eur_raw_ret_10,0.05614174877539979,0.05614174877539979
level_vs_ema_120,0.05494189527233432,0.05494189527233432
is_month_end,0.054454993935135663,0.054454993935135663
level_vs_ema_20,0.05443754935105148,0.05443754935105148
annual_cos_4,-0.054354993915095046,0.054354993915095046
ret_ac1_60,0.05316586476978483,0.05316586476978483
ret_ac5_60,0.052993036848246834,0.052993036848246834
vs_sma_20,-0.05284877314078606,0.05284877314078606
level_vs_mean_20,0.05284877314078606,0.05284877314078606
days_beaten_180,-0.052820029872363616,0.052820029872363616
range_pos_120,0.05185221833821633,0.05185221833821633
dist_max_180,-0.05169609720535041,0.05169609720535041
ret_median_60,0.050639763631463434,0.050639763631463434
pre_sep_first_14,0.050317009938428796,0.050317009938428796
last_week_month,0.04995971628877497,0.04995971628877497
pre_sep_first_7,0.04947054086596839,0.04947054086596839
z_180,0.049200199715395826,0.049200199715395826
cny_raw_ret_60,0.049112065304626994,0.049112065304626994
eur_raw_ret_60,0.048876338355208944,0.048876338355208944
ret_mad_20,-0.048582969240862625,0.048582969240862625
month_sin,-0.048275549293417354,0.048275549293417354
annual_sin_2,-0.048029869529732976,0.048029869529732976
rank_level_250,0.047365158219211834,0.047365158219211834
pct_range_180,0.046793157474405114,0.046793157474405114
ret_10,-0.04543852354335635,0.04543852354335635
range_pos_250,0.04526806564399655,0.04526806564399655
rank_level_20,0.044969017127196774,0.044969017127196774
level_vs_mean_120,0.043515055531781956,0.043515055531781956
annual_sin_3,-0.043476835320779075,0.043476835320779075
ret_60,-0.04322638385315296,0.04322638385315296
positive_share_250,0.04318162197660234,0.04318162197660234
week_of_month_sin,-0.04284047977319457,0.04284047977319457
is_month_08,0.04273639318672172,0.04273639318672172
share_above_sma_60,0.04254111753933118,0.04254111753933118
range_pos_20,0.041533057987226084,0.041533057987226084
ret_ac5_20,0.041128356755551036,0.041128356755551036
is_month_04,-0.04108619455259897,0.04108619455259897
bars_since_max_90,-0.04105310048058637,0.04105310048058637
max_up_5,-0.04091831471675594,0.04091831471675594
ret_median_250,0.04091584188084446,0.04091584188084446
is_dow_6,0.04068315260894182,0.04068315260894182
year_end,0.03995386778532941,0.03995386778532941
dist_min_30,-0.03977755428044754,0.03977755428044754
rank_level_500,0.03972133191018664,0.03972133191018664
is_month_03,-0.03931587683625341,0.03931587683625341
usd_raw_ret_60,0.03926289132012935,0.03926289132012935
annual_cos_1,-0.03915087484071499,0.03915087484071499
skew_30,0.038683231177798504,0.038683231177798504
days_to_payday,0.037969186206594806,0.037969186206594806
ret_250,-0.03779528805837749,0.03779528805837749
dist_min_90,-0.03758603811951534,0.03758603811951534
high_vol_regime,0.03730096892284578,0.03730096892284578
days_since_payday,-0.03648786487215621,0.03648786487215621
level_vs_mean_250,0.0359891064409687,0.0359891064409687
max_up_120,-0.03575653834059663,0.03575653834059663
raw_ret1_lag_9,0.03514285554747947,0.03514285554747947
bars_since_min_90,0.034617883054085384,0.034617883054085384
raw_ret1_lag_4,0.03460835851111717,0.03460835851111717
ret_ac5_120,0.034467989909502374,0.034467989909502374
pct_x_vol,0.034273041192311074,0.034273041192311074
is_month_06,-0.033943948439177266,0.033943948439177266
autocorr_30,0.033118547189914374,0.033118547189914374
raw_ret_180,0.03246950477004838,0.03246950477004838
vol_ratio,0.031734336916828323,0.031734336916828323
ret_mad_120,-0.031371661105605436,0.031371661105605436
ret_kurt_60,0.03126317164826146,0.03126317164826146
in_payday_window,-0.031033045978330304,0.031033045978330304
ret_ac1_120,0.03095473584171034,0.03095473584171034
is_month_01,-0.03091813415182844,0.03091813415182844
is_month_07,0.030845794743364865,0.030845794743364865
new_high_60,0.030464609748645732,0.030464609748645732
raw_vol_120,-0.030239187852704935,0.030239187852704935
raw_vol_250,-0.030074005907662363,0.030074005907662363
range_pos_500,0.02988623971635401,0.02988623971635401
positive_share_120,0.02948672940340136,0.02948672940340136
vol_90,-0.029393081208447545,0.029393081208447545
max_down_120,0.02925529043326935,0.02925529043326935
ret_mad_60,-0.02849828753711495,0.02849828753711495
vol_of_vol,0.028295234394671114,0.028295234394671114
level_vs_mean_500,0.027929381632550612,0.027929381632550612
corr_usd_120,-0.027836043013823496,0.027836043013823496
dist_min_180,-0.02705897931550992,0.02705897931550992
excess_ret_20,0.02693742438005038,0.02693742438005038
summer,0.026715697630333837,0.026715697630333837
raw_vol_5,-0.026671979158322572,0.026671979158322572
vol_ratio_20_120,0.02595239178550827,0.02595239178550827
cnyusd_ret_5,0.02551325862607489,0.02551325862607489
rel_to_peers_5,-0.025156344647739765,0.025156344647739765
accel_20_60,0.0245645749197357,0.0245645749197357
dow_sin,-0.02454978325773996,0.02454978325773996
eur_ret_5,-0.0245491440587794,0.0245491440587794
eur_raw_ret_5,0.0245491440587794,0.0245491440587794
is_dow_2,-0.02443480832051724,0.02443480832051724
level_vs_ema_10,0.02437068449690843,0.02437068449690843
pre_new_year_7,-0.024365024029498063,0.024365024029498063
to_eid_fitr,0.024261915753885657,0.024261915753885657
to_eid_adha,0.02354639785154395,0.02354639785154395
calendar_dow,0.023095517723140512,0.023095517723140512
raw_ret1_lag_6,-0.023028743499594106,0.023028743499594106
dow_cos,-0.022631124224996663,0.022631124224996663
eurusd_ret_60,-0.022622934616533495,0.022622934616533495
max_up_250,-0.022606188538955435,0.022606188538955435
ret_kurt_5,0.022073284955595726,0.022073284955595726
cny_ret_5,-0.021657665939326533,0.021657665939326533
cny_raw_ret_5,0.021657665939326533,0.021657665939326533
usd_ret_5,-0.021586832443509965,0.021586832443509965
usd_raw_ret_5,0.021586832443509965,0.021586832443509965
beta_cny_120,-0.021065170167859894,0.021065170167859894
eur_raw_ret_1,0.020986551025805864,0.020986551025805864
eur_raw_ret_120,-0.020555923765088066,0.020555923765088066
to_navruz,0.02040991513376292,0.02040991513376292
vol_10,-0.01979276426805594,0.01979276426805594
is_dow_4,0.019600905034754423,0.019600905034754423
raw_ret1_lag_5,-0.019462400385987497,0.019462400385987497
raw_vol_20,-0.01908558357408326,0.01908558357408326
new_low_60,-0.01881168252570266,0.01881168252570266
excess_ret_5,0.018580372070555656,0.018580372070555656
annual_sin_4,-0.01838420397913824,0.01838420397913824
slope_z_120,0.017934359188546342,0.017934359188546342
is_month_09,0.017535732770366467,0.017535732770366467
currency_UZS,-0.01710200511770417,0.01710200511770417
max_down_20,0.017010174056737038,0.017010174056737038
ret_mad_5,-0.01697010087868922,0.01697010087868922
ret_median_120,0.01675286184289958,0.01675286184289958
first_week_month,0.01658349745017576,0.01658349745017576
raw_vol_60,-0.01645349223146158,0.01645349223146158
raw_ret_2,-0.016352940427361424,0.016352940427361424
corr_eur_120,-0.016267969103667033,0.016267969103667033
peer_dispersion_5,0.01612255128654658,0.01612255128654658
calendar_dom,0.01604904214564429,0.01604904214564429
raw_ret1_lag_7,0.01587816857264839,0.01587816857264839
annual_cos_2,0.015516246603364776,0.015516246603364776
dom_sin,-0.015483151024832931,0.015483151024832931
ret_median_5,0.015398132065129026,0.015398132065129026
is_dow_0,-0.01524982625118993,0.01524982625118993
beta_eur_120,-0.015010855156853917,0.015010855156853917
new_low_500,-0.014534750687720765,0.014534750687720765
to_any_holiday,0.01438446527723324,0.01438446527723324
to_new_year,0.01438446527723324,0.01438446527723324
to_sep_first,0.01438446527723324,0.01438446527723324
raw_ret_500,-0.01407633048947712,0.01407633048947712
eurusd_ret_20,-0.013564902976349553,0.013564902976349553
ret_1,0.013165866607561303,0.013165866607561303
raw_ret1_lag_1,-0.013165866607561303,0.013165866607561303
corr_cny_120,-0.012952500578803703,0.012952500578803703
cny_raw_ret_2,0.012620985332504815,0.012620985332504815
new_high_10,0.012447953511731195,0.012447953511731195
raw_ret1_lag_8,0.012359288218815925,0.012359288218815925
ret_ac1_250,-0.012235798480138619,0.012235798480138619
usd_raw_ret_1,0.011862302329451246,0.011862302329451246
new_low_20,-0.011809232811863192,0.011809232811863192
cny_raw_ret_1,0.011750786459255314,0.011750786459255314
eur_raw_ret_2,0.010579364899111758,0.010579364899111758
quiet_regime,-0.010388705972820926,0.010388705972820926
is_after_gap,-0.01007191789947623,0.01007191789947623
gap_days,-0.010059919864035323,0.010059919864035323
new_low_120,-0.009963199618485396,0.009963199618485396
raw_ret_90,0.009584952855547038,0.009584952855547038
ret_ac1_20,0.009547155764192319,0.009547155764192319
range_pos_10,0.009129460537099841,0.009129460537099841
rank_level_10,0.009068361146453685,0.009068361146453685
max_down_60,0.008750849639134398,0.008750849639134398
positive_share_5,0.008702084707016052,0.008702084707016052
ret_120,-0.008688498177385836,0.008688498177385836
is_dow_1,-0.008633806468159541,0.008633806468159541
cnyusd_ret_20,-0.008601509038327503,0.008601509038327503
usd_raw_ret_120,-0.008539042839369109,0.008539042839369109
usd_raw_ret_2,0.008485665255963552,0.008485665255963552
currency_AMD,0.008378738290079495,0.008378738290079495
max_up_20,0.008215548622516174,0.008215548622516174
currency_KZT,0.008178741265540518,0.008178741265540518
max_down_5,0.007720850504777354,0.007720850504777354
streak_up,-0.00749174735994832,0.00749174735994832
raw_ret_4,0.007226962557100814,0.007226962557100814
is_dow_3,0.007100322153731423,0.007100322153731423
cny_raw_ret_120,0.006747431465548563,0.006747431465548563
new_high_20,0.0064024671962665605,0.0064024671962665605
level_vs_mean_10,0.006290546831972981,0.006290546831972981
max_down_250,0.006268661993402688,0.006268661993402688
range_width_90,-0.005920654686043576,0.005920654686043576
is_month_10,-0.005906964081556293,0.005906964081556293
slope_z_250,0.005875644409315817,0.005875644409315817
new_low_10,-0.005499600020904628,0.005499600020904628
eurusd_ret_5,-0.005472140013372573,0.005472140013372573
ret_ac1_5,-0.005465502689004859,0.005465502689004859
ret_kurt_120,-0.005379377255650782,0.005379377255650782
max_up_60,-0.005279572663216438,0.005279572663216438
range_width_30,-0.0052518481382554634,0.0052518481382554634
annual_cos_3,-0.005211609323275834,0.005211609323275834
new_low_250,-0.003924047813695431,0.003924047813695431
raw_ret_7,0.003451004278022719,0.003451004278022719
streak_dn,0.003404909350154953,0.003404909350154953
new_high_500,0.0032081147256002892,0.0032081147256002892
slope_z_10,0.003176614706432342,0.003176614706432342
raw_ret1_lag_2,-0.0031225158174207446,0.0031225158174207446
beta_usd_120,-0.003090922064200647,0.003090922064200647
is_month_start,0.0029998327032561066,0.0029998327032561066
currency_KGS,0.00297373211267084,0.00297373211267084
vol_ratio_5_60,-0.0029646913201724764,0.0029646913201724764
is_month_12,-0.002958566618737745,0.002958566618737745
currency_TJS,-0.0024312740647378164,0.0024312740647378164
quarter_sin,0.0023396864775729605,0.0023396864775729605
week_of_month_cos,-0.0020793477223497413,0.0020793477223497413
new_high_120,0.002004670910885277,0.002004670910885277
vol_30,-0.0018918021277867579,0.0018918021277867579
ret_ac5_250,-0.0017449416735916977,0.0017449416735916977
new_high_250,-0.0017367331036480256,0.0017367331036480256
ret_5,0.0012620910447205134,0.0012620910447205134
slope_z_500,-0.001147545660996665,0.001147545660996665
ret_3,0.0011256175774626285,0.0011256175774626285
peer_ret_5_mean,-0.0010990730552898475,0.0010990730552898475
level_vs_ema_5,0.00033086881306126735,0.00033086881306126735
raw_ret1_lag_3,0.00030850793853192554,0.00030850793853192554
is_dow_5,0.00014227944778963375,0.00014227944778963375
