c,horizon,feature,coefficient
0.1,5,month_sin,-0.03540712763462582
0.1,5,month_cos,-0.011020226447126972
0.1,5,days_to_month_end,-0.0053802239722484935
0.1,5,month_end_3d,-0.376022026065168
0.1,5,month_start_3d,0.3905991158579303
0.1,5,payday_exact,-0.18098057290170663
0.1,5,new_year_season,0.04528409689484793
0.1,5,quarter_end_5d,0.24628280647764245
0.1,5,currency_0_dow_0,0.0
0.1,5,currency_1_dow_0,0.0
0.1,5,currency_2_dow_0,0.0
0.1,5,currency_3_dow_0,0.0
0.1,5,currency_4_dow_0,0.0
0.1,5,currency_0_dow_1,0.02978421376350043
0.1,5,currency_1_dow_1,-0.01294581965078483
0.1,5,currency_2_dow_1,-0.02899668013832655
0.1,5,currency_3_dow_1,-0.005065100819774071
0.1,5,currency_4_dow_1,-0.047958386079392824
0.1,5,currency_0_dow_2,0.08267336301749059
0.1,5,currency_1_dow_2,-0.06334033121959663
0.1,5,currency_2_dow_2,0.016927834350150155
0.1,5,currency_3_dow_2,0.02360711894197512
0.1,5,currency_4_dow_2,-0.007981672936099386
0.1,5,currency_0_dow_3,0.002097545978647275
0.1,5,currency_1_dow_3,-0.024861785037913788
0.1,5,currency_2_dow_3,0.05510202643522007
0.1,5,currency_3_dow_3,-0.020118006955023207
0.1,5,currency_4_dow_3,-0.01809703571583472
0.1,5,currency_0_dow_4,-0.03935702675063681
0.1,5,currency_1_dow_4,-0.04121008081458866
0.1,5,currency_2_dow_4,-0.019504304316279187
0.1,5,currency_3_dow_4,0.0031675081886913354
0.1,5,currency_4_dow_4,0.027563396120197883
0.1,5,currency_0_dow_5,0.07838406807936227
0.1,5,currency_1_dow_5,-0.05607023930844921
0.1,5,currency_2_dow_5,0.03531043462872635
0.1,5,currency_3_dow_5,-0.004695969309452702
0.1,5,currency_4_dow_5,-0.025980445300670445
0.1,5,currency_0_dow_6,-0.17314956904342685
0.1,5,currency_1_dow_6,0.1667075291631632
0.1,5,currency_2_dow_6,-0.06262935397781254
0.1,5,currency_3_dow_6,0.03995570545952593
0.1,5,currency_4_dow_6,0.048875978968323144
0.1,5,currency_0_dom_bin_0,0.07704574640103469
0.1,5,currency_1_dom_bin_0,0.03410504144404688
0.1,5,currency_2_dom_bin_0,-0.04821505743796523
0.1,5,currency_3_dom_bin_0,-0.0836312309889423
0.1,5,currency_4_dom_bin_0,0.058513689983144164
0.1,5,currency_0_dom_bin_1,-0.084598567264314
0.1,5,currency_1_dom_bin_1,-0.09503453555166796
0.1,5,currency_2_dom_bin_1,0.02290428311727764
0.1,5,currency_3_dom_bin_1,-0.03930009328922183
0.1,5,currency_4_dom_bin_1,-0.16908541562720703
0.1,5,currency_0_dom_bin_2,-0.11498495583250493
0.1,5,currency_1_dom_bin_2,-0.08579715215872144
0.1,5,currency_2_dom_bin_2,-0.026596292658508224
0.1,5,currency_3_dom_bin_2,0.08022377391278755
0.1,5,currency_4_dom_bin_2,0.17805688531157465
0.1,5,currency_0_dom_bin_3,0.10297037174073298
0.1,5,currency_1_dom_bin_3,0.11500591939816816
0.1,5,currency_2_dom_bin_3,0.04811702396087571
0.1,5,currency_3_dom_bin_3,0.07955880587131554
0.1,5,currency_4_dom_bin_3,-0.09106332461098786
0.1,10,currency_0,-0.021001928942071424
0.1,10,currency_1,-0.060264719885099786
0.1,10,currency_2,0.0037347585736709162
0.1,10,currency_3,0.06705071992321479
0.1,10,currency_4,-0.016456933878230023
0.1,10,dow_0,0.0
0.1,10,dow_1,0.030967684416565826
0.1,10,dow_2,0.031767652765178685
0.1,10,dow_3,-0.04797194248426515
0.1,10,dow_4,-0.026375507642786268
0.1,10,dow_5,0.14822498806430945
0.1,10,dow_6,-0.16355097932751225
0.1,10,month_0,0.31924448026461166
0.1,10,month_1,0.4372134223475201
0.1,10,month_2,-0.1104515185010128
0.1,10,month_3,-0.24465818125961505
0.1,10,month_4,-0.48806065149507233
0.1,10,month_5,0.1971905898441738
0.1,10,month_6,0.32778874715409756
0.1,10,month_7,0.4053328454348596
0.1,10,month_8,-0.3743223988347456
0.1,10,month_9,-0.2802526343051009
0.1,10,month_10,0.01904217814507882
0.1,10,month_11,-0.2350049830033266
0.1,10,dom_bin_0,0.08343643687882828
0.1,10,dom_bin_1,-0.36029287629168466
0.1,10,dom_bin_2,0.0338446274353734
0.1,10,dom_bin_3,0.21607370776897056
0.1,10,dow_sin,0.02917297198820759
0.1,10,dow_cos,-0.055731725319308305
0.1,10,dom_sin,-0.017532816440926025
0.1,10,dom_cos,-0.052890855067450324
0.1,10,month_sin,0.05698748459491306
0.1,10,month_cos,0.03025963832433862
0.1,10,days_to_month_end,-0.0066256433787938865
0.1,10,month_end_3d,-0.2938580106294587
0.1,10,month_start_3d,0.29413569216597274
0.1,10,payday_exact,-0.17202536282050776
0.1,10,new_year_season,0.08423949726128079
0.1,10,quarter_end_5d,0.29048161940656114
0.1,10,currency_0_dow_0,0.0
0.1,10,currency_1_dow_0,0.0
0.1,10,currency_2_dow_0,0.0
0.1,10,currency_3_dow_0,0.0
0.1,10,currency_4_dow_0,0.0
0.1,10,currency_0_dow_1,0.0707142824227295
0.1,10,currency_1_dow_1,-0.028597423359157475
0.1,10,currency_2_dow_1,-0.03488474788230513
0.1,10,currency_3_dow_1,0.035285672323004946
0.1,10,currency_4_dow_1,-0.011550099087707549
0.1,10,currency_0_dow_2,0.06737375924004084
0.1,10,currency_1_dow_2,0.03873524895588764
0.1,10,currency_2_dow_2,-0.047590845886441184
0.1,10,currency_3_dow_2,0.0426724955553792
0.1,10,currency_4_dow_2,-0.06942300509968803
0.1,10,currency_0_dow_3,0.022931084664587598
0.1,10,currency_1_dow_3,-0.057830694162497025
0.1,10,currency_2_dow_3,0.0248798202989499
0.1,10,currency_3_dow_3,-0.04240419251176418
0.1,10,currency_4_dow_3,0.004452039226459293
0.1,10,currency_0_dow_4,-0.08933099376220915
0.1,10,currency_1_dow_4,-0.028793084087227028
0.1,10,currency_2_dow_4,0.02055692930967461
0.1,10,currency_3_dow_4,0.011747206700578
0.1,10,currency_4_dow_4,0.05944443419639694
0.1,10,currency_0_dow_5,0.0012873218186324178
0.1,10,currency_1_dow_5,0.0010232723565463545
0.1,10,currency_2_dow_5,0.030787606958920823
0.1,10,currency_3_dow_5,0.01793532547607657
0.1,10,currency_4_dow_5,0.09719146145413116
0.1,10,currency_0_dow_6,-0.09397738332584855
0.1,10,currency_1_dow_6,0.015197960411348684
0.1,10,currency_2_dow_6,0.009985995774869253
0.1,10,currency_3_dow_6,0.0018142123799413195
0.1,10,currency_4_dow_6,-0.09657176456782082
0.1,10,currency_0_dom_bin_0,0.08186037099029446
0.1,10,currency_1_dom_bin_0,-0.04398069892339214
0.1,10,currency_2_dom_bin_0,0.004660844397591817
0.1,10,currency_3_dom_bin_0,-0.006711137754705055
0.1,10,currency_4_dom_bin_0,0.04760705816903801
0.1,10,currency_0_dom_bin_1,-0.1607284960140138
0.1,10,currency_1_dom_bin_1,-0.08701701966866948
0.1,10,currency_2_dom_bin_1,0.012305738625920007
0.1,10,currency_3_dom_bin_1,-0.05028898614745901
0.1,10,currency_4_dom_bin_1,-0.07456411308746043
0.1,10,currency_0_dom_bin_2,-0.08494913087400065
0.1,10,currency_1_dom_bin_2,-0.06653739510994533
0.1,10,currency_2_dom_bin_2,0.008125495153803747
0.1,10,currency_3_dom_bin_2,0.03592466154234771
0.1,10,currency_4_dom_bin_2,0.1412809967231678
0.1,10,currency_0_dom_bin_3,0.1428153269556481
0.1,10,currency_1_dom_bin_3,0.13727039381691133
0.1,10,currency_2_dom_bin_3,-0.02135731960364784
0.1,10,currency_3_dom_bin_3,0.08812618228302863
0.1,10,currency_4_dom_bin_3,-0.13078087568297145
0.1,20,currency_0,0.0025959923069396027
0.1,20,currency_1,-0.055130888524541115
0.1,20,currency_2,0.001998638651660334
0.1,20,currency_3,0.08141412369303712
0.1,20,currency_4,-0.05633257905343669
0.1,20,dow_0,0.0
0.1,20,dow_1,0.06894728212529594
0.1,20,dow_2,-0.0003098929319561973
0.1,20,dow_3,-0.04699044104081238
0.1,20,dow_4,0.008426958047210128
0.1,20,dow_5,0.16722864643107152
0.1,20,dow_6,-0.22275726555713898
0.1,20,month_0,0.22458735989020112
0.1,20,month_1,0.33340179796392605
0.1,20,month_2,-0.012400560583373972
0.1,20,month_3,-0.36781436725185096
0.1,20,month_4,-0.44542366669534744
0.1,20,month_5,0.4203955223692846
0.1,20,month_6,0.3162363547402553
0.1,20,month_7,0.2551019058238364
0.1,20,month_8,-0.5559060216464627
0.1,20,month_9,-0.12646479964697935
0.1,20,month_10,0.0466834636997414
0.1,20,month_11,-0.11385170158956509
0.1,20,dom_bin_0,0.13251417485842668
0.1,20,dom_bin_1,-0.2163166783903861
0.1,20,dom_bin_2,-0.030476294294419868
0.1,20,dom_bin_3,0.08882408490004214
0.1,20,dow_sin,0.04068110056444167
0.1,20,dow_cos,-0.09829737514221433
0.1,20,dom_sin,-0.05411000852502481
0.1,20,dom_cos,-0.10368598431669933
0.1,20,month_sin,0.10943624971628056
0.1,20,month_cos,0.03129533582333219
0.1,20,days_to_month_end,-0.011113541991790725
0.1,20,month_end_3d,-0.14312991749608117
0.1,20,month_start_3d,0.40018071861404547
0.1,20,payday_exact,-0.028486127774096173
0.1,20,new_year_season,0.11073565830063442
0.1,20,quarter_end_5d,0.14766293606588118
0.1,20,currency_0_dow_0,0.0
0.1,20,currency_1_dow_0,0.0
0.1,20,currency_2_dow_0,0.0
0.1,20,currency_3_dow_0,0.0
0.1,20,currency_4_dow_0,0.0
0.1,20,currency_0_dow_1,0.09143952209399131
0.1,20,currency_1_dow_1,0.019312151096025982
0.1,20,currency_2_dow_1,-0.006688872201112741
0.1,20,currency_3_dow_1,0.023539192651789165
0.1,20,currency_4_dow_1,-0.05865471151539811
0.1,20,currency_0_dow_2,0.09401857618923118
0.1,20,currency_1_dow_2,-0.007709141781336939
0.1,20,currency_2_dow_2,-0.07593856591666902
0.1,20,currency_3_dow_2,0.09329321455082137
0.1,20,currency_4_dow_2,-0.10397397597400203
0.1,20,currency_0_dow_3,0.020138299735831783
0.1,20,currency_1_dow_3,-0.05153492192880615
0.1,20,currency_2_dow_3,0.016972539191496664
0.1,20,currency_3_dow_3,-0.03003903574891722
0.1,20,currency_4_dow_3,-0.002527322290417058
0.1,20,currency_0_dow_4,-0.13687508427176426
0.1,20,currency_1_dow_4,-0.05367204545112442
0.1,20,currency_2_dow_4,0.10001934100718493
0.1,20,currency_3_dow_4,0.050317606283656724
0.1,20,currency_4_dow_4,0.04863714047925638
0.1,20,currency_0_dow_5,0.0005880189680520141
0.1,20,currency_1_dow_5,-0.009484776687983766
0.1,20,currency_2_dow_5,0.03351306321659414
0.1,20,currency_3_dow_5,0.017652184542209244
0.1,20,currency_4_dow_5,0.12496015639219712
0.1,20,currency_0_dow_6,-0.06671334040840184
0.1,20,currency_1_dow_6,0.047957846228686166
0.1,20,currency_2_dow_6,-0.06587886664582851
0.1,20,currency_3_dow_6,-0.07334903858652449
0.1,20,currency_4_dow_6,-0.06477386614507508
0.1,20,currency_0_dom_bin_0,0.10987527821461905
0.1,20,currency_1_dom_bin_0,-0.10181872447411831
0.1,20,currency_2_dom_bin_0,0.003852322905540207
0.1,20,currency_3_dom_bin_0,-0.022390470640566346
0.1,20,currency_4_dom_bin_0,0.14299576885294804
0.1,20,currency_0_dom_bin_1,-0.17530030138196417
0.1,20,currency_1_dom_bin_1,0.05422623891856937
0.1,20,currency_2_dom_bin_1,0.07657976138695806
0.1,20,currency_3_dom_bin_1,-0.019766450403527154
0.1,20,currency_4_dom_bin_1,-0.15205592691041814
0.1,20,currency_0_dom_bin_2,-0.09756351281110723
0.1,20,currency_1_dom_bin_2,-0.03910222409648653
0.1,20,currency_2_dom_bin_2,-0.0537024547908301
0.1,20,currency_3_dom_bin_2,0.012700184572286284
0.1,20,currency_4_dom_bin_2,0.14719171283171695
0.1,20,currency_0_dom_bin_3,0.1655845282853913
0.1,20,currency_1_dom_bin_3,0.03156382112749313
0.1,20,currency_2_dom_bin_3,-0.024730990850003066
0.1,20,currency_3_dom_bin_3,0.1108708601648442
0.1,20,currency_4_dom_bin_3,-0.1944641338276861
