origin,cadence,kind,endpoint,n_risk,positive_labels,n_recent_records
2024-07-01,month,fine_full20,17,628,12,0
2024-07-01,month,fine_full20,18,616,9,0
2024-07-01,month,fine_full20,19,607,9,0
2024-07-01,month,fine_full20,20,598,12,0
2024-07-01,month,fine_partial,1,3050,1439,95
2024-07-01,month,fine_partial,2,1606,293,42
2024-07-01,month,fine_partial,3,1313,172,31
2024-07-01,month,fine_partial,4,1141,96,19
2024-07-01,month,fine_partial,5,1045,87,15
2024-07-01,month,fine_partial,6,958,54,7
2024-07-01,month,fine_partial,7,904,41,5
2024-07-01,month,fine_partial,8,858,39,0
2024-07-01,month,fine_partial,9,819,28,0
2024-07-01,month,fine_partial,10,791,35,0
2024-07-01,month,fine_partial,11,756,32,0
2024-07-01,month,fine_partial,12,724,26,0
2024-07-01,month,fine_partial,13,698,27,0
2024-07-01,month,fine_partial,14,671,15,0
2024-07-01,month,fine_partial,15,656,9,0
2024-07-01,month,fine_partial,16,647,19,0
2024-07-01,month,fine_partial,17,628,12,0
2024-07-01,month,fine_partial,18,616,9,0
2024-07-01,month,fine_partial,19,607,9,0
2024-07-01,month,fine_partial,20,598,12,0
2024-08-01,month,direct_full20,5,3060,972,0
2024-08-01,month,direct_mature5,5,3135,986,75
2024-08-01,month,coarse_full20,1,3060,1439,0
2024-08-01,month,coarse_full20,3,1621,465,0
2024-08-01,month,coarse_full20,5,1156,184,0
2024-08-01,month,coarse_full20,10,972,200,0
2024-08-01,month,coarse_full20,20,772,175,0
2024-08-01,month,coarse_partial,1,3155,1488,95
2024-08-01,month,coarse_partial,3,1657,479,36
2024-08-01,month,coarse_partial,5,1178,192,22
2024-08-01,month,coarse_partial,10,986,208,14
2024-08-01,month,coarse_partial,20,772,175,0
2024-08-01,month,fine_full20,1,3060,1439,0
2024-08-01,month,fine_full20,2,1621,293,0
2024-08-01,month,fine_full20,3,1328,172,0
2024-08-01,month,fine_full20,4,1156,96,0
2024-08-01,month,fine_full20,5,1060,88,0
2024-08-01,month,fine_full20,6,972,54,0
2024-08-01,month,fine_full20,7,918,41,0
2024-08-01,month,fine_full20,8,877,40,0
2024-08-01,month,fine_full20,9,837,30,0
2024-08-01,month,fine_full20,10,807,35,0
2024-08-01,month,fine_full20,11,772,32,0
2024-08-01,month,fine_full20,12,740,26,0
2024-08-01,month,fine_full20,13,714,27,0
2024-08-01,month,fine_full20,14,687,15,0
2024-08-01,month,fine_full20,15,672,9,0
2024-08-01,month,fine_full20,16,663,19,0
2024-08-01,month,fine_full20,17,644,14,0
2024-08-01,month,fine_full20,18,630,9,0
2024-08-01,month,fine_full20,19,621,12,0
2024-08-01,month,fine_full20,20,609,12,0
2024-08-01,month,fine_partial,1,3155,1488,95
2024-08-01,month,fine_partial,2,1662,305,41
2024-08-01,month,fine_partial,3,1352,174,24
2024-08-01,month,fine_partial,4,1178,98,22
2024-08-01,month,fine_partial,5,1080,94,20
2024-08-01,month,fine_partial,6,986,55,14
2024-08-01,month,fine_partial,7,931,46,13
2024-08-01,month,fine_partial,8,885,41,8
2024-08-01,month,fine_partial,9,844,30,7
2024-08-01,month,fine_partial,10,814,36,7
2024-08-01,month,fine_partial,11,778,33,6
2024-08-01,month,fine_partial,12,745,27,5
2024-08-01,month,fine_partial,13,718,27,4
2024-08-01,month,fine_partial,14,691,16,4
2024-08-01,month,fine_partial,15,675,10,3
2024-08-01,month,fine_partial,16,665,20,2
2024-08-01,month,fine_partial,17,645,15,1
2024-08-01,month,fine_partial,18,630,9,0
2024-08-01,month,fine_partial,19,621,12,0
2024-08-01,month,fine_partial,20,609,12,0
2024-09-01,month,direct_full20,5,3175,996,0
2024-09-01,month,direct_mature5,5,3250,1041,75
2024-09-01,month,coarse_full20,1,3175,1506,0
2024-09-01,month,coarse_full20,3,1669,481,0
2024-09-01,month,coarse_full20,5,1188,192,0
2024-09-01,month,coarse_full20,10,996,218,0
2024-09-01,month,coarse_full20,20,778,181,0
2024-09-01,month,coarse_partial,1,3270,1539,95
2024-09-01,month,coarse_partial,3,1725,489,56
2024-09-01,month,coarse_partial,5,1235,194,47
2024-09-01,month,coarse_partial,10,1024,218,28
2024-09-01,month,coarse_partial,20,778,181,0
2024-09-01,month,fine_full20,1,3175,1506,0
2024-09-01,month,fine_full20,2,1669,307,0
2024-09-01,month,fine_full20,3,1362,174,0
2024-09-01,month,fine_full20,4,1188,98,0
2024-09-01,month,fine_full20,5,1090,94,0
2024-09-01,month,fine_full20,6,996,60,0
2024-09-01,month,fine_full20,7,936,51,0
2024-09-01,month,fine_full20,8,885,41,0
2024-09-01,month,fine_full20,9,844,30,0
2024-09-01,month,fine_full20,10,814,36,0
2024-09-01,month,fine_full20,11,778,33,0
2024-09-01,month,fine_full20,12,745,27,0
2024-09-01,month,fine_full20,13,718,27,0
2024-09-01,month,fine_full20,14,691,16,0
2024-09-01,month,fine_full20,15,675,10,0
2024-09-01,month,fine_full20,16,665,20,0
2024-09-01,month,fine_full20,17,645,15,0
2024-09-01,month,fine_full20,18,630,9,0
2024-09-01,month,fine_full20,19,621,12,0
2024-09-01,month,fine_full20,20,609,12,0
2024-09-01,month,fine_partial,1,3270,1539,95
2024-09-01,month,fine_partial,2,1729,315,60
2024-09-01,month,fine_partial,3,1412,176,50
2024-09-01,month,fine_partial,4,1236,98,48
2024-09-01,month,fine_partial,5,1137,96,47
2024-09-01,month,fine_partial,6,1038,60,42
2024-09-01,month,fine_partial,7,978,51,42
2024-09-01,month,fine_partial,8,923,41,38
2024-09-01,month,fine_partial,9,877,30,33
2024-09-01,month,fine_partial,10,842,36,28
2024-09-01,month,fine_partial,11,802,33,24
2024-09-01,month,fine_partial,12,769,27,24
2024-09-01,month,fine_partial,13,742,27,24
2024-09-01,month,fine_partial,14,715,16,24
2024-09-01,month,fine_partial,15,694,10,19
2024-09-01,month,fine_partial,16,679,20,14
2024-09-01,month,fine_partial,17,654,15,9
2024-09-01,month,fine_partial,18,634,9,4
2024-09-01,month,fine_partial,19,621,12,0
2024-09-01,month,fine_partial,20,609,12,0
2024-10-01,quarter,direct_full20,5,3280,1042,0
2024-10-01,quarter,direct_mature5,5,3355,1085,75
2024-10-01,quarter,coarse_full20,1,3280,1548,0
2024-10-01,quarter,coarse_full20,3,1732,495,0
2024-10-01,quarter,coarse_full20,5,1237,195,0
2024-10-01,quarter,coarse_full20,10,1042,227,0
2024-10-01,quarter,coarse_full20,20,815,192,0
2024-10-01,quarter,coarse_partial,1,3375,1579,95
2024-10-01,quarter,coarse_partial,3,1787,505,55
2024-10-01,quarter,coarse_partial,5,1282,197,45
2024-10-01,quarter,coarse_partial,10,1070,227,28
2024-10-01,quarter,coarse_partial,20,815,192,0
2024-10-01,quarter,fine_full20,1,3280,1548,0
2024-10-01,quarter,fine_full20,2,1732,318,0
2024-10-01,quarter,fine_full20,3,1414,177,0
2024-10-01,quarter,fine_full20,4,1237,99,0
2024-10-01,quarter,fine_full20,5,1138,96,0
2024-10-01,quarter,fine_full20,6,1042,62,0
2024-10-01,quarter,fine_full20,7,980,53,0
2024-10-01,quarter,fine_full20,8,927,41,0
2024-10-01,quarter,fine_full20,9,886,33,0
2024-10-01,quarter,fine_full20,10,853,38,0
2024-10-01,quarter,fine_full20,11,815,36,0
2024-10-01,quarter,fine_full20,12,779,31,0
2024-10-01,quarter,fine_full20,13,748,29,0
2024-10-01,quarter,fine_full20,14,719,16,0
2024-10-01,quarter,fine_full20,15,703,10,0
2024-10-01,quarter,fine_full20,16,693,20,0
2024-10-01,quarter,fine_full20,17,673,17,0
2024-10-01,quarter,fine_full20,18,656,9,0
2024-10-01,quarter,fine_full20,19,647,12,0
2024-10-01,quarter,fine_full20,20,635,12,0
2024-10-01,quarter,fine_partial,1,3375,1579,95
2024-10-01,quarter,fine_partial,2,1791,324,59
2024-10-01,quarter,fine_partial,3,1463,181,49
2024-10-01,quarter,fine_partial,4,1282,101,45
2024-10-01,quarter,fine_partial,5,1181,96,43
2024-10-01,quarter,fine_partial,6,1085,62,43
2024-10-01,quarter,fine_partial,7,1023,53,43
2024-10-01,quarter,fine_partial,8,965,41,38
2024-10-01,quarter,fine_partial,9,919,33,33
2024-10-01,quarter,fine_partial,10,881,38,28
2024-10-01,quarter,fine_partial,11,839,36,24
2024-10-01,quarter,fine_partial,12,803,31,24
2024-10-01,quarter,fine_partial,13,772,29,24
2024-10-01,quarter,fine_partial,14,743,16,24
2024-10-01,quarter,fine_partial,15,722,10,19
2024-10-01,quarter,fine_partial,16,707,20,14
2024-10-01,quarter,fine_partial,17,683,17,10
2024-10-01,quarter,fine_partial,18,661,9,5
2024-10-01,quarter,fine_partial,19,647,12,0
2024-10-01,quarter,fine_partial,20,635,12,0
2024-10-01,month,direct_full20,5,3280,1042,0
2024-10-01,month,direct_mature5,5,3355,1085,75
2024-10-01,month,coarse_full20,1,3280,1548,0
2024-10-01,month,coarse_full20,3,1732,495,0
2024-10-01,month,coarse_full20,5,1237,195,0
2024-10-01,month,coarse_full20,10,1042,227,0
2024-10-01,month,coarse_full20,20,815,192,0
2024-10-01,month,coarse_partial,1,3375,1579,95
2024-10-01,month,coarse_partial,3,1787,505,55
2024-10-01,month,coarse_partial,5,1282,197,45
2024-10-01,month,coarse_partial,10,1070,227,28
2024-10-01,month,coarse_partial,20,815,192,0
2024-10-01,month,fine_full20,1,3280,1548,0
2024-10-01,month,fine_full20,2,1732,318,0
2024-10-01,month,fine_full20,3,1414,177,0
2024-10-01,month,fine_full20,4,1237,99,0
2024-10-01,month,fine_full20,5,1138,96,0
2024-10-01,month,fine_full20,6,1042,62,0
2024-10-01,month,fine_full20,7,980,53,0
2024-10-01,month,fine_full20,8,927,41,0
2024-10-01,month,fine_full20,9,886,33,0
2024-10-01,month,fine_full20,10,853,38,0
2024-10-01,month,fine_full20,11,815,36,0
2024-10-01,month,fine_full20,12,779,31,0
2024-10-01,month,fine_full20,13,748,29,0
2024-10-01,month,fine_full20,14,719,16,0
2024-10-01,month,fine_full20,15,703,10,0
2024-10-01,month,fine_full20,16,693,20,0
2024-10-01,month,fine_full20,17,673,17,0
2024-10-01,month,fine_full20,18,656,9,0
2024-10-01,month,fine_full20,19,647,12,0
2024-10-01,month,fine_full20,20,635,12,0
2024-10-01,month,fine_partial,1,3375,1579,95
2024-10-01,month,fine_partial,2,1791,324,59
2024-10-01,month,fine_partial,3,1463,181,49
2024-10-01,month,fine_partial,4,1282,101,45
2024-10-01,month,fine_partial,5,1181,96,43
2024-10-01,month,fine_partial,6,1085,62,43
2024-10-01,month,fine_partial,7,1023,53,43
2024-10-01,month,fine_partial,8,965,41,38
2024-10-01,month,fine_partial,9,919,33,33
2024-10-01,month,fine_partial,10,881,38,28
2024-10-01,month,fine_partial,11,839,36,24
2024-10-01,month,fine_partial,12,803,31,24
2024-10-01,month,fine_partial,13,772,29,24
2024-10-01,month,fine_partial,14,743,16,24
2024-10-01,month,fine_partial,15,722,10,19
2024-10-01,month,fine_partial,16,707,20,14
2024-10-01,month,fine_partial,17,683,17,10
2024-10-01,month,fine_partial,18,661,9,5
2024-10-01,month,fine_partial,19,647,12,0
2024-10-01,month,fine_partial,20,635,12,0
2024-11-01,month,direct_full20,5,3390,1108,0
2024-11-01,month,direct_mature5,5,3465,1129,75
2024-11-01,month,coarse_full20,1,3390,1580,0
2024-11-01,month,coarse_full20,3,1810,505,0
2024-11-01,month,coarse_full20,5,1305,197,0
2024-11-01,month,coarse_full20,10,1108,227,0
2024-11-01,month,coarse_full20,20,881,192,0
2024-11-01,month,coarse_partial,1,3485,1621,95
2024-11-01,month,coarse_partial,3,1855,518,45
2024-11-01,month,coarse_partial,5,1331,202,26
2024-11-01,month,coarse_partial,10,1123,228,15
2024-11-01,month,coarse_partial,20,881,192,0
2024-11-01,month,fine_full20,1,3390,1580,0
2024-11-01,month,fine_full20,2,1810,324,0
2024-11-01,month,fine_full20,3,1486,181,0
2024-11-01,month,fine_full20,4,1305,101,0
2024-11-01,month,fine_full20,5,1204,96,0
2024-11-01,month,fine_full20,6,1108,62,0
2024-11-01,month,fine_full20,7,1046,53,0
2024-11-01,month,fine_full20,8,993,41,0
2024-11-01,month,fine_full20,9,952,33,0
2024-11-01,month,fine_full20,10,919,38,0
2024-11-01,month,fine_full20,11,881,36,0
2024-11-01,month,fine_full20,12,845,31,0
2024-11-01,month,fine_full20,13,814,29,0
2024-11-01,month,fine_full20,14,785,16,0
2024-11-01,month,fine_full20,15,769,10,0
2024-11-01,month,fine_full20,16,759,20,0
2024-11-01,month,fine_full20,17,739,17,0
2024-11-01,month,fine_full20,18,722,9,0
2024-11-01,month,fine_full20,19,713,12,0
2024-11-01,month,fine_full20,20,701,12,0
2024-11-01,month,fine_partial,1,3485,1621,95
2024-11-01,month,fine_partial,2,1860,330,50
2024-11-01,month,fine_partial,3,1525,188,39
2024-11-01,month,fine_partial,4,1334,101,29
2024-11-01,month,fine_partial,5,1230,101,26
2024-11-01,month,fine_partial,6,1129,62,21
2024-11-01,month,fine_partial,7,1062,53,16
2024-11-01,month,fine_partial,8,1008,41,15
2024-11-01,month,fine_partial,9,967,34,15
2024-11-01,month,fine_partial,10,933,38,14
2024-11-01,month,fine_partial,11,895,36,14
2024-11-01,month,fine_partial,12,858,31,13
2024-11-01,month,fine_partial,13,823,29,9
2024-11-01,month,fine_partial,14,794,16,9
2024-11-01,month,fine_partial,15,778,10,9
2024-11-01,month,fine_partial,16,767,20,8
2024-11-01,month,fine_partial,17,747,17,8
2024-11-01,month,fine_partial,18,726,9,4
2024-11-01,month,fine_partial,19,717,12,4
2024-11-01,month,fine_partial,20,701,12,0
2024-12-01,month,direct_full20,5,3500,1146,0
2024-12-01,month,direct_mature5,5,3575,1190,75
2024-12-01,month,coarse_full20,1,3500,1629,0
2024-12-01,month,coarse_full20,3,1871,522,0
2024-12-01,month,coarse_full20,5,1349,203,0
2024-12-01,month,coarse_full20,10,1146,230,0
2024-12-01,month,coarse_full20,20,916,192,0
2024-12-01,month,coarse_partial,1,3595,1649,95
2024-12-01,month,coarse_partial,3,1936,530,65
2024-12-01,month,coarse_partial,5,1396,206,47
2024-12-01,month,coarse_partial,10,1172,230,26
2024-12-01,month,coarse_partial,20,916,192,0
2024-12-01,month,fine_full20,1,3500,1629,0
2024-12-01,month,fine_full20,2,1871,333,0
2024-12-01,month,fine_full20,3,1538,189,0
2024-12-01,month,fine_full20,4,1349,102,0
2024-12-01,month,fine_full20,5,1247,101,0
2024-12-01,month,fine_full20,6,1146,62,0
2024-12-01,month,fine_full20,7,1084,54,0
2024-12-01,month,fine_full20,8,1030,42,0
2024-12-01,month,fine_full20,9,988,34,0
2024-12-01,month,fine_full20,10,954,38,0
2024-12-01,month,fine_full20,11,916,36,0
2024-12-01,month,fine_full20,12,880,31,0
2024-12-01,month,fine_full20,13,849,29,0
2024-12-01,month,fine_full20,14,820,16,0
2024-12-01,month,fine_full20,15,804,10,0
2024-12-01,month,fine_full20,16,794,20,0
2024-12-01,month,fine_full20,17,774,17,0
2024-12-01,month,fine_full20,18,757,9,0
2024-12-01,month,fine_full20,19,748,12,0
2024-12-01,month,fine_full20,20,736,12,0
2024-12-01,month,fine_partial,1,3595,1649,95
2024-12-01,month,fine_partial,2,1941,335,70
2024-12-01,month,fine_partial,3,1601,195,63
2024-12-01,month,fine_partial,4,1401,104,52
2024-12-01,month,fine_partial,5,1292,102,45
2024-12-01,month,fine_partial,6,1185,62,39
2024-12-01,month,fine_partial,7,1118,54,34
2024-12-01,month,fine_partial,8,1059,42,29
2024-12-01,month,fine_partial,9,1014,34,26
2024-12-01,month,fine_partial,10,980,38,26
2024-12-01,month,fine_partial,11,938,36,22
2024-12-01,month,fine_partial,12,897,31,17
2024-12-01,month,fine_partial,13,862,29,13
2024-12-01,month,fine_partial,14,830,16,10
2024-12-01,month,fine_partial,15,810,10,6
2024-12-01,month,fine_partial,16,800,20,6
2024-12-01,month,fine_partial,17,780,17,6
2024-12-01,month,fine_partial,18,763,9,6
2024-12-01,month,fine_partial,19,751,12,3
2024-12-01,month,fine_partial,20,736,12,0
2025-01-01,quarter,direct_full20,5,3610,1202,0
2025-01-01,quarter,direct_mature5,5,3685,1215,75
2025-01-01,quarter,coarse_full20,1,3610,1664,0
2025-01-01,quarter,coarse_full20,3,1946,536,0
2025-01-01,quarter,coarse_full20,5,1410,208,0
2025-01-01,quarter,coarse_full20,10,1202,245,0
2025-01-01,quarter,coarse_full20,20,957,218,0
2025-01-01,quarter,coarse_partial,1,3705,1723,95
2025-01-01,quarter,coarse_partial,3,1973,547,27
2025-01-01,quarter,coarse_partial,5,1425,210,15
2025-01-01,quarter,coarse_partial,10,1215,250,13
2025-01-01,quarter,coarse_partial,20,957,218,0
2025-01-01,quarter,fine_full20,1,3610,1664,0
2025-01-01,quarter,fine_full20,2,1946,340,0
2025-01-01,quarter,fine_full20,3,1606,196,0
2025-01-01,quarter,fine_full20,4,1410,105,0
2025-01-01,quarter,fine_full20,5,1305,103,0
2025-01-01,quarter,fine_full20,6,1202,66,0
2025-01-01,quarter,fine_full20,7,1136,56,0
2025-01-01,quarter,fine_full20,8,1080,47,0
2025-01-01,quarter,fine_full20,9,1033,34,0
2025-01-01,quarter,fine_full20,10,999,42,0
2025-01-01,quarter,fine_full20,11,957,41,0
2025-01-01,quarter,fine_full20,12,916,35,0
2025-01-01,quarter,fine_full20,13,881,33,0
2025-01-01,quarter,fine_full20,14,848,18,0
2025-01-01,quarter,fine_full20,15,830,10,0
2025-01-01,quarter,fine_full20,16,820,24,0
2025-01-01,quarter,fine_full20,17,796,19,0
2025-01-01,quarter,fine_full20,18,777,11,0
2025-01-01,quarter,fine_full20,19,766,13,0
2025-01-01,quarter,fine_full20,20,753,14,0
2025-01-01,quarter,fine_partial,1,3705,1723,95
2025-01-01,quarter,fine_partial,2,1978,348,32
2025-01-01,quarter,fine_partial,3,1625,199,19
2025-01-01,quarter,fine_partial,4,1426,107,16
2025-01-01,quarter,fine_partial,5,1318,103,13
2025-01-01,quarter,fine_partial,6,1215,67,13
2025-01-01,quarter,fine_partial,7,1148,56,12
2025-01-01,quarter,fine_partial,8,1092,47,12
2025-01-01,quarter,fine_partial,9,1045,34,12
2025-01-01,quarter,fine_partial,10,1011,46,12
2025-01-01,quarter,fine_partial,11,965,43,8
2025-01-01,quarter,fine_partial,12,922,36,6
2025-01-01,quarter,fine_partial,13,886,35,5
2025-01-01,quarter,fine_partial,14,851,19,3
2025-01-01,quarter,fine_partial,15,832,10,2
2025-01-01,quarter,fine_partial,16,822,24,2
2025-01-01,quarter,fine_partial,17,796,19,0
2025-01-01,quarter,fine_partial,18,777,11,0
2025-01-01,quarter,fine_partial,19,766,13,0
2025-01-01,quarter,fine_partial,20,753,14,0
2025-01-01,month,direct_full20,5,3610,1202,0
2025-01-01,month,direct_mature5,5,3685,1215,75
2025-01-01,month,coarse_full20,1,3610,1664,0
2025-01-01,month,coarse_full20,3,1946,536,0
2025-01-01,month,coarse_full20,5,1410,208,0
2025-01-01,month,coarse_full20,10,1202,245,0
2025-01-01,month,coarse_full20,20,957,218,0
2025-01-01,month,coarse_partial,1,3705,1723,95
2025-01-01,month,coarse_partial,3,1973,547,27
2025-01-01,month,coarse_partial,5,1425,210,15
2025-01-01,month,coarse_partial,10,1215,250,13
2025-01-01,month,coarse_partial,20,957,218,0
2025-01-01,month,fine_full20,1,3610,1664,0
2025-01-01,month,fine_full20,2,1946,340,0
2025-01-01,month,fine_full20,3,1606,196,0
2025-01-01,month,fine_full20,4,1410,105,0
2025-01-01,month,fine_full20,5,1305,103,0
2025-01-01,month,fine_full20,6,1202,66,0
2025-01-01,month,fine_full20,7,1136,56,0
2025-01-01,month,fine_full20,8,1080,47,0
2025-01-01,month,fine_full20,9,1033,34,0
2025-01-01,month,fine_full20,10,999,42,0
2025-01-01,month,fine_full20,11,957,41,0
2025-01-01,month,fine_full20,12,916,35,0
2025-01-01,month,fine_full20,13,881,33,0
2025-01-01,month,fine_full20,14,848,18,0
2025-01-01,month,fine_full20,15,830,10,0
2025-01-01,month,fine_full20,16,820,24,0
2025-01-01,month,fine_full20,17,796,19,0
2025-01-01,month,fine_full20,18,777,11,0
2025-01-01,month,fine_full20,19,766,13,0
2025-01-01,month,fine_full20,20,753,14,0
2025-01-01,month,fine_partial,1,3705,1723,95
2025-01-01,month,fine_partial,2,1978,348,32
2025-01-01,month,fine_partial,3,1625,199,19
2025-01-01,month,fine_partial,4,1426,107,16
2025-01-01,month,fine_partial,5,1318,103,13
2025-01-01,month,fine_partial,6,1215,67,13
2025-01-01,month,fine_partial,7,1148,56,12
2025-01-01,month,fine_partial,8,1092,47,12
2025-01-01,month,fine_partial,9,1045,34,12
2025-01-01,month,fine_partial,10,1011,46,12
2025-01-01,month,fine_partial,11,965,43,8
2025-01-01,month,fine_partial,12,922,36,6
2025-01-01,month,fine_partial,13,886,35,5
2025-01-01,month,fine_partial,14,851,19,3
2025-01-01,month,fine_partial,15,832,10,2
2025-01-01,month,fine_partial,16,822,24,2
2025-01-01,month,fine_partial,17,796,19,0
2025-01-01,month,fine_partial,18,777,11,0
2025-01-01,month,fine_partial,19,766,13,0
2025-01-01,month,fine_partial,20,753,14,0
2025-02-01,month,direct_full20,5,3685,1215,0
2025-02-01,month,direct_mature5,5,3760,1232,75
2025-02-01,month,coarse_full20,1,3685,1713,0
2025-02-01,month,coarse_full20,3,1972,547,0
2025-02-01,month,coarse_full20,5,1425,210,0
2025-02-01,month,coarse_full20,10,1215,250,0
2025-02-01,month,coarse_full20,20,965,224,0
2025-02-01,month,coarse_partial,1,3780,1765,95
2025-02-01,month,coarse_partial,3,2006,561,34
2025-02-01,month,coarse_partial,5,1445,213,20
2025-02-01,month,coarse_partial,10,1231,261,16
2025-02-01,month,coarse_partial,20,965,224,0
2025-02-01,month,fine_full20,1,3685,1713,0
2025-02-01,month,fine_full20,2,1972,348,0
2025-02-01,month,fine_full20,3,1624,199,0
2025-02-01,month,fine_full20,4,1425,107,0
2025-02-01,month,fine_full20,5,1318,103,0
2025-02-01,month,fine_full20,6,1215,67,0
2025-02-01,month,fine_full20,7,1148,56,0
2025-02-01,month,fine_full20,8,1092,47,0
2025-02-01,month,fine_full20,9,1045,34,0
2025-02-01,month,fine_full20,10,1011,46,0
2025-02-01,month,fine_full20,11,965,43,0
2025-02-01,month,fine_full20,12,922,36,0
2025-02-01,month,fine_full20,13,886,35,0
2025-02-01,month,fine_full20,14,851,19,0
2025-02-01,month,fine_full20,15,832,10,0
2025-02-01,month,fine_full20,16,822,24,0
2025-02-01,month,fine_full20,17,798,19,0
2025-02-01,month,fine_full20,18,779,11,0
2025-02-01,month,fine_full20,19,768,13,0
2025-02-01,month,fine_full20,20,755,14,0
2025-02-01,month,fine_partial,1,3780,1765,95
2025-02-01,month,fine_partial,2,2011,358,39
2025-02-01,month,fine_partial,3,1648,203,24
2025-02-01,month,fine_partial,4,1445,109,20
2025-02-01,month,fine_partial,5,1336,104,18
2025-02-01,month,fine_partial,6,1231,68,16
2025-02-01,month,fine_partial,7,1163,57,15
2025-02-01,month,fine_partial,8,1106,50,14
2025-02-01,month,fine_partial,9,1056,35,11
2025-02-01,month,fine_partial,10,1021,51,10
2025-02-01,month,fine_partial,11,970,43,5
2025-02-01,month,fine_partial,12,927,40,5
2025-02-01,month,fine_partial,13,887,36,1
2025-02-01,month,fine_partial,14,851,19,0
2025-02-01,month,fine_partial,15,832,10,0
2025-02-01,month,fine_partial,16,822,24,0
2025-02-01,month,fine_partial,17,798,19,0
2025-02-01,month,fine_partial,18,779,11,0
2025-02-01,month,fine_partial,19,768,13,0
2025-02-01,month,fine_partial,20,755,14,0
2025-03-01,month,direct_full20,5,3785,1240,0
2025-03-01,month,direct_mature5,5,3860,1240,75
2025-03-01,month,coarse_full20,1,3785,1767,0
2025-03-01,month,coarse_full20,3,2018,565,0
2025-03-01,month,coarse_full20,5,1453,213,0
2025-03-01,month,coarse_full20,10,1240,267,0
2025-03-01,month,coarse_full20,20,973,232,0
2025-03-01,month,coarse_partial,1,3880,1840,95
2025-03-01,month,coarse_partial,3,2039,577,21
2025-03-01,month,coarse_partial,5,1462,222,9
2025-03-01,month,coarse_partial,10,1240,267,0
2025-03-01,month,coarse_partial,20,973,232,0
2025-03-01,month,fine_full20,1,3785,1767,0
2025-03-01,month,fine_full20,2,2018,360,0
2025-03-01,month,fine_full20,3,1658,205,0
2025-03-01,month,fine_full20,4,1453,109,0
2025-03-01,month,fine_full20,5,1344,104,0
2025-03-01,month,fine_full20,6,1240,69,0
2025-03-01,month,fine_full20,7,1171,59,0
2025-03-01,month,fine_full20,8,1112,53,0
2025-03-01,month,fine_full20,9,1059,35,0
2025-03-01,month,fine_full20,10,1024,51,0
2025-03-01,month,fine_full20,11,973,44,0
2025-03-01,month,fine_full20,12,929,41,0
2025-03-01,month,fine_full20,13,888,36,0
2025-03-01,month,fine_full20,14,852,19,0
2025-03-01,month,fine_full20,15,833,11,0
2025-03-01,month,fine_full20,16,822,24,0
2025-03-01,month,fine_full20,17,798,19,0
2025-03-01,month,fine_full20,18,779,11,0
2025-03-01,month,fine_full20,19,768,13,0
2025-03-01,month,fine_full20,20,755,14,0
2025-03-01,month,fine_partial,1,3880,1840,95
2025-03-01,month,fine_partial,2,2039,369,21
2025-03-01,month,fine_partial,3,1670,208,12
2025-03-01,month,fine_partial,4,1462,118,9
2025-03-01,month,fine_partial,5,1344,104,0
2025-03-01,month,fine_partial,6,1240,69,0
2025-03-01,month,fine_partial,7,1171,59,0
2025-03-01,month,fine_partial,8,1112,53,0
2025-03-01,month,fine_partial,9,1059,35,0
2025-03-01,month,fine_partial,10,1024,51,0
2025-03-01,month,fine_partial,11,973,44,0
2025-03-01,month,fine_partial,12,929,41,0
2025-03-01,month,fine_partial,13,888,36,0
2025-03-01,month,fine_partial,14,852,19,0
2025-03-01,month,fine_partial,15,833,11,0
2025-03-01,month,fine_partial,16,822,24,0
2025-03-01,month,fine_partial,17,798,19,0
2025-03-01,month,fine_partial,18,779,11,0
2025-03-01,month,fine_partial,19,768,13,0
2025-03-01,month,fine_partial,20,755,14,0
2025-04-01,quarter,direct_full20,5,3895,1256,0
2025-04-01,quarter,direct_mature5,5,3970,1264,75
2025-04-01,quarter,coarse_full20,1,3895,1840,0
2025-04-01,quarter,coarse_full20,3,2055,577,0
2025-04-01,quarter,coarse_full20,5,1478,222,0
2025-04-01,quarter,coarse_full20,10,1256,277,0
2025-04-01,quarter,coarse_full20,20,979,238,0
2025-04-01,quarter,coarse_partial,1,3990,1895,95
2025-04-01,quarter,coarse_partial,3,2093,602,38
2025-04-01,quarter,coarse_partial,5,1488,224,10
2025-04-01,quarter,coarse_partial,10,1256,277,0
2025-04-01,quarter,coarse_partial,20,979,238,0
2025-04-01,quarter,fine_full20,1,3895,1840,0
2025-04-01,quarter,fine_full20,2,2055,369,0
2025-04-01,quarter,fine_full20,3,1686,208,0
2025-04-01,quarter,fine_full20,4,1478,118,0
2025-04-01,quarter,fine_full20,5,1360,104,0
2025-04-01,quarter,fine_full20,6,1256,72,0
2025-04-01,quarter,fine_full20,7,1184,61,0
2025-04-01,quarter,fine_full20,8,1123,58,0
2025-04-01,quarter,fine_full20,9,1065,35,0
2025-04-01,quarter,fine_full20,10,1030,51,0
2025-04-01,quarter,fine_full20,11,979,44,0
2025-04-01,quarter,fine_full20,12,935,44,0
2025-04-01,quarter,fine_full20,13,891,38,0
2025-04-01,quarter,fine_full20,14,853,20,0
2025-04-01,quarter,fine_full20,15,833,11,0
2025-04-01,quarter,fine_full20,16,822,24,0
2025-04-01,quarter,fine_full20,17,798,19,0
2025-04-01,quarter,fine_full20,18,779,11,0
2025-04-01,quarter,fine_full20,19,768,13,0
